AREA,ID,LAYER,RMTYPE,SUBTYPE,WEIGHT,ALTERATIONS,CRACKS,POTLIDS,REDDENING,GLOSS,WHITEPATINA,PATINA,OTHER,CORTEX,CORTEXTHICKNESS,CORTEXAPPEARANCE,INCLUSIONS,INCLUSIONTYPE
SHELTER,VB07-1848,,Type 2,TYPE 2B,10,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Other,Yes,FeOx; ND
SHELTER,VB06-1621,,Type 2,Type 2,2.2,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Outcrop,Yes,FeOx; ND
SHELTER,VB08-5484,,Type 2,TYPE 2B,4.9,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB07-942,,Type 2,TYPE 2B,,Yes,No,No,No,No,No,Yes,No,No,,,No,FeOx; ND
SHELTER,VB09-1141,,Type 2,Type 2,,No,,,,,,,,Yes,Medium,Other,Yes,FeOx; ND; Org
SHELTER,VB06-1435,,Type 2,TYPE 2B,,No,,,,,,,,No,,,No,FeOx; ND; Org
SHELTER,Vb09-676,,Type 2,TYPE 2B,,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,FeOx; ND; Spi
SHELTER,VB05-2645,,Type 2,TYPE 2B,,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB07-1283,,Type 2,TYPE 2B,,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB07-985,,Type 2,TYPE 2B,,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,No,FeOx; ND
SHELTER,VB06-1043,,Type 2,Type 2,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,FeOx; ND
SHELTER,VB07-1076,,Type 2,Type 2,,Yes,No,No,No,No,No,No,Yes,No,,,No,FeOx; ND
SHELTER,VB07-1071,,Type 2,Type 2,,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Outcrop,Yes,FeOx; ND; Org
SHELTER,VB07-980,,Type 2,Type 2,,No,,,,,,,,Yes,Medium,Rounded,Yes,FeOx; ND
SHELTER,VB07-1587,,Type 2,Type 2,,No,,,,,,,,Yes,Thin,Other,Yes,FeOx; ND; Spi
SHELTER,VB07-524,,Type 2,Type 2,,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB06-1978,,Type 2,Type 2,,Yes,No,No,No,No,Yes,No,No,Yes,Medium,Rounded,Yes,FeOx; Org
SHELTER,VB08-5962,,Type 2,Type 2,,No,,,,,,,,Yes,Thick,Rounded,Yes,FeOx
SHELTER,VB07-1427,,Type 2,Type 2,,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB09-1645,,Type 2,Type 2,1.5,No,,,,,,,,Yes,Medium,Rounded,Yes,ND; Spi
SHELTER,VB05-2637,,Type 2,Type 2,1.4,Yes,No,No,No,No,No,No,Yes,No,,,Yes,ND; Spi
SHELTER,VB05-2884,,Type 2,TYPE 2B,0.5,Yes,No,No,No,No,No,No,Yes,No,,,Yes,ND
SHELTER,VB08-1965,,Type 2,TYPE 2B,1.1,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,ND
SHELTER,VB06-1688,,Type 2,Type 2,1.8,No,,,,,,,,Yes,Medium,Other,Yes,FeOx; ND
SHELTER,VB06-2176,,Type 2,Type 2,2,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; ND
SHELTER,VB06-905,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,Yes,No,No,,,No,FeOx; ND
SHELTER,VB07-1161,,Type 2,Type 2,12.1,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Outcrop,Yes,FeOx; ND
SHELTER,VB07-1048,,Type 2,Type 2,1.2,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Rounded,No,FeOx; ND
SHELTER,VB08-1123,,Type 2,Type 2,1.4,Yes,No,No,No,No,Yes,No,Yes,No,,,Yes,FeOx; ND
SHELTER,VB05-2832,,Type 2,Type 2,0.6,No,,,,,,,,No,,,Yes,FeOx
SHELTER,VB09-124,,Type 2,Type 2,4.9,Yes,No,No,No,No,No,Yes,Yes,Yes,Thick,Outcrop,Yes,ND; Org
SHELTER,VB06-578,,Type 2,TYPE 2B,0.8,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB06-578,,Type 2,Type 2,0.6,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB06-1918,,Type 2,TYPE 2B,0.1,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB06-2231,,Type 2,TYPE 2B,0.5,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB08-TOCA,,Type 2,Type 2,1.6,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Other,Yes,FeOx; ND; Org
SHELTER,VB08-4733,,Type 2,TYPE 2B,2.6,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx; ND; Spi
SHELTER,VB08-5280,,Type 2,TYPE 2B,2.1,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB06-2241,,Type 2,TYPE 2B,1.5,No,,,,,,,,Yes,Thin,Rounded,Yes,FeOx; ND; Spi
SHELTER,VB06-1628,,Type 2,TYPE 2B,0.4,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; ND
SHELTER,VB07-1181,,Type 2,Type 2,16.8,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx; ND
SHELTER,VB09-586,,Type 2,Type 2,3.2,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB09-247,,Type 2,Type 2,1.3,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB08-2995,,Type 2,Type 2,1.5,No,,,,,,,,No,,,Yes,FeOx; ND; Spi
SHELTER,VB07-1498,,Type 2,TYPE 2B,1.9,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Other,Yes,ND
SHELTER,VB06-800,,Type 2,Type 2,0.6,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Rounded,No,ND
SHELTER,VB09-84,,Type 2,Type 2,0.6,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Other,Yes,ND
SHELTER,VB05-2104,,Type 2,Type 2,1.2,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; ND
SHELTER,VB07-1256,,Type 2,Type 2,3.8,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Rounded,Yes,FeOx; ND
SHELTER,VB05-1921,,Type 2,Type 2,3.7,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Other,Yes,FeOx; Org; Mineral
SHELTER,VB07-990,,Type 2,Type 2,24.1,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Rounded,Yes,FeOx; ND
SHELTER,VB07-1411,,Type 2,Type 2,1.3,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Rounded,Yes,FeOx
SHELTER,VB08-274,,Type 2,Type 2,18.2,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Outcrop,Yes,ND
SHELTER,VB07-451,,Type 2,Type 2,3.5,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Rounded,Yes,FeOx; ND; Spi
SHELTER,VB07-1274,,Type 2,Type 2,1,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB08-177,,Type 2,Type 2,1.4,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,ND
SHELTER,VB06-1669,,Type 2,Type 2,0.1,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB09-2864,,Type 2,Type 2,1.6,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB09-2049,,Type 2,Type 2,1.6,No,,,,,,,,No,,,Yes,FeOx; ND; Spi
SHELTER,VB06-1454,,Type 2,Type 2,7.2,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Outcrop,Yes,FeOx; ND
SHELTER,VB06-386,,Type 2,Type 2,1.8,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx; ND; Org
SHELTER,VB08-1584,,Type 2,Type 2,38.5,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Outcrop,Yes,FeOx; ND
SHELTER,VB08-1250,,Type 2,Type 2,2.4,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; ND
SHELTER,VB08-3999,,Type 2,Type 2,35.3,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx
SHELTER,VB08-423,,Type 2,TYPE 2B,16,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Other,Yes,FeOx
SHELTER,VB06-24,,Type 2,TYPE 2B,24.9,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,FeOx
SHELTER,VB06-2019,,Type 2,Type 2,13,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Other,Yes,FeOx; ND
SHELTER,VB07-504,,Type 2,Type 2,20.5,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Outcrop,Yes,FeOx
SHELTER,VB07-1393,,Type 2,Type 2,13.3,Yes,No,No,Yes,No,No,Yes,No,Yes,Medium,Rounded,Yes,FeOx; ND
SHELTER,VB07-1420,,Type 2,Type 2,1.1,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx; ND
SHELTER,VB07-1331,,Type 2,Type 2,12.6,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,ND
SHELTER,VB08-3554,,Type 2,Type 2,15.4,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Other,Yes,ND
SHELTER,VB06-122,,Type 2,Type 2,0.5,Yes,No,No,No,No,No,No,Yes,No,,,No,ND
SHELTER,VB06-1084,,Type 2,Type 2,13.2,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Other,Yes,ND
SHELTER,VB07-913,,Type 2,Type 2,2.4,Yes,No,No,No,No,No,Yes,Yes,No,,,No,ND
SHELTER,VB07-1364,,Type 2,Type 2,6.3,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,No,ND
SHELTER,VB07-1309,,Type 2,Type 2,21.6,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,FeOx; ND
SHELTER,VB06-2015,,Type 2,Type 2,1.9,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,ND
SHELTER,VB08-2049,,Type 2,TYPE 2B,5.7,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Other,Yes,FeOx; ND
SHELTER,VB06-1656,,Type 2,Type 2,3.4,Yes,No,No,No,Yes,No,Yes,Yes,No,,,Yes,FeOx
SHELTER,VB06-2145,,Type 2,Type 2,1.6,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB07-1423,,Type 2,Type 2,6.6,Yes,No,No,No,No,No,Yes,Yes,No,,,No,FeOx; ND
SHELTER,VB07-1482,,Type 2,Type 2,1.8,Yes,No,No,No,No,No,Yes,No,No,,,No,FeOx; ND
SHELTER,VB06-1011,,Type 2,Type 2,1.4,Yes,No,No,No,No,No,Yes,Yes,No,,,No,FeOx; ND
SHELTER,VB09-1617,,Type 2,Type 2,3.1,Yes,No,No,No,No,No,Yes,Yes,No,,,No,FeOx; ND
SHELTER,VB08-1355,,Type 2,Type 2,3.9,Yes,No,No,No,No,No,Yes,Yes,No,,,No,FeOx; ND
SHELTER,VB08-5921,,Type 2,Type 2,1,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB07-1160,,Type 2,Type 2,3.6,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB06-68,,Type 2,Type 2,0.9,Yes,No,No,No,No,No,No,Yes,No,,,No,
SHELTER,VB07-1430,,Type 2,Type 2,0.3,Yes,No,No,No,No,No,No,Yes,No,,,No,
SHELTER,VB08-3116,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,ND
SHELTER,VB08-3826,,Type 2,Type 2,0.5,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx
SHELTER,VB09-707,,Type 2,Type 2,0.9,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB08-5525,,Type 2,Type 2,1.6,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Rounded,Yes,FeOx; Rad; ND
SHELTER,VB07-1326,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx; Spi; ND
SHELTER,VB08-3565,,Type 2,Type 2,0.4,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; ND
SHELTER,VB08-5346,,Type 2,Type 2,2.2,Yes,No,No,No,No,No,No,Yes,No,,,Yes,Rad; ND
SHELTER,VB06-2025,,Type 2,Type 2,2.8,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Other,Yes,Rad; ND; Spi; Rad
SHELTER,VB07-647,,Type 2,Type 2,1.1,Yes,No,No,No,No,No,No,Yes,No,,,Yes,Rad; ND
SHELTER,VB07-1123,,Type 2,Type 2,0.3,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx; ND
SHELTER,VB05-2645,,Type 2,Type 2,0.3,Yes,No,No,No,No,No,No,Yes,No,,,Yes,ND; Rad
SHELTER,VB07-1199,,Type 2,Type 2,1,Yes,No,No,No,No,No,Yes,No,No,,,Yes,ND; Rad; Spi; FeOx
SHELTER,VB09-2094,,Type 2,Type 2,1,Yes,No,No,No,No,No,Yes,No,Yes,Thick,Other,Yes,ND
SHELTER,VB06-122,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx; ND; Rad; Spi
SHELTER,VB07-1072,,Type 2,Type 2,1,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND; Rad
SHELTER,VB06-1316,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,No,Yes,No,,,Yes,ND; Rad
SHELTER,VB07-1430,,Type 2,Type 2,0.8,Yes,No,No,No,No,Yes,No,Yes,No,,,Yes,ND; Rad
SHELTER,VB07-1416,,Type 2,Type 2,16.6,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Other,Yes,ND; Rad
SHELTER,VB09-849,,Type 2,Type 2,5,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,ND; Rad; FeOx; Spi
SHELTER,VB07-703,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Other,Yes,ND; Rad; FeOx
SHELTER,VB06-1751,,Type 2,Type 2,2,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,Rad
SHELTER,VB08-2365,,Type 2,Type 2,0.7,Yes,No,No,No,Yes,No,No,No,No,,,Yes,Rad
SHELTER,VB07-754,,Type 2,Type 2,2.2,No,,,,,,,,No,,,Yes,FeOx; Spi
SHELTER,VB07-611,,Type 2,Type 2,1.3,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,Spi
SHELTER,VB08-1564,,Type 2,Type 2,0.4,Yes,No,No,No,No,Yes,No,Yes,No,,,Yes,ND
SHELTER,VB05-2363,,Type 2,Type 2,0.5,No,,,,,,,,No,,,Yes,FeOx; Rad
SHELTER,VB05-1150,,Type 2,Type 2,0.8,No,,,,,,,,No,,,Yes,Rad; ND
SHELTER,VB05-1726,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; Rad
SHELTER,VB06-1035,,Type 2,Type 2,0.3,Yes,No,No,No,No,No,No,Yes,No,,,No,FeOx; Rad
SHELTER,VB08-4975,,Type 2,Type 2,0.6,No,,,,,,,,Yes,Thin,Other,Yes,Rad; Spi
SHELTER,VB08-1564,,Type 2,Type 2,0.6,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,No,Rad; Spi
SHELTER,VB06-1106,,Type 2,Type 2,0.6,Yes,No,No,No,No,Yes,No,No,No,,,Yes,Rad; Spi; FeOx
SHELTER,VB07-395,,Type 2,TYPE 2B,0.4,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; ND
SHELTER,VB07-868,,Type 2,Type 2,1.8,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,ND
SHELTER,VB07-1426,,Type 2,Type 2,1.7,Yes,No,No,No,No,No,Yes,Yes,Yes,Thick,Outcrop,No,ND
SHELTER,VB09-982,,Type 2,Type 2,0.7,No,,,,,,,,Yes,Medium,Rounded,Yes,ND
SHELTER,VB06-201,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,No,Yes,No,,,No,ND
SHELTER,VB07-1509,,Type 2,Type 2,0.2,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,ND
SHELTER,VB07-1072,,Type 2,Type 2,0.5,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; ND
SHELTER,VB06-1876,,Type 2,Type 2,1.7,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND; Rad
SHELTER,VB07-377,,Type 2,Type 2,0.4,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx; ND
SHELTER,VB08-4152,,Type 2,Type 2,0.9,Yes,No,No,No,No,Yes,No,No,No,,,Yes,FeOx; ND
SHELTER,VB06-2100,,Type 2,Type 2,1.5,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND; Spi
SHELTER,VB09-1352,,Type 2,Type 2,0.7,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND; Spi
SHELTER,VB07-924,,Type 2,Type 2,2.5,Yes,No,No,No,No,Yes,Yes,Yes,No,,,Yes,FeOx
SHELTER,VB07-1508,,Type 2,Type 2,1.8,No,,,,,,,,No,,,Yes,FeOx; ND; Rad
SHELTER,VB09-1302,,Type 2,Type 2,0.9,Yes,No,No,No,No,No,Yes,No,Yes,Thick,Other,Yes,FeOx; ND
SHELTER,VB08-1359,,Type 2,Type 2,5.2,Yes,No,No,No,No,Yes,Yes,No,Yes,Medium,Outcrop,Yes,FeOx; ND
SHELTER,VB07-1637,,Type 2,Type 2,1.4,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB07-926,,Type 2,Type 2,1.3,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Outcrop,Yes,FeOx; ND; Spi (VF)
SHELTER,VB06-1675,,Type 2,Type 2,1.5,No,,,,,,,,Yes,Medium,Rounded,Yes,FeOx; ND
SHELTER,VB06-1534,,Type 2,Type 2,1.9,Yes,No,No,No,No,No,No,Yes,Yes,Thin,Other,Yes,FeOx; ND; Spi; Rad; Org
SHELTER,VB06-1369,,Type 2,Type 2,6.7,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,Yes,FeOx; ND; Spi
SHELTER,VB06-902,,Type 2,Type 2,0.4,No,,,,,,,,Yes,Medium,Other,Yes,FeOx; ND; Spi (VF)
SHELTER,VB06-1392,,Type 2,Type 2,1,Yes,No,No,No,No,No,Yes,No,Yes,Thick,Other,Yes,FeOx; ND; Rad
SHELTER,VB06-1316,,Type 2,Type 2,0.4,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Other,Yes,FeOx; ND; Spi
SHELTER,VB06-1392,,Type 2,Type 2,0.9,No,,,,,,,,Yes,Medium,Other,Yes,FeOx; Spi
SHELTER,VB07-1199,,Type 2,Type 2,0.9,No,,,,,,,,Yes,Medium,Rounded,Yes,FeOx; Spi; ND
SHELTER,VB06-792,,Type 2,Type 2,1.4,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,FeOx; Spi; ND; Rad
SHELTER,VB06-618,,Type 2,Type 2,1.7,No,,,,,,,,Yes,Medium,Rounded,Yes,FeOx; ND; Rad
SHELTER,VB07-1299,,Type 2,Type 2,0.3,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; Spi
SHELTER,VB08-4791,,Type 2,Type 2,0.6,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB06-642,,Type 2,Type 2,5.7,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Rounded,Yes,FeOx; ND; Rad
SHELTER,VB08-1282,,Type 2,Type 2,2.6,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Rounded,Yes,FeOx; ND
SHELTER,VB06-1079,,Type 2,Type 2,1.5,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB07-382,,Type 2,Type 2,1.5,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; ND; Spi
SHELTER,VB08-5446,,Type 2,Type 2,5.2,Yes,No,No,No,No,Yes,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB07-1190,,Type 2,Type 2,2,Yes,No,No,No,No,No,No,Yes,No,,,Yes,FeOx; ND
SHELTER,VB05-2106,,Type 2,Type 2,2.2,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Other,Yes,FeOx; Spi
SHELTER,VB06-1512,,Type 2,Type 2,1.2,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Outcrop,Yes,ND
SHELTER,VB06-1735,,Type 2,Type 2,2.6,Yes,No,No,No,No,Yes,Yes,No,Yes,Medium,Outcrop,Yes,FeOx; ND
SHELTER,VB06-2211,,Type 2,Type 2,1.3,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Other,Yes,FeOx; Spi; FOR?
SHELTER,VB06-1558,,Type 2,Type 2,0.9,Yes,No,No,No,No,No,Yes,Yes,No,,,Yes,ND; Spi; Org
SHELTER,VB09-672,,Type 2,Type 2,0.5,No,,,,,,,,No,,,Yes,ND; Spi
SHELTER,VB06-72,,Type 2,Type 2,3.6,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB06-880,,Type 2,Type 2,0.6,No,,,,,,,,No,,,Yes,FeOx; Spi; Rad
SHELTER,VB08-2004,,Type 2,Type 2,1,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND; Rad
SHELTER,VB07-1137,,Type 2,Type 2,2.6,No,,,,,,,,Yes,Medium,Rounded,Yes,FeOx; ND; Spi
SHELTER,VB07-977,,Type 2,Type 2,0.5,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB07-1447,,Type 2,Type 2,1,No,,,,,,,,No,,,Yes,FeOx
SHELTER,VB06-1608,,Type 2,Type 2,0.4,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB09-2241,,Type 2,Type 2,1.2,No,,,,,,,,Yes,Medium,Other,Yes,FeOx; ND
SHELTER,VB08-519,,Type 2,Type 2,0.3,No,,,,,,,,No,,,Yes,ND
SHELTER,VB06-1025,,Type 2,Type 2,0.3,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB08-470,,Type 2,Type 2,0.7,No,,,,,,,,No,,,Yes,FeOx; ND; Spi
SHELTER,VB08-5955,,Type 2,Type 2,0.4,No,,,,,,,,No,,,Yes,FeOx; ND; Spi
SHELTER,VB06-2084,,Type 2,Type 2,0.4,No,,,,,,,,No,,,Yes,FeOx; ND; Spi
SHELTER,VB06-1638,,Type 2,Type 2,0.3,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND; Spi; Rad
SHELTER,VB07-1072,,Type 2,Type 2,0.3,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB08-5923,,Type 2,Type 2,0.4,No,,,,,,,,No,,,Yes,FeOx; ND; Rad
SHELTER,VB06-1558,,Type 2,Type 2,0.4,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND; Rad; Spi
SHELTER,VB07-1348,,Type 2,TYPE 2B,0.8,No,,,,,,,,Yes,Thin,Outcrop,Yes,FeOx; ND
SHELTER,VB06-2104,,Type 2,Type 2,1,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND; Spi
SHELTER,VB07-1138,,Type 2,Type 2,0.2,No,,,,,,,,No,,,Yes,ND
SHELTER,VB08-5781,,Type 2,Type 2,0.7,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB06-426,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB07-1553,,Type 2,Type 2,0.7,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; Spi
SHELTER,VB06-554,,Type 2,Type 2,1.6,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Other,No,FeOx; Spi
SHELTER,VB07-370,,Type 2,Type 2,0.7,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND
SHELTER,VB06-610,,Type 2,Type 2,2.4,Yes,No,No,No,No,No,Yes,Yes,Yes,Thick,Rounded,No,FeOx; ND
SHELTER,VB06-706,,Type 2,Type 2,2.9,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Rounded,No,FeOx; ND
SHELTER,VB07-986,,Type 2,Type 2,5.1,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; ND; Spi
SHELTER,VB09-1821,,Type 2,Type 2,1.4,Yes,No,No,No,No,Yes,Yes,No,Yes,Medium,Rounded,Yes,FeOx; Spi
SHELTER,VB08-5027,,Type 2,Type 2,0.5,Yes,No,No,No,No,No,Yes,No,Yes,Thin,Other,Yes,FeOx; Spi; Rad
SHELTER,VB06-1502,,Type 2,Type 2,5.5,Yes,No,No,No,No,No,Yes,No,Yes,Thick,Outcrop,Yes,Spi; ND
SHELTER,VB05-2254,,Type 2,Type 2,8.4,Yes,No,No,No,No,No,No,Yes,Yes,Thick,Other,Yes,FeOx; ND
SHELTER,VB06-1992,,Type 2,Type 2,1.5,Yes,No,No,No,No,No,Yes,No,No,,,Yes,ND
SHELTER,VB06-2021,,Type 2,Type 2,3.2,No,,,,,,,,Yes,Medium,Other,Yes,FeOx; Spi
SHELTER,VB07-1420,,Type 2,Type 2,2.3,Yes,No,No,No,No,No,Yes,Yes,Yes,Medium,Rounded,No,FeOx; Spi
SHELTER,VB07-1183,,Type 2,Type 2,2.3,Yes,No,No,No,No,No,Yes,No,Yes,Medium,Other,Yes,FeOx; Spi; Rad
SHELTER,VB07-1305,,Type 2,Type 2,11.8,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Medium,Rounded,Yes,ND
SHELTER,VB07-1553,,Type 2,Type 2,0.8,Yes,No,No,No,No,No,No,Yes,Yes,Medium,Other,Yes,ND
SHELTER,VB08-433,,Type 2,Type 2,2.1,No,,,,,,,,Yes,Thin,Other,Yes,FeOx; ND; Spi
SHELTER,VB08-101,,Type 2,Type 2,0.4,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; Spi
SHELTER,VB07-1062,,Type 2,Type 2,1.4,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; Spi
SHELTER,VB06-526,,Type 2,Type 2,0.9,No,,,,,,,,No,,,Yes,FeOx; Spi; ND; Rad
SHELTER,VB07-745,,Type 2,Type 2,0.5,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB06-352,,Type 2,Type 2,6.5,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; Spi
SHELTER,VB06-1316,,Type 2,Type 2,0.3,No,,,,,,,,No,,,Yes,FeOx; ND
SHELTER,VB07-1325,,Type 2,Type 2,0.7,No,,,,,,,,No,,,Yes,FeOx; Spi; ND
SHELTER,VB06-2026,,Type 2,Type 2,0.9,Yes,No,No,No,No,No,Yes,No,No,,,Yes,FeOx; Spi?
SHELTER,VB08-3361,,Type 2,Type 2,2.2,Yes,No,Yes,No,No,No,Yes,No,No,,,Yes,FeOx; Spi; ND
SHELTER,VB08-5625,,Type 2,Type 2,1.2,No,,,,,,,,No,,,Yes,FeOx; Spi; ND; Rad
