AREA,ID,LAYER,RMTYPE,SUBTYPE,WEIGHT,ALTERATIONS,CRACKS,POTLIDS,REDDENING,GLOSS,WHITEPATINA,PATINA,OTHER,CORTEX,CORTEXTHICKNESS,CORTEXAPPEARANCE,INCLUSIONS,INCLUSIONTYPE
TERRACE,H18-878,LEVEL 4,TYPE 2,TYPE 2,0.8,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,
TERRACE,H21-2146,LEVEL 4,TYPE 2,TYPE 2,0.9,YES,NO,NO,NO,NO,NO,YES,NO,YES,Medium,,,
TERRACE,H18-1032,LEVEL 4,INDET,ND_A,0.8,YES,YES,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,I20-1830,LEVEL 4,TYPE 11,TYPE 11W,3,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,I21-2331,LEVEL 4,TYPE 12,TYPE 12,235.2,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thick,,,
TERRACE,H18-1098,LEVEL 4,INDET,ND_A,4.8,YES,NO,NO,NO,NO,YES,YES,YES,YES,Thin,,,
TERRACE,I20-1783,LEVEL 4,TYPE 7,TYPE 7A,0.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H20-3726,,TYPE 11,CPT_R,3.6,YES,NO,NO,NO,YES,NO,NO,NO,YES,THIN,ROUNDED,,
TERRACE,H20-3890,,TYPE 11,CPT_R,2.6,YES,NO,NO,NO,NO,YES,NO,NO,,,,,
TERRACE,H19-3776,,TYPE 11,CPT_R,3.9,YES,NO,NO,NO,YES,YES,NO,NO,YES,THIN,ROUNDED,,
TERRACE,H18-1808,,TYPE 11,CPT_R,1.9,YES,NO,NO,NO,NO,YES,NO,NO,YES,THIN,ROUNDED,,
TERRACE,H19-3162,,INDET,ND,5.4,YES,NO,NO,NO,YES,NO,YES,NO,NO,,,YES,
TERRACE,l18-157,,TYPE 15,TYPE 15,12.2,YES,NO,NO,NO,NO,NO,NO,YES,YES,MEDIUM,ROUNDED,,
TERRACE,H19-3054,,TYPE 15,TYPE 15,1.5,YES,NO,NO,NO,NO,NO,NO,YES,YES,MEDIUM,NA,,
TERRACE,I19-2555,,TYPE 15,TYPE 15,3.3,YES,NO,NO,NO,NO,NO,NO,YES,YES,MEDIUM,OUTCROP,,
TERRACE,H18-3088,,TYPE 15,TYPE 15,0.9,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,,
TERRACE,H21-4326,,TYPE 2,TYPE 2B,6.4,YES,NO,NO,NO,NO,NO,YES,YES,YES,MEDIUM,ROUNDED,NO,
TERRACE,H19-3046,,TYPE 15,TYPE 15,39.7,YES,NO,NO,NO,NO,NO,NO,YES,YES,MEDIUM,ROUNDED,,
TERRACE,H20-3045,,TYPE 15,TYPE 15,4.8,YES,NO,NO,NO,NO,NO,YES,YES,YES,MEDIUM,ROUNDED,,
TERRACE,I20-3085,,TYPE 15,TYPE 15,4.4,NO,NO,NO,NO,NO,NO,NO,NO,YES,MEDIUM,ROUNDED,,
TERRACE,H18-2727,,TYPE 15,TYPE 15,8.6,YES,NO,NO,NO,NO,NO,NO,YES,YES,MEDIUM,ROUNDED,,
TERRACE,I18-2708,,TYPE 15,TYPE 15,4.7,YES,NO,NO,NO,NO,NO,NO,YES,YES,THICK,ROUNDED,,
TERRACE,I20-3160,,TYPE 15,TYPE 15,2.3,NO,NO,NO,NO,NO,NO,NO,NO,YES,MEDIUM,NA,,
TERRACE,H18-2522,,TYPE 15,TYPE 15,0.5,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,,
TERRACE,H18-2828,,TYPE 15,TYPE 15,0.7,NO,NO,NO,NO,NO,NO,NO,NO,YES,MEDIUM,NA,,
TERRACE,K18-232,,TYPE 2,TYPE 2B,0.4,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H19-3813,,TYPE 2,TYPE 2R,1,YES,NO,NO,YES,NO,NO,NO,NO,NO,,,,
TERRACE,H21-4128,,TYPE 2,TYPE 2R,0.3,YES,NO,NO,YES,YES,NO,NO,NO,NO,,,,
TERRACE,I19-2694,,TYPE 2,TYPE 2R,0.3,YES,NO,NO,YES,YES,NO,NO,NO,NO,,,,
TERRACE,H18-2982,,TYPE 2,TYPE 2R,1.4,YES,NO,NO,YES,NO,NO,YES,YES,NO,,,,
TERRACE,H19-3752,,TYPE 2,TYPE 2R,0.2,YES,NO,NO,YES,NO,NO,NO,NO,NO,,,,
TERRACE,H18-2733,,TYPE 2,TYPE 2R,4.2,YES,NO,NO,YES,NO,NO,YES,YES,YES,MEDIUM,NA,,
TERRACE,I20-3277,,TYPE 15,TYPE 15,1.8,YES,NO,NO,NO,NO,NO,NO,YES,YES,MEDIUM,NA,,
TERRACE,I18-2680,,TYPE 15,TYPE 15,6.7,YES,NO,NO,NO,NO,NO,NO,YES,YES,MEDIUM,NA,,
TERRACE,H19-3690,,INDET,ND,24.2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H19-2950,,TYPE 7,TYPE 7,10.1,YES,NO,NO,NO,NO,NO,NO,YES,YES,THICK,OUTCROP,,
TERRACE,I18-2871,,TYPE 7,TYPE 7,23.1,YES,NO,NO,NO,NO,YES,YES,YES,YES,THICK,OUTCROP,,
TERRACE,H18-2735,,TYPE 7,TYPE 7,12.1,YES,NO,NO,NO,NO,YES,YES,NO,YES,MEDIUM,NA,,
TERRACE,H18-2570,,TYPE 7,TYPE 7,3.5,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,,
TERRACE,I18-2814,,TYPE 7,TYPE 7A,4.5,YES,NO,NO,NO,NO,YES,NO,YES,YES,NA,NA,,
TERRACE,I20-3051,,TYPE 7,TYPE 7A,1.5,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H19-3085,,TYPE 7,TYPE 7,8.5,YES,NO,NO,NO,NO,NO,YES,YES,YES,THICK,NA,,
TERRACE,I18-2776,,TYPE 7,TYPE 7,5.9,YES,NO,NO,NO,NO,YES,NO,NO,YES,MEDIUM,NA,,
TERRACE,H19-3037,,TYPE 7,TYPE 7,85.3,YES,NO,NO,NO,NO,NO,NO,YES,YES,THICK,OUTCROP,,
TERRACE,H19-3043,,TYPE 7,TYPE 7,12.2,YES,NO,NO,NO,NO,YES,NO,NO,YES,MEDIUM,NA,,
TERRACE,H19-2988,,TYPE 7,TYPE 7,12.1,YES,NO,NO,NO,NO,NO,NO,YES,YES,THICK,ROUNDED,,
TERRACE,H19-2996,,TYPE 7,TYPE 7,5.3,YES,NO,NO,NO,NO,NO,NO,YES,YES,THICK,ROUNDED,,
TERRACE,H20-3888,,TYPE 7,TYPE 7A,11.4,YES,NO,NO,NO,NO,YES,YES,YES,YES,THICK,NA,,
TERRACE,K18-291,,TYPE 7,TYPE 7,0.5,YES,NO,NO,NO,NO,NO,NO,YES,YES,MEDIUM,NA,,
TERRACE,H19-3217,,TYPE 7,TYPE 7,1,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-2459,,TYPE 7,TYPE 7,2.5,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-2818,,TYPE 7,TYPE 7,1.2,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,,
TERRACE,I18-2837,,TYPE 7,TYPE 7A,0.7,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H19-3064,,TYPE 7,TYPE 7,3.1,YES,NO,NO,NO,NO,YES,NO,NO,YES,MEDIUM,OUTCROP,,
TERRACE,I18-2760,,TYPE 7,TYPE 7A,13,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,,
TERRACE,H20-3367,,TYPE 7,TYPE 7,1.8,YES,NO,NO,NO,NO,YES,NO,NO,YES,MEDIUM,NA,,
TERRACE,H20-3014,,TYPE 7,TYPE 7,2.5,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H19-2945,,TYPE 7,TYPE 7A,2.6,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,,
TERRACE,H18-2847,,TYPE 7,TYPE 7A,3.7,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H18-2698,,TYPE 7,TYPE 7,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,
TERRACE,H20-3023,,TYPE 7,TYPE 7A,4.8,YES,NO,NO,NO,YES,YES,YES,NO,YES,MEDIUM,NA,,
TERRACE,H19-3136,,INDET,TYPE 8,11.7,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H20-3402,,INDET,TYPE 8,1.3,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H20-3076,,INDET,TYPE 8,7.1,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H21-4100,,INDET,TYPE 8,6,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H18-2656,,INDET,TYPE 8,2.8,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H20-2914,,INDET,TYPE 8,0.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I19-2446,,INDET,ND_A,1,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H21-4314,,INDET,TYPE 8,2.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H20-3212,,INDET,TYPE 8,1.1,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I19-2766,,Oolitic,Oolitic,2.1,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H18-2883,,Chalcedony,Chalcedony,22.5,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,I18-2815,,Chalcedony,Chalcedony,8.1,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,K18-226,,Chalcedony,Chalcedony,13.8,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,
TERRACE,H18-2591,,Chalcedony,Chalcedony,36,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-2581,,Chalcedony,Chalcedony,4.2,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,K18-192,,Chalcedony,Chalcedony,1.5,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-2664,,Chalcedony,Chalcedony,2.5,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H18-2820,,Chalcedony,Chalcedony,3,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,I19-2673,,Chalcedony,Chalcedony,12.8,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H19-3448,,Chalcedony,Chalcedony,1.2,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H19-2940,,Chalcedony,Chalcedony,2.5,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H20-2902,,Chalcedony,Chalcedony,4.3,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H19-3103,,Chalcedony,Chalcedony,2.2,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-2736,,Chalcedony,Chalcedony,0.5,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,K18-205,,Chalcedony,Chalcedony,0.8,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,I18-3064,,Chalcedony,Chalcedony,4.1,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H20-3163,,Chalcedony,Chalcedony,2.1,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,K18-216,,Chalcedony,Chalcedony,16.9,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,K18-213,,Chalcedony,Chalcedony,6.1,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,K18-208,,Chalcedony,Chalcedony,1,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H20-3761,,Chalcedony,Chalcedony,7.9,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-3363,,Chalcedony,Chalcedony,7.2,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H19-2948,,Chalcedony,Chalcedony,4.9,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-3077,,Chalcedony,Chalcedony,7.9,YES,NO,NO,NO,NO,YES,YES,NO,NO,,,,
TERRACE,H19-3736,,Chalcedony,Chalcedony,6.6,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,I21-3561,,Chalcedony,Chalcedony,2.7,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-2915,,Chalcedony,Chalcedony,1.9,YES,NO,NO,NO,NO,YES,YES,NO,NO,,,,
TERRACE,H19-3277,,Chalcedony,Chalcedony,3.2,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H19-3308,,Chalcedony,Chalcedony,6,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-2839,,Chalcedony,Chalcedony,0.6,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,K18-184,,Chalcedony,Chalcedony,1.3,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H18-4125,,Chalcedony,Chalcedony,13.3,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,L18-4,,Chalcedony,Chalcedony,7.9,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-2689,,Chalcedony,Chalcedony,2.5,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-3169,,Chalcedony,Chalcedony,5.3,YES,NO,NO,NO,NO,YES,YES,NO,NO,,,,
TERRACE,H19-3030,,Chalcedony,Chalcedony,2.7,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H18-2526,,Chalcedony,Chalcedony,1.6,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,I18-2783,,Chalcedony,Chalcedony,29.4,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,K18-293,,Chalcedony,Chalcedony,5.5,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,H18-2467,,Chalcedony,Chalcedony,0.9,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,L19-38,,Chalcedony,Chalcedony,3.8,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,I19-3999,,Chalcedony,Chalcedony,9.4,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,I21-3718,,INDET,ND_A,3.8,YES,YES,YES,YES,YES,YES,YES,NO,NO,,,,
TERRACE,H20-3355,,TYPE 2,TYPE 2B,0.8,YES,NO,NO,NO,NO,NO,NO,YES,YES,MEDIUM,ROUNDED,,
TERRACE,I18-3002,,INDET,ND_A,0.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H18-2637,,TYPE 7,TYPE 7A,8.2,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,,,
TERRACE,I18-3206,,INDET,ND_A,1,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,,
TERRACE,L19-59,,INDET,ND_A,0.4,YES,NO,YES,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-2471,,INDET,ND_A,2.5,YES,YES,YES,YES,YES,YES,NO,NO,NO,,,,
TERRACE,H18-2506,,INDET,ND_A,5.1,YES,NO,YES,NO,YES,YES,YES,YES,NO,,,,
TERRACE,H19-3104,,INDET,ND_A,1.7,YES,YES,YES,NO,YES,YES,NO,YES,NO,,,,
TERRACE,H21-4206,,TYPE 11,CPT_A,1.8,YES,NO,YES,NO,YES,YES,NO,NO,NO,,,,
TERRACE,I19-2873,,TYPE 11,CPT_A,15.2,YES,NO,YES,NO,YES,YES,YES,NO,NO,,,,
TERRACE,M19-22,,INDET,ND_A,4.4,YES,NO,YES,NO,YES,YES,NO,YES,NO,,,,
TERRACE,I20-3227,,INDET,ND_A,2.7,YES,YES,NO,YES,YES,NO,NO,YES,NO,,,,
TERRACE,I18-2662,,INDET,ND_A,2.9,YES,YES,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H18-2819,,INDET,ND_A,1,YES,YES,NO,YES,YES,YES,NO,NO,NO,,,,
TERRACE,I18-2836,,INDET,ND_A,16.6,YES,NO,NO,NO,NO,NO,YES,YES,YES,MEDIUM,NA,,
TERRACE,H18-2602,,INDET,ND_A,3.7,YES,NO,YES,NO,YES,NO,YES,YES,YES,MEDIUM,NA,,
TERRACE,H20-3346,,TYPE 7,TYPE 7A,0.4,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I18-3197,,INDET,ND_A,2.8,YES,NO,NO,NO,NO,NO,YES,NO,YES,MEDIUM,ROUNDED,,
TERRACE,L18-25,,INDET,ND_A,2.6,YES,NO,NO,YES,YES,NO,NO,YES,YES,MEDIUM,ROUNDED,,
TERRACE,I20-3147,,TYPE 11,CPT_A,0.5,YES,NO,NO,NO,YES,YES,NO,NO,NO,,,,
TERRACE,H18-3096,,INDET,ND_A,1.4,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,,
TERRACE,K18-231,,INDET,ND_A,2.6,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H19-3803,,INDET,ND_A,4.4,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,K18-228,,INDET,ND_A,4.7,YES,NO,NO,NO,NO,NO,YES,YES,YES,MEDIUM,ROUNDED,,
TERRACE,H18-2659,,INDET,ND_A,3.3,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,,
TERRACE,H18-2888,,INDET,ND_A,23.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I20-1942,,TYPE 12,TYPE 12B,4.4,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,,
TERRACE,H19-3069,,TYPE 12,TYPE 12B,13.4,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,NO,
TERRACE,H18-2929,,TYPE 12,TYPE 12B,5,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,NO,
TERRACE,H18-3104,,TYPE 12,TYPE 12B,14.1,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,NO,
TERRACE,I19-2697,,TYPE 12,TYPE 12B,1,YES,NO,NO,NO,YES,NO,YES,YES,NO,,,NO,
TERRACE,H20-3680,,TYPE 12,TYPE 12B,0.8,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,NO,
TERRACE,H20-3071,,TYPE 12,TYPE 12B,2.6,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,NO,
TERRACE,H19-3430,,TYPE 12,TYPE 12B,30.8,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,OTHER,NO,
TERRACE,I20-3122,,TYPE 12,TYPE 12B,7.7,YES,NO,NO,NO,NO,YES,YES,YES,YES,THIN,OTHER,NO,
TERRACE,H18-2708,,TYPE 12,TYPE 12B,9.1,YES,NO,NO,NO,YES,NO,YES,YES,YES,THIN,ROUNDED,,
TERRACE,H19-3748,,TYPE 12,TYPE 12B,4.7,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,NO,
TERRACE,I19-2549,,TYPE 12,TYPE 12B,2.1,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,NO,
TERRACE,H21-4253,,TYPE 12,TYPE 12B,3.3,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,NO,
TERRACE,H19-3582,,TYPE 12,TYPE 12B,3.4,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,NO,
TERRACE,H19-3647,,TYPE 12,TYPE 12B,4.3,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,NO,
TERRACE,H18-3252,,TYPE 12,TYPE 12B,3.3,YES,NO,NO,NO,YES,NO,YES,YES,YES,THIN,ROUNDED,NO,
TERRACE,H19-3009,,TYPE 12,TYPE 12B,1.9,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,NO,
TERRACE,H19-3882,,TYPE 12,TYPE 12,321.4,YES,YES,NO,NO,YES,NO,YES,YES,YES,THIN,OTHER,,
TERRACE,H20-3623,,TYPE 12,TYPE 12,16.6,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,,
TERRACE,J19-162,,TYPE 12,TYPE 12,24.4,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,,
TERRACE,I21-3551,,TYPE 12,TYPE 12,13.3,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I21-3762,,INDET,ND_A,7.6,YES,NO,NO,YES,NO,NO,YES,NO,NO,,,,
TERRACE,H18-3028,,TYPE 12,TYPE 12,6.3,YES,NO,NO,NO,YES,YES,YES,YES,YES,THIN,ROUNDED,YES,SP?; round fossils
TERRACE,H20-3585,,TYPE 12,TYPE 12B,20.1,YES,NO,NO,NO,YES,NO,YES,YES,YES,THIN,ROUNDED,YES,LAMINATED
TERRACE,H18-2577,,INDET,ND_A,7.9,YES,NO,NO,NO,YES,YES,YES,YES,NO,,,,
TERRACE,J18-809,,INDET,ND_A,0.5,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,,
TERRACE,I19-2827,,INDET,ND_A,4.4,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,OTHER,,
TERRACE,H19-3215,,TYPE 12,TYPE 12,17.6,YES,NO,NO,NO,YES,YES,NO,YES,YES,THIN,OUTCROP,,
TERRACE,H20-3435,,INDET,ND_A,2.6,YES,NO,NO,NO,NO,NO,YES,YES,YES,MEDIUM,ROUNDED,,
TERRACE,I19-2871,,INDET,ND_A,4.3,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H18-3067,,TYPE 12,TYPE 12,3.4,YES,NO,NO,NO,YES,NO,YES,YES,YES,THIN,OUTCROP,,
TERRACE,H19-3202,,TYPE 12,TYPE 12,3,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,,
TERRACE,I20-3353,,INDET,ND_A,0.9,YES,NO,NO,YES,YES,YES,YES,NO,NO,,,,
TERRACE,I20-3320,,INDET,ND_A,7.5,YES,NO,NO,YES,YES,YES,YES,YES,YES,MEDIUM,OUTCROP,,
TERRACE,H18-2722,,INDET,ND_A,3.3,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H19-3197,,TYPE 12,TYPE 12,13.9,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,,
TERRACE,H18-3222,,TYPE 12,TYPE 12,10.9,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,,
TERRACE,H18-2511,,TYPE 12,TYPE 12,0.8,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H21-4284,,TYPE 12,TYPE 12,2.5,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,,
TERRACE,H19-3063,,INDET,ND_A,1,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,,
TERRACE,H20-3742,,TYPE 12,TYPE 12,4.2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H18-2615,,INDET,ND_A,6.9,YES,NO,NO,NO,NO,NO,NO,YES,YES,THICK,OUTCROP,,
TERRACE,J18-769,,TYPE 12,TYPE 12,2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,ND
TERRACE,I18-3016,,INDET,ND_A,1.3,YES,NO,NO,YES,YES,YES,NO,YES,NO,,,,
TERRACE,I18-3040,,TYPE 12,TYPE 12,8.2,YES,NO,NO,NO,NO,NO,NO,YES,YES,THIN,ROUNDED,,
TERRACE,H19-3877,,TYPE 12,TYPE 12,2.2,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,,
TERRACE,H21-3952,,INDET,ND,4.6,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,,
TERRACE,H18-2498,,INDET,ND_A,2.9,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,,
TERRACE,H19-3871,,TYPE 12,TYPE 12,7.5,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,YES,SP
TERRACE,I20-3147,,TYPE 11,CPT_BP,0.5,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H19-2583,,TYPE 11,CPT,2.1,YES,NO,NO,NO,YES,YES,NO,NO,NO,,,,
TERRACE,H18-2018,,TYPE 11,CPT,3.9,YES,NO,NO,NO,YES,YES,NO,NO,NO,,,,
TERRACE,H19-2622,,TYPE 2,TYPE 2R,0.8,YES,NO,NO,YES,YES,NO,YES,NO,NO,,,,
TERRACE,H19-2426,,TYPE 2,TYPE 2R,2.1,YES,NO,YES,YES,YES,NO,NO,NO,YES,MEDIUM,ROUNDED,,
TERRACE,I19-1751,,TYPE 2,TYPE 2R,1.6,YES,NO,NO,YES,YES,NO,NO,NO,NO,,,,
TERRACE,H18-1632,,TYPE 2,TYPE 2R,0.8,YES,NO,NO,YES,YES,NO,NO,NO,NO,,,,
TERRACE,H19-2220,,INDET,ND_A,0.8,YES,NO,NO,NO,NO,NO,YES,YES,YES,MEDIUM,OUTCROP,,
TERRACE,H19-2223,,INDET,ND,4,YES,NO,NO,NO,NO,NO,NO,YES,YES,THIN,OTHER,,
TERRACE,H18-1512,,INDET,ND_A,0.5,YES,NO,NO,YES,YES,NO,NO,YES,NO,,,,
TERRACE,H20-2143,,INDET,ND_A,2.8,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,,
TERRACE,H19-2332,,INDET,ND_A,15.2,YES,NO,NO,YES,YES,YES,NO,YES,YES,THIN,ROUNDED,,
TERRACE,H18-1647,,INDET,ND_A,11.2,YES,NO,NO,YES,NO,NO,YES,YES,YES,MEDIUM,OUTCROP,,
TERRACE,I19-1529,,INDET,ND_A,2.8,YES,NO,NO,YES,YES,NO,YES,YES,NO,,,,
TERRACE,I18-1879,,INDET,ND_A,6.8,YES,NO,NO,YES,YES,NO,YES,YES,NO,,,,
TERRACE,H18-1517,,INDET,ND_A,2.2,YES,NO,YES,YES,YES,NO,NO,NO,NO,,,,
TERRACE,I21-2826,,INDET,ND_A,0.2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H19-2574,,INDET,ND_A,4.6,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,,
TERRACE,H19-2568,,INDET,ND_A,2.3,YES,YES,YES,YES,YES,NO,NO,NO,YES,THIN,ROUNDED,,
TERRACE,I19-1712,,INDET,ND_A,3.1,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,I18-1731,,INDET,ND_A,2.5,YES,NO,NO,NO,NO,NO,YES,YES,YES,THIN,ROUNDED,,
TERRACE,H18-1619,,INDET,ND_A,6.3,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,I20-2171,,INDET,ND_A,1.8,YES,NO,YES,YES,NO,NO,YES,YES,NO,,,,
TERRACE,H19-2317,,INDET,ND_A,0.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H19-2591,,INDET,ND_A,4.4,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,I18-1673,,INDET,ND_A,1.3,YES,NO,NO,YES,NO,NO,YES,YES,NO,,,,
TERRACE,I18-1632,,INDET,ND_A,1.2,YES,YES,NO,YES,YES,YES,NO,NO,NO,,,,
