AREA,ID,LAYER,RMTYPE,SUBTYPE,WEIGHT,ALTERATIONS,CRACKS,POTLIDS,REDDENING,GLOSS,WHITEPATINA,PATINA,OTHER,CORTEX,CORTEXTHICKNESS,CORTEXAPPEARANCE,INCLUSIONS,INCLUSIONTYPE
TERRACE,H19-1692,LEVEL 4,TYPE 2,TYPE 2R,1.2,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,"Different shades of brown separated by a dark, irregular red line",
TERRACE,I19-940,LEVEL 4,TYPE 2,TYPE 2R,1.4,NO,NO,NO,YES,YES,NO,NO,NO,YES,Medium,Outcrop,"Different shades of brown separared by a dark, irregular line. Lighter circular inclusions in the chert and cortex",
TERRACE,H21-1920,LEVEL 4,TYPE 2,TYPE 2R,0.5,YES,NO,YES,YES,YES,NO,NO,NO,NO,,,,
TERRACE,H18-1360,LEVEL 4,TYPE 2,TYPE 2R,1.3,YES,NO,YES,YES,YES,NO,NO,NO,YES,Medium,Outcrop,,
TERRACE,H21-1795,LEVEL 4,TYPE 2,TYPE 2R,1.8,YES,NO,YES,YES,YES,NO,NO,NO,NO,,,,
TERRACE,I19-1163,LEVEL 4,TYPE 2,TYPE 2R,1.4,YES,NO,NO,YES,YES,NO,NO,NO,YES,Thin,Rounded,,
TERRACE,I21-2112,LEVEL 4,TYPE 2,TYPE 2,1.5,YES,NO,NO,YES,NO,NO,YES,YES,YES,Thin,Rounded,,
TERRACE,H21-2356,LEVEL 4,TYPE 2,TYPE 2,0.9,YES,NO,NO,YES,NO,NO,YES,NO,NO,,,YES,
TERRACE,I20-1458,LEVEL 4,TYPE 2,TYPE 2,0.1,YES,NO,NO,YES,YES,NO,YES,NO,NO,,,YES,
TERRACE,I19-951,LEVEL 4,TYPE 2,TYPE 2R,5.9,YES,NO,NO,YES,NO,NO,YES,NO,YES,Thin,Rounded,,
TERRACE,J18-462,LEVEL 4,TYPE 2,TYPE 2R,4.8,YES,NO,NO,YES,YES,NO,YES,NO,YES,Thin,Rounded,,
TERRACE,H21-2014,LEVEL 4,TYPE 2,TYPE 2R,3.5,YES,NO,NO,YES,YES,NO,YES,NO,YES,Thin,Rounded,,
TERRACE,I21-2248,LEVEL 4,TYPE 2,TYPE 2A,5.2,YES,NO,NO,YES,NO,NO,YES,NO,YES,Thin,Rounded,,
TERRACE,I19-1237,LEVEL 4,TYPE 11,TYPE 11W,2.8,YES,NO,NO,NO,NO,YES,YES,NO,YES,Thin,Rounded,,
TERRACE,I20-1797,LEVEL 4,TYPE 11,TYPE 11W,1.6,YES,NO,NO,NO,NO,YES,YES,NO,NO,,,NO,
TERRACE,H19-1554,LEVEL 4,TYPE 11,TYPE 11A,4.3,YES,YES,NO,NO,YES,YES,YES,YES,YES,Thin,Rounded,,
TERRACE,H21-2968,LEVEL 4,TYPE 11,TYPE 11A,4,YES,NO,NO,NO,NO,YES,YES,YES,YES,THIN,,NO,
TERRACE,I19-829,LEVEL 4,INDET,ND_A,3.6,YES,YES,YES,NO,YES,YES,YES,NO,NO,,,NO,
TERRACE,I21-2304,LEVEL 4,INDET,ND_A,0.6,YES,YES,YES,NO,YES,YES,NO,NO,NO,,,YES,
TERRACE,I20-1497,LEVEL 4,INDET,ND_A,0.7,YES,NO,NO,NO,YES,NO,YES,YES,NO,,,NO,
TERRACE,H21-2322,LEVEL 4,INDET,ND_A,1.4,YES,NO,YES,NO,YES,NO,YES,NO,NO,,,NO,
TERRACE,I21-2498,LEVEL 4,TYPE 11,TYPE 11A,1.1,YES,NO,NO,NO,YES,YES,NO,YES,NO,,,NO,
TERRACE,I21-2146,LEVEL 4,TYPE 11,TYPE 11A,1.7,YES,NO,NO,NO,NO,NO,NO,YES,YES,Thin,Rounded,,
TERRACE,I21-1883,LEVEL 4,INDET,ND_A,1.6,YES,NO,NO,NO,YES,NO,YES,YES,NO,,,NO,
TERRACE,H20-1605,LEVEL 4,INDET,ND_A,2.4,YES,YES,YES,YES,YES,YES,YES,NO,YES,Thin,Rounded,,
TERRACE,H21-2135,LEVEL 4,TYPE 11,TYPE 11E,1.4,YES,NO,NO,NO,YES,YES,NO,YES,YES,Thin,Outcrop,,
TERRACE,H20-1469,LEVEL 4,TYPE 11,TYPE 11W,0.9,YES,NO,NO,NO,YES,YES,NO,NO,NO,,,NO,
TERRACE,I19-1151,LEVEL 4,TYPE 11,TYPE 11E,3.8,YES,NO,NO,NO,YES,YES,NO,NO,YES,Thin,Rounded,,
TERRACE,J18-506,LEVEL 4,TYPE 11,TYPE 11A,1.3,YES,NO,NO,NO,YES,YES,NO,NO,NO,,,,
TERRACE,I20-1759,LEVEL 4,TYPE 13,TYPE 13,4.2,YES,NO,NO,NO,NO,YES,NO,NO,YES,Medium,Outcrop,YES,01a;
TERRACE,I20-1517,LEVEL 4,TYPE 11,TYPE 11E,1.9,NO,NO,NO,NO,NO,NO,NO,NO,YES,Thin,Rounded,,
TERRACE,I20-1445,LEVEL 4,TYPE 11,TYPE 11E,2.6,YES,NO,NO,NO,YES,YES,NO,NO,YES,Thin,Rounded,,
TERRACE,I20-1488,LEVEL 4,TYPE 11,CPT_LB,0.1,NO,NO,NO,NO,NO,NO,NO,NO,YES,Thin,Rounded,,
TERRACE,I21-2400,LEVEL 4,TYPE 11,CPT_LB,0.8,NO,NO,NO,NO,NO,NO,NO,NO,YES,Thin,Rounded,,
TERRACE,H20-1557,LEVEL 4,TYPE 11,CPT_BR,0.1,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,
TERRACE,I18-1216,LEVEL 4,TYPE 11,TYPE 11E,0.7,NO,NO,NO,NO,NO,NO,NO,NO,YES,Thin,Rounded,,
TERRACE,I20-1549,LEVEL 4,TYPE 11,TYPE 11E,0.4,YES,NO,NO,NO,NO,YES,NO,NO,YES,Medium,Outcrop,,
TERRACE,H21-1940,LEVEL 4,TYPE 11,CPT_LLB,1.2,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,NO,
TERRACE,H18-1063,LEVEL 4,TL,TL12,1.2,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,YES,OOIDS
TERRACE,I20-391,LEVEL 4,TYPE 2,TYPE 2,13,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,YES,
TERRACE,H21-2040,LEVEL 4,TYPE 2,TYPE 2A,6.1,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thick,Outcrop,,
TERRACE,H21-1943,LEVEL 4,TYPE 2,TYPE 2A,2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H21-2278,LEVEL 4,INDET,TYPE W,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,
TERRACE,H18-1363,LEVEL 4,TYPE 2,TYPE 2B,1.8,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,YES,
TERRACE,H21-1720,LEVEL 4,TYPE 2,TYPE 2A,2.6,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,
TERRACE,I21-2300,LEVEL 4,TYPE 2,TYPE 2,6.9,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,YES,
TERRACE,I20-1628,LEVEL 4,TYPE 2,TYPE 2B,1.4,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,
TERRACE,H21-1710,LEVEL 4,TYPE 2,TYPE 2,19.2,YES,NO,NO,NO,NO,NO,YES,NO,YES,Medium,Outcrop,,
TERRACE,H21-2524,LEVEL 4,TYPE 2,TYPE 2A,17.4,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thick,Outcrop,,
TERRACE,H18-1000,LEVEL 4,TYPE 2,TYPE 2A,1.7,YES,NO,NO,NO,NO,NO,YES,NO,YES,Medium,Outcrop,,
TERRACE,H21-2511,LEVEL 4,TYPE 2,TYPE 2,7.1,YES,NO,NO,NO,NO,NO,YES,YES,YES,Medium,Outcrop,,
TERRACE,H19-1571,LEVEL 4,TYPE 2,TYPE 2A,0.7,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,NO,
TERRACE,I21-2092,LEVEL 4,TYPE 7,TYPE 7A,2.2,YES,NO,NO,NO,NO,NO,YES,YES,YES,Medium,Outcrop,,
TERRACE,H19-1462,LEVEL 4,TYPE 2,TYPE 2B,2,YES,NO,NO,NO,NO,NO,YES,YES,YES,Medium,Outcrop,,
TERRACE,I21-2375,LEVEL 4,TYPE 2,TYPE 2A,0.9,YES,NO,NO,NO,NO,NO,YES,YES,YES,Medium,Outcrop,,
TERRACE,H19-1564,LEVEL 4,TYPE 2,TYPE 2A,0.7,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,,
TERRACE,H19-1533,LEVEL 4,TYPE 2,TYPE 2,2,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,,
TERRACE,H18-1240,LEVEL 4,TYPE 2,TYPE 2A,0.7,YES,NO,NO,NO,NO,NO,YES,NO,YES,Medium,Other,,
TERRACE,H21-1802,LEVEL 4,TYPE 2,TYPE 2,1.3,YES,NO,NO,NO,NO,NO,YES,NO,YES,Medium,Outcrop,,
TERRACE,H18-1175,LEVEL 4,TYPE 2,TYPE 2A,2.1,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thin,Other,,
TERRACE,I18-1022,LEVEL 4,INDET,ND_A,0.8,YES,NO,NO,NO,NO,NO,YES,NO,NO,,,,
TERRACE,I19-1325,LEVEL 4,INDET,ND_A,1.7,YES,NO,NO,NO,NO,YES,NO,YES,YES,Medium,Outcrop,,
TERRACE,M20-1,LEVEL 4,TYPE 2,TYPE 2,16.1,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,J18-481,LEVEL 4,TYPE 11,TYPE 11A,2.7,YES,NO,NO,YES,YES,YES,YES,NO,YES,Medium,Outcrop,,
TERRACE,H21-2394,LEVEL 4,TYPE 2,TYPE 2A,5.4,YES,NO,NO,NO,YES,NO,YES,NO,YES,Medium,Outcrop,,
TERRACE,J19-110,LEVEL 4,TYPE 11,TYPE 11E,3.9,YES,NO,NO,NO,YES,YES,NO,NO,NO,,,NO,WHITE ROUND INCLUSIONS.
TERRACE,I20-1554,LEVEL 4,TYPE 7,TYPE 7A,0.9,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,
TERRACE,I21-2342,LEVEL 4,TYPE 11,TYPE 11A,9.9,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H21-1741,LEVEL 4,TYPE 11,TYPE 11W,2,YES,NO,NO,NO,NO,YES,NO,NO,YES,Thin,Pebble,,
TERRACE,I20-1397,LEVEL 4,TYPE 11,TYPE 11W,1.2,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,NO,
TERRACE,H18-1158,LEVEL 4,TYPE 2,TYPE 2A,0.8,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H21-2059,LEVEL 4,TYPE 11,TYPE 11A,1.6,YES,NO,NO,NO,NO,YES,NO,NO,YES,Thin,Outcrop,,
TERRACE,I20-1621,LEVEL 4,TYPE 13,TYPE 13A,1.7,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,ND
TERRACE,H19-1530,LEVEL 4,INDET,ND_A,1.3,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,
TERRACE,I20-594,LEVEL 4,INDET,ND_A,2.2,YES,NO,NO,NO,YES,NO,YES,YES,NO,,,YES,
TERRACE,H19-1502,LEVEL 4,INDET,ND_A,5.7,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,ND
TERRACE,I19-1082,LEVEL 4,INDET,ND_A,1.4,YES,NO,NO,NO,YES,YES,NO,YES,NO,,,NO,
TERRACE,H19-1921,LEVEL 4,INDET,ND_A,2.3,YES,NO,YES,YES,YES,NO,NO,NO,NO,,,,
TERRACE,I19-1063,LEVEL 4,INDET,ND_A,2.3,YES,NO,NO,NO,YES,YES,NO,YES,NO,,,,
TERRACE,H19-1906,LEVEL 4,INDET,ND_A,1,YES,YES,NO,NO,YES,YES,NO,NO,YES,Thin,Other,,
TERRACE,H18-1201,LEVEL 4,INDET,ND_A,0.8,YES,NO,NO,NO,YES,YES,NO,NO,NO,,,YES,BS
TERRACE,I20-1521,LEVEL 4,INDET,ND_A,1.3,YES,NO,NO,NO,NO,YES,NO,NO,YES,Thin,Rounded,,
TERRACE,H18-910,LEVEL 4,TYPE 7,TYPE 7A,6.5,YES,YES,YES,YES,YES,NO,YES,NO,YES,Thin,Rounded,,
TERRACE,H21-2431,LEVEL 4,TYPE 2,TYPE 2,3,NO,NO,NO,NO,NO,NO,NO,NO,YES,Thin,Outcrop,,
TERRACE,I20-1865,LEVEL 4,INDET,ND_A,1.9,YES,NO,NO,NO,NO,NO,YES,NO,YES,Thin,Outcrop,,
TERRACE,H21-2419,LEVEL 4,TYPE 2,TYPE 2B,4.1,NO,NO,NO,NO,NO,NO,NO,NO,YES,Thin,Rounded,,
TERRACE,I19-1239,LEVEL 4,INDET,ND_A,4.8,YES,NO,NO,NO,NO,YES,NO,NO,YES,Thin,Outcrop,,
TERRACE,H21-1882,LEVEL 4,INDET,ND_A,1.3,YES,NO,NO,NO,NO,YES,NO,NO,YES,Thin,Rounded,,
TERRACE,I20-1429,LEVEL 4,TYPE 2,TYPE 2R,2.6,YES,NO,NO,YES,YES,NO,NO,NO,NO,,,YES,
TERRACE,H20-1745,LEVEL 4,INDET,ND_A,1.7,YES,NO,NO,NO,NO,NO,YES,NO,YES,Thin,Outcrop,,
TERRACE,I19-1446,LEVEL 4,INDET,ND_A,1.5,YES,NO,NO,NO,NO,YES,NO,NO,YES,Thin,Rounded,,
TERRACE,I21-2355,LEVEL 4,INDET,ND_A,2.4,YES,NO,NO,NO,NO,YES,NO,NO,YES,Thin,Outcrop,,
TERRACE,H21-1952,LEVEL 4,INDET,ND_A,1.2,YES,NO,NO,NO,NO,YES,NO,NO,YES,Medium,Outcrop,,
TERRACE,I20-1840,LEVEL 4,INDET,ND_A,1.1,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,I19-1238,LEVEL 4,TYPE 15,TYPE 15D,1.2,YES,NO,NO,YES,YES,NO,NO,NO,NO,,,,
TERRACE,H19-1664,LEVEL 4,TYPE 15,TYPE 15D,0.8,YES,NO,NO,NO,YES,NO,YES,NO,YES,Medium,Outcrop,,
TERRACE,H21-2045,LEVEL 4,TYPE 15,TYPE 15A,3.2,YES,NO,NO,YES,YES,YES,NO,NO,YES,Thin,Outcrop,,
TERRACE,H19-1543,LEVEL 4,TYPE 15,TYPE 15B,10.9,YES,NO,NO,NO,YES,NO,YES,NO,YES,Medium,Rounded,,
TERRACE,I19-982,LEVEL 4,TYPE 15,TYPE 15,1.2,YES,NO,NO,NO,YES,NO,NO,NO,NO,,,,
TERRACE,H20-1337,LEVEL 4,INDET,ND_A,0.8,YES,NO,NO,NO,NO,YES,YES,NO,YES,Thin,Outcrop,,
TERRACE,H21-2362,LEVEL 4,TYPE 2,TYPE 2,2.5,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thin,Rounded,,
TERRACE,H18-934,LEVEL 4,TYPE 15,TYPE 15,3.4,NO,NO,NO,NO,NO,NO,NO,NO,YES,Thin,Rounded,,
TERRACE,H20-1441,LEVEL 4,TYPE 7,TYPE 7A,4.8,YES,NO,NO,NO,NO,NO,NO,YES,YES,Thin,Other,,
TERRACE,H21-1705,LEVEL 4,TYPE 2,TYPE 2R,0.6,YES,NO,NO,YES,YES,NO,NO,NO,NO,,,White speckles,
TERRACE,H19-1810,LEVEL 4,TYPE 2,TYPE 2R,1.6,YES,NO,NO,YES,YES,NO,NO,NO,NO,,,YES,
TERRACE,I20-1395,LEVEL 4,INDET,ND_A,0.5,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,,
TERRACE,I21-2451,LEVEL 4,TYPE 2,TYPE 2A,1.5,YES,NO,NO,NO,YES,NO,YES,YES,NO,,,YES,
TERRACE,I19-1461,LEVEL 4,TYPE 2,TYPE 17,2.8,YES,NO,NO,YES,YES,NO,YES,NO,YES,Medium,Outcrop,,
TERRACE,H21-1845,LEVEL 4,TYPE 2,TYPE 2,21.7,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thin,Rounded,,
TERRACE,I21-2384,LEVEL 4,TYPE 2,TYPE 2B,4.4,YES,NO,NO,NO,NO,NO,YES,NO,YES,Medium,Outcrop,,
TERRACE,H19-1707,LEVEL 4,TYPE 2,TYPE 17,0.4,YES,NO,NO,YES,YES,NO,YES,NO,NO,,,,
TERRACE,I18-1235,LEVEL 4,TYPE 15,TYPE 15,12,YES,NO,NO,NO,NO,NO,YES,YES,YES,Medium,Outcrop,,
TERRACE,H19-1622,LEVEL 4,TYPE 15,TYPE 15,4.4,YES,NO,NO,NO,YES,NO,YES,YES,NO,,,YES,
TERRACE,H19-1817,LEVEL 4,TYPE 15,TYPE 15,2.1,NO,NO,NO,NO,NO,NO,NO,NO,YES,Thin,Outcrop,,
TERRACE,I19-1170,LEVEL 4,TYPE 15,TYPE 15,2.8,NO,NO,NO,NO,NO,NO,NO,NO,YES,Thin,Rounded,Bigger inclusions,
TERRACE,H21-2273,LEVEL 4,TYPE 15,TYPE 15A,4.3,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H18-1383,LEVEL 4,TYPE 15,TYPE 15,2.7,YES,NO,NO,NO,NO,YES,NO,YES,YES,Medium,Outcrop,,
TERRACE,H19-1822,LEVEL 4,TYPE 15,TYPE 15A,1.6,YES,NO,NO,YES,YES,NO,NO,NO,NO,,,,
TERRACE,H20-1613,LEVEL 4,TYPE 15,TYPE 15,1.3,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,
TERRACE,H19-1863,LEVEL 4,INDET,ND_A,5.1,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,
TERRACE,I19-1468,LEVEL 4,INDET,TYPE 13W,11.4,NO,NO,NO,NO,NO,NO,NO,NO,YES,Medium,Outcrop,,
TERRACE,I18-899,LEVEL 4,TYPE 15,TYPE 15A,1.6,YES,NO,NO,NO,NO,YES,NO,YES,YES,Medium,Outcrop,,
TERRACE,I18-857,LEVEL 4,TYPE 2,TYPE 2A,1.1,YES,YES,YES,YES,YES,NO,YES,YES,NO,,,YES,
TERRACE,I21-2252,LEVEL 4,TYPE 2,TYPE 2,1.3,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,YES,
TERRACE,I19-875,LEVEL 4,TYPE 2,TYPE 2B,4.6,YES,NO,NO,NO,YES,NO,NO,NO,YES,Medium,Outcrop,,
TERRACE,I19-1136,LEVEL 4,TYPE 2,TYPE 2R,2,YES,NO,NO,YES,YES,NO,YES,NO,YES,Medium,Rounded,,
TERRACE,I21-2130,LEVEL 4,TYPE 12,TYPE 12,35.6,YES,NO,NO,NO,NO,YES,YES,YES,YES,Thin,Rounded,NO,
TERRACE,H21-1862,LEVEL 4,TYPE 12,TYPE 12,11.9,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,YES,SP?
TERRACE,I20-1848,LEVEL 4,TYPE 12,TYPE 12,1.3,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I21-2377,LEVEL 4,TYPE 12,TYPE 12,8,YES,NO,NO,NO,NO,NO,YES,YES,YES,Medium,Outcrop,,
TERRACE,H18-1296,LEVEL 4,TYPE 12,TYPE 12,5.5,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I19-1353,LEVEL 4,TYPE 12,TYPE 12,2.2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H19-1574,LEVEL 4,TYPE 12,TYPE 12,4.2,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,YES,SP?
TERRACE,H20-1551,LEVEL 4,TYPE 12,TYPE 12,3.2,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,,
TERRACE,H21-1764,LEVEL 4,TYPE 12,TYPE 12,11.3,YES,NO,NO,NO,NO,NO,YES,YES,YES,Medium,Outcrop,,
TERRACE,H21-1827,LEVEL 4,INDET,ND_A,8.8,YES,NO,NO,NO,NO,YES,YES,YES,YES,Medium,Outcrop,,
TERRACE,H21-2425,LEVEL 4,TYPE 12,TYPE 12,1.1,YES,NO,NO,NO,NO,YES,NO,YES,NO,,,YES,SP
TERRACE,H21-1752,LEVEL 4,TYPE 12,TYPE 12,14.7,YES,NO,NO,NO,NO,NO,YES,YES,YES,Medium,Outcrop,,
TERRACE,J19-135,LEVEL 4,TYPE 12,TYPE 12,12.3,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,
TERRACE,I21-2102,LEVEL 4,TYPE 2,TYPE 2,19.3,YES,NO,NO,NO,NO,NO,YES,NO,YES,Medium,Outcrop,,
TERRACE,I19-1135,LEVEL 4,TYPE 2,TYPE 2A,4,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,NO,
TERRACE,H19-1565,LEVEL 4,TYPE 12,TYPE 12,19,YES,NO,NO,NO,NO,YES,YES,YES,YES,Thin,Outcrop,Yellow ovoid shape,
TERRACE,H21-1758,LEVEL 4,INDET,ND_A,5.2,YES,NO,YES,NO,NO,NO,YES,YES,YES,Thin,Outcrop,,
TERRACE,I20-1473,LEVEL 4,INDET,ND_A,2,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thin,Rounded,,
TERRACE,I18-969,LEVEL 4,TYPE 12,TYPE 12,1.7,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,
TERRACE,H21-2529,LEVEL 4,TYPE 12,TYPE 12,7,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,SP?
TERRACE,H21-2515,LEVEL 4,TYPE 12,TYPE 12,4.3,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H20-1338,LEVEL 4,TYPE 12,TYPE 12,4.3,YES,NO,NO,NO,YES,NO,YES,YES,YES,Thin,Outcrop,,
TERRACE,H20-1401,LEVEL 4,INDET,ND_A,4.8,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,,
TERRACE,J20-26,LEVEL 4,TYPE 12,TYPE 12,8.9,YES,NO,NO,NO,YES,YES,NO,YES,NO,,,NO,
TERRACE,K18-35,LEVEL 4,TYPE 12,TYPE 12,2.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,3,
TERRACE,H19-1538,LEVEL 4,TYPE 12,TYPE 12,4.3,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I19-944,LEVEL 4,TYPE 12,TYPE 12,4.2,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thin,Outcrop,,
TERRACE,I20-1792,LEVEL 4,TYPE 12,TYPE 12,2.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H21-1896,LEVEL 4,TYPE 12,TYPE 12,0.4,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H19-1937,LEVEL 4,TYPE 12,TYPE 12,1.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I20-374,LEVEL 4,TYPE 12,TYPE 12,2.6,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thin,Outcrop,,
TERRACE,I21-2245,LEVEL 4,TYPE 12,TYPE 12,17.2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,SP
TERRACE,I20-1356,LEVEL 4,TYPE 12,TYPE 12,1.5,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,YES,SP
TERRACE,I19-1109,LEVEL 4,TYPE 12,TYPE 12,0.7,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,YES,SP?
TERRACE,I19-1429,LEVEL 4,TYPE 12,TYPE 12,1.8,YES,NO,NO,NO,NO,YES,YES,YES,NO,,,,
TERRACE,I21-2461,LEVEL 4,TYPE 12,TYPE 12,0.4,YES,NO,NO,NO,YES,NO,NO,YES,NO,,,,
TERRACE,I21-2530,LEVEL 4,TYPE 12,TYPE 12B,10.9,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,NO,
TERRACE,H18-868,LEVEL 4,INDET,ND_A,9.5,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thin,Outcrop,,
TERRACE,H19-1945,LEVEL 4,INDET,ND_A,2.7,YES,NO,NO,NO,NO,NO,YES,YES,YES,Medium,Outcrop,,
TERRACE,I19-956,LEVEL 4,TYPE 12,TYPE 12,2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I19-1448,LEVEL 4,TYPE 12,TYPE 12,8.3,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,
TERRACE,I19-1445,LEVEL 4,TYPE 12,TYPE 12,2.3,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thin,Outcrop,,
TERRACE,I21-2258,LEVEL 4,TYPE 12,TYPE 12,1.2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,H19-1471,LEVEL 4,TYPE 12,TYPE 12,2.1,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,I19-1032,LEVEL 4,TYPE 12,TYPE 12,2.4,YES,NO,YES,NO,YES,YES,NO,YES,NO,,,,
TERRACE,I21-2193,LEVEL 4,TYPE 12,TYPE 12,3.1,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,,
TERRACE,K18-39,LEVEL 4,INDET,ND,2.9,YES,NO,NO,NO,NO,NO,NO,YES,NO,,,,
TERRACE,H21-2455,LEVEL 4,TYPE 12,TYPE 12B,12,YES,NO,NO,NO,NO,NO,YES,YES,YES,Thin,Rounded,NO,
TERRACE,I20-1736,LEVEL 4,TYPE 12,TYPE 12B,1.2,YES,NO,NO,NO,NO,NO,YES,YES,NO,,,NO,
TERRACE,H21-2036,LEVEL 4,TYPE 12,TYPE 12B,19.5,YES,NO,NO,NO,YES,YES,YES,YES,NO,,,NO,
TERRACE,I20-1585,LEVEL 4,TYPE 12,TYPE 12,14.1,YES,NO,NO,NO,YES,YES,NO,YES,NO,,,NO,
TERRACE,I20-1646,LEVEL 4,TYPE 12,TYPE 12,47.4,YES,NO,NO,NO,YES,YES,YES,YES,NO,,,NO,
TERRACE,I19-1426,LEVEL 4,TYPE 12,TYPE 12,0.7,YES,NO,NO,NO,YES,YES,YES,NO,YES,THIN,INDETERMINATE,NO,
TERRACE,H18-1294,LEVEL 4,TYPE 12,TYPE 12,7.2,YES,NO,NO,NO,YES,YES,NO,YES,NO,,,NO,
TERRACE,H21-1739,LEVEL 4,TYPE 12,TYPE 12,2.1,YES,NO,NO,NO,YES,YES,NO,YES,NO,,,NO,
TERRACE,I19-1220,LEVEL 4,TYPE 12,TYPE 12,3.8,YES,NO,NO,NO,YES,YES,NO,NO,NO,,,NO,
TERRACE,I21-2178,LEVEL 4,TYPE 12,TYPE 12B,2.5,YES,NO,NO,NO,YES,YES,YES,YES,NO,,,NO,
TERRACE,I19-961,LEVEL 4,TYPE 12,TYPE 12,0.7,YES,NO,YES,NO,YES,YES,NO,NO,NO,,,NO,
TERRACE,I21-2233,LEVEL 4,Chalcedony,Chalcedony,20.4,YES,YES,NO,NO,YES,YES,NO,NO,NO,,,,
TERRACE,I20-1603,LEVEL 4,Chalcedony,Chalcedony,1.6,YES,NO,NO,NO,NO,YES,YES,NO,NO,,,,
TERRACE,I21-1871,LEVEL 4,Chalcedony,Chalcedony,2.4,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H18-993,LEVEL 4,Chalcedony,Chalcedony,6.1,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,Mix between white opaque and coarse crystal,
TERRACE,H18-1641,LEVEL 4,Chalcedony,Chalcedony,1.5,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
TERRACE,H20-1738,LEVEL 4,Chalcedony,Chalcedony,0.4,YES,NO,NO,NO,NO,YES,NO,NO,NO,,,,
