Sample_ID,pXRF_ID,Formation/Type,Application,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,TiO2,TiO2 Err,V,V Err,Cr,Cr Err,MnO,MnO Err,Fe2O3,Fe2O3 Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
SP16_PBX,34,LJW,GeoChem,DualMining,180,1.6017,0.8859,1.0584,0.1997,96.6876,0.6452,0.0985,0.0158,0.2431,0.0112,0.0874,0.0165,0.1814,0.0075,0.7145,0.0109,0.0348,0.0039,< LOD,0.0001,< LOD,0.0016,< LOD,0.0049,0.1704,0.006,< LOD,0.0014,< LOD,0.0007,0.0008,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0013,0.0004,< LOD,0.0003,0.0005,0.0004,0,0,< LOD,0.0003,0,0,0,0,0,0,< LOD,0.0026,0,0,< LOD,0.0131,< LOD,0.0128,< LOD,0.006,< LOD,0.0019,< LOD,0.005,< LOD,0.0039,< LOD,0.0013,0.0006,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.0011,< LOD,0.0008,< LOD,0.0017,< LOD,0.0008,Passed
SP18_PBX,35,LJW,GeoChem,DualMining,180,0.8599,0.8558,0.7133,0.2009,100,0.7093,0.041,0.0126,0.0951,0.0094,1.0045,0.0252,0.179,0.0075,0.2048,0.0072,0.0342,0.0041,0,0,< LOD,0.0017,0.0057,0.0053,0.3317,0.0081,< LOD,0.0019,< LOD,0.0006,0.0012,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0007,0.0003,< LOD,0.0004,0.0005,0.0002,0,0,0.0001,0.0001,0,0,0,0,0,0,< LOD,0.0011,0,0,< LOD,0.0094,< LOD,0.0117,< LOD,0.0062,< LOD,0.0019,< LOD,0.0056,< LOD,0.0043,< LOD,0.0016,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.0011,< LOD,0.0002,< LOD,0.0018,< LOD,0.0001,Passed
SP35_PBX,36,LJW,GeoChem,DualMining,180,< LOD,0.4239,0.5899,0.1765,96.6378,0.6417,0.036,0.0099,0.0422,0.0076,0.1158,0.0174,0.1433,0.0062,0.0205,0.0045,0.0378,0.0037,< LOD,0.0001,< LOD,0.0015,< LOD,0.0053,0.2776,0.0075,< LOD,0.0018,< LOD,0.0007,0.0015,0.0005,< LOD,0.0001,0,0,< LOD,0.0002,0,0,0.0028,0.0004,0.0005,0.0003,0.001,0.0004,0,0,< LOD,0.0003,0,0,0,0,< LOD,0,< LOD,0.0028,0,0,< LOD,0.014,< LOD,0.0187,< LOD,0.0055,< LOD,0.0019,< LOD,0.005,< LOD,0.004,< LOD,0.0013,< LOD,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.001,< LOD,0.0009,< LOD,0.0017,< LOD,0.0009,Passed
SP19_PBX,37,LJW,GeoChem,DualMining,180,< LOD,0.4582,0.6707,0.1788,94.4851,0.6271,0.0707,0.0117,0.0162,0.0076,0.0663,0.0183,0.0795,0.0055,0.3712,0.0083,0.0234,0.0034,< LOD,0.0002,< LOD,0.0014,< LOD,0.0052,0.1842,0.0063,< LOD,0.0017,< LOD,0.0008,0.0011,0.0005,< LOD,0.0001,< LOD,0,< LOD,0.0002,0,0,0.0009,0.0004,< LOD,0.0003,0.0009,0.0004,0,0,< LOD,0.0004,0,0,0,0,< LOD,0.0002,< LOD,0.0033,0,0,< LOD,0.0124,< LOD,0.014,< LOD,0.0044,< LOD,0.0019,< LOD,0.005,< LOD,0.004,< LOD,0.0013,0.0007,0.0006,< LOD,0.0027,< LOD,0.0005,< LOD,0.0011,< LOD,0.0011,< LOD,0.0018,< LOD,0.0011,Passed
SP40_FER_a_01,38,LJW,GeoChem,DualMining,180,< LOD,0.7566,0.2969,0.1822,100,0.6687,0.0367,0.012,0.0422,0.0081,0.1057,0.016,0.0925,0.0062,0.0809,0.0057,0.0157,0.0037,0,0,< LOD,0.0016,< LOD,0.0049,0.1257,0.0053,< LOD,0.0015,< LOD,0.0006,0.0008,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,< LOD,0.0006,0,0,0,0,< LOD,0.0021,0,0,< LOD,0.0102,< LOD,0.012,< LOD,0.0063,< LOD,0.0019,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0006,< LOD,0.0017,< LOD,0.0007,Passed
SP40_FER_a_02,39,LJW,GeoChem,DualMining,180,< LOD,0.4831,0.4585,0.1908,100,0.717,0.0399,0.0119,0.0686,0.0083,0.0973,0.016,0.0886,0.0063,0.736,0.011,0.0199,0.0038,0,0,< LOD,0.0016,< LOD,0.005,0.164,0.0059,< LOD,0.0016,< LOD,0.0006,0.0011,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,0.0003,0.0002,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0009,0,0,< LOD,0.009,< LOD,0.0108,< LOD,0.0056,< LOD,0.0018,< LOD,0.0053,< LOD,0.004,< LOD,0.0014,0.0007,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.0011,< LOD,0.0001,< LOD,0.0017,< LOD,0.0002,Passed
SP40_FER_b,40,LJW,GeoChem,DualMining,181,< LOD,0.7352,< LOD,0.176,100,0.6971,0.0305,0.0107,0.0517,0.0078,0.0629,0.0152,0.0655,0.0056,0.0265,0.0048,0.0091,0.0036,0,0,< LOD,0.0016,< LOD,0.0051,0.1334,0.0054,< LOD,0.0015,< LOD,0.0006,0.0009,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0014,0,0,< LOD,0.0119,< LOD,0.0116,< LOD,0.006,< LOD,0.0018,< LOD,0.0093,< LOD,0.0041,< LOD,0.0014,0.0007,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0003,< LOD,0.0017,< LOD,0.0004,Passed
SP41_FER_01,41,LJW,GeoChem,DualMining,180,< LOD,0.7362,< LOD,0.1798,100,0.6935,0.0293,0.0104,0.0673,0.008,0.0372,0.0144,0.0671,0.0054,0.0427,0.0048,0.0159,0.0036,0,0,< LOD,0.0016,< LOD,0.005,0.1401,0.0055,< LOD,0.0015,< LOD,0.0006,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,0.0003,0.0003,0,0,0.0002,0.0001,0,0,0,0,0,0,< LOD,0.0015,0,0,< LOD,0.0096,< LOD,0.0161,< LOD,0.0058,< LOD,0.0017,< LOD,0.0085,< LOD,0.004,< LOD,0.0013,0.001,0.0006,< LOD,0.0027,< LOD,0.0005,< LOD,0.0011,< LOD,0.0004,< LOD,0.0017,< LOD,0.0005,Passed
SP41_FER_02,42,LJW,GeoChem,DualMining,181,< LOD,0.6356,0.2222,0.1655,95.4104,0.629,0.0404,0.0096,0.054,0.0078,0.0581,0.0175,0.077,0.0052,0.0223,0.0046,0.0181,0.0033,< LOD,0.0001,< LOD,0.0014,< LOD,0.005,0.1396,0.0055,< LOD,0.0015,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0002,0,0,< LOD,0.0004,< LOD,0.0003,0.0006,0.0004,0,0,< LOD,0.0003,0,0,0,0,< LOD,0.0002,< LOD,0.0032,0,0,< LOD,0.0144,< LOD,0.0132,< LOD,0.0044,< LOD,0.0019,< LOD,0.0084,< LOD,0.0039,< LOD,0.0013,0.0007,0.0006,< LOD,0.0026,< LOD,0.0004,< LOD,0.0009,< LOD,0.001,< LOD,0.0017,< LOD,0.0012,Passed
SP41_FER_03,43,LJW,GeoChem,DualMining,180,< LOD,0.7642,0.35,0.1839,100,0.6801,0.0261,0.0109,0.0494,0.008,0.0908,0.0158,0.1283,0.0065,0.0481,0.0052,0.0199,0.0038,0,0,< LOD,0.0016,< LOD,0.0049,0.1803,0.0061,< LOD,0.0016,< LOD,0.0006,0.0007,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,0.0004,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.0121,< LOD,0.0116,< LOD,0.0062,< LOD,0.0019,< LOD,0.0092,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0005,< LOD,0.0017,< LOD,0.0006,Passed
SP67_DESCAM_004,65,MJE,GeoChem,DualMining,181,< LOD,0.8023,< LOD,0.1825,99.5194,0.6625,0.0346,0.0122,0.0243,0.008,0.0402,0.0156,0.0833,0.0061,0.0525,0.0054,0.0113,0.0039,< LOD,0,< LOD,0.0017,< LOD,0.0054,0.6235,0.011,< LOD,0.0022,< LOD,0.0007,0.0012,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.004,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0022,0,0,< LOD,0.0129,< LOD,0.0123,< LOD,0.0066,< LOD,0.002,< LOD,0.0055,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0006,< LOD,0.0011,< LOD,0.0007,< LOD,0.0018,< LOD,0.0008,Passed
SP67_DESCAM,66,MJE,GeoChem,DualMining,182,< LOD,0.745,< LOD,0.1732,99.7671,0.6602,0.0238,0.011,0.0907,0.0087,0.0318,0.0147,0.0679,0.0057,0.1173,0.006,0.0084,0.0037,< LOD,0,< LOD,0.0017,< LOD,0.0053,0.4299,0.0093,< LOD,0.0019,< LOD,0.0007,0.0014,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0049,0.0004,< LOD,0.0003,< LOD,0.0004,0,0,0.0003,0.0002,0,0,0,0,0,0,< LOD,0.0022,0,0,< LOD,0.0136,< LOD,0.0128,< LOD,0.0062,< LOD,0.0021,< LOD,0.0055,< LOD,0.0043,< LOD,0.0014,0.0007,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0007,< LOD,0.0018,< LOD,0.0009,Passed
SP67_DESCAM_003,67,MJE,GeoChem,DualMining,180,0.9244,0.7398,< LOD,0.1679,93.6023,0.6236,0.0291,0.0113,0.0096,0.0075,0.0419,0.0159,0.0718,0.0056,0.046,0.0053,0.0208,0.0038,0.0013,0.0002,< LOD,0.0017,< LOD,0.0048,0.3394,0.0083,< LOD,0.0019,< LOD,0.0007,0.0011,0.0005,< LOD,0.0002,< LOD,0.0002,< LOD,0.0002,< LOD,0,0.0046,0.0005,< LOD,0.0003,< LOD,0.0005,0,0,< LOD,0.0004,< LOD,0.0006,0,0,< LOD,0.0003,< LOD,0.0033,0,0,< LOD,0.0141,< LOD,0.013,< LOD,0.0067,< LOD,0.002,< LOD,0.0054,< LOD,0.0043,< LOD,0.0014,0.0008,0.0006,< LOD,0.0029,< LOD,0.0004,< LOD,0.0011,< LOD,0.0012,< LOD,0.0018,< LOD,0.0014,Passed
SP50_CdC,68,MJE,GeoChem,DualMining,180,0.9672,0.7584,0.3979,0.1746,91.8586,0.6139,0.0299,0.0126,< LOD,0.0075,0.0433,0.0157,0.1544,0.0071,1.2818,0.0139,0.0321,0.004,0.0009,0.0003,< LOD,0.0018,< LOD,0.0048,0.1973,0.0065,< LOD,0.0016,< LOD,0.0007,0.0009,0.0005,< LOD,0.0002,< LOD,0.0003,< LOD,0.0002,0.0001,0,0.0022,0.0004,< LOD,0.0003,0.0008,0.0005,0,0,< LOD,0.0004,0,0,0,0,< LOD,0.0003,< LOD,0.0035,0,0,< LOD,0.0117,< LOD,0.013,< LOD,0.007,< LOD,0.0018,< LOD,0.0051,< LOD,0.0042,< LOD,0.0013,0.0009,0.0006,< LOD,0.0029,< LOD,0.0004,< LOD,0.0011,< LOD,0.0013,< LOD,0.0018,< LOD,0.0014,Passed
SP50_CdC_001,69,MJE,GeoChem,DualMining,180,< LOD,0.7871,2.105,0.2142,99.7033,0.667,0.0463,0.0126,0.0376,0.008,0.0438,0.0154,0.1574,0.0071,0.1382,0.0064,0.0258,0.0039,0,0,< LOD,0.0017,0.023,0.0058,0.4548,0.0095,< LOD,0.0021,< LOD,0.0007,0.0012,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0009,0.0003,< LOD,0.0003,0.0004,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0019,0,0,< LOD,0.01,< LOD,0.0124,< LOD,0.0064,< LOD,0.0021,< LOD,0.0056,< LOD,0.0044,< LOD,0.0015,0.0008,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.001,< LOD,0.0006,< LOD,0.0018,< LOD,0.0006,Passed
SP49_CdC,70,MJE,GeoChem,DualMining,180,< LOD,0.7679,0.8805,0.1928,100,0.6706,0.0673,0.0132,0.0676,0.0085,0.0936,0.0156,0.1841,0.0073,0.2507,0.0074,0.051,0.0042,0,0,< LOD,0.0016,< LOD,0.0054,0.2207,0.0068,< LOD,0.0017,< LOD,0.0007,0.0012,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0037,0.0004,< LOD,0.0003,0.0007,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.002,0,0,< LOD,0.0108,< LOD,0.0183,< LOD,0.0061,< LOD,0.002,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,0.0008,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0006,< LOD,0.0018,< LOD,0.0007,Passed
SP62_OLV_a,71,MJE,GeoChem,DualMining,180,1.064,0.6962,< LOD,0.1612,84.8297,0.5722,0.0294,0.0115,< LOD,0.0074,0.0559,0.0162,0.1113,0.006,0.0131,0.0048,0.0296,0.0038,0.003,0.0005,< LOD,0.0018,< LOD,0.0046,0.1989,0.0065,< LOD,0.0016,< LOD,0.0008,0.0017,0.0005,< LOD,0.0002,< LOD,0.0014,< LOD,0.0002,0.0003,0.0002,0.0111,0.0006,< LOD,0.0003,< LOD,0.0006,0,0,0.0007,0.0006,< LOD,0.0006,0,0,< LOD,0.0008,< LOD,0.0049,< LOD,0.001,< LOD,0.016,< LOD,0.014,< LOD,0.0073,< LOD,0.002,< LOD,0.0051,< LOD,0.0042,< LOD,0.0013,0.0007,0.0006,< LOD,0.0029,< LOD,0.0004,< LOD,0.0011,< LOD,0.002,< LOD,0.0018,< LOD,0.0021,Passed
SP62_OLV_a,72,MJE,GeoChem,DualMining,180,< LOD,0.768,0.5171,0.1868,100,0.6796,0.0295,0.011,0.0326,0.0078,0.0537,0.0153,0.1531,0.0069,0.0385,0.0051,0.0262,0.0039,0,0,< LOD,0.0017,< LOD,0.0051,0.2289,0.0069,< LOD,0.0017,< LOD,0.0006,0.0008,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0058,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.0128,< LOD,0.0122,< LOD,0.0063,< LOD,0.0019,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0005,< LOD,0.0018,< LOD,0.0007,Passed
SP62_OLV_a,73,MJE,GeoChem,DualMining,180,< LOD,0.7623,0.5277,0.1885,100,0.6892,0.0313,0.0112,0.0335,0.0078,0.0279,0.015,0.1522,0.0069,0.0481,0.0052,0.0267,0.004,0,0,< LOD,0.0017,< LOD,0.0052,0.2579,0.0073,< LOD,0.0018,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0057,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,0.0002,0.0001,0,0,0,0,0,0,< LOD,0.0016,0,0,< LOD,0.0102,< LOD,0.0174,< LOD,0.0063,< LOD,0.0019,< LOD,0.0055,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0004,< LOD,0.0018,< LOD,0.0006,Passed
SP52_CAL,74,MJE,GeoChem,DualMining,180,< LOD,0.4896,0.3731,0.1911,100,0.7204,0.0397,0.0115,0.0737,0.0082,0.131,0.016,0.1484,0.0069,0.1245,0.006,0.0238,0.0039,0,0,< LOD,0.0016,< LOD,0.0055,0.293,0.0077,< LOD,0.0018,< LOD,0.0006,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.002,0.0003,< LOD,0.0003,0.0003,0.0002,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.001,0,0,< LOD,0.01,< LOD,0.0174,< LOD,0.0057,< LOD,0.0019,< LOD,0.0056,< LOD,0.0042,< LOD,0.0015,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.001,< LOD,0.0001,< LOD,0.0018,< LOD,0.0002,Passed
SP62_OLV_b,75,MJE,GeoChem,DualMining,180,< LOD,0.4625,0.8127,0.1884,99.2568,0.6618,0.0344,0.0119,0.0546,0.0082,0.0462,0.0152,0.0891,0.006,0.0864,0.0057,0.0189,0.0038,< LOD,0,< LOD,0.0017,< LOD,0.0051,0.1184,0.0052,< LOD,0.0015,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0051,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0022,0,0,< LOD,0.0134,< LOD,0.0127,< LOD,0.0064,< LOD,0.0019,< LOD,0.0053,< LOD,0.0041,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0007,< LOD,0.0018,< LOD,0.0009,Passed
SP63_OLV,76,MJE,GeoChem,DualMining,180,< LOD,0.507,1.1529,0.2042,100,0.7137,0.0387,0.0123,0.0738,0.0086,0.1334,0.0162,0.1327,0.007,0.5491,0.0098,0.0277,0.0039,0,0,< LOD,0.0016,< LOD,0.0052,0.1895,0.0063,< LOD,0.0017,< LOD,0.0006,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0037,0.0003,< LOD,0.0003,0.0002,0.0002,0,0,0.0001,0.0001,0,0,0,0,0,0,< LOD,0.001,0,0,< LOD,0.012,< LOD,0.0122,< LOD,0.0059,< LOD,0.0018,< LOD,0.0093,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0006,< LOD,0.001,< LOD,0.0001,< LOD,0.0017,< LOD,0.0002,Passed
SP63_OLV_001,77,MJE,GeoChem,DualMining,180,1.0173,0.7395,0.42,0.1707,86.5424,0.5817,0.0297,0.0116,< LOD,0.0077,0.0364,0.0164,0.088,0.0057,0.0507,0.0054,0.031,0.0039,0.003,0.0005,< LOD,0.0018,< LOD,0.0045,0.2184,0.0067,< LOD,0.0016,< LOD,0.0007,0.0009,0.0005,< LOD,0.0002,< LOD,0.0008,< LOD,0.0002,< LOD,0.0002,0.0055,0.0005,< LOD,0.0003,< LOD,0.0006,0,0,< LOD,0.0006,< LOD,0.0006,0,0,< LOD,0.0007,< LOD,0.0044,< LOD,0.0005,< LOD,0.0142,< LOD,0.0179,< LOD,0.0072,< LOD,0.0019,< LOD,0.0051,< LOD,0.0043,< LOD,0.0013,0.0006,0.0006,< LOD,0.003,< LOD,0.0004,< LOD,0.001,< LOD,0.0018,< LOD,0.0018,< LOD,0.002,Passed
SP65_MALH,78,MJE,GeoChem,DualMining,180,0.9194,0.751,0.3159,0.1808,99.4431,0.6638,0.0293,0.0111,0.0137,0.0076,0.0501,0.016,0.1164,0.0066,0.0966,0.006,0.0305,0.0039,0.0001,0,< LOD,0.0016,< LOD,0.005,0.2774,0.0075,< LOD,0.0018,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0017,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,< LOD,0.0006,0,0,0,0,< LOD,0.0022,0,0,< LOD,0.0102,< LOD,0.0119,< LOD,0.0063,< LOD,0.0019,< LOD,0.0053,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0007,< LOD,0.0018,< LOD,0.0008,Passed
SP66_MALH_01,79,MJE,GeoChem,DualMining,180,< LOD,0.7345,0.5213,0.189,100,0.6908,0.029,0.0116,0.045,0.008,0.0749,0.0155,0.1003,0.0063,0.0544,0.0053,0.0186,0.0038,0,0,< LOD,0.0017,< LOD,0.0052,0.1877,0.0063,< LOD,0.0016,< LOD,0.0006,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.002,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0015,0,0,< LOD,0.0123,< LOD,0.0172,< LOD,0.0063,< LOD,0.0019,< LOD,0.0053,< LOD,0.0041,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0006,< LOD,0.0011,< LOD,0.0004,< LOD,0.0017,< LOD,0.0005,Passed
SP66_MALH_02,80,MJE,GeoChem,DualMining,180,1.0789,0.7393,< LOD,0.169,90.4117,0.6035,0.0184,0.0116,< LOD,0.0075,0.0319,0.0158,0.0747,0.0055,0.0682,0.0055,0.0181,0.0037,0.0016,0.0003,< LOD,0.0017,< LOD,0.0047,0.219,0.0068,< LOD,0.0016,< LOD,0.0007,0.0009,0.0005,< LOD,0.0002,< LOD,0.0007,< LOD,0.0002,< LOD,0.0001,0.0021,0.0004,< LOD,0.0003,< LOD,0.0005,0,0,< LOD,0.0005,< LOD,0.0006,0,0,< LOD,0.0005,< LOD,0.0039,0,0,< LOD,0.0146,< LOD,0.013,< LOD,0.007,< LOD,0.0019,< LOD,0.0051,< LOD,0.0043,< LOD,0.0013,0.0007,0.0006,< LOD,0.0029,< LOD,0.0004,< LOD,0.0011,< LOD,0.0015,< LOD,0.0018,< LOD,0.0016,Passed
SP66_MALH_003,81,MJE,GeoChem,DualMining,180,0.9224,0.7237,1.6753,0.1982,93.8097,0.6245,0.0332,0.0119,0.0125,0.0076,0.051,0.0159,0.1232,0.0065,0.1246,0.0063,0.0283,0.0038,0.001,0.0002,< LOD,0.0017,< LOD,0.0047,0.1968,0.0064,< LOD,0.0016,< LOD,0.0007,0.001,0.0004,< LOD,0.0001,< LOD,0.0001,< LOD,0.0002,0,0,0.0008,0.0004,< LOD,0.0003,< LOD,0.0004,0,0,< LOD,0.0004,< LOD,0.0006,0,0,< LOD,0.0002,< LOD,0.0031,0,0,< LOD,0.0111,< LOD,0.0183,< LOD,0.0068,< LOD,0.0018,< LOD,0.005,< LOD,0.0042,< LOD,0.0013,0.0006,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0012,< LOD,0.0018,< LOD,0.0012,Passed
Tabual_01,49,TW,GeoChem,DualMining,184,< LOD,0.7863,0.4705,0.1927,100,0.7221,0.0392,0.0112,0.0738,0.0082,0.1303,0.016,0.0918,0.006,0.0401,0.005,0.0076,0.0034,0,0,< LOD,0.0016,< LOD,0.0054,0.1054,0.0049,< LOD,0.0015,< LOD,0.0006,0.0009,0.0004,< LOD,0,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0004,< LOD,0.0002,0,0,< LOD,0,0,0,0,0,0,0,< LOD,0.0007,0,0,< LOD,0.0115,< LOD,0.0115,< LOD,0.0059,< LOD,0.0019,< LOD,0.0057,0.0044,0.0043,< LOD,0.0015,< LOD,0.0007,< LOD,0.0032,< LOD,0.0005,< LOD,0.0011,< LOD,0,< LOD,0.0018,< LOD,0.0001,Passed
Tabual_02,50,TW,GeoChem,DualMining,181,< LOD,0.8456,0.2521,0.1853,100,0.6939,0.0675,0.0149,0.0576,0.0084,0.0356,0.0174,0.0572,0.0064,3.4089,0.0218,0.022,0.0041,< LOD,0,< LOD,0.0017,< LOD,0.0056,0.1311,0.0056,< LOD,0.0015,< LOD,0.0007,0.0008,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0004,< LOD,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0012,0,0,< LOD,0.0129,< LOD,0.0124,< LOD,0.0058,< LOD,0.002,< LOD,0.0056,0.0048,0.0044,< LOD,0.0014,< LOD,0.0007,< LOD,0.0034,< LOD,0.0006,< LOD,0.0011,< LOD,0.0003,< LOD,0.0018,< LOD,0.0003,Passed
Tabual_02,51,TW,GeoChem,DualMining,180,1.7887,0.7675,1.8158,0.1918,76.468,0.5317,0.0216,0.0125,0.0161,0.0083,0.1226,0.0183,0.1934,0.0071,0.1748,0.007,0.0303,0.0041,0.0088,0.0009,< LOD,0.0019,< LOD,0.0048,0.4666,0.0097,< LOD,0.0019,< LOD,0.0009,0.0011,0.0007,< LOD,0.0003,0.0027,0.0025,< LOD,0.0002,< LOD,0.0004,< LOD,0.0006,< LOD,0.0002,< LOD,0.0007,< LOD,0.0002,< LOD,0.0008,< LOD,0.0006,0,0,< LOD,0.0013,< LOD,0.0063,< LOD,0.0022,< LOD,0.0142,< LOD,0.0153,< LOD,0.008,< LOD,0.0023,< LOD,0.0088,0.006,0.0046,< LOD,0.0013,< LOD,0.0006,< LOD,0.0033,< LOD,0.0004,< LOD,0.0011,< LOD,0.0027,< LOD,0.0019,< LOD,0.0027,Passed
H18-3169,177,TYPE 1,GeoChem,DualMining,180,0.8587,0.7533,0.9915,0.19,93.5081,0.6236,0.1214,0.0154,0.0316,0.0085,0.0246,0.0158,0.1116,0.0064,0.1282,0.0063,0.0221,0.0039,0.0004,0.0002,< LOD,0.0019,< LOD,0.0048,0.3091,0.0079,< LOD,0.0017,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,< LOD,0,< LOD,0.0005,< LOD,0.0003,< LOD,0.0004,0,0,0.0006,0.0004,0,0,0,0,< LOD,0.0002,< LOD,0.0033,0,0,< LOD,0.0136,< LOD,0.0128,< LOD,0.0072,< LOD,0.002,< LOD,0.0054,< LOD,0.0044,< LOD,0.0014,< LOD,0.0006,< LOD,0.0033,< LOD,0.0005,< LOD,0.0012,< LOD,0.0013,< LOD,0.0019,< LOD,0.0013,Passed
