Sample_ID,pXRF_ID,Formation/Type,Application,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,TiO2,TiO2 Err,V,V Err,Cr,Cr Err,MnO,MnO Err,Fe2O3,Fe2O3 Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
H19-3064,137,TYPE 4,GeoChem,DualMining,186,< LOD,0.7121,0.8765,0.1751,87.9937,0.5711,0.0472,0.0125,0.0198,0.0078,0.0455,0.0156,0.1477,0.0065,0.1489,0.0064,0.0499,0.004,0.0024,0.0004,< LOD,0.0017,< LOD,0.0046,0.1403,0.0055,< LOD,0.0014,< LOD,0.0007,0.001,0.0005,< LOD,0.0002,< LOD,0.0007,< LOD,0.0002,< LOD,0.0001,0.0006,0.0005,< LOD,0.0003,0.0013,0.0006,0,0,0.0007,0.0006,0,0,0,0,< LOD,0.0006,< LOD,0.0043,< LOD,0.0001,< LOD,0.0119,< LOD,0.013,< LOD,0.007,< LOD,0.0019,< LOD,0.0052,< LOD,0.0043,< LOD,0.0014,0.0006,0.0006,< LOD,0.0031,< LOD,0.0004,< LOD,0.0012,< LOD,0.0018,< LOD,0.0018,< LOD,0.0019,Passed
H20-2782,138,TYPE 4,GeoChem,DualMining,180,< LOD,0.7626,1.8118,0.2021,93.1856,0.6208,0.0426,0.0127,0.0208,0.0081,0.0226,0.0157,0.2411,0.008,0.1046,0.0062,0.0575,0.0043,0.0005,0.0002,< LOD,0.0018,< LOD,0.0046,0.1978,0.0064,< LOD,0.0016,< LOD,0.0007,0.0013,0.0005,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0,0,< LOD,0.0004,0.0005,0.0003,0.0014,0.0004,0,0,< LOD,0.0004,0,0,0,0,< LOD,0.0002,< LOD,0.0032,0,0,< LOD,0.0131,< LOD,0.0124,< LOD,0.0071,< LOD,0.0019,< LOD,0.0053,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.001,< LOD,0.0013,< LOD,0.0018,< LOD,0.0013,Passed
H20-4359,139,TYPE 4,GeoChem,DualMining,180,< LOD,0.745,0.9193,0.1884,95.3651,0.6344,0.0459,0.0129,0.0629,0.0087,0.0276,0.0151,0.1373,0.0067,0.1108,0.006,0.0316,0.004,< LOD,0.0002,< LOD,0.0018,< LOD,0.005,0.1937,0.0064,< LOD,0.0016,< LOD,0.0007,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,0.0009,0.0004,0,0,< LOD,0.0003,0,0,0,0,< LOD,0.0001,< LOD,0.003,0,0,< LOD,0.0143,< LOD,0.0134,< LOD,0.0068,< LOD,0.0021,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.0011,< LOD,0.0011,< LOD,0.0018,< LOD,0.0012,Passed
H19-2853,140,TYPE 4,GeoChem,DualMining,180,< LOD,0.7749,1.058,0.1968,100,0.6777,0.0474,0.0121,0.058,0.0082,0.0349,0.015,0.1463,0.0068,0.0539,0.0052,0.0388,0.004,0,0,< LOD,0.0017,< LOD,0.0053,0.1889,0.0063,< LOD,0.0017,< LOD,0.0007,0.0012,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,0.0008,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.0107,< LOD,0.0128,< LOD,0.0063,< LOD,0.0018,< LOD,0.0055,< LOD,0.0043,< LOD,0.0014,0.0007,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0005,< LOD,0.0018,< LOD,0.0006,Passed
H20-2737,141,TYPE 4,GeoChem,DualMining,180,< LOD,0.7544,1.4593,0.1996,98.7207,0.6595,0.0545,0.0135,0.0617,0.0083,0.0314,0.0148,0.2005,0.0077,1.1179,0.0131,0.0458,0.0041,< LOD,0.0001,< LOD,0.0017,0.0067,0.0053,0.2041,0.0066,< LOD,0.0016,< LOD,0.0007,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0006,0.0003,< LOD,0.0003,0.0009,0.0003,0,0,0.0003,0.0002,0,0,0,0,0,0,< LOD,0.0022,0,0,< LOD,0.0134,< LOD,0.0129,< LOD,0.0062,< LOD,0.0019,< LOD,0.0054,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0007,< LOD,0.0018,< LOD,0.0007,Passed
I18-1818,142,TYPE 4,GeoChem,DualMining,180,< LOD,0.8505,2.7665,0.2177,93.9203,0.6353,0.1131,0.0189,0.0545,0.0085,< LOD,0.0157,0.394,0.0103,5.6766,0.028,0.0777,0.0049,< LOD,0.0004,< LOD,0.0019,< LOD,0.0053,0.4048,0.0094,< LOD,0.0018,< LOD,0.0007,0.0014,0.0005,< LOD,0.0002,< LOD,0,< LOD,0.0003,0,0,0.0005,0.0003,0.0007,0.0004,0.0011,0.0004,0,0,< LOD,0.0003,0,0,0,0,0,0,< LOD,0.0023,0,0,< LOD,0.0133,< LOD,0.0183,< LOD,0.0069,< LOD,0.0019,< LOD,0.0055,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0006,< LOD,0.0011,< LOD,0.0009,< LOD,0.0017,< LOD,0.0007,Passed
H21-2126,143,TYPE 5,GeoChem,DualMining,186,< LOD,0.8712,6.6622,0.2516,68.6604,0.4919,0.2324,0.0251,0.0519,0.0086,< LOD,0.0161,1.1852,0.0149,9.5818,0.0353,0.2862,0.007,< LOD,0.0014,< LOD,0.0022,0.0143,0.0057,1.3053,0.0173,< LOD,0.0027,< LOD,0.001,0.0018,0.0007,< LOD,0.0004,< LOD,0.0024,< LOD,0.0003,0.0012,0.0004,0.0015,0.0004,< LOD,0.0004,0.0023,0.0007,< LOD,0.0001,0.0015,0.0008,0,0,0,0,< LOD,0.0012,< LOD,0.0065,< LOD,0.0029,< LOD,0.0164,< LOD,0.0186,< LOD,0.0084,< LOD,0.0019,< LOD,0.0052,< LOD,0.0044,< LOD,0.0013,< LOD,0.0006,< LOD,0.0033,< LOD,0.0005,< LOD,0.0011,< LOD,0.0026,< LOD,0.0018,< LOD,0.0018,Passed
I20-1942,144,TYPE 5,GeoChem,DualMining,180,< LOD,0.6879,0.2574,0.1696,94.372,0.6265,0.0264,0.0107,0.0607,0.008,0.0203,0.0143,0.0657,0.0052,0.0373,0.0047,0.0096,0.0036,< LOD,0.0002,< LOD,0.0017,< LOD,0.0049,0.0937,0.0047,< LOD,0.0014,< LOD,0.0007,0.001,0.0005,< LOD,0.0001,< LOD,0.0001,< LOD,0.0002,< LOD,0,0.0007,0.0004,< LOD,0.0003,< LOD,0.0005,0,0,< LOD,0.0004,0,0,0,0,< LOD,0.0002,< LOD,0.0033,0,0,< LOD,0.012,< LOD,0.0134,< LOD,0.0065,< LOD,0.0019,< LOD,0.0051,< LOD,0.0041,< LOD,0.0013,< LOD,0.0006,< LOD,0.0029,< LOD,0.0004,< LOD,0.001,< LOD,0.0012,< LOD,0.0018,< LOD,0.0013,Passed
H20-3623,145,TYPE 5,GeoChem,DualMining,180,< LOD,0.7964,1.7672,0.2073,97.6054,0.6501,0.0478,0.0132,0.0776,0.0089,0.0601,0.0157,0.1713,0.0072,0.1255,0.0063,0.0233,0.0039,0.0001,0.0001,< LOD,0.0017,0.0054,0.0051,0.1388,0.0055,< LOD,0.0015,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.001,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0003,0,0,0,0,0,0,< LOD,0.0025,0,0,< LOD,0.0135,< LOD,0.0131,< LOD,0.0067,< LOD,0.0019,< LOD,0.0054,< LOD,0.0044,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.0011,< LOD,0.0008,< LOD,0.0018,< LOD,0.0009,Passed
J19-317,146,TYPE 5,GeoChem,DualMining,181,< LOD,0.791,1.5339,0.2045,100,0.6694,0.0499,0.0129,0.0662,0.0087,0.0673,0.0157,0.21,0.0077,0.1344,0.0063,0.0434,0.0041,0,0,< LOD,0.0017,< LOD,0.0046,0.1559,0.0057,< LOD,0.0014,< LOD,0.0006,0.0008,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0005,0.0003,< LOD,0.0003,0.0008,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0017,0,0,< LOD,0.0107,< LOD,0.0104,< LOD,0.0065,< LOD,0.0018,< LOD,0.0053,< LOD,0.0041,< LOD,0.0014,0.0008,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.001,< LOD,0.0006,< LOD,0.0018,< LOD,0.0006,Passed
H19-3882,147,TYPE 5,GeoChem,DualMining,180,< LOD,0.5562,0.3675,0.1861,100,0.7084,0.1359,0.0192,0.0362,0.0077,< LOD,0.0176,0.0707,0.0071,8.1202,0.0333,0.0161,0.0043,< LOD,0.0002,< LOD,0.0018,< LOD,0.0061,0.1207,0.0056,< LOD,0.0015,< LOD,0.0007,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0004,0,0,0.0018,0.0002,< LOD,0.0004,< LOD,0.0003,0,0,< LOD,0,0,0,0,0,0,0,< LOD,0.0005,0,0,< LOD,0.0125,< LOD,0.0122,< LOD,0.0059,< LOD,0.002,< LOD,0.009,< LOD,0.0042,< LOD,0.0013,0.0009,0.0006,< LOD,0.0029,< LOD,0.0006,< LOD,0.001,0,0,< LOD,0.0016,0,0,Passed
H20-3890,148,TYPE 6,GeoChem,DualMining,180,< LOD,0.7498,0.6538,0.1771,89.1302,0.599,0.0759,0.0155,0.0331,0.0083,0.0289,0.0156,0.1108,0.0067,2.3685,0.0184,0.025,0.004,0.0015,0.0004,< LOD,0.0019,< LOD,0.0046,0.1261,0.0054,< LOD,0.0014,< LOD,0.0007,0.0008,0.0005,< LOD,0.0002,< LOD,0.0008,< LOD,0.0003,< LOD,0.0001,< LOD,0.0005,< LOD,0.0003,< LOD,0.0005,0,0,< LOD,0.0005,0,0,0,0,< LOD,0.0004,< LOD,0.0038,0,0,< LOD,0.0142,< LOD,0.018,< LOD,0.0072,< LOD,0.0019,< LOD,0.0053,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.001,< LOD,0.0016,< LOD,0.0018,< LOD,0.0017,Passed
I19-2846,149,TYPE 6,GeoChem,DualMining,180,0.922,0.7851,1.3836,0.1989,96.2168,0.6403,0.0362,0.0124,0.0261,0.008,0.045,0.0157,0.1525,0.0071,0.0978,0.006,0.0237,0.0039,0.0004,0.0001,< LOD,0.0017,< LOD,0.0047,0.1514,0.0057,< LOD,0.0015,< LOD,0.0007,0.0007,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0005,< LOD,0.0003,0.0004,0.0004,0,0,< LOD,0.0003,0,0,0,0,< LOD,0,< LOD,0.0027,0,0,< LOD,0.0106,< LOD,0.0174,< LOD,0.0069,< LOD,0.002,< LOD,0.0054,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.0011,< LOD,0.001,< LOD,0.0018,< LOD,0.0009,Passed
I21-4131,150,TYPE 6,GeoChem,DualMining,180,< LOD,0.4577,< LOD,0.1767,100,0.6851,0.0324,0.0107,0.0456,0.0076,0.0554,0.0147,0.063,0.0054,0.0436,0.0049,0.0104,0.0036,0,0,< LOD,0.0016,< LOD,0.0053,0.1005,0.0049,< LOD,0.0015,< LOD,0.0006,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,0.0002,0.0002,0,0,0,0,0,0,< LOD,0.0018,0,0,< LOD,0.0106,< LOD,0.0124,< LOD,0.006,< LOD,0.0019,< LOD,0.0089,< LOD,0.0042,< LOD,0.0013,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0005,< LOD,0.0018,< LOD,0.0006,Passed
I21-3939,151,TYPE 6,GeoChem,DualMining,180,< LOD,0.7791,0.9993,0.1958,100,0.6686,0.0379,0.0122,0.0319,0.0079,0.0397,0.0154,0.0723,0.0058,0.0512,0.0054,0.0328,0.004,0,0,< LOD,0.0017,< LOD,0.0049,0.1006,0.0048,< LOD,0.0015,< LOD,0.0007,0.0008,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,0.001,0.0003,0,0,0.0003,0.0002,0,0,0,0,0,0,< LOD,0.002,0,0,< LOD,0.0124,< LOD,0.017,< LOD,0.0065,< LOD,0.0019,< LOD,0.0091,< LOD,0.0042,< LOD,0.0014,0.0007,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0006,< LOD,0.0018,< LOD,0.0006,Passed
08'4971,152,TYPE 6,GeoChem,DualMining,184,< LOD,0.7066,< LOD,0.1691,96.0339,0.6247,0.0318,0.0118,0.0376,0.0081,0.0823,0.0161,0.0471,0.0052,0.0625,0.0054,0.0073,0.0037,0.0006,0.0001,< LOD,0.0017,< LOD,0.0048,0.0985,0.0048,< LOD,0.0014,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0004,0,0,0.0004,0.0003,0,0,0,0,< LOD,0.0001,< LOD,0.0029,0,0,< LOD,0.0134,< LOD,0.0122,< LOD,0.0067,< LOD,0.0022,< LOD,0.0053,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.001,< LOD,0.0011,< LOD,0.0018,< LOD,0.0011,Passed
I18-2631,134,TYPE 6E,GeoChem,DualMining,180,< LOD,0.708,0.3444,0.1781,99.3415,0.6624,0.0448,0.0113,0.0625,0.008,< LOD,0.0148,0.0938,0.0058,0.0962,0.0056,0.0162,0.0036,< LOD,0,< LOD,0.0016,< LOD,0.0053,0.1457,0.0057,< LOD,0.0015,< LOD,0.0007,0.0014,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,0.0005,0.0004,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0024,0,0,< LOD,0.0141,< LOD,0.0189,< LOD,0.0058,< LOD,0.0019,< LOD,0.0052,0.0042,0.0041,< LOD,0.0014,< LOD,0.0006,< LOD,0.0028,< LOD,0.0005,< LOD,0.001,< LOD,0.0007,< LOD,0.0018,< LOD,0.0009,Passed
H18-3581,156,TYPE 6E,GeoChem,DualMining,186,< LOD,0.4414,0.4497,0.1751,100,0.6456,0.0319,0.0107,0.0729,0.0077,0.0243,0.0133,0.0644,0.0051,0.081,0.0051,0.0125,0.0034,0,0,< LOD,0.0016,< LOD,0.005,0.0894,0.0046,< LOD,0.0014,< LOD,0.0007,0.0009,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0021,0,0,< LOD,0.0131,< LOD,0.0177,< LOD,0.0057,< LOD,0.0019,< LOD,0.0089,< LOD,0.0041,< LOD,0.0013,0.0009,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0007,< LOD,0.0018,< LOD,0.0008,Passed
I18-3489,157,TYPE 6E,GeoChem,DualMining,180,< LOD,0.7458,0.3623,0.1848,100,0.6894,0.0279,0.0114,0.071,0.0083,0.067,0.0148,0.0948,0.006,0.0771,0.0054,0.0163,0.0038,0,0,< LOD,0.0016,< LOD,0.0051,0.1181,0.0051,< LOD,0.0014,< LOD,0.0006,0.0008,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0005,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0016,0,0,< LOD,0.0124,< LOD,0.0169,< LOD,0.0061,< LOD,0.0019,< LOD,0.009,< LOD,0.0041,< LOD,0.0013,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0004,< LOD,0.0018,< LOD,0.0005,Passed
I19-3120,158,TYPE 6E,GeoChem,DualMining,192,< LOD,0.4479,0.296,0.1771,100,0.6778,0.0524,0.0108,0.059,0.0076,< LOD,0.0147,0.0621,0.0052,0.089,0.0053,0.012,0.0034,0,0,< LOD,0.0014,< LOD,0.0054,0.0988,0.0048,< LOD,0.0015,< LOD,0.0006,0.0008,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0002,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.001,0,0,< LOD,0.012,< LOD,0.0168,< LOD,0.0052,< LOD,0.0019,< LOD,0.0054,< LOD,0.0041,< LOD,0.0014,0.0007,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0001,< LOD,0.0018,< LOD,0.0003,Passed
I20-3709,135,TYPE 6LLB,GeoChem,DualMining,180,< LOD,0.7692,0.8158,0.1917,100,0.6716,0.0509,0.0125,0.0621,0.0084,0.0634,0.0156,0.1017,0.0062,0.089,0.0058,0.0144,0.0037,0,0,< LOD,0.0017,< LOD,0.0052,0.0994,0.0048,< LOD,0.0015,< LOD,0.0007,0.001,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,0.0003,0.0002,0,0,0,0,0,0,< LOD,0.002,0,0,< LOD,0.0105,< LOD,0.0124,< LOD,0.0063,< LOD,0.0019,< LOD,0.0055,< LOD,0.0043,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0006,< LOD,0.0011,< LOD,0.0006,< LOD,0.0018,< LOD,0.0008,Passed
I20-3709,136,TYPE 6LLB,GeoChem,DualMining,180,< LOD,0.7623,1.0725,0.1958,99.5112,0.6646,0.0457,0.0127,0.0466,0.0084,0.0889,0.0163,0.108,0.0064,0.1063,0.006,0.0264,0.004,< LOD,0,< LOD,0.0017,< LOD,0.0051,0.1363,0.0055,< LOD,0.0016,< LOD,0.0007,0.0007,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0005,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0022,0,0,< LOD,0.0109,< LOD,0.0127,< LOD,0.0066,< LOD,0.002,< LOD,0.0054,< LOD,0.0044,< LOD,0.0014,0.0007,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.0012,< LOD,0.0007,< LOD,0.0018,< LOD,0.0008,Passed
I21-3673,153,TYPE 6LLB,GeoChem,DualMining,180,< LOD,0.3959,< LOD,0.1561,89.5171,0.5958,0.0321,0.0094,0.0524,0.0074,0.0274,0.0147,0.0437,0.0045,0.0165,0.0042,0.0081,0.0032,< LOD,0.0003,< LOD,0.0016,< LOD,0.0049,0.0782,0.0044,< LOD,0.0013,< LOD,0.0008,0.0013,0.0005,< LOD,0.0002,< LOD,0.0007,< LOD,0.0002,< LOD,0.0001,< LOD,0.0004,< LOD,0.0003,< LOD,0.0005,0,0,< LOD,0.0005,0,0,0,0,< LOD,0.0006,< LOD,0.0044,0,0,< LOD,0.0158,< LOD,0.0139,< LOD,0.0057,< LOD,0.002,< LOD,0.0047,< LOD,0.004,< LOD,0.0012,< LOD,0.0006,< LOD,0.0027,< LOD,0.0004,< LOD,0.001,< LOD,0.0016,< LOD,0.0018,< LOD,0.0017,Passed
I21-3642,154,TYPE 6LLB,GeoChem,DualMining,180,< LOD,0.7716,0.9527,0.1958,100,0.6829,0.0364,0.0118,0.0437,0.008,0.0336,0.0148,0.1068,0.0063,0.0748,0.0055,0.0118,0.0038,0,0,< LOD,0.0017,< LOD,0.0049,0.1161,0.0051,< LOD,0.0015,< LOD,0.0006,0.001,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0002,0,0,0,0,0,0,< LOD,0.0017,0,0,< LOD,0.0097,< LOD,0.0165,< LOD,0.0063,< LOD,0.0019,< LOD,0.0092,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.0011,< LOD,0.0005,< LOD,0.0018,< LOD,0.0006,Passed
07-1523,155,TYPE 6LLB,GeoChem,DualMining,180,< LOD,0.7555,2.0171,0.2038,93.1285,0.6192,0.0265,0.0114,0.0456,0.0078,0.1604,0.0161,0.1566,0.0066,0.0635,0.0051,0.0158,0.0036,< LOD,0.0002,< LOD,0.0017,< LOD,0.0043,0.1119,0.0049,< LOD,0.0014,< LOD,0.0007,0.0005,0.0004,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0,0,0.0005,0.0004,< LOD,0.0003,0.0005,0.0004,0,0,< LOD,0.0004,0,0,0,0,< LOD,0.0002,< LOD,0.0031,0,0,< LOD,0.0123,< LOD,0.0117,< LOD,0.0065,< LOD,0.0017,< LOD,0.0048,< LOD,0.0039,< LOD,0.0013,< LOD,0.0006,< LOD,0.0028,< LOD,0.0004,< LOD,0.001,< LOD,0.0012,< LOD,0.0017,< LOD,0.0011,Passed
I19-4013,159,TYPE 7,GeoChem,DualMining,180,< LOD,0.7656,0.7245,0.1828,92.6396,0.6176,0.0299,0.013,0.0569,0.0087,0.0293,0.0154,0.1528,0.0072,0.5837,0.0101,0.0368,0.0041,0.0003,0.0003,< LOD,0.0018,< LOD,0.0046,0.207,0.0066,< LOD,0.0016,< LOD,0.0007,0.0011,0.0005,< LOD,0.0001,< LOD,0.0003,< LOD,0.0002,< LOD,0,0.0008,0.0004,0.0003,0.0003,0.0011,0.0005,0,0,0.0005,0.0004,0,0,0,0,< LOD,0.0003,< LOD,0.0033,0,0,< LOD,0.0108,< LOD,0.0119,< LOD,0.0069,< LOD,0.0019,< LOD,0.0053,< LOD,0.0041,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.001,< LOD,0.0013,< LOD,0.0018,< LOD,0.0014,Passed
H21-3663,160,TYPE 7,GeoChem,DualMining,184,< LOD,0.4962,0.9932,0.1934,100,0.6703,0.0361,0.0119,0.0621,0.0082,0.0161,0.0144,0.1591,0.007,0.2719,0.0075,0.0295,0.0038,0,0,< LOD,0.0016,< LOD,0.005,0.2101,0.0066,< LOD,0.0016,< LOD,0.0006,0.0011,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0006,0.0003,< LOD,0.0003,0.0003,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0016,0,0,< LOD,0.012,< LOD,0.0168,< LOD,0.006,< LOD,0.0017,< LOD,0.0053,< LOD,0.0042,< LOD,0.0014,0.0008,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0004,< LOD,0.0018,< LOD,0.0005,Passed
I19-2872,161,TYPE 7,GeoChem,DualMining,180,< LOD,0.7563,0.5436,0.1894,100,0.6936,0.0339,0.0116,0.0726,0.0083,0.037,0.0147,0.1156,0.0064,0.1612,0.0065,0.0204,0.0038,0,0,< LOD,0.0016,0.0056,0.0051,0.1511,0.0057,< LOD,0.0015,< LOD,0.0006,0.0008,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,0.0002,0.0001,0,0,0,0,0,0,< LOD,0.0015,0,0,< LOD,0.0117,< LOD,0.0162,< LOD,0.006,< LOD,0.0019,< LOD,0.0055,< LOD,0.0042,< LOD,0.0014,< LOD,0.0006,< LOD,0.003,< LOD,0.0005,< LOD,0.001,< LOD,0.0004,< LOD,0.0018,< LOD,0.0005,Passed
H19-2520,162,TYPE 7,GeoChem,DualMining,192,1.2282,0.7418,1.2353,0.1683,76.3021,0.5057,0.1476,0.0195,0.0465,0.008,< LOD,0.015,0.3237,0.0087,7.046,0.0293,0.0859,0.0047,0.0041,0.001,< LOD,0.0019,< LOD,0.005,0.3425,0.0089,< LOD,0.0017,< LOD,0.0008,0.001,0.0006,< LOD,0.0003,< LOD,0.0025,< LOD,0.0003,< LOD,0.0004,0.0009,0.0004,< LOD,0.0003,< LOD,0.0008,0,0,0.001,0.0007,0,0,0,0,< LOD,0.001,< LOD,0.0056,< LOD,0.0016,< LOD,0.0173,< LOD,0.015,< LOD,0.0073,< LOD,0.002,< LOD,0.0083,< LOD,0.0043,< LOD,0.0013,< LOD,0.0006,< LOD,0.0031,< LOD,0.0005,< LOD,0.0011,< LOD,0.0024,< LOD,0.0018,< LOD,0.0022,Passed
J21-51,163,TYPE 7,GeoChem,DualMining,180,< LOD,0.7755,0.6944,0.1928,100,0.6883,0.0344,0.0122,0.0616,0.0085,0.0265,0.0152,0.1315,0.0068,0.1624,0.0066,0.0243,0.0039,0,0,< LOD,0.0017,< LOD,0.0048,0.171,0.006,< LOD,0.0016,< LOD,0.0006,0.0009,0.0004,< LOD,0.0001,0,0,< LOD,0.0003,0,0,0.0008,0.0003,< LOD,0.0003,< LOD,0.0003,0,0,< LOD,0.0001,0,0,0,0,0,0,< LOD,0.0015,0,0,< LOD,0.0086,< LOD,0.0102,< LOD,0.0063,< LOD,0.0019,< LOD,0.0054,< LOD,0.0041,< LOD,0.0014,< LOD,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.001,< LOD,0.0004,< LOD,0.0018,< LOD,0.0005,Passed
I18-2156,164,TYPE 7,GeoChem,DualMining,180,< LOD,0.4615,0.3274,0.177,97.5205,0.6485,0.0282,0.0113,0.0514,0.0081,0.0222,0.0147,0.0626,0.0055,0.1404,0.0063,0.0134,0.0037,< LOD,0.0001,< LOD,0.0017,< LOD,0.0048,0.1078,0.0049,< LOD,0.0014,< LOD,0.0007,0.0009,0.0005,< LOD,0.0001,0,0,< LOD,0.0003,0,0,< LOD,0.0004,< LOD,0.0003,< LOD,0.0004,0,0,< LOD,0.0003,0,0,0,0,0,0,< LOD,0.0026,0,0,< LOD,0.0107,< LOD,0.0121,< LOD,0.0063,< LOD,0.0019,< LOD,0.0051,< LOD,0.004,< LOD,0.0013,0.0006,0.0006,< LOD,0.0029,< LOD,0.0005,< LOD,0.0011,< LOD,0.0009,< LOD,0.0018,< LOD,0.001,Passed
