Site,Level,Area,LOT,UNIT,ID,RawMaterial,QuartzQuality,Class,CorePreparProd,RetouchedPieceBlank,PieceCompleteness,Cortex,CortexLocation,CortexType,PlatformType,PlatformCortex,Lipping,BlankShape,CrossSection,BlankTip,Profile,ScarCount,ScarPattern,Thickness,MaxWidth,ProxWidth,MedWidth,DistWidth,Length,PlatformThickness,PlatformWidth,ExteriorPlatformAngle,Weight,CoreType,CoreCrossSection,NumberCoreFaces,CorePlatform,CoreDistalTreatment,CoreLeftTreatment,CoreRightTreatment,CoreBackTreatment,MainFaceCortex,MainFaceScarCount,MainFaceScarDirection,MainFaceArisOrientation,MainFaceScarLength,MainFaceScarMaxWidth,MainFaceScarProxWidth,MainFaceScarMedWidth,MainFaceScarDistWidth,MainFacePlatformAngle,MainFaceCoreUse,DistalFaceCortex,DistalFaceScarCount,DistalFaceScarDirection,DistalFaceArisOrientation,DistalFaceCoreUse,LeftFaceCortex,LeftFaceScarCount,LeftFaceScarDirection,LeftFaceArisOrientation,LeftFaceCoreUse,RightFaceCortex,RightFaceScarCount,RightFaceScarDirection,RightFaceArisOrientation,RightFaceCoreUse,BackFaceCortex,BackFaceScarCount,BackFaceScarDirection,BackFaceArisOrientation,BackFaceCoreUse,CoreAbandon,Alteration,Fire,EdgeDamage,RetouchedPieceTypology,ChipQuantity,OtherNotes
VB,,T,LOT-238,I18,2278,Chert,,Blank,,,,1-30%,Distal,Indeterminate,Plain,No,No,Divergent,Triangular,Step,Curved,2,Unidirectional,5.7,14.23,9.57,10.9,13.31,17.77,4.33,9.19,71.1,1.5,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
VB,,T,LOT-238,I18,1891,Chert,,Blank,,,,1-30%,RightLateral,Indeterminate,Plain,YesPartial,No,Convergent,Irregular,Hinge,Curved,4,Unidirectional,7.68,19.07,11.17,18.2,10.33,35.44,6.75,10.55,90.4,6.2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-238,I18,2243,Chert,,Blank,,,,0%,,,Linear,No,No,Irregular,Triangular,Hinge,Straight,3,Unidirectional,3.76,10.41,6.3,8.88,10.19,21.39,1.05,4.96,0,0.9,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-238,I18,2195,Chert,,Blank,,,,0%,,,Plain,No,No,Divergent,Triangular,Hinge,Curved,2,Unidirectional,3.73,12.27,7.9,10.99,11.91,14.37,4.01,6.54,104.5,0.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
VB,,T,LOT-238,I18,2612,Chert,,Blank,,,,31-60%,Proximal,Indeterminate,Plain,YesComplete,No,Convergent,Triangular,Pointed,Curved,2,Unidirectional,6.73,14.78,11.96,14.73,2.11,30.13,5.37,10.01,0,2.1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-238,I18,2351,Chert,,Blank,,,,0%,,,Crushed,No,No,Irregular,Irregular,Step,Curved,2,Unidirectional,9.75,14.52,7.81,13.25,4.85,25.99,8.25,7.17,0,3.2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-238,I18,2538,Chert,,Blank,,,,61-99%,RightLateral,Outcrop,Faceted,YesPartial,No,Irregular,Quadrangular,Step,Curved,1,Unidirectional,17.75,36.4,34.55,31.84,33.61,32.09,16.59,34.41,94.4,29.2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-238,I18,2227,Chert,,Blank,,,,0%,,,Linear,No,No,Irregular,Triangular,Feather,Irregular,4,Unidirectional,4.51,10.37,7,10.24,8.28,21.38,1.68,6.1,0,0.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,1928,Chert,,Blank,,,,0%,,,Dihedral,No,No,Convergent,Triangular,Feather,Straight,4,Unidirectional,5.87,20.16,20.15,13.44,11.92,24.32,5.73,19.82,74.8,2.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,2473,Chert,,Blank,,,,0%,,,Plain,No,No,Irregular,Irregular,Overshoot,Curved,6,Unidirectional,6.21,27.18,8.29,19.37,26.43,34.46,4.84,7.75,0,7.1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-40,I18,1984,Quartz,Medium,Blank,,,,0%,,,Plain,No,No,Irregular,Other,Hinge,Straight,2,Unidirectional,7.73,24.4,18.81,20.97,16.1,20.35,6.85,13.73,79.3,3.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,2277,Quartz,Coarse,Blank,,,,0%,,,Plain,No,No,Convergent,Lenticular,Hinge,Straight,2,Unidirectional,6.12,19.41,17.12,17.55,7.47,21.11,9.05,17.78,71,2.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-40,I18,1934,Chert,,Core,,,,61-99%,,Outcrop,,YesPartial,No,,,,,0,,28.67,36.82,36.82,35.59,31.63,31.99,24.33,35.15,103.4,39.3,SinglePlat,Triangular,One,Plain,Cortical,Cortical,RandomRemoval,Cortical,1-30%,2,Unidirectional,Convergent,32.27,27.2,19.65,25.92,10.27,79.9,Flakes,,0,,,,,0,,,,,0,,,,,0,,,,NoReason,None,,,,0,
VB,,T,LOT-40,I18,2460,Chert,,Blank,,,,0%,,,Plain,No,No,Irregular,Lenticular,Feather,Straight,1,Unidirectional,5.11,18.84,18.85,14.89,7.98,15.82,3.87,18.22,81.4,1.2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,1994,Quartz,Medium,Blank,,,,0%,,,Crushed,No,No,Parallel,Irregular,Feather,Straight,1,Unidirectional,6.64,13.07,11.86,12.52,12.03,19.29,7.49,11.95,76.8,1.9,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,2035,Quartz,Fine,Blank,,,,0%,,,Crushed,No,No,Circular,Irregular,Hinge,Straight,2,Unidirectional,5.47,16.83,12.15,16.8,10.27,17.96,5.69,13.12,93.4,1.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,1957,Chalcedony,,Blank,,,,0%,,,Plain,No,No,Convergent,Lenticular,Feather,Curved,2,Unidirectional,3.06,16.61,16.55,14.3,11.12,20.81,5.43,16.9,112.6,1.1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,1900,Quartz,Medium,RetouchedPiece,,Blank,,0%,,,Crushed,No,No,Irregular,Irregular,Hinge,Straight,0,Unidirectional,13.41,17.7,16.37,16.79,9.21,21.98,10.25,16.34,103.1,5.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,Notch,0,
VB,,T,LOT-40,I18,1979,Chert,,Blank,,,,0%,,,Plain,No,Yes,Convergent,Lenticular,Feather,Curved,2,Unidirectional,5.18,15.51,15.5,12.4,4.39,17.29,6.28,15.49,48.8,0.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-40,I18,2017,Chert,,Blank,,,,0%,,,Dihedral,No,No,Parallel,Lenticular,Step,Straight,1,Unidirectional,2.63,13.98,10.43,12.83,11.6,21.18,3.38,9.91,98,1.1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
VB,,T,LOT-40,I18,1918,Chert,,Blank,,,,100%,,Cobble,Crushed,No,No,Divergent,Lenticular,Hinge,Irregular,0,None,10.38,25.26,14.7,25.07,20.08,26.27,4.95,13.2,100.5,8.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-40,I18,2383,Quartz,Coarse,Blank,,,,31-60%,LeftLateral,Cobble,Plain,No,No,Convergent,Triangular,Hinge,Irregular,1,Unidirectional,15.82,40.85,40.86,30.79,13.46,41.59,18.63,41.66,103.7,25.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-40,I18,1955,Quartz,Medium,Blank,,,,0%,,,Plain,No,No,Divergent,Trapezoidal,Hinge,Straight,3,Unidirectional,5.14,16.2,7.3,12.55,15.71,23.75,4.33,6.91,76.5,2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,2575,Chert,,Blank,,,,0%,,,Plain,No,No,Irregular,Triangular,Feather,Curved,2,Unidirectional,1.86,8.35,3.07,8.35,3.05,18.85,1.95,2.78,98.5,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,2011,Chert,,Core,,,,31-60%,,Indeterminate,,No,No,,,,,0,,32.6,35.79,35.4,32.44,18.54,30.52,35.13,33.48,69.9,42.3,TwoSinglePlat,Quadrangular,Two,Plain,Crest,Cortical,FlakingSurface,Crest,31-60%,3,Unidirectional,Parallel,9.91,13.63,15.41,15.27,13.02,96.8,Flakes,,0,,,,,0,,,,1-30%,1,,,Flakes,,0,,,,NoReason,Fire,Burned,,,0,
VB,,T,LOT-40,I18,1853,Quartz,Medium,Blank,,,,0%,,,Crushed,No,No,Irregular,Irregular,Hinge,Curved,3,Unidirectional,7.66,20.68,8.14,14.91,16.87,29.4,3.95,7.42,95.7,4.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,2479,Quartz,Fine,Blank,,,,0%,,,Crushed,No,No,Parallel,Triangular,Step,Curved,2,Unidirectional,3.59,12.13,12.47,12.17,10.93,14.3,3,12.44,104.8,0.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,2506,Chert,,Blank,,,,0%,,,Linear,No,No,Circular,Lenticular,Feather,Curved,1,Unidirectional,2.99,12.7,10.73,12.1,10.09,12.78,2.3,7.31,101.1,0.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,2506,Chert,,Blank,,,,0%,,,Dihedral,No,Yes,Convergent,Triangular,Feather,Curved,2,Unidirectional,3.11,12.14,7.88,9.75,6.4,15.09,3.3,8.68,63.8,0.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-40,I18,2023,Chert,,Core,,,,0%,,,,No,No,,,,,0,,14.74,23.87,23.88,18.95,11.77,20.16,14.66,23.93,70.1,6.6,SinglePyramidal,Circular,Two,Other,Crest,RandomRemoval,RandomRemoval,Crest,0%,3,Unidirectional,Parallel,21.08,5.83,5.02,5.75,6.67,75.8,Mixed,,0,,,,,2,,,,,0,,,,,0,,,,AngleLoss,Fire,Burned,,,0,
VB,,T,LOT-40,I18,2009,Greywacke,,RetouchedPiece,,Blank,,0%,,,Plain,No,No,Divergent,Triangular,Hinge,Straight,5,Bidirectional,22.35,24.23,14.12,24.2,22.11,42.07,13.35,12.14,0,18.9,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Patinated,,No,Carenated endscraper,0,
VB,,T,LOT-40,I18,1903,Chert,,Blank,,,,0%,,,Winged,No,No,Irregular,Irregular,Hinge,Straight,2,Unidirectional,5.47,26.54,16.55,26.37,19.89,27.05,5.04,15.49,76.8,4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,2041,Chert,,Blank,,,,0%,,,Plain,No,No,Irregular,Irregular,Hinge,Straight,1,Unidirectional,5.13,24.31,9.5,20.15,22.83,18.5,3.56,9.42,0,1.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-83,I19,1873,Chert,,Blank,,,,0%,,,Plain,No,No,Irregular,Irregular,Step,Straight,2,Unidirectional,2.96,15.15,7.23,13.71,6.8,18.28,2.61,5.08,99.4,0.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1940,Chert,,Blank,,,,0%,,,Crushed,No,No,Parallel,Triangular,Hinge,Irregular,3,Unidirectional,4.26,9.01,6.33,9.05,7.57,24.17,1.98,6.19,96.4,1.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,2002,Chert,,Core,,,,1-30%,,Indeterminate,,No,No,,,,,0,,15.25,37.91,31.38,36.01,17.5,45.14,10.62,35.46,100.4,37.4,Inform,Irregular,,,,,,,,0,,,0,0,0,0,0,0,Flakes,,0,,,,,0,,,,,0,,,,,0,,,,AngleLoss,None,,,,0,
VB,,T,LOT-83,I19,1906,Chert,,Blank,,,,1-30%,LeftLateral,Indeterminate,Crushed,No,No,Divergent,Triangular,Step,Twisted,2,Unidirectional,5.15,12.65,8.06,11.73,11.89,27.72,5.56,7.69,87.4,2.1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
VB,,T,LOT-83,I19,1866,Chert,,Blank,,,,0%,,,Plain,No,Yes,Divergent,Irregular,Step,Curved,2,Unidirectional,5.43,18.24,12.27,17.68,17.37,17.86,5.13,8.53,57.4,2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,Esquirolada
VB,,T,LOT-83,I19,2029,Chert,,Blank,,,,1-30%,Proximal,Indeterminate,Plain,YesPartial,No,Irregular,Triangular,Feather,Curved,3,Unidirectional,5.57,10.44,12.3,4.99,5.46,16.63,5.74,5.72,52.2,1.1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-83,I19,1919,Chert,,Blank,,,,1-30%,Distal,Outcrop,Plain,No,No,Divergent,Triangular,Overshoot,Curved,2,Unidirectional,7.87,20.45,8.64,16.48,20.49,20.08,6.31,8.4,74.9,2.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1936,Quartz,Fine,Blank,,,,0%,,,Plain,No,No,Convergent,Triangular,Hinge,Straight,2,Unidirectional,13.79,28.21,28.17,23.26,9.48,24.38,11.49,26.68,85.6,9,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,2082,Chert,,Blank,,,,0%,,,Plain,No,No,Irregular,Triangular,Hinge,Straight,3,Unidirectional,3.21,14.6,4.96,13.11,4.5,15.83,3.14,6.18,73.9,0.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-83,I19,1938,Chert,,RetouchedPiece,,Blank,,31-60%,Proximal,Indeterminate,Plain,YesPartial,No,Irregular,Irregular,Hinge,Curved,3,Unidirectional,9.49,17.4,11.25,18.09,13.11,28.37,2.52,7.35,0,4.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,Endscraper,0,
VB,,T,LOT-83,I19,2105,Chert,,RetouchedPiece,,Blank,,0%,,,Crushed,No,No,Parallel,Triangular,Step,Irregular,2,Unidirectional,8.93,11.66,7.41,11.24,7.98,31.04,3.75,6.76,0,3.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,Splintered piece,0,
VB,,T,LOT-83,I19,1914,Quartz,Medium,Blank,,,,0%,,,Plain,No,No,Irregular,Irregular,Step,Straight,2,Unidirectional,14.19,22.42,22.65,22.02,13.78,21.95,13.23,21.46,91.8,9.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,2038,Chert,,Core,,,,31-60%,,Indeterminate,,YesPartial,No,,,,,0,,21.36,33.54,33.68,32.88,25.87,22.08,25.24,32.79,0,21,Opposed,Irregular,One,Plain,Platform,Cortical,Cortical,Cortical,0%,5,BidirectionalOpposed,,13.69,13.68,8.23,13.8,8.46,67.6,Flakes,,0,,,,,0,,,,,0,,,,,0,,,,NoReason,None,,,,0,
VB,,T,LOT-83,I19,1997,Chert,,Blank,,,,1-30%,LeftLateral,Indeterminate,Plain,No,No,Irregular,Triangular,Feather,Straight,2,Bidirectional,4.87,15.82,7.98,15.86,7.59,23.13,2.29,4.33,77,1.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
VB,,T,LOT-83,I19,1980,Quartz,Fine,Blank,,,,0%,,,Plain,No,No,Circular,Lenticular,Feather,Straight,1,Unidirectional,6.18,17.34,17.33,16.51,7.31,14.4,6.17,15.98,96.4,1.5,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1860,Chert,,Blank,,,,61-99%,RightLateral,Indeterminate,Crushed,YesPartial,No,Divergent,Irregular,Hinge,Curved,3,Unidirectional,7.89,27.04,12.86,19.61,16.76,40.5,4.07,10.5,90.2,7.3,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-83,I19,1899,Chert,,Blank,,,,0%,,,Dihedral,No,No,Convergent,Triangular,Hinge,Straight,3,Unidirectional,4.61,11.65,11.64,9.77,6.69,23.27,4.36,11.66,61.1,1.1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1932,Chert,,Blank,,,,0%,,,Plain,No,No,Parallel,Irregular,Step,Straight,2,Unidirectional,7.71,16.63,9.4,15.4,9.09,21.06,4.07,5.85,75,2.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1969,Dolerite,,Blank,,,,0%,,,Plain,No,No,Divergent,Irregular,Hinge,Curved,2,Bidirectional,4.75,23,12.47,20.65,20.62,19.62,4.14,8.59,70,2.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1927,Chert,,Blank,,,,1-30%,LeftLateral,Indeterminate,Plain,No,No,Irregular,Irregular,Feather,Straight,2,Unidirectional,3.96,18.77,18.77,17.12,14.16,13.3,3.97,18.11,84.8,1.3,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1976,Quartz,Fine,Blank,,,,0%,,,Plain,No,No,Irregular,Triangular,Hinge,Straight,2,Unidirectional,5.34,14.74,11.41,12.51,10.17,20.63,6.69,12.36,87.4,2.2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1878,Chert,,Blank,,,,0%,,,Plain,No,No,Irregular,Triangular,Hinge,Curved,2,Unidirectional,3.64,15.55,9.01,15.32,9.33,20.55,3.37,9.08,73.8,1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1885,Chert,,Blank,,,,0%,,,Plain,No,No,Parallel,Trapezoidal,Feather,Straight,4,Unidirectional,6.56,14.42,15.07,16.05,14.7,24.1,8.49,14.56,72,3.2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1921,Chert,,Blank,,,,0%,,,Plain,No,No,Divergent,Irregular,Step,Straight,3,Unidirectional,3.65,13.6,7.69,14.18,9.93,16.7,2.42,6.06,119.3,1.2,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
VB,,T,LOT-83,I19,1877,Chert,,Blank,,,,0%,,,Plain,YesPartial,No,Divergent,Irregular,Step,Curved,2,Unidirectional,7.09,30.93,19.87,24.55,30.16,17.43,7.47,15.93,71.6,4.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Concretion,,No,,0,
VB,,T,LOT-83,I19,1857,Chert,,Blank,,,,100%,,Indeterminate,Plain,No,No,Parallel,Triangular,Step,Straight,0,None,5.26,18.11,17.08,18.16,14.03,20.17,5.58,15.39,66.7,2.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1968,Quartz,Medium,Blank,,,,0%,,,Crushed,No,No,Irregular,Irregular,Hinge,Curved,2,Other,9.78,29.64,24.97,27.97,17.17,20.46,8.89,24.57,89.9,6.5,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1972,Quartz,Fine,Blank,,,,0%,,,Plain,No,No,Irregular,Irregular,Hinge,Straight,1,Unidirectional,6.71,16.78,10.78,14.95,17.1,20.7,4.59,9.63,61.5,2.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,2040,Quartz,Medium,RetouchedPiece,,Blank,,0%,,,Plain,YesComplete,No,Divergent,Irregular,Feather,Straight,0,Unidirectional,13.01,41.27,31.41,35.92,41.08,17.84,15.48,28.8,61.9,13,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,Notch,0,
VB,,T,LOT-83,I19,1894,Quartz,Fine,Blank,,,,0%,,,Plain,No,No,Irregular,Lenticular,Feather,Straight,1,Unidirectional,6.04,15.76,13.73,15.89,10.57,17.55,7.39,13.23,110.6,2.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1904,Quartz,Fine,RetouchedPiece,,Blank,,0%,,,Plain,No,No,Irregular,Lenticular,Hinge,Curved,2,Unidirectional,7.2,18.89,12.22,18.64,8.4,18.08,5.85,11.4,100.2,2.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,Notch,0,
VB,,T,LOT-83,I19,1943,Quartz,Fine,Blank,,,,0%,,,Plain,No,No,Parallel,Irregular,Hinge,Irregular,2,Unidirectional,11.72,21.75,21.75,19.57,17.11,24.97,12.73,21.2,64.3,7.3,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1863,Quartz,Fine,Blank,,,,0%,,,Crushed,No,No,Parallel,Irregular,Hinge,Straight,3,Unidirectional,7.08,14.73,12.78,14.86,12.58,17.38,6.98,12.59,91.8,2.4,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1861,Quartz,Fine,Blank,,,,0%,,,Plain,No,No,Convergent,Lenticular,Pointed,Straight,1,Unidirectional,3.95,12.19,8.97,12.02,4.74,12.84,4.21,9.94,91.6,0,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1967,Quartz,Fine,RetouchedPiece,,Blank,,0%,,,Crushed,No,No,Irregular,Lenticular,Hinge,Straight,2,Bidirectional,4.68,10.42,9.08,11.25,8.02,16.44,3.23,7.99,0,1,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,Notch,0,
VB,,T,LOT-83,I19,1929,Chert,,Blank,,,,0%,,,Plain,No,No,Dejete,Irregular,Feather,Straight,1,Unidirectional,8.31,22.38,13.89,18.95,21.09,14.85,9.1,13.1,89.3,2.3,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,1929,Chert,,Blank,,,,0%,,,Plain,No,No,Circular,Other,Feather,Curved,1,Unidirectional,3.52,16.91,15.25,16.4,7.8,12.5,3.85,11.93,61.3,0.7,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-83,I19,2099,Chert,,Blank,,,,0%,,,Dihedral,No,No,Irregular,Irregular,Step,Curved,2,Unidirectional,4.59,12.89,10.25,11.47,8.36,11.14,4.78,10.22,79.9,0.6,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-236,I18,2485,Chert,,Blank,,,,0%,,,Plain,YesComplete,No,Divergent,Trapezoidal,Feather,Straight,3,Unidirectional,5.55,20.29,12.91,16.92,19.93,23.36,7.54,13.07,111.8,2.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,Fire,Burned,No,,0,
VB,,T,LOT-236,I18,2571,Chert,,Blank,,,,0%,,,Plain,No,Yes,Parallel,Triangular,Step,Curved,2,Unidirectional,3.76,7.42,5.29,7.84,7.13,25.75,2.81,3.68,76.2,0.8,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
VB,,T,LOT-236,I18,2442,Chert,,Blank,,,,0%,,,Plain,No,No,Parallel,Triangular,Step,Curved,3,Unidirectional,4.21,15.34,8.11,15.24,9.96,33.54,3.5,5.54,69.3,2.5,,,,,,,,,,0,,,0,0,0,0,0,0,,,0,,,,,0,,,,,0,,,,,0,,,,,None,,No,,0,
