Site,Level,Area,LOT,UNIT,ID,RawMaterial,QuartzQuality,Class,CorePreparProd,RetouchedPieceBlank,PieceCompleteness,Cortex,CortexLocation,CortexType,PlatformType,PlatformCortex,Lipping,BlankShape,CrossSection,BlankTip,Profile,ScarCount,ScarPattern,Thickness,MaxWidth,ProxWidth,MedWidth,DistWidth,Length,PlatformThickness,PlatformWidth,ExteriorPlatformAngle,Weight,CoreType,CoreCrossSection,NumberCoreFaces,CorePlatform,CoreDistalTreatment,CoreLeftTreatment,CoreRightTreatment,CoreBackTreatment,MainFaceCortex,MainFaceScarCount,MainFaceScarDirection,MainFaceArisOrientation,MainFaceScarLength,MainFaceScarMaxWidth,MainFaceScarProxWidth,MainFaceScarMedWidth,MainFaceScarDistWidth,MainFacePlatformAngle,MainFaceCoreUse,DistalFaceCortex,DistalFaceScarCount,DistalFaceScarDirection,DistalFaceArisOrientation,DistalFaceCoreUse,LeftFaceCortex,LeftFaceScarCount,LeftFaceScarDirection,LeftFaceArisOrientation,LeftFaceCoreUse,RightFaceCortex,RightFaceScarCount,RightFaceScarDirection,RightFaceArisOrientation,RightFaceCoreUse,BackFaceCortex,BackFaceScarCount,BackFaceScarDirection,BackFaceArisOrientation,BackFaceCoreUse,CoreAbandon,Alteration,Fire,EdgeDamage,RetouchedPieceTypology,ChipQuantity,OtherNotes
VB,,T,LOT-232,I21,3212,Quartz,,BlankFrag,,,Distal,0%,,,,,,,,,,,,4.18,7.8,,,,15.25,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3212,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3212,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3212,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,37,
VB,,T,LOT-232,I21,3327,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3327,Quartz,,BlankFrag,,,Distal,0%,,,,,,,,,,,,3.7,6.24,,,,15.77,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3327,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,35,
VB,,T,LOT-232,I21,3451,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,28,
VB,,T,LOT-232,I21,3407,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,13,
VB,,T,LOT-232,I21,3520,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3520,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3520,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3520,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,24,
VB,,T,LOT-232,I21,3426,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3426,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,23,
VB,,T,LOT-232,I21,3491,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3491,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3491,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,31,
VB,,T,LOT-232,I21,3321,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3321,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3321,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3321,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3321,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,36,
VB,,T,LOT-232,I21,3321,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3510,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,,0,
VB,,T,LOT-232,I21,3510,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3510,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3510,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,20,
VB,,T,LOT-232,I21,3253,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3253,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3253,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3253,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3253,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3253,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,38,
VB,,T,LOT-232,I21,3253,Quartz,RockCrystal,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,1,
VB,,T,LOT-232,I21,3367,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3367,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3367,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3367,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3367,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,72,
VB,,T,LOT-232,I21,3367,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3367,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3503,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3503,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,16,
VB,,T,LOT-232,I21,3535,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-232,I21,3535,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,19,
VB,,T,LOT-232,I21,3167,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,,0,
VB,,T,LOT-232,I21,3523,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,,0,
VB,,T,LOT-85,I20,2410,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2987,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,116.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,,0,
VB,,T,LOT-85,I20,2825,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,,0,
VB,,T,LOT-85,I20,2494,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,,0,
VB,,T,LOT-85,I20,2316,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,,0,
VB,,T,LOT-85,I20,2975,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2850,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2315,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2397,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,,0,
VB,,T,LOT-85,I20,2988,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2803,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2352,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2842,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2894,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2971,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2496,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2336,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2827,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2364,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2826,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2855,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2868,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2505,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2840,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2411,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2848,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2974,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2824,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2385,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2389,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2818,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2371,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2834,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2836,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2838,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2883,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2322,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2822,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2313,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2734,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2830,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2751,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2329,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2854,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2854,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,43,
VB,,T,LOT-85,I20,2515,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2757,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2362,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2341,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2904,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2913,Quartz,,BlankFrag,,,Distal,0%,,,,,,,,,,,,5.91,10.22,,,,0,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,,0,
VB,,T,LOT-85,I20,2828,Quartz,,RetouchedPieceFrag,,,Distal,0%,,,,,,,,,,,,10.22,22.69,,,,0,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concretion,,,Other,0,
VB,,T,LOT-85,I20,2846,Quartz,,BlankFrag,,,Proximal,0%,,,,,,,,,,,,8.2,15.45,,,,0,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2820,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2366,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2802,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2365,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2493,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2363,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2327,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2502,Quartz,,BlankFrag,,,Distal,0%,,,,,,,,,,,,7.74,21.57,,,,0,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2400,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I/0,2337,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2896,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2384,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2370,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2377,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2399,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2819,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-85,I20,2819,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,34,
VB,,T,LOT-231,I20,2993,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-231,I20,2993,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
VB,,T,LOT-231,I20,2993,Quartz,,Chip,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,12,
VB,,T,LOT-231,I20,2481,Quartz,,Shatter,,,,,,,,,,,,,,,,0,0,,,,0,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,0,
