Angle,Observed,Calculated,Background,Quartz_nb,Quartz
7.713,1109,1182.27,1181.19,1.08,1182.27
7.7631,1130,1177.31,1176.22,1.09,1177.31
7.8133,1180,1172.44,1171.34,1.1,1172.44
7.8634,1193,1167.67,1166.56,1.1,1167.66
7.9135,1173,1162.98,1161.87,1.11,1162.98
7.9637,1178,1158.38,1157.26,1.12,1158.38
8.0138,1174,1153.85,1152.72,1.12,1153.84
8.064,1206,1149.39,1148.26,1.13,1149.39
8.1141,1116,1144.99,1143.86,1.14,1145
8.1642,1125,1140.65,1139.51,1.14,1140.65
8.2144,1164,1136.37,1135.22,1.15,1136.37
8.2645,1099,1132.14,1130.98,1.16,1132.14
8.3146,1123,1127.94,1126.78,1.16,1127.94
8.3648,1100,1123.79,1122.62,1.17,1123.79
8.4149,1114,1119.68,1118.5,1.18,1119.68
8.465,1067,1115.59,1114.41,1.18,1115.59
8.5152,1111,1111.54,1110.35,1.19,1111.54
8.5653,1073,1107.51,1106.31,1.2,1107.51
8.6155,1065,1103.5,1102.29,1.2,1103.49
8.6656,1113,1099.5,1098.29,1.21,1099.5
8.7157,1061,1095.52,1094.31,1.22,1095.53
8.7659,1092,1091.56,1090.33,1.22,1091.55
8.816,1108,1087.6,1086.37,1.23,1087.6
8.8661,1059,1083.65,1082.41,1.24,1083.65
8.9163,1082,1079.71,1078.46,1.25,1079.71
8.9664,1049,1075.77,1074.51,1.25,1075.76
9.0166,1012,1071.83,1070.56,1.26,1071.82
9.0667,1027,1067.89,1066.62,1.27,1067.89
9.1168,984,1063.94,1062.67,1.28,1063.95
9.167,1000,1060,1058.71,1.29,1060
9.2171,1032,1056.04,1054.75,1.29,1056.04
9.2672,1024,1052.09,1050.78,1.3,1052.08
9.3174,1005,1048.12,1046.81,1.31,1048.12
9.3675,980,1044.15,1042.83,1.32,1044.15
9.4177,971,1040.17,1038.84,1.33,1040.17
9.4678,1009,1036.18,1034.84,1.33,1036.17
9.5179,1012,1032.17,1030.83,1.34,1032.17
9.5681,1030,1028.16,1026.81,1.35,1028.16
9.6182,1032,1024.14,1022.78,1.36,1024.14
9.6683,1002,1020.11,1018.74,1.37,1020.11
9.7185,1024,1016.07,1014.69,1.38,1016.07
9.7686,976,1012.01,1010.63,1.38,1012.01
9.8188,1002,1007.95,1006.56,1.39,1007.95
9.8689,1034,1003.88,1002.47,1.4,1003.87
9.919,958,999.79,998.38,1.41,999.79
9.9692,1031,995.69,994.27,1.42,995.69
10.0193,1005,991.59,990.16,1.43,991.59
10.0694,1064,987.47,986.03,1.44,987.47
10.1196,1048,983.35,981.9,1.45,983.35
10.1697,990,979.22,977.76,1.46,979.22
10.2198,919,975.08,973.61,1.47,975.08
10.27,948,970.93,969.45,1.48,970.93
10.3201,988,966.78,965.29,1.49,966.78
10.3703,976,962.62,961.12,1.5,962.62
10.4204,887,958.45,956.94,1.51,958.45
10.4705,964,954.28,952.76,1.52,954.28
10.5207,996,950.11,948.58,1.53,950.11
10.5708,967,945.93,944.39,1.54,945.93
10.6209,968,941.75,940.2,1.55,941.75
10.6711,922,937.57,936.01,1.56,937.57
10.7212,930,933.39,931.82,1.57,933.39
10.7714,889,929.22,927.63,1.58,929.21
10.8215,893,925.04,923.45,1.59,925.04
10.8716,799,920.86,919.26,1.6,920.86
10.9218,870,916.69,915.08,1.61,916.69
10.9719,943,912.52,910.9,1.63,912.53
11.022,930,908.36,906.72,1.64,908.36
11.0722,892,904.2,902.55,1.65,904.2
11.1223,938,900.05,898.39,1.66,900.05
11.1725,930,895.91,894.24,1.67,895.91
11.2226,914,891.78,890.1,1.68,891.78
11.2727,876,887.66,885.96,1.7,887.66
11.3229,943,883.55,881.84,1.71,883.55
11.373,939,879.45,877.73,1.72,879.45
11.4231,868,875.36,873.63,1.73,875.36
11.4733,920,871.29,869.54,1.75,871.29
11.5234,917,867.23,865.47,1.76,867.23
11.5736,830,863.18,861.41,1.77,863.18
11.6237,888,859.16,857.37,1.79,859.16
11.6738,859,855.15,853.35,1.8,855.15
11.724,801,851.15,849.34,1.81,851.15
11.7741,888,847.18,845.35,1.83,847.18
11.8242,842,843.23,841.39,1.84,843.23
11.8744,856,839.29,837.44,1.86,839.3
11.9245,841,835.38,833.51,1.87,835.38
11.9746,872,831.49,829.61,1.88,831.49
12.0248,899,827.63,825.73,1.9,827.63
12.0749,861,823.78,821.87,1.91,823.78
12.1251,823,819.96,818.03,1.93,819.96
12.1752,817,816.17,814.23,1.94,816.17
12.2253,802,812.4,810.44,1.96,812.4
12.2755,853,808.66,806.68,1.97,808.65
12.3256,827,804.94,802.95,1.99,804.94
12.3757,882,801.26,799.25,2.01,801.26
12.4259,852,797.6,795.58,2.02,797.6
12.476,759,793.97,791.93,2.04,793.97
12.5262,851,790.37,788.31,2.06,790.37
12.5763,767,786.8,784.73,2.07,786.8
12.6264,823,783.26,781.17,2.09,783.26
12.6766,748,779.75,777.64,2.11,779.75
12.7267,808,776.27,774.15,2.12,776.27
12.7768,797,772.83,770.69,2.14,772.83
12.827,802,769.42,767.26,2.16,769.42
12.8771,789,766.04,763.86,2.18,766.04
12.9273,818,762.69,760.5,2.2,762.7
12.9774,825,759.38,757.17,2.22,759.39
13.0275,758,756.1,753.87,2.24,756.11
13.0777,797,752.86,750.61,2.26,752.87
13.1278,754,749.65,747.38,2.28,749.66
13.1779,807,746.48,744.19,2.3,746.49
13.2281,755,743.35,741.03,2.32,743.35
13.2782,728,740.24,737.91,2.34,740.25
13.3284,697,737.18,734.82,2.36,737.18
13.3785,768,734.15,731.77,2.38,734.15
13.4286,744,731.16,728.76,2.4,731.16
13.4788,746,728.2,725.78,2.42,728.2
13.5289,759,725.29,722.84,2.44,725.28
13.579,776,722.41,719.94,2.47,722.41
13.6292,720,719.56,717.07,2.49,719.56
13.6793,666,716.76,714.24,2.51,716.75
13.7294,705,713.99,711.45,2.54,713.99
13.7796,772,711.26,708.7,2.56,711.26
13.8297,734,708.57,705.98,2.59,708.57
13.8799,640,705.91,703.3,2.61,705.91
13.93,695,703.3,700.66,2.64,703.3
13.9801,724,700.72,698.06,2.66,700.72
14.0303,628,698.18,695.49,2.69,698.18
14.0804,706,695.68,692.96,2.71,695.67
14.1305,682,693.21,690.47,2.74,693.21
14.1807,654,690.79,688.02,2.77,690.79
14.2308,657,688.4,685.6,2.8,688.4
14.281,689,686.05,683.23,2.83,686.06
14.3311,672,683.74,680.89,2.85,683.74
14.3812,692,681.47,678.59,2.88,681.47
14.4314,669,679.23,676.32,2.91,679.23
14.4815,681,677.04,674.09,2.94,677.03
14.5316,689,674.88,671.9,2.98,674.88
14.5818,672,672.76,669.75,3.01,672.76
14.6319,675,670.67,667.63,3.04,670.67
14.6821,674,668.63,665.56,3.07,668.63
14.7322,681,666.62,663.51,3.11,666.62
14.7823,689,664.65,661.51,3.14,664.65
14.8325,661,662.71,659.54,3.18,662.72
14.8826,637,660.82,657.6,3.21,660.81
14.9327,731,658.95,655.71,3.25,658.96
14.9829,686,657.13,653.85,3.28,657.13
15.033,621,655.34,652.02,3.32,655.34
15.0832,604,653.59,650.23,3.36,653.59
15.1333,615,651.88,648.48,3.4,651.88
15.1834,664,650.2,646.76,3.44,650.2
15.2336,636,648.55,645.07,3.48,648.55
15.2837,634,646.94,643.42,3.52,646.94
15.3338,676,645.37,641.8,3.56,645.36
15.384,682,643.83,640.22,3.61,643.83
15.4341,640,642.32,638.67,3.65,642.32
15.4842,665,640.85,637.16,3.7,640.86
15.5344,648,639.42,635.67,3.74,639.41
15.5845,654,638.02,634.22,3.79,638.01
15.6347,664,636.65,632.81,3.84,636.65
15.6848,625,635.31,631.42,3.89,635.31
15.7349,604,634.01,630.07,3.94,634.01
15.7851,580,632.74,628.75,3.99,632.74
15.8352,654,631.51,627.46,4.05,631.51
15.8853,598,630.3,626.2,4.1,630.3
15.9355,592,629.13,624.97,4.16,629.13
15.9856,605,627.99,623.77,4.21,627.98
16.0358,608,626.88,622.61,4.27,626.88
16.0859,604,625.8,621.47,4.33,625.8
16.136,580,624.75,620.36,4.4,624.76
16.1862,602,623.74,619.28,4.46,623.74
16.2363,626,622.75,618.23,4.52,622.75
16.2864,611,621.8,617.21,4.59,621.8
16.3366,623,620.87,616.21,4.66,620.87
16.3867,621,619.97,615.24,4.73,619.97
16.4369,608,619.1,614.3,4.8,619.1
16.487,614,618.27,613.39,4.88,618.27
16.5371,590,617.46,612.5,4.95,617.45
16.5873,606,616.67,611.64,5.03,616.67
16.6374,620,615.92,610.81,5.11,615.92
16.6875,618,615.2,610,5.2,615.2
16.7377,649,614.5,609.22,5.28,614.5
16.7878,611,613.83,608.46,5.37,613.83
16.838,558,613.18,607.72,5.46,613.18
16.8881,595,612.57,607.01,5.56,612.57
16.9382,596,611.98,606.32,5.65,611.97
16.9884,641,611.41,605.66,5.75,611.41
17.0385,602,610.87,605.02,5.86,610.88
17.0886,582,610.36,604.4,5.96,610.36
17.1388,591,609.88,603.8,6.07,609.87
17.1889,581,609.42,603.23,6.19,609.42
17.239,630,608.98,602.67,6.31,608.98
17.2892,675,608.57,602.14,6.43,608.57
17.3393,573,608.19,601.63,6.56,608.19
17.3895,589,607.83,601.14,6.69,607.83
17.4396,585,607.5,600.67,6.83,607.5
17.4897,599,607.19,600.21,6.97,607.18
17.5399,585,606.9,599.78,7.12,606.9
17.59,628,606.64,599.37,7.27,606.64
17.6401,618,606.41,598.97,7.44,606.41
17.6903,572,606.2,598.59,7.6,606.19
17.7404,597,606.01,598.24,7.78,606.02
17.7906,536,605.85,597.89,7.96,605.85
17.8407,584,605.72,597.57,8.15,605.72
17.8908,543,605.61,597.26,8.35,605.61
17.941,597,605.52,596.97,8.56,605.53
17.9911,635,605.47,596.69,8.78,605.47
18.0412,597,605.44,596.43,9.01,605.44
18.0914,621,605.43,596.18,9.25,605.43
18.1415,570,605.45,595.95,9.5,605.45
18.1917,588,605.5,595.74,9.76,605.5
18.2418,605,605.58,595.53,10.04,605.57
18.2919,597,605.68,595.35,10.34,605.69
18.3421,558,605.82,595.17,10.65,605.82
18.3922,569,605.99,595.01,10.98,605.99
18.4423,618,606.19,594.86,11.33,606.19
18.4925,571,606.43,594.73,11.7,606.43
18.5426,569,606.7,594.6,12.1,606.7
18.5928,528,607,594.49,12.51,607
18.6429,541,607.43,594.39,13.04,607.43
18.693,634,608.7,594.3,14.4,608.7
18.7432,626,612.98,594.22,18.76,612.98
18.7933,607,626.44,594.15,32.29,626.44
18.8434,686,638.52,594.1,44.42,638.52
18.8936,667,624.59,594.05,30.54,624.59
18.9437,632,617.24,594.01,23.23,617.24
18.9938,634,614.75,593.98,20.77,614.75
19.044,589,613.95,593.96,19.99,613.95
19.0941,587,613.86,593.95,19.91,613.86
19.1443,611,614.17,593.95,20.22,614.17
19.1944,659,614.72,593.96,20.77,614.73
19.2445,688,615.47,593.97,21.5,615.47
19.2947,617,616.39,593.99,22.39,616.38
19.3448,630,617.46,594.02,23.44,617.46
19.3949,672,618.68,594.06,24.63,618.69
19.4451,656,620.06,594.1,25.96,620.06
19.4952,654,621.62,594.15,27.47,621.62
19.5454,644,623.38,594.2,29.18,623.38
19.5955,637,625.36,594.26,31.1,625.36
19.6456,679,627.6,594.33,33.27,627.6
19.6958,664,630.13,594.4,35.72,630.12
19.7459,679,633,594.48,38.52,633
19.796,716,636.27,594.56,41.71,636.27
19.8462,787,640.03,594.65,45.39,640.04
19.8963,737,644.38,594.74,49.64,644.38
19.9465,782,649.44,594.83,54.6,649.43
19.9966,774,655.37,594.93,60.44,655.37
20.0467,763,662.41,595.03,67.38,662.41
20.0969,763,670.74,595.14,75.6,670.74
20.147,817,680.95,595.25,85.7,680.95
20.1971,833,693.5,595.36,98.14,693.5
20.2473,835,709.18,595.47,113.71,709.18
20.2974,883,729.17,595.59,133.58,729.17
20.3476,879,755.2,595.71,159.49,755.2
20.3977,920,790.02,595.83,194.19,790.02
20.4478,938,838.15,595.96,242.19,838.15
20.498,996,907.38,596.08,311.3,907.38
20.5481,1151,1012.29,596.21,416.09,1012.3
20.5982,1289,1182.47,596.34,586.13,1182.47
20.6484,1596,1484.86,596.46,888.39,1484.85
20.6985,2272,2088.68,596.59,1492.09,2088.68
20.7486,3970,3450.38,596.72,2853.66,3450.38
20.7988,7592,6700.09,596.85,6103.23,6700.08
20.8489,12607,11997.44,596.98,11400.46,11997.44
20.8991,11609,10892,597.11,10294.89,10892
20.9492,6179,6036.3,597.25,5439.06,6036.31
20.9993,2933,3007.81,597.38,2410.43,3007.81
21.0495,1923,1872.86,597.51,1275.35,1872.86
21.0996,1340,1380.97,597.63,783.34,1380.97
21.1497,1170,1128.15,597.76,530.38,1128.14
21.1999,1029,981.74,597.89,383.85,981.74
21.25,996,889.53,598.02,291.52,889.54
21.3002,895,827.78,598.14,229.64,827.78
21.3503,938,784.45,598.26,186.19,784.45
21.4004,851,752.91,598.39,154.52,752.91
21.4506,910,729.26,598.51,130.75,729.26
21.5007,789,711.22,598.62,112.6,711.22
21.5508,702,696.97,598.74,98.23,696.97
21.601,712,685.61,598.85,86.75,685.6
21.6511,746,676.42,598.97,77.46,676.43
21.7013,752,668.91,599.07,69.84,668.91
21.7514,671,662.7,599.18,63.52,662.7
21.8015,701,657.52,599.28,58.24,657.52
21.8517,691,653.17,599.38,53.79,653.17
21.9018,673,649.49,599.48,50.01,649.49
21.9519,735,646.36,599.58,46.78,646.36
22.0021,698,643.68,599.67,44.01,643.68
22.0522,790,641.39,599.76,41.63,641.39
22.1024,859,639.41,599.84,39.57,639.41
22.1525,784,637.71,599.92,37.79,637.71
22.2026,659,636.25,600,36.25,636.25
22.2528,661,635,600.07,34.93,635
22.3029,640,633.91,600.14,33.77,633.91
22.353,664,632.97,600.21,32.77,632.98
22.4032,640,632.18,600.27,31.91,632.18
22.4533,624,631.5,600.32,31.17,631.49
22.5034,587,630.93,600.38,30.55,630.93
22.5536,620,630.45,600.42,30.03,630.45
22.6037,613,630.07,600.47,29.6,630.07
22.6539,638,629.76,600.51,29.25,629.76
22.704,623,629.53,600.54,28.98,629.52
22.7541,618,629.36,600.57,28.79,629.36
22.8043,598,629.25,600.6,28.66,629.26
22.8544,619,629.21,600.62,28.59,629.21
22.9045,618,629.21,600.63,28.58,629.21
22.9547,582,629.28,600.64,28.63,629.27
23.0048,637,629.39,600.65,28.74,629.39
23.055,581,629.55,600.65,28.9,629.55
23.1051,671,629.75,600.64,29.11,629.75
23.1552,574,630.01,600.63,29.37,630
23.2054,579,630.3,600.62,29.69,630.31
23.2555,654,630.65,600.6,30.05,630.65
23.3056,628,631.04,600.57,30.47,631.04
23.3558,603,631.47,600.54,30.93,631.47
23.4059,610,631.95,600.5,31.45,631.95
23.4561,579,632.48,600.46,32.02,632.48
23.5062,593,633.05,600.41,32.64,633.05
23.5563,556,633.67,600.35,33.32,633.67
23.6065,577,634.34,600.29,34.05,634.34
23.6566,616,635.06,600.22,34.83,635.05
23.7067,582,635.83,600.15,35.67,635.82
23.7569,633,636.65,600.07,36.57,636.64
23.807,615,637.68,599.99,37.69,637.68
23.8572,627,640.43,599.9,40.53,640.43
23.9073,631,648.37,599.81,48.56,648.37
23.9574,707,674.73,599.7,75.03,674.73
24.0076,777,756.32,599.6,156.72,756.32
24.0577,779,792.08,599.48,192.6,792.08
24.1078,652,715.27,599.36,115.91,715.27
24.158,616,680.46,599.24,81.23,680.47
24.2081,604,667.2,599.1,68.09,667.19
24.2582,603,661.44,598.97,62.48,661.45
24.3084,590,658.89,598.82,60.07,658.89
24.3585,597,657.98,598.67,59.31,657.98
24.4087,576,658.03,598.51,59.52,658.03
24.4588,613,658.74,598.35,60.39,658.74
24.5089,561,659.94,598.18,61.75,659.93
24.5591,621,661.51,598.01,63.5,661.51
24.6092,648,663.45,597.82,65.62,663.44
24.6593,599,665.71,597.64,68.07,665.71
24.7095,584,668.29,597.44,70.85,668.29
24.7596,619,671.2,597.24,73.95,671.19
24.8098,587,674.44,597.04,77.4,674.44
24.8599,599,678.04,596.82,81.21,678.03
24.91,609,682.02,596.6,85.42,682.02
24.9602,614,686.43,596.38,90.05,686.43
25.0103,598,691.31,596.15,95.16,691.31
25.0604,604,696.71,595.91,100.8,696.71
25.1106,651,702.7,595.67,107.03,702.7
25.1607,628,709.34,595.42,113.93,709.35
25.2109,643,716.74,595.16,121.59,716.75
25.261,653,725,594.9,130.11,725.01
25.3111,698,734.25,594.63,139.62,734.25
25.3613,714,744.64,594.35,150.28,744.63
25.4114,717,756.26,594.07,162.18,756.25
25.4615,758,769.52,593.78,175.73,769.51
25.5117,718,784.61,593.49,191.12,784.61
25.5618,725,801.88,593.19,208.69,801.88
25.612,818,821.76,592.89,228.87,821.76
25.6621,927,844.78,592.57,252.2,844.77
25.7122,1252,871.64,592.26,279.38,871.64
25.7624,1318,903.22,591.93,311.29,903.22
25.8125,1380,940.69,591.6,349.08,940.68
25.8626,1304,985.59,591.27,394.32,985.59
25.9128,1295,1040.01,590.92,449.08,1040
25.9629,1373,1106.82,590.58,516.24,1106.82
26.013,1380,1190.08,590.22,599.86,1190.08
26.0632,1448,1295.66,589.86,705.8,1295.66
26.1133,1516,1432.29,589.5,842.79,1432.29
26.1635,1655,1613.47,589.13,1024.34,1613.47
26.2136,1788,1860.94,588.75,1272.19,1860.94
26.2637,2056,2207.94,588.37,1619.58,2207.95
26.3139,2354,2726.53,587.98,2138.55,2726.53
26.364,2955,3543.79,587.58,2956.21,3543.79
26.4141,4205,4937.07,587.18,4349.89,4937.07
26.4643,6553,7544.95,586.78,6958.17,7544.95
26.5144,12000,12867.61,586.37,12281.25,12867.62
26.5646,26326,25238.11,585.95,24652.16,25238.11
26.6147,54339,53243.11,585.53,52657.58,53243.11
26.6648,66345,62882.27,585.1,62297.17,62882.27
26.715,47442,45866.82,584.67,45282.16,45866.83
26.7651,22881,22741.78,584.23,22157.55,22741.78
26.8152,9976,11115.64,583.78,10531.86,11115.64
26.8654,5139,6538.14,583.33,5954.81,6538.14
26.9155,3424,4395.92,582.88,3813.04,4395.92
26.9657,2505,3232.27,582.42,2649.85,3232.27
27.0158,2052,2530.9,581.95,1948.95,2530.9
27.0659,1779,2075.55,581.48,1494.07,2075.55
27.1161,1492,1763.09,581,1182.09,1763.09
27.1662,1443,1540.34,580.52,959.82,1540.34
27.2163,1254,1374.26,580.04,794.22,1374.26
27.2665,1244,1247.72,579.55,668.17,1247.72
27.3166,1198,1149.05,579.05,570,1149.05
27.3668,1109,1070.59,578.55,492.05,1070.6
27.4169,1036,1007.15,578.04,429.11,1007.15
27.467,998,955.09,577.53,377.56,955.09
27.5172,983,911.82,577.01,334.81,911.82
27.5673,923,875.45,576.49,298.96,875.45
27.6174,880,844.57,575.97,268.6,844.57
27.6676,916,818.1,575.44,242.66,818.1
27.7177,918,795.24,574.9,220.33,795.23
27.7678,857,775.33,574.36,200.97,775.33
27.818,869,757.88,573.82,184.06,757.88
27.8681,833,742.5,573.27,169.22,742.49
27.9183,849,728.84,572.72,156.12,728.84
27.9684,827,716.66,572.16,144.5,716.66
28.0185,773,705.74,571.6,134.14,705.74
28.0687,814,695.96,571.03,124.92,695.95
28.1188,763,687.05,570.46,116.59,687.05
28.1689,717,678.96,569.89,109.07,678.96
28.2191,797,671.58,569.31,102.27,671.58
28.2692,749,664.82,568.73,96.09,664.82
28.3194,776,658.61,568.14,90.47,658.61
28.3695,764,652.88,567.55,85.33,652.88
28.4196,707,647.59,566.96,80.63,647.59
28.4698,766,642.67,566.36,76.32,642.68
28.5199,720,638.1,565.75,72.35,638.1
28.57,745,633.84,565.15,68.69,633.84
28.6202,735,629.85,564.54,65.31,629.85
28.6703,724,626.11,563.92,62.18,626.1
28.7205,772,622.59,563.31,59.28,622.59
28.7706,715,619.27,562.68,56.59,619.27
28.8207,706,616.14,562.06,54.08,616.14
28.8709,694,613.18,561.43,51.75,613.18
28.921,690,610.37,560.8,49.57,610.37
28.9711,764,607.71,560.16,47.55,607.71
29.0213,785,605.17,559.53,45.64,605.17
29.0714,871,602.74,558.88,43.86,602.74
29.1216,745,600.43,558.24,42.19,600.43
29.1717,747,598.21,557.59,40.62,598.21
29.2218,787,596.08,556.94,39.14,596.08
29.272,664,594.04,556.28,37.76,594.04
29.3221,662,592.08,555.63,36.45,592.08
29.3722,656,590.19,554.97,35.22,590.19
29.4224,701,588.37,554.3,34.06,588.36
29.4725,706,586.61,553.64,32.97,586.61
29.5226,630,584.91,552.97,31.94,584.91
29.5728,653,583.26,552.29,30.96,583.25
29.6229,626,581.66,551.62,30.04,581.66
29.6731,584,580.11,550.94,29.17,580.11
29.7232,628,578.6,550.26,28.34,578.6
29.7733,593,577.13,549.58,27.55,577.13
29.8235,649,575.7,548.89,26.81,575.7
29.8736,633,574.3,548.2,26.1,574.3
29.9237,605,572.93,547.51,25.42,572.93
29.9739,654,571.6,546.82,24.78,571.6
30.024,623,570.28,546.13,24.15,570.28
30.0742,625,568.98,545.43,23.55,568.98
30.1243,567,567.7,544.73,22.97,567.7
30.1744,605,566.43,544.03,22.41,566.44
30.2246,627,565.18,543.32,21.85,565.17
30.2747,593,563.92,542.62,21.31,563.93
30.3248,606,562.68,541.91,20.77,562.68
30.375,609,561.45,541.2,20.25,561.45
30.4251,581,560.25,540.49,19.76,560.25
30.4753,567,559.06,539.77,19.29,559.06
30.5254,546,557.9,539.06,18.84,557.9
30.5755,583,556.75,538.34,18.41,556.75
30.6257,533,555.61,537.62,17.99,555.61
30.6758,555,554.49,536.9,17.6,554.5
30.7259,585,553.39,536.18,17.21,553.39
30.7761,586,552.3,535.45,16.85,552.3
30.8262,569,551.22,534.73,16.5,551.23
30.8764,602,550.16,534,16.16,550.16
30.9265,528,549.1,533.27,15.84,549.11
30.9766,555,548.07,532.54,15.53,548.07
31.0268,559,547.03,531.81,15.23,547.04
31.0769,514,546.01,531.07,14.94,546.01
31.127,553,545,530.34,14.66,545
31.1772,470,544,529.6,14.4,544
31.2273,524,543.01,528.87,14.14,543.01
31.2774,529,542.03,528.13,13.9,542.03
31.3276,523,541.05,527.39,13.66,541.05
31.3777,567,540.09,526.65,13.44,540.09
31.4279,533,539.13,525.91,13.22,539.13
31.478,528,538.18,525.17,13.01,538.18
31.5281,542,537.23,524.43,12.81,537.24
31.5783,491,536.3,523.68,12.62,536.3
31.6284,512,535.37,522.94,12.43,535.37
31.6785,469,534.44,522.19,12.25,534.44
31.7287,494,533.53,521.45,12.08,533.53
31.7788,571,532.62,520.7,11.92,532.62
31.829,506,531.71,519.95,11.76,531.71
31.8791,526,530.81,519.21,11.61,530.82
31.9292,481,529.92,518.46,11.46,529.92
31.9794,524,529.03,517.71,11.33,529.04
32.0295,485,528.15,516.96,11.19,528.15
32.0796,512,527.28,516.21,11.07,527.28
32.1298,526,526.41,515.46,10.95,526.41
32.1799,497,525.54,514.71,10.83,525.54
32.2301,526,524.68,513.96,10.72,524.68
32.2802,551,523.83,513.21,10.62,523.83
32.3303,492,522.98,512.46,10.52,522.98
32.3805,498,522.13,511.7,10.43,522.13
32.4306,458,521.29,510.95,10.34,521.29
32.4807,544,520.46,510.2,10.26,520.46
32.5309,451,519.63,509.45,10.18,519.63
32.581,508,518.81,508.7,10.11,518.81
32.6312,500,518,507.95,10.06,518.01
32.6813,475,517.27,507.19,10.07,517.26
32.7314,504,516.66,506.44,10.22,516.66
32.7816,449,516.36,505.69,10.67,516.36
32.8317,502,516.86,504.94,11.92,516.86
32.8818,443,518.99,504.19,14.8,518.99
32.932,505,520.5,503.44,17.07,520.51
32.9821,525,517.71,502.69,15.02,517.71
33.0322,477,514.73,501.94,12.79,514.73
33.0824,469,512.77,501.19,11.58,512.77
33.1325,490,511.36,500.44,10.92,511.36
33.1827,444,510.22,499.69,10.54,510.23
