Angle,Observed,Calculated,Background,Dolomite_nb,Quartz_nb,Dolomite,Quartz
6.6325,1510,1465.39,1464.05,0.02,1.32,1464.07,1465.37
6.6837,1447,1455.49,1454.14,0.02,1.33,1454.16,1455.47
6.7349,1541,1445.86,1444.51,0.02,1.34,1444.53,1445.85
6.786,1525,1436.49,1435.13,0.02,1.34,1435.15,1436.47
6.8372,1436,1427.39,1426.02,0.02,1.35,1426.04,1427.37
6.8883,1432,1418.53,1417.16,0.02,1.36,1417.18,1418.52
6.9395,1456,1409.92,1408.54,0.02,1.37,1408.56,1409.91
6.9907,1412,1401.55,1400.16,0.02,1.37,1400.18,1401.53
7.0418,1373,1393.41,1392,0.02,1.38,1392.02,1393.38
7.093,1437,1385.48,1384.08,0.02,1.39,1384.1,1385.47
7.1441,1335,1377.78,1376.36,0.02,1.4,1376.38,1377.76
7.1953,1273,1370.27,1368.85,0.02,1.41,1368.87,1370.26
7.2465,1363,1362.97,1361.53,0.02,1.42,1361.55,1362.95
7.2976,1409,1355.85,1354.41,0.02,1.42,1354.43,1355.83
7.3488,1425,1348.91,1347.46,0.02,1.43,1347.48,1348.89
7.4,1395,1342.14,1340.68,0.02,1.44,1340.7,1342.12
7.4511,1315,1335.53,1334.06,0.02,1.45,1334.08,1335.51
7.5023,1345,1329.07,1327.6,0.02,1.46,1327.62,1329.06
7.5534,1347,1322.76,1321.27,0.02,1.47,1321.29,1322.74
7.6046,1281,1316.58,1315.09,0.02,1.48,1315.11,1316.57
7.6558,1313,1310.53,1309.03,0.02,1.48,1309.05,1310.51
7.7069,1285,1304.6,1303.08,0.02,1.49,1303.1,1304.57
7.7581,1315,1298.77,1297.25,0.02,1.5,1297.27,1298.75
7.8092,1325,1293.05,1291.52,0.02,1.51,1291.54,1293.03
7.8604,1272,1287.43,1285.89,0.02,1.52,1285.91,1287.41
7.9116,1296,1281.89,1280.34,0.02,1.53,1280.36,1281.87
7.9627,1324,1276.44,1274.88,0.02,1.54,1274.9,1276.42
8.0139,1214,1271.05,1269.49,0.02,1.55,1269.51,1271.04
8.065,1274,1265.74,1264.16,0.02,1.56,1264.18,1265.72
8.1162,1217,1260.49,1258.9,0.02,1.57,1258.92,1260.47
8.1674,1206,1255.29,1253.69,0.02,1.57,1253.71,1255.26
8.2185,1251,1250.14,1248.54,0.02,1.58,1248.56,1250.12
8.2697,1196,1245.04,1243.42,0.02,1.59,1243.44,1245.01
8.3209,1195,1239.97,1238.35,0.02,1.6,1238.37,1239.95
8.372,1187,1234.94,1233.31,0.02,1.61,1233.33,1234.92
8.4232,1177,1229.94,1228.3,0.02,1.62,1228.32,1229.92
8.4743,1171,1224.96,1223.31,0.02,1.63,1223.33,1224.94
8.5255,1202,1220.01,1218.35,0.02,1.64,1218.37,1219.99
8.5767,1191,1215.07,1213.4,0.02,1.65,1213.42,1215.05
8.6278,1189,1210.14,1208.46,0.02,1.66,1208.48,1210.12
8.679,1153,1205.23,1203.54,0.02,1.67,1203.56,1205.21
8.7301,1191,1200.32,1198.62,0.02,1.68,1198.64,1200.3
8.7813,1174,1195.42,1193.71,0.02,1.69,1193.73,1195.4
8.8325,1188,1190.52,1188.8,0.02,1.7,1188.82,1190.5
8.8836,1151,1185.62,1183.89,0.02,1.71,1183.91,1185.6
8.9348,1198,1180.72,1178.98,0.02,1.72,1179,1180.7
8.9859,1152,1175.81,1174.06,0.02,1.73,1174.08,1175.79
9.0371,1136,1170.89,1169.13,0.02,1.74,1169.15,1170.87
9.0883,1115,1165.97,1164.2,0.02,1.75,1164.22,1165.95
9.1394,1159,1161.04,1159.25,0.02,1.76,1159.27,1161.01
9.1906,1146,1156.09,1154.3,0.02,1.77,1154.32,1156.07
9.2417,1175,1151.14,1149.34,0.02,1.78,1149.36,1151.12
9.2929,1173,1146.17,1144.36,0.02,1.79,1144.38,1146.15
9.3441,1113,1141.19,1139.37,0.02,1.8,1139.39,1141.17
9.3952,1163,1136.2,1134.36,0.02,1.82,1134.38,1136.18
9.4464,1131,1131.19,1129.34,0.02,1.83,1129.36,1131.17
9.4976,1141,1126.17,1124.31,0.02,1.84,1124.33,1126.15
9.5487,1111,1121.13,1119.26,0.02,1.85,1119.28,1121.11
9.5999,1104,1116.08,1114.19,0.02,1.86,1114.21,1116.05
9.651,1087,1111.01,1109.11,0.02,1.87,1109.13,1110.98
9.7022,1098,1105.93,1104.02,0.02,1.89,1104.04,1105.91
9.7534,1061,1100.83,1098.91,0.02,1.9,1098.93,1100.81
9.8045,1059,1095.72,1093.79,0.02,1.91,1093.81,1095.7
9.8557,1070,1090.6,1088.65,0.02,1.92,1088.67,1090.57
9.9068,1106,1085.46,1083.51,0.02,1.93,1083.53,1085.44
9.958,1084,1080.32,1078.35,0.02,1.95,1078.37,1080.3
10.0092,1123,1075.16,1073.18,0.02,1.96,1073.2,1075.14
10.0603,1141,1069.99,1067.99,0.02,1.97,1068.01,1069.96
10.1115,1029,1064.81,1062.8,0.02,1.99,1062.82,1064.79
10.1626,972,1059.62,1057.6,0.02,2,1057.62,1059.6
10.2138,1003,1054.43,1052.39,0.02,2.01,1052.41,1054.4
10.265,1021,1049.23,1047.18,0.02,2.03,1047.2,1049.21
10.3161,1096,1044.02,1041.96,0.02,2.04,1041.98,1044
10.3673,1075,1038.81,1036.73,0.02,2.05,1036.75,1038.78
10.4185,1106,1033.59,1031.5,0.02,2.07,1031.52,1033.57
10.4696,1023,1028.37,1026.27,0.02,2.08,1026.29,1028.35
10.5208,1064,1023.15,1021.04,0.02,2.09,1021.06,1023.13
10.5719,1043,1017.94,1015.8,0.02,2.11,1015.82,1017.91
10.6231,945,1012.72,1010.57,0.02,2.12,1010.59,1012.69
10.6743,1015,1007.5,1005.34,0.02,2.14,1005.36,1007.48
10.7254,970,1002.29,1000.11,0.02,2.15,1000.13,1002.26
10.7766,997,997.09,994.89,0.02,2.17,994.91,997.06
10.8277,1063,991.89,989.68,0.02,2.18,989.7,991.86
10.8789,1004,986.7,984.47,0.03,2.2,984.5,986.67
10.9301,991,981.51,979.27,0.03,2.21,979.3,981.48
10.9812,983,976.34,974.09,0.03,2.23,974.12,976.32
11.0324,1014,971.18,968.91,0.03,2.25,968.94,971.16
11.0835,1018,966.03,963.75,0.03,2.26,963.78,966.01
11.1347,1024,960.9,958.6,0.03,2.28,958.63,960.88
11.1859,996,955.78,953.46,0.03,2.29,953.49,955.75
11.237,927,950.68,948.35,0.03,2.31,948.38,950.66
11.2882,942,945.6,943.25,0.03,2.33,943.28,945.58
11.3394,968,940.54,938.17,0.03,2.34,938.2,940.51
11.3905,853,935.5,933.11,0.03,2.36,933.14,935.47
11.4417,928,930.47,928.07,0.03,2.38,928.1,930.45
11.4928,915,925.48,923.05,0.03,2.4,923.08,925.45
11.544,939,920.5,918.06,0.03,2.41,918.09,920.47
11.5952,939,915.56,913.1,0.03,2.43,913.13,915.53
11.6463,991,910.63,908.16,0.03,2.45,908.19,910.61
11.6975,896,905.74,903.24,0.03,2.47,903.27,905.71
11.7486,870,900.88,898.36,0.03,2.49,898.39,900.85
11.7998,875,896.04,893.51,0.03,2.51,893.54,896.02
11.851,870,891.24,888.68,0.03,2.53,888.71,891.21
11.9021,880,886.46,883.89,0.03,2.55,883.92,886.44
11.9533,891,881.72,879.13,0.03,2.57,879.16,881.7
12.0044,940,877.02,874.4,0.03,2.59,874.43,876.99
12.0556,860,872.35,869.71,0.03,2.61,869.74,872.32
12.1068,927,867.71,865.06,0.03,2.63,865.09,867.69
12.1579,823,863.11,860.44,0.03,2.65,860.47,863.09
12.2091,854,858.55,855.85,0.03,2.67,855.88,858.52
12.2603,859,854.03,851.31,0.03,2.69,851.34,854
12.3114,878,849.54,846.8,0.03,2.71,846.83,849.51
12.3626,821,845.1,842.34,0.03,2.73,842.37,845.07
12.4137,882,840.7,837.91,0.03,2.75,837.94,840.66
12.4649,821,836.34,833.53,0.03,2.78,833.56,836.31
12.5161,880,832.02,829.19,0.03,2.8,829.22,831.99
12.5672,826,827.74,824.89,0.03,2.82,824.92,827.71
12.6184,850,823.51,820.63,0.03,2.85,820.66,823.48
12.6695,842,819.32,816.42,0.03,2.87,816.45,819.29
12.7207,843,815.17,812.25,0.03,2.89,812.28,815.14
12.7719,828,811.07,808.12,0.03,2.92,808.15,811.04
12.823,849,807.02,804.04,0.03,2.94,804.07,806.98
12.8742,853,803.01,800.01,0.03,2.97,800.04,802.98
12.9253,758,799.05,796.02,0.03,2.99,796.05,799.01
12.9765,791,795.14,792.08,0.03,3.02,792.11,795.1
13.0277,846,791.27,788.19,0.03,3.05,788.22,791.24
13.0788,804,787.45,784.35,0.03,3.07,784.38,787.42
13.13,814,783.68,780.55,0.03,3.1,780.58,783.65
13.1812,781,779.96,776.8,0.03,3.13,776.83,779.93
13.2323,786,776.29,773.1,0.03,3.16,773.13,776.26
13.2835,764,772.66,769.45,0.03,3.18,769.48,772.63
13.3346,782,769.09,765.84,0.03,3.21,765.87,769.05
13.3858,779,765.56,762.29,0.03,3.24,762.32,765.53
13.437,790,762.09,758.79,0.03,3.27,758.82,762.06
13.4881,790,758.67,755.33,0.03,3.3,755.36,758.63
13.5393,769,755.29,751.93,0.03,3.33,751.96,755.26
13.5904,798,751.97,748.57,0.03,3.36,748.6,751.93
13.6416,718,748.69,745.27,0.03,3.39,745.3,748.66
13.6928,753,745.47,742.01,0.03,3.43,742.04,745.44
13.7439,741,742.3,738.81,0.03,3.46,738.84,742.27
13.7951,783,739.18,735.65,0.03,3.49,735.68,739.14
13.8462,727,736.11,732.55,0.03,3.52,732.58,736.07
13.8974,730,733.09,729.5,0.03,3.56,729.53,733.06
13.9486,731,730.12,726.49,0.03,3.59,726.52,730.08
13.9997,754,727.2,723.54,0.04,3.63,723.58,727.17
14.0509,749,724.34,720.64,0.04,3.66,720.68,724.3
14.102,686,721.52,717.78,0.04,3.7,717.82,721.48
14.1532,665,718.75,714.98,0.04,3.74,715.02,718.72
14.2044,720,716.04,712.23,0.04,3.78,712.27,716.01
14.2555,709,713.37,709.52,0.04,3.81,709.56,713.33
14.3067,695,710.76,706.87,0.04,3.85,706.91,710.72
14.3579,684,708.19,704.26,0.04,3.89,704.3,708.15
14.409,714,705.68,701.71,0.04,3.93,701.75,705.64
14.4602,738,703.21,699.2,0.04,3.97,699.24,703.17
14.5113,670,700.8,696.74,0.04,4.02,696.78,700.76
14.5625,695,698.43,694.34,0.04,4.06,694.38,698.4
14.6137,712,696.12,691.97,0.04,4.1,692.01,696.07
14.6648,719,693.85,689.66,0.04,4.15,689.7,693.81
14.716,671,691.63,687.4,0.04,4.19,687.44,691.59
14.7671,679,689.46,685.18,0.04,4.24,685.22,689.42
14.8183,596,687.33,683.01,0.04,4.29,683.05,687.3
14.8695,706,685.26,680.89,0.04,4.33,680.93,685.22
14.9206,697,683.23,678.81,0.04,4.38,678.85,683.19
14.9718,705,681.25,676.78,0.04,4.43,676.82,681.21
15.0229,671,679.32,674.79,0.04,4.48,674.83,679.27
15.0741,711,677.43,672.85,0.04,4.53,672.89,677.38
15.1253,707,675.59,670.96,0.04,4.59,671,675.55
15.1764,679,673.8,669.11,0.04,4.64,669.15,673.75
15.2276,657,672.05,667.31,0.04,4.7,667.35,672.01
15.2788,653,670.34,665.54,0.04,4.75,665.58,670.29
15.3299,653,668.68,663.83,0.04,4.81,663.87,668.64
15.3811,681,667.07,662.15,0.04,4.87,662.19,667.02
15.4322,667,665.5,660.52,0.04,4.93,660.56,665.45
15.4834,671,663.97,658.93,0.05,4.99,658.98,663.92
15.5346,657,662.49,657.39,0.05,5.05,657.44,662.44
15.5857,629,661.05,655.88,0.05,5.12,655.93,661
15.6369,672,659.65,654.42,0.05,5.18,654.47,659.6
15.688,670,658.29,652.99,0.05,5.25,653.04,658.24
15.7392,621,656.98,651.61,0.05,5.32,651.66,656.93
15.7904,702,655.71,650.27,0.05,5.39,650.32,655.66
15.8415,626,654.47,648.96,0.05,5.46,649.01,654.42
15.8927,651,653.28,647.69,0.05,5.53,647.74,653.22
15.9438,630,652.13,646.47,0.06,5.61,646.53,652.08
15.995,644,651.02,645.28,0.06,5.69,645.34,650.97
16.0462,620,649.95,644.12,0.06,5.77,644.18,649.89
16.0973,627,648.92,643.01,0.06,5.85,643.07,648.86
16.1485,647,647.93,641.93,0.07,5.93,642,647.86
16.1997,660,646.98,640.88,0.08,6.02,640.96,646.9
16.2508,686,646.06,639.87,0.08,6.11,639.95,645.98
16.302,646,645.19,638.9,0.1,6.2,639,645.1
16.3531,626,644.37,637.96,0.12,6.29,638.08,644.25
16.4043,647,643.59,637.05,0.15,6.38,637.2,643.43
16.4555,688,642.87,636.18,0.21,6.48,636.39,642.66
16.5066,622,642.24,635.34,0.32,6.58,635.66,641.92
16.5578,594,641.7,634.53,0.48,6.69,635.01,641.22
16.6089,588,641.14,633.76,0.6,6.79,634.36,640.55
16.6601,602,640.43,633.01,0.51,6.9,633.52,639.91
16.7113,664,639.66,632.3,0.34,7.02,632.64,639.32
16.7624,633,638.97,631.61,0.22,7.13,631.83,638.74
16.8136,603,638.37,630.96,0.16,7.25,631.12,638.21
16.8647,643,637.83,630.33,0.12,7.38,630.45,637.71
16.9159,614,637.34,629.74,0.1,7.5,629.84,637.24
16.9671,592,636.89,629.17,0.09,7.64,629.26,636.81
17.0182,659,636.48,628.63,0.08,7.77,628.71,636.4
17.0694,634,636.1,628.11,0.08,7.91,628.19,636.02
17.1206,584,635.76,627.62,0.07,8.06,627.69,635.68
17.1717,624,635.44,627.16,0.07,8.21,627.23,635.37
17.2229,656,635.16,626.73,0.07,8.37,626.8,635.1
17.274,614,634.91,626.32,0.07,8.53,626.39,634.85
17.3252,594,634.69,625.93,0.06,8.7,625.99,634.63
17.3764,592,634.5,625.57,0.06,8.87,625.63,634.44
17.4275,619,634.35,625.23,0.06,9.05,625.29,634.28
17.4787,610,634.22,624.91,0.06,9.24,624.97,634.15
17.5298,570,634.12,624.62,0.06,9.44,624.68,634.06
17.581,602,634.05,624.35,0.06,9.64,624.41,633.99
17.6322,605,634.01,624.1,0.06,9.85,624.16,633.95
17.6833,583,634,623.87,0.06,10.07,623.93,633.94
17.7345,648,634.03,623.66,0.06,10.3,623.72,633.96
17.7856,614,634.08,623.47,0.06,10.54,623.53,634.01
17.8368,594,634.16,623.3,0.06,10.79,623.36,634.09
17.888,589,634.27,623.15,0.06,11.05,623.21,634.2
17.9391,623,634.42,623.02,0.06,11.33,623.08,634.35
17.9903,557,634.59,622.91,0.07,11.62,622.98,634.53
18.0415,622,634.8,622.82,0.07,11.92,622.89,634.74
18.0926,608,635.04,622.74,0.07,12.24,622.81,634.98
18.1438,532,635.31,622.68,0.07,12.57,622.75,635.25
18.1949,641,635.61,622.63,0.07,12.92,622.7,635.55
18.2461,622,635.95,622.6,0.07,13.29,622.67,635.89
18.2973,607,636.33,622.59,0.07,13.68,622.66,636.27
18.3484,586,636.74,622.59,0.07,14.09,622.66,636.68
18.3996,549,637.2,622.6,0.07,14.52,622.67,637.12
18.4507,624,637.69,622.63,0.07,14.99,622.7,637.62
18.5019,598,638.22,622.68,0.07,15.48,622.75,638.16
18.5531,632,638.8,622.73,0.07,16,622.8,638.73
18.6042,645,639.42,622.8,0.07,16.55,622.87,639.35
18.6554,595,640.33,622.88,0.07,17.37,622.95,640.25
18.7065,628,642.56,622.97,0.07,19.51,623.04,642.48
18.7577,586,648.37,623.08,0.08,25.22,623.16,648.3
18.8089,689,659.19,623.19,0.08,35.93,623.27,659.12
18.86,661,661.77,623.32,0.08,38.38,623.4,661.7
18.9112,684,655.16,623.45,0.08,31.63,623.53,655.08
18.9624,676,651.37,623.6,0.08,27.69,623.68,651.29
19.0135,635,650.01,623.75,0.08,26.17,623.83,649.92
19.0647,666,649.8,623.92,0.08,25.8,624,649.72
19.1158,617,650.21,624.09,0.08,26.04,624.17,650.13
19.167,705,651,624.27,0.08,26.64,624.35,650.91
19.2182,715,652.06,624.46,0.08,27.51,624.54,651.97
19.2693,755,653.34,624.66,0.09,28.6,624.75,653.26
19.3205,705,654.83,624.86,0.09,29.88,624.95,654.74
19.3716,728,656.51,625.07,0.09,31.36,625.16,656.43
19.4228,769,658.39,625.29,0.09,33.02,625.38,658.31
19.474,752,660.51,625.51,0.09,34.91,625.6,660.42
19.5251,749,662.88,625.74,0.09,37.04,625.83,662.78
19.5763,764,665.52,625.97,0.09,39.45,626.06,665.42
19.6274,777,668.48,626.21,0.1,42.17,626.31,668.38
19.6786,760,671.8,626.45,0.1,45.25,626.55,671.7
19.7298,784,675.56,626.7,0.1,48.76,626.8,675.46
19.7809,834,679.83,626.95,0.11,52.77,627.06,679.72
19.8321,885,684.71,627.21,0.12,57.38,627.33,684.59
19.8832,905,690.33,627.47,0.14,62.73,627.61,690.2
19.9344,866,696.83,627.73,0.14,68.97,627.87,696.7
19.9856,856,704.43,627.99,0.13,76.31,628.12,704.3
20.0367,951,713.41,628.26,0.12,85.03,628.38,713.29
20.0879,985,724.04,628.53,0.12,95.39,628.65,723.92
20.1391,1019,737.03,628.8,0.12,108.11,628.92,736.91
20.1902,989,752.98,629.07,0.13,123.79,629.2,752.86
20.2414,970,772.9,629.34,0.13,143.43,629.47,772.77
20.2925,1019,798.24,629.62,0.13,168.5,629.75,798.12
20.3437,976,831.22,629.89,0.13,201.2,630.02,831.09
20.3949,1066,875.29,630.17,0.14,244.99,630.31,875.16
20.446,1072,936.08,630.44,0.14,305.5,630.58,935.94
20.4972,1293,1023.27,630.72,0.14,392.41,630.86,1023.13
20.5483,1414,1154.59,631,0.15,523.45,631.15,1154.45
20.5995,1613,1364.91,631.27,0.15,733.48,631.42,1364.75
20.6507,2045,1728.4,631.54,0.16,1096.7,631.7,1728.24
20.7018,2846,2412.01,631.82,0.17,1780.03,631.99,2411.85
20.753,4276,3779.37,632.09,0.17,3147.11,632.26,3779.2
20.8041,6607,6307.8,632.36,0.18,5675.26,632.54,6307.62
20.8553,8838,8772.21,632.63,0.19,8139.39,632.82,8772.02
20.9065,7558,7697.8,632.89,0.2,7064.71,633.09,7697.6
20.9576,4659,4838.16,633.16,0.21,4204.79,633.37,4837.95
21.0088,2696,2888.69,633.42,0.22,2255.05,633.64,2888.47
21.06,1997,1954.4,633.68,0.24,1320.48,633.92,1954.16
21.1111,1457,1488.36,633.93,0.25,854.17,634.18,1488.1
21.1623,1283,1230.49,634.19,0.27,596.03,634.46,1230.22
21.2134,1109,1074.61,634.44,0.3,439.88,634.74,1074.32
21.2646,1112,973.74,634.68,0.32,338.73,635,973.41
21.3158,965,904.93,634.93,0.36,269.65,635.29,904.58
21.3669,948,856.03,635.16,0.4,220.47,635.56,855.63
21.4181,920,820.11,635.4,0.45,184.26,635.85,819.66
21.4692,953,793.01,635.63,0.51,156.87,636.14,792.5
21.5204,897,772.27,635.86,0.59,135.82,636.45,771.68
21.5716,798,755.86,636.08,0.7,119.08,636.78,755.16
21.6227,757,742.82,636.29,0.86,105.67,637.15,741.96
21.6739,784,732.37,636.51,1.09,94.77,637.6,731.28
21.725,761,723.96,636.71,1.43,85.82,638.14,722.53
21.7762,741,717.2,636.92,1.9,78.39,638.82,715.31
21.8274,744,711.97,637.11,2.69,72.17,639.8,709.28
21.8785,756,708.32,637.3,4.1,66.92,641.4,704.22
21.9297,785,706.56,637.49,6.6,62.47,644.09,699.96
21.9809,735,706.7,637.67,10.36,58.67,648.03,696.34
22.032,813,706.18,637.84,12.92,55.42,650.76,693.26
22.0832,858,701.87,638.01,11.24,52.62,649.25,690.63
22.1343,761,695.86,638.17,7.47,50.22,645.64,688.39
22.1855,781,691.03,638.33,4.56,48.15,642.89,686.48
22.2367,720,687.77,638.48,2.92,46.37,641.4,684.85
22.2878,743,685.47,638.62,2.02,44.83,640.64,683.45
22.339,683,683.76,638.76,1.49,43.51,640.25,682.27
22.3901,697,682.43,638.89,1.16,42.38,640.05,681.27
22.4413,690,681.38,639.01,0.95,41.42,639.96,680.43
22.4925,655,680.54,639.12,0.8,40.61,639.92,679.73
22.5436,644,679.87,639.23,0.7,39.94,639.93,679.17
22.5948,683,679.36,639.33,0.63,39.4,639.96,678.73
22.6459,654,678.97,639.43,0.58,38.96,640.01,678.39
22.6971,673,678.69,639.51,0.54,38.64,640.05,678.15
22.7483,685,678.52,639.59,0.51,38.41,640.1,678
22.7994,702,678.43,639.67,0.5,38.27,640.17,677.94
22.8506,667,678.43,639.73,0.49,38.22,640.22,677.95
22.9018,640,678.52,639.79,0.48,38.25,640.27,678.04
22.9529,687,678.68,639.84,0.49,38.35,640.33,678.19
23.0041,637,678.91,639.88,0.49,38.53,640.37,678.41
23.0552,670,679.21,639.91,0.51,38.79,640.42,678.7
23.1064,642,679.58,639.94,0.53,39.11,640.47,679.05
23.1576,578,680.02,639.96,0.56,39.51,640.52,679.47
23.2087,634,680.53,639.97,0.59,39.97,640.56,679.94
23.2599,588,681.11,639.97,0.63,40.51,640.6,680.48
23.311,656,681.76,639.96,0.69,41.11,640.65,681.07
23.3622,643,682.49,639.95,0.76,41.78,640.71,681.73
23.4134,671,683.3,639.93,0.84,42.53,640.77,682.46
23.4645,632,684.19,639.89,0.95,43.34,640.84,683.23
23.5157,679,685.18,639.86,1.1,44.23,640.96,684.09
23.5668,603,686.29,639.81,1.29,45.2,641.1,685.01
23.618,684,687.53,639.75,1.54,46.24,641.29,685.99
23.6692,629,688.94,639.69,1.89,47.36,641.58,687.05
23.7203,641,690.58,639.62,2.4,48.56,642.02,688.18
23.7715,648,692.55,639.53,3.17,49.85,642.7,689.38
23.8227,648,695.64,639.44,4.38,51.81,643.82,691.25
23.8738,657,702.73,639.35,6.42,56.97,645.77,696.32
23.925,738,719.95,639.24,10,70.71,649.24,709.95
23.9761,770,762.91,639.13,16.25,107.54,655.38,746.67
24.0273,809,829.95,639,24.96,165.99,663.96,804.99
24.0785,737,826.17,638.87,29.25,158.05,668.12,796.92
24.1296,705,781.42,638.73,24.31,118.38,663.04,757.11
24.1808,647,751.43,638.58,15.9,96.95,654.48,735.53
24.2319,653,735.2,638.42,9.67,87.11,648.09,725.53
24.2831,635,727.09,638.25,6.16,82.67,644.41,720.92
24.3343,636,723.28,638.08,4.21,80.99,642.29,719.07
24.3854,644,721.86,637.9,3.06,80.91,640.96,718.81
24.4366,660,721.89,637.7,2.33,81.86,640.03,719.56
24.4877,644,722.91,637.5,1.84,83.57,639.34,721.07
24.5389,635,724.68,637.29,1.5,85.88,638.79,723.17
24.5901,647,727.02,637.07,1.26,88.68,638.33,725.75
24.6412,592,729.91,636.85,1.08,91.98,637.93,728.83
24.6924,617,733.29,636.61,0.94,95.74,637.55,732.35
24.7435,681,737.16,636.37,0.83,99.96,637.2,736.33
24.7947,670,741.52,636.12,0.74,104.66,636.86,740.78
24.8459,631,746.4,635.85,0.67,109.87,636.52,745.72
24.897,665,751.83,635.58,0.62,115.63,636.2,751.21
24.9482,653,757.86,635.31,0.57,121.98,635.88,757.29
24.9994,642,764.54,635.02,0.53,128.99,635.55,764.01
25.0505,712,771.96,634.73,0.5,136.74,635.23,771.47
25.1017,670,780.2,634.42,0.47,145.31,634.89,779.73
25.1528,720,789.37,634.11,0.45,154.81,634.56,788.92
25.204,673,799.59,633.79,0.43,165.37,634.22,799.16
25.2552,735,811.02,633.46,0.41,177.14,633.87,810.6
25.3063,759,823.83,633.12,0.4,190.3,633.52,823.42
25.3575,785,838.24,632.78,0.39,205.08,633.17,837.86
25.4086,764,854.4,632.43,0.38,221.6,632.81,854.03
25.4598,830,872.87,632.07,0.37,240.43,632.44,872.5
25.511,858,893.92,631.7,0.36,261.87,632.06,893.57
25.5621,844,918.07,631.32,0.36,286.39,631.68,917.71
25.6133,897,945.92,630.93,0.35,314.63,631.28,945.56
25.6644,1053,978.25,630.54,0.35,347.37,630.89,977.91
25.7156,1304,1016.07,630.14,0.34,385.59,630.48,1015.73
25.7668,1387,1060.67,629.73,0.34,430.61,630.07,1060.34
25.8179,1440,1113.76,629.31,0.34,484.11,629.65,1113.42
25.8691,1424,1177.6,628.88,0.34,548.38,629.22,1177.26
