Angle,Observed,Calculated,Background,Quartz_nb,Quartz
8.064,1072,1104.34,1102.93,1.4,1104.33
8.1141,1085,1101.05,1099.64,1.41,1101.05
8.1642,1080,1097.81,1096.39,1.42,1097.81
8.2144,1108,1094.59,1093.17,1.43,1094.6
8.2645,1016,1091.4,1089.97,1.44,1091.41
8.3146,1102,1088.23,1086.79,1.44,1088.23
8.3648,1006,1085.07,1083.62,1.45,1085.07
8.4149,1074,1081.93,1080.47,1.46,1081.93
8.465,1013,1078.79,1077.32,1.47,1078.79
8.5152,1001,1075.65,1074.18,1.48,1075.66
8.5653,1115,1072.52,1071.03,1.48,1072.51
8.6155,1074,1069.37,1067.88,1.49,1069.37
8.6656,1022,1066.22,1064.72,1.5,1066.22
8.7157,1018,1063.06,1061.55,1.51,1063.06
8.7659,1026,1059.89,1058.37,1.52,1059.89
8.816,1055,1056.7,1055.17,1.53,1056.7
8.8661,1011,1053.49,1051.96,1.54,1053.5
8.9163,1035,1050.27,1048.72,1.55,1050.27
8.9664,1025,1047.02,1045.46,1.56,1047.02
9.0166,1021,1043.74,1042.18,1.57,1043.75
9.0667,976,1040.45,1038.87,1.57,1040.44
9.1168,1061,1037.12,1035.54,1.58,1037.12
9.167,1019,1033.77,1032.18,1.59,1033.77
9.2171,972,1030.4,1028.79,1.6,1030.39
9.2672,998,1026.99,1025.38,1.61,1026.99
9.3174,1031,1023.55,1021.93,1.62,1023.55
9.3675,1064,1020.09,1018.45,1.63,1020.08
9.4177,1055,1016.59,1014.95,1.64,1016.59
9.4678,942,1013.06,1011.41,1.65,1013.06
9.5179,988,1009.51,1007.84,1.66,1009.5
9.5681,984,1005.92,1004.25,1.67,1005.92
9.6182,1019,1002.3,1000.62,1.68,1002.3
9.6683,963,998.66,996.96,1.69,998.65
9.7185,1058,994.98,993.28,1.7,994.98
9.7686,994,991.28,989.56,1.72,991.28
9.8188,950,987.54,985.82,1.73,987.55
9.8689,970,983.78,982.05,1.74,983.79
9.919,976,979.99,978.25,1.75,980
9.9692,928,976.18,974.42,1.76,976.18
10.0193,1073,972.34,970.57,1.77,972.34
10.0694,938,968.48,966.7,1.78,968.48
10.1196,952,964.59,962.8,1.79,964.59
10.1697,969,960.69,958.88,1.81,960.69
10.2198,949,956.76,954.94,1.82,956.76
10.27,992,952.81,950.98,1.83,952.81
10.3201,978,948.84,947,1.84,948.84
10.3703,934,944.86,943,1.85,944.85
10.4204,946,940.86,938.99,1.87,940.86
10.4705,967,936.84,934.96,1.88,936.84
10.5207,964,932.81,930.92,1.89,932.81
10.5708,975,928.77,926.87,1.9,928.77
10.6209,953,924.72,922.8,1.92,924.72
10.6711,923,920.65,918.73,1.93,920.66
10.7212,904,916.58,914.64,1.94,916.58
10.7714,910,912.51,910.55,1.95,912.5
10.8215,929,908.42,906.45,1.97,908.42
10.8716,950,904.34,902.35,1.98,904.33
10.9218,947,900.25,898.25,2,900.25
10.9719,920,896.15,894.15,2.01,896.16
11.022,895,892.06,890.04,2.02,892.06
11.0722,843,887.97,885.94,2.04,887.98
11.1223,919,883.89,881.83,2.05,883.88
11.1725,870,879.8,877.74,2.07,879.81
11.2226,871,875.73,873.65,2.08,875.73
11.2727,889,871.66,869.56,2.1,871.66
11.3229,905,867.59,865.48,2.11,867.59
11.373,858,863.54,861.41,2.13,863.54
11.4231,853,859.5,857.36,2.14,859.5
11.4733,812,855.47,853.31,2.16,855.47
11.5234,864,851.45,849.28,2.17,851.45
11.5736,834,847.45,845.26,2.19,847.45
11.6237,864,843.46,841.25,2.2,843.45
11.6738,874,839.49,837.27,2.22,839.49
11.724,831,835.54,833.3,2.24,835.54
11.7741,867,831.6,829.35,2.25,831.6
11.8242,833,827.69,825.42,2.27,827.69
11.8744,890,823.8,821.51,2.29,823.8
11.9245,851,819.93,817.62,2.31,819.93
11.9746,868,816.08,813.76,2.32,816.08
12.0248,859,812.26,809.92,2.34,812.26
12.0749,775,808.46,806.1,2.36,808.46
12.1251,839,804.69,802.31,2.38,804.69
12.1752,825,800.95,798.55,2.4,800.95
12.2253,900,797.23,794.82,2.41,797.23
12.2755,792,793.55,791.11,2.43,793.54
12.3256,812,789.89,787.44,2.45,789.89
12.3757,825,786.26,783.79,2.47,786.26
12.4259,790,782.67,780.18,2.49,782.67
12.476,761,779.11,776.6,2.51,779.11
12.5262,758,775.58,773.05,2.53,775.58
12.5763,776,772.08,769.53,2.55,772.08
12.6264,832,768.62,766.05,2.57,768.62
12.6766,807,765.19,762.6,2.59,765.19
12.7267,733,761.8,759.19,2.62,761.81
12.7768,727,758.45,755.81,2.64,758.45
12.827,774,755.13,752.47,2.66,755.13
12.8771,739,751.85,749.16,2.68,751.84
12.9273,802,748.6,745.9,2.7,748.6
12.9774,720,745.4,742.67,2.73,745.4
13.0275,715,742.23,739.48,2.75,742.23
13.0777,763,739.1,736.33,2.77,739.1
13.1278,719,736.01,733.21,2.8,736.01
13.1779,739,732.96,730.14,2.82,732.96
13.2281,755,729.95,727.11,2.85,729.96
13.2782,698,726.98,724.11,2.87,726.98
13.3284,699,724.06,721.16,2.9,724.06
13.3785,732,721.17,718.25,2.92,721.17
13.4286,726,718.32,715.37,2.95,718.32
13.4788,769,715.52,712.54,2.98,715.52
13.5289,682,712.76,709.75,3,712.75
13.579,707,710.04,707.01,3.03,710.04
13.6292,707,707.36,704.3,3.06,707.36
13.6793,743,704.72,701.64,3.09,704.73
13.7294,723,702.13,699.01,3.12,702.13
13.7796,674,699.58,696.43,3.14,699.57
13.8297,704,697.07,693.89,3.17,697.06
13.8799,683,694.6,691.4,3.2,694.6
13.93,753,692.18,688.94,3.23,692.17
13.9801,684,689.79,686.53,3.27,689.8
14.0303,665,687.46,684.16,3.3,687.46
14.0804,704,685.16,681.83,3.33,685.16
14.1305,678,682.91,679.54,3.36,682.9
14.1807,684,680.69,677.3,3.4,680.7
14.2308,663,678.53,675.1,3.43,678.53
14.281,695,676.4,672.94,3.46,676.4
14.3311,707,674.31,670.82,3.5,674.32
14.3812,667,672.27,668.74,3.53,672.27
14.4314,665,670.27,666.7,3.57,670.27
14.4815,649,668.31,664.71,3.61,668.32
14.5316,656,666.4,662.75,3.64,666.39
14.5818,692,664.52,660.84,3.68,664.52
14.6319,729,662.69,658.97,3.72,662.69
14.6821,632,660.9,657.13,3.76,660.89
14.7322,610,659.14,655.34,3.8,659.14
14.7823,627,657.43,653.59,3.84,657.43
14.8325,628,655.76,651.88,3.88,655.76
14.8826,659,654.13,650.2,3.93,654.13
14.9327,646,652.54,648.57,3.97,652.54
14.9829,661,650.99,646.98,4.02,651
15.033,674,649.48,645.42,4.06,649.48
15.0832,607,648.01,643.9,4.11,648.01
15.1333,681,646.57,642.42,4.15,646.57
15.1834,636,645.18,640.98,4.2,645.18
15.2336,639,643.82,639.57,4.25,643.82
15.2837,593,642.51,638.21,4.3,642.51
15.3338,633,641.23,636.87,4.35,641.22
15.384,648,639.98,635.58,4.4,639.98
15.4341,664,638.78,634.32,4.46,638.78
15.4842,607,637.61,633.1,4.51,637.61
15.5344,673,636.47,631.91,4.57,636.48
15.5845,637,635.38,630.75,4.62,635.37
15.6347,626,634.32,629.63,4.68,634.31
15.6848,598,633.29,628.55,4.74,633.29
15.7349,594,632.3,627.5,4.8,632.3
15.7851,618,631.34,626.48,4.87,631.35
15.8352,665,630.42,625.49,4.93,630.42
15.8853,650,629.53,624.54,4.99,629.53
15.9355,596,628.68,623.62,5.06,628.68
15.9856,617,627.85,622.73,5.13,627.86
16.0358,599,627.07,621.87,5.2,627.07
16.0859,556,626.31,621.04,5.27,626.31
16.136,615,625.59,620.24,5.34,625.58
16.1862,554,624.89,619.47,5.42,624.89
16.2363,584,624.23,618.73,5.5,624.23
16.2864,635,623.6,618.02,5.58,623.6
16.3366,604,623,617.34,5.66,623
16.3867,579,622.43,616.69,5.74,622.43
16.4369,647,621.89,616.06,5.83,621.89
16.487,601,621.38,615.46,5.92,621.38
16.5371,624,620.9,614.89,6.01,620.9
16.5873,609,620.45,614.35,6.1,620.45
16.6374,592,620.02,613.83,6.2,620.03
16.6875,615,619.63,613.33,6.3,619.63
16.7377,589,619.26,612.86,6.4,619.26
16.7878,628,618.92,612.42,6.5,618.92
16.838,619,618.6,611.99,6.61,618.6
16.8881,641,618.32,611.6,6.72,618.32
16.9382,572,618.06,611.22,6.84,618.06
16.9884,650,617.82,610.87,6.95,617.82
17.0385,603,617.62,610.54,7.08,617.62
17.0886,575,617.43,610.23,7.2,617.43
17.1388,588,617.28,609.94,7.34,617.28
17.1889,589,617.15,609.68,7.47,617.15
17.239,553,617.04,609.43,7.61,617.04
17.2892,626,616.96,609.2,7.76,616.96
17.3393,594,616.9,609,7.91,616.91
17.3895,641,616.87,608.81,8.06,616.87
17.4396,589,616.87,608.64,8.23,616.87
17.4897,556,616.88,608.49,8.39,616.88
17.5399,562,616.92,608.36,8.57,616.93
17.59,604,616.99,608.24,8.75,616.99
17.6401,601,617.08,608.14,8.94,617.08
17.6903,590,617.19,608.06,9.13,617.19
17.7404,583,617.33,607.99,9.34,617.33
17.7906,587,617.49,607.94,9.55,617.49
17.8407,594,617.68,607.91,9.78,617.69
17.8908,623,617.89,607.89,10.01,617.9
17.941,628,618.13,607.88,10.25,618.13
17.9911,621,618.39,607.89,10.51,618.4
18.0412,619,618.68,607.91,10.77,618.68
18.0914,609,619,607.94,11.06,619
18.1415,552,619.34,607.99,11.35,619.34
18.1917,583,619.7,608.05,11.66,619.71
18.2418,606,620.1,608.12,11.98,620.1
18.2919,646,620.52,608.2,12.33,620.53
18.3421,611,620.98,608.29,12.69,620.98
18.3922,666,621.47,608.4,13.07,621.47
18.4423,611,621.99,608.51,13.48,621.99
18.4925,579,622.54,608.64,13.9,622.54
18.5426,622,623.13,608.77,14.36,623.13
18.5928,578,623.76,608.91,14.84,623.75
18.6429,590,624.48,609.07,15.42,624.49
18.693,596,625.99,609.23,16.76,625.99
18.7432,648,629.82,609.4,20.43,629.83
18.7933,607,638.95,609.57,29.37,638.94
18.8434,663,647.91,609.76,38.15,647.91
18.8936,642,642.44,609.95,32.49,642.44
18.9437,657,636.91,610.15,26.77,636.92
18.9938,649,634.71,610.35,24.36,634.71
19.044,613,634.11,610.56,23.54,634.1
19.0941,630,634.26,610.78,23.48,634.26
19.1443,648,634.84,611,23.85,634.85
19.1944,656,635.71,611.23,24.49,635.72
19.2445,668,636.79,611.46,25.34,636.8
19.2947,728,638.06,611.69,26.37,638.06
19.3448,756,639.51,611.93,27.57,639.5
19.3949,677,641.12,612.18,28.95,641.13
19.4451,727,642.91,612.42,30.48,642.9
19.4952,743,644.91,612.68,32.23,644.91
19.5454,753,647.13,612.93,34.2,647.13
19.5955,703,649.59,613.19,36.41,649.6
19.6456,697,652.35,613.45,38.9,652.35
19.6958,769,655.43,613.71,41.72,655.43
19.7459,742,658.9,613.97,44.93,658.9
19.796,834,662.83,614.23,48.59,662.82
19.8462,871,667.3,614.5,52.8,667.3
19.8963,837,672.43,614.77,57.66,672.43
19.9465,863,678.36,615.03,63.32,678.35
19.9966,847,685.28,615.3,69.98,685.28
20.0467,902,693.43,615.57,77.86,693.43
20.0969,868,703.04,615.84,87.2,703.04
20.147,1003,714.74,616.11,98.63,714.74
20.1971,984,729.04,616.37,112.67,729.04
20.2473,946,746.83,616.64,130.19,746.83
20.2974,952,769.35,616.91,152.45,769.36
20.3476,980,798.5,617.17,181.32,798.49
20.3977,1047,837.18,617.44,219.75,837.19
20.4478,1109,890.14,617.7,272.44,890.14
20.498,1200,965.38,617.96,347.42,965.38
20.5481,1298,1077.43,618.22,459.21,1077.43
20.5982,1524,1254.47,618.47,635.99,1254.46
20.6484,1891,1555.89,618.73,937.16,1555.89
20.6985,2607,2116.11,618.98,1497.13,2116.11
20.7486,3777,3242.44,619.23,2623.22,3242.45
20.7988,6216,5476.2,619.47,4856.73,5476.2
20.8489,8855,8499.25,619.72,7879.54,8499.26
20.8991,8558,8409.63,619.96,7789.67,8409.63
20.9492,5747,5569.44,620.19,4949.25,5569.44
20.9993,3141,3209.68,620.42,2589.26,3209.68
21.0495,2068,2073.04,620.65,1452.39,2073.04
21.0996,1509,1531.12,620.88,910.24,1531.12
21.1497,1348,1242.4,621.09,621.31,1242.4
21.1999,1127,1072.59,621.31,451.28,1072.59
21.25,986,964.86,621.52,343.34,964.86
21.3002,960,892.46,621.73,270.73,892.46
21.3503,921,841.56,621.93,219.63,841.56
21.4004,947,804.49,622.13,182.37,804.5
21.4506,863,776.7,622.32,154.38,776.7
21.5007,877,755.51,622.51,133.01,755.52
21.5508,833,738.78,622.69,116.09,738.78
21.601,746,725.45,622.86,102.59,725.45
21.6511,711,714.7,623.03,91.66,714.69
21.7013,759,705.91,623.2,82.71,705.91
21.7514,707,698.65,623.36,75.29,698.65
21.8015,696,692.6,623.51,69.09,692.6
21.8517,680,687.53,623.66,63.87,687.53
21.9018,719,683.24,623.8,59.44,683.24
21.9519,705,679.6,623.93,55.67,679.6
22.0021,678,676.49,624.06,52.43,676.49
22.0522,758,673.83,624.18,49.65,673.83
22.1024,764,671.55,624.3,47.25,671.55
22.1525,750,669.59,624.4,45.18,669.58
22.2026,712,667.9,624.51,43.39,667.9
22.2528,677,666.46,624.6,41.85,666.45
22.3029,669,665.21,624.69,40.52,665.21
22.353,677,664.14,624.77,39.37,664.14
22.4032,661,663.23,624.85,38.38,663.23
22.4533,639,662.45,624.91,37.54,662.45
22.5034,646,661.8,624.97,36.83,661.8
22.5536,707,661.27,625.03,36.24,661.27
22.6037,658,660.83,625.07,35.76,660.83
22.6539,633,660.49,625.11,35.38,660.49
22.704,635,660.23,625.14,35.09,660.23
22.7541,650,660.05,625.16,34.89,660.05
22.8043,630,659.94,625.18,34.76,659.94
22.8544,656,659.9,625.19,34.71,659.9
22.9045,629,659.92,625.19,34.73,659.92
22.9547,638,660,625.18,34.82,660
23.0048,682,660.14,625.17,34.98,660.15
23.055,658,660.34,625.14,35.19,660.33
23.1051,589,660.59,625.11,35.48,660.59
23.1552,620,660.89,625.08,35.82,660.9
23.2054,626,661.25,625.03,36.22,661.25
23.2555,632,661.66,624.98,36.69,661.67
23.3056,582,662.13,624.91,37.21,662.12
23.3558,591,662.64,624.84,37.8,662.64
23.4059,571,663.21,624.77,38.44,663.21
23.4561,643,663.84,624.68,39.15,663.83
23.5062,616,664.52,624.59,39.93,664.52
23.5563,620,665.25,624.49,40.77,665.26
23.6065,582,666.05,624.38,41.67,666.05
23.6566,599,666.91,624.26,42.65,666.91
23.7067,639,667.83,624.13,43.69,667.82
23.7569,629,668.81,624,44.81,668.81
23.807,646,669.97,623.86,46.11,669.97
23.8572,644,672.89,623.71,49.18,672.89
23.9073,598,680.77,623.55,57.22,680.77
23.9574,737,702.96,623.38,79.58,702.96
24.0076,792,757.01,623.21,133.8,757.01
24.0577,733,793.2,623.03,170.17,793.2
24.1078,668,752.96,622.84,130.13,752.97
24.158,665,721.04,622.64,98.4,721.04
24.2081,607,706.31,622.43,83.88,706.31
24.2582,636,699.48,622.22,77.26,699.48
24.3084,640,696.34,622,74.34,696.34
24.3585,637,695.18,621.77,73.41,695.18
24.4087,610,695.2,621.53,73.67,695.2
24.4588,576,696.03,621.28,74.75,696.03
24.5089,638,697.46,621.03,76.43,697.46
24.5591,645,699.37,620.77,78.6,699.37
24.6092,594,701.72,620.5,81.22,701.72
24.6593,636,704.47,620.22,84.25,704.47
24.7095,612,707.62,619.94,87.69,707.63
24.7596,614,711.17,619.64,91.52,711.16
24.8098,656,715.13,619.34,95.79,715.13
24.8599,657,719.53,619.03,100.5,719.53
24.91,643,724.4,618.72,105.69,724.41
24.9602,630,729.8,618.39,111.41,729.8
25.0103,673,735.77,618.06,117.71,735.77
25.0604,617,742.38,617.72,124.66,742.38
25.1106,637,749.71,617.37,132.34,749.71
25.1607,652,757.85,617.02,140.83,757.85
25.2109,664,766.91,616.66,150.25,766.91
25.261,718,777.02,616.29,160.73,777.02
25.3111,699,788.33,615.91,172.42,788.33
25.3613,721,801.04,615.53,185.52,801.05
25.4114,731,815.25,615.13,200.11,815.24
25.4615,756,831.45,614.73,216.72,831.45
25.5117,785,849.89,614.33,235.56,849.89
25.5618,893,870.96,613.91,257.05,870.96
25.612,902,895.2,613.49,281.7,895.19
25.6621,1036,923.23,613.07,310.17,923.24
25.7122,1208,955.9,612.63,343.27,955.9
25.7624,1372,994.26,612.19,382.07,994.26
25.8125,1333,1039.69,611.74,427.95,1039.69
25.8626,1402,1094.01,611.28,482.73,1094.01
25.9128,1397,1159.69,610.82,548.87,1159.69
25.9629,1441,1240.1,610.35,629.75,1240.1
26.013,1486,1339.95,609.88,730.08,1339.96
26.0632,1569,1466.03,609.39,856.64,1466.03
26.1133,1631,1628.32,608.9,1019.41,1628.31
26.1635,1825,1842.08,608.41,1233.68,1842.09
26.2136,1953,2131.51,607.9,1523.6,2131.5
26.2637,2293,2532.65,607.39,1925.26,2532.65
26.3139,2852,3122.13,606.88,2515.25,3122.13
26.364,3634,4028.12,606.36,3421.76,4028.12
26.4141,4937,5513.06,605.83,4907.23,5513.06
26.4643,7795,8129.92,605.29,7524.62,8129.91
26.5144,13301,13068.37,604.75,12463.62,13068.37
26.5646,24200,23011.29,604.21,22407.09,23011.3
26.6147,41465,40695.47,603.65,40091.82,40695.47
26.6648,52304,49884.06,603.09,49280.97,49884.06
26.715,41698,40022.77,602.53,39420.24,40022.77
26.7651,24993,24088.74,601.96,23486.78,24088.74
26.8152,12532,13208.65,601.38,12607.27,13208.65
26.8654,7015,8009.31,600.8,7408.51,8009.31
26.9155,4351,5405.43,600.21,4805.22,5405.43
26.9657,3181,3954.31,599.62,3354.69,3954.31
27.0158,2490,3070.08,599.02,2471.07,3070.09
27.0659,2115,2493.15,598.41,1894.74,2493.15
27.1161,1744,2096.4,597.8,1498.6,2096.4
27.1662,1584,1813.31,597.19,1216.12,1813.31
27.2163,1450,1602.19,596.56,1005.62,1602.18
27.2665,1424,1441.36,595.94,845.42,1441.36
27.3166,1241,1316.01,595.31,720.7,1316.01
27.3668,1248,1216.38,594.67,621.71,1216.38
27.4169,1142,1135.86,594.03,541.83,1135.86
27.467,1067,1069.83,593.38,476.45,1069.83
27.5172,974,1014.99,592.73,422.26,1014.99
27.5673,1063,968.91,592.07,376.83,968.9
27.6174,964,929.8,591.41,338.39,929.8
27.6676,956,896.32,590.75,305.57,896.32
27.7177,894,867.4,590.08,277.32,867.4
27.7678,925,842.24,589.4,252.83,842.23
27.818,912,820.19,588.72,231.47,820.19
27.8681,840,800.76,588.04,212.72,800.76
27.9183,854,783.53,587.35,196.18,783.53
27.9684,887,768.17,586.66,181.51,768.17
28.0185,790,754.4,585.96,168.44,754.4
28.0687,806,742.07,585.26,156.81,742.07
28.1188,819,730.85,584.55,146.3,730.85
28.1689,823,720.66,583.84,136.82,720.66
28.2191,829,711.38,583.13,128.24,711.37
28.2692,785,702.88,582.41,120.46,702.87
28.3194,796,695.07,581.69,113.38,695.07
28.3695,781,687.88,580.97,106.91,687.88
28.4196,826,681.23,580.24,100.99,681.23
28.4698,782,675.07,579.51,95.56,675.07
28.5199,778,669.34,578.77,90.57,669.34
28.57,800,664,578.03,85.96,663.99
28.6202,776,659,577.29,81.71,659
28.6703,793,654.32,576.54,77.78,654.32
28.7205,767,649.92,575.79,74.13,649.92
28.7706,767,645.78,575.04,70.74,645.78
28.8207,809,641.87,574.29,67.59,641.88
28.8709,739,638.18,573.53,64.65,638.18
28.921,825,634.67,572.77,61.91,634.68
28.9711,786,631.36,572,59.36,631.36
29.0213,798,628.2,571.23,56.96,628.19
29.0714,792,625.18,570.46,54.72,625.18
29.1216,754,622.3,569.69,52.61,622.3
29.1717,793,619.55,568.91,50.64,619.55
29.2218,747,616.91,568.14,48.78,616.92
29.272,684,614.39,567.36,47.03,614.39
29.3221,712,611.96,566.57,45.38,611.95
29.3722,694,609.62,565.79,43.83,609.62
29.4224,777,607.37,565,42.37,607.37
29.4725,698,605.2,564.21,40.99,605.2
29.5226,734,603.1,563.41,39.68,603.09
29.5728,699,601.07,562.62,38.45,601.07
29.6229,675,599.1,561.82,37.28,599.1
29.6731,637,597.2,561.02,36.17,597.19
29.7232,635,595.35,560.22,35.13,595.35
29.7733,597,593.55,559.42,34.13,593.55
29.8235,647,591.8,558.61,33.18,591.79
29.8736,614,590.09,557.81,32.28,590.09
29.9237,597,588.42,557,31.42,588.42
29.9739,654,586.79,556.19,30.61,586.8
30.024,576,585.19,555.38,29.82,585.2
30.0742,629,583.62,554.56,29.06,583.62
30.1243,563,582.08,553.75,28.33,582.08
30.1744,594,580.55,552.93,27.62,580.55
30.2246,591,579.05,552.11,26.93,579.04
30.2747,585,577.55,551.29,26.26,577.55
30.3248,595,576.07,550.47,25.59,576.06
30.375,610,574.61,549.65,24.96,574.61
30.4251,592,573.18,548.83,24.35,573.18
30.4753,555,571.77,548.01,23.77,571.78
30.5254,533,570.39,547.18,23.21,570.39
30.5755,602,569.03,546.36,22.68,569.04
30.6257,589,567.69,545.53,22.16,567.69
30.6758,560,566.37,544.7,21.67,566.37
30.7259,582,565.07,543.87,21.2,565.07
30.7761,610,563.79,543.04,20.75,563.79
30.8262,622,562.53,542.21,20.31,562.52
30.8764,582,561.28,541.38,19.89,561.27
30.9265,574,560.04,540.55,19.49,560.04
30.9766,594,558.83,539.72,19.11,558.83
31.0268,550,557.63,538.89,18.74,557.63
31.0769,572,556.44,538.06,18.38,556.44
31.127,576,555.26,537.22,18.04,555.26
31.1772,543,554.1,536.39,17.71,554.1
31.2273,559,552.95,535.56,17.39,552.95
31.2774,608,551.81,534.72,17.09,551.81
31.3276,512,550.68,533.89,16.79,550.68
31.3777,570,549.57,533.06,16.51,549.57
31.4279,544,548.46,532.22,16.24,548.46
31.478,540,547.37,531.39,15.98,547.37
31.5281,569,546.28,530.55,15.73,546.28
31.5783,541,545.21,529.72,15.49,545.21
31.6284,512,544.14,528.89,15.26,544.15
31.6785,567,543.09,528.05,15.03,543.08
31.7287,507,542.04,527.22,14.82,542.04
31.7788,548,541,526.39,14.61,541
31.829,504,539.97,525.55,14.42,539.97
31.8791,524,538.95,524.72,14.23,538.95
31.9292,505,537.94,523.89,14.05,537.94
31.9794,532,536.93,523.06,13.87,536.93
32.0295,627,535.93,522.23,13.71,535.94
32.0796,555,534.95,521.4,13.55,534.95
32.1298,531,533.96,520.57,13.4,533.97
32.1799,549,532.99,519.74,13.25,532.99
32.2301,535,532.02,518.91,13.11,532.02
32.2802,521,531.06,518.08,12.98,531.06
32.3303,550,530.11,517.25,12.86,530.11
32.3805,539,529.16,516.43,12.74,529.17
32.4306,549,528.23,515.6,12.62,528.22
32.4807,463,527.3,514.78,12.52,527.3
32.5309,528,526.37,513.95,12.42,526.37
32.581,497,525.46,513.13,12.32,525.45
32.6312,518,524.56,512.31,12.25,524.56
32.6813,472,523.74,511.49,12.25,523.74
32.7314,543,523.04,510.67,12.37,523.04
32.7816,472,522.61,509.85,12.76,522.61
32.8317,520,522.72,509.03,13.69,522.72
32.8818,482,523.6,508.22,15.38,523.6
32.932,542,524.1,507.4,16.69,524.09
32.9821,486,522.62,506.59,16.03,522.62
33.0322,518,520.47,505.78,14.69,520.47
33.0824,432,518.67,504.97,13.7,518.67
33.1325,562,517.23,504.16,13.08,517.24
33.1827,489,516.02,503.35,12.67,516.02
