Angle,Observed,Calculated,Background,Dolomite_nb,Quartz_nb,Dolomite,Quartz
12.6766,788,789.06,786.73,0.02,2.31,786.75,789.04
12.7267,807,785.51,783.16,0.02,2.33,783.18,785.49
12.7768,777,781.99,779.63,0.02,2.35,779.65,781.98
12.827,812,778.52,776.13,0.02,2.37,776.15,778.5
12.8771,776,775.07,772.67,0.02,2.39,772.69,775.06
12.9273,784,771.67,769.24,0.02,2.41,769.26,771.65
12.9774,815,768.3,765.85,0.02,2.43,765.87,768.28
13.0275,768,764.97,762.5,0.02,2.45,762.52,764.95
13.0777,744,761.68,759.18,0.02,2.47,759.2,761.65
13.1278,777,758.42,755.91,0.02,2.49,755.93,758.4
13.1779,751,755.21,752.67,0.02,2.51,752.69,755.18
13.2281,742,752.03,749.47,0.02,2.53,749.49,752
13.2782,806,748.89,746.31,0.02,2.56,746.33,748.87
13.3284,764,745.8,743.19,0.02,2.58,743.21,745.77
13.3785,729,742.74,740.11,0.02,2.6,740.13,742.71
13.4286,801,739.72,737.07,0.02,2.63,737.09,739.7
13.4788,733,736.75,734.07,0.02,2.65,734.09,736.72
13.5289,742,733.81,731.12,0.02,2.67,731.14,733.79
13.579,732,730.92,728.2,0.02,2.7,728.22,730.9
13.6292,686,728.07,725.32,0.02,2.72,725.34,728.04
13.6793,744,725.26,722.49,0.02,2.75,722.51,725.24
13.7294,664,722.49,719.69,0.02,2.77,719.71,722.46
13.7796,730,719.76,716.94,0.02,2.8,716.96,719.74
13.8297,705,717.08,714.23,0.02,2.83,714.25,717.06
13.8799,742,714.43,711.56,0.02,2.85,711.58,714.41
13.93,708,711.83,708.93,0.02,2.88,708.95,711.81
13.9801,740,709.28,706.34,0.02,2.91,706.36,709.25
14.0303,710,706.76,703.8,0.02,2.94,703.82,706.74
14.0804,704,704.29,701.3,0.02,2.97,701.32,704.27
14.1305,715,701.86,698.84,0.02,3,698.86,701.84
14.1807,708,699.47,696.42,0.02,3.02,696.44,699.44
14.2308,645,697.12,694.04,0.02,3.06,694.06,697.1
14.281,707,694.82,691.71,0.02,3.09,691.73,694.8
14.3311,689,692.56,689.42,0.03,3.12,689.45,692.54
14.3812,663,690.34,687.17,0.03,3.15,687.2,690.32
14.4314,709,688.16,684.96,0.03,3.18,684.99,688.14
14.4815,678,686.03,682.79,0.03,3.21,682.82,686
14.5316,684,683.93,680.66,0.03,3.25,680.69,683.91
14.5818,715,681.88,678.57,0.03,3.28,678.6,681.85
14.6319,710,679.87,676.53,0.03,3.32,676.56,679.85
14.6821,649,677.91,674.53,0.03,3.35,674.56,677.88
14.7322,685,675.98,672.56,0.03,3.39,672.59,675.95
14.7823,716,674.09,670.64,0.03,3.43,670.67,674.07
14.8325,667,672.25,668.76,0.03,3.46,668.79,672.22
14.8826,657,670.44,666.92,0.03,3.5,666.95,670.42
14.9327,675,668.68,665.11,0.03,3.54,665.14,668.65
14.9829,705,666.96,663.35,0.03,3.58,663.38,666.93
15.033,645,665.28,661.63,0.03,3.62,661.66,665.25
15.0832,651,663.63,659.94,0.03,3.66,659.97,663.6
15.1333,688,662.03,658.3,0.03,3.7,658.33,662
15.1834,660,660.47,656.69,0.03,3.75,656.72,660.44
15.2336,708,658.94,655.12,0.03,3.79,655.15,658.91
15.2837,689,657.45,653.59,0.03,3.84,653.62,657.43
15.3338,663,656.01,652.1,0.03,3.88,652.13,655.98
15.384,627,654.6,650.64,0.03,3.93,650.67,654.57
15.4341,593,653.23,649.22,0.03,3.98,649.25,653.2
15.4842,641,651.89,647.84,0.03,4.02,647.87,651.86
15.5344,639,650.6,646.49,0.03,4.07,646.52,650.56
15.5845,618,649.34,645.18,0.03,4.12,645.21,649.3
15.6347,631,648.12,643.91,0.03,4.18,643.94,648.09
15.6848,654,646.93,642.67,0.03,4.23,642.7,646.9
15.7349,612,645.78,641.46,0.04,4.28,641.5,645.74
15.7851,630,644.67,640.29,0.04,4.34,640.33,644.63
15.8352,624,643.59,639.16,0.04,4.4,639.2,643.56
15.8853,673,642.55,638.06,0.04,4.46,638.1,642.52
15.9355,636,641.54,636.99,0.04,4.52,637.03,641.51
15.9856,660,640.57,635.95,0.04,4.58,635.99,640.53
16.0358,603,639.63,634.95,0.05,4.64,635,639.59
16.0859,572,638.73,633.98,0.05,4.7,634.03,638.68
16.136,595,637.86,633.04,0.05,4.77,633.09,637.81
16.1862,629,637.03,632.13,0.06,4.84,632.19,636.97
16.2363,642,636.23,631.25,0.07,4.91,631.32,636.16
16.2864,597,635.47,630.41,0.08,4.98,630.49,635.39
16.3366,623,634.74,629.59,0.1,5.05,629.69,634.64
16.3867,638,634.07,628.8,0.13,5.13,628.93,633.93
16.4369,579,633.45,628.05,0.2,5.2,628.25,633.25
16.487,670,632.92,627.32,0.32,5.28,627.64,632.6
16.5371,597,632.54,626.62,0.56,5.36,627.18,631.98
16.5873,619,632.19,625.95,0.8,5.45,626.75,631.4
16.6374,576,631.54,625.3,0.71,5.54,626.01,630.84
16.6875,607,630.73,624.69,0.42,5.62,625.11,630.31
16.7377,670,630.05,624.1,0.24,5.72,624.34,629.82
16.7878,638,629.5,623.53,0.16,5.81,623.69,629.34
16.838,643,629.01,622.99,0.11,5.91,623.1,628.9
16.8881,583,628.58,622.48,0.09,6.01,622.57,628.49
16.9382,608,628.18,621.99,0.07,6.11,622.06,628.1
16.9884,677,627.81,621.53,0.07,6.22,621.6,627.75
17.0385,604,627.48,621.09,0.06,6.33,621.15,627.42
17.0886,613,627.17,620.67,0.05,6.44,620.72,627.11
17.1388,584,626.89,620.28,0.05,6.56,620.33,626.84
17.1889,599,626.64,619.91,0.05,6.68,619.96,626.59
17.239,617,626.42,619.56,0.05,6.81,619.61,626.37
17.2892,653,626.22,619.24,0.05,6.94,619.29,626.18
17.3393,582,626.05,618.93,0.05,7.07,618.98,626
17.3895,585,625.91,618.65,0.04,7.21,618.69,625.86
17.4396,607,625.79,618.39,0.04,7.36,618.43,625.75
17.4897,630,625.7,618.15,0.04,7.51,618.19,625.66
17.5399,591,625.64,617.92,0.04,7.67,617.96,625.59
17.59,602,625.59,617.72,0.04,7.83,617.76,625.55
17.6401,599,625.58,617.54,0.04,8,617.58,625.54
17.6903,629,625.59,617.37,0.04,8.18,617.41,625.55
17.7404,595,625.63,617.22,0.04,8.36,617.26,625.58
17.7906,576,625.69,617.09,0.04,8.56,617.13,625.65
17.8407,597,625.78,616.98,0.04,8.76,617.02,625.74
17.8908,573,625.89,616.88,0.04,8.97,616.92,625.85
17.941,598,626.04,616.8,0.04,9.19,616.84,625.99
17.9911,588,626.2,616.74,0.04,9.42,616.78,626.16
18.0412,584,626.4,616.69,0.04,9.66,616.73,626.35
18.0914,585,626.62,616.66,0.04,9.91,616.7,626.57
18.1415,570,626.86,616.64,0.04,10.18,616.68,626.82
18.1917,612,627.14,616.64,0.05,10.46,616.69,627.1
18.2418,603,627.44,616.65,0.05,10.75,616.7,627.4
18.2919,581,627.78,616.67,0.05,11.06,616.72,627.73
18.3421,620,628.14,616.71,0.05,11.39,616.76,628.1
18.3922,668,628.54,616.76,0.05,11.73,616.81,628.49
18.4423,635,628.97,616.82,0.05,12.1,616.87,628.92
18.4925,612,629.43,616.89,0.05,12.49,616.94,629.38
18.5426,532,629.93,616.98,0.05,12.9,617.03,629.88
18.5928,602,630.47,617.08,0.05,13.34,617.13,630.42
18.6429,628,631.13,617.18,0.05,13.9,617.23,631.08
18.693,563,632.64,617.3,0.05,15.29,617.35,632.59
18.7432,590,636.82,617.43,0.05,19.34,617.48,636.77
18.7933,633,647.34,617.57,0.05,29.72,617.62,647.29
18.8434,656,655.47,617.72,0.05,37.7,617.77,655.42
18.8936,742,647.44,617.87,0.05,29.52,617.92,647.39
18.9437,686,642.01,618.04,0.05,23.92,618.09,641.96
18.9938,638,640.05,618.21,0.05,21.79,618.26,640
19.044,662,639.55,618.4,0.05,21.1,618.45,639.5
19.0941,636,639.72,618.58,0.05,21.08,618.63,639.66
19.1443,667,640.26,618.78,0.05,21.43,618.83,640.21
19.1944,736,641.06,618.99,0.06,22.02,619.05,641.01
19.2445,674,642.06,619.2,0.06,22.8,619.26,642
19.2947,705,643.22,619.41,0.06,23.75,619.47,643.16
19.3448,719,644.54,619.64,0.06,24.85,619.7,644.49
19.3949,684,646.02,619.87,0.06,26.1,619.93,645.97
19.4451,700,647.66,620.1,0.06,27.5,620.16,647.6
19.4952,758,649.49,620.34,0.06,29.09,620.4,649.43
19.5454,728,651.53,620.58,0.06,30.88,620.64,651.46
19.5955,762,653.79,620.83,0.06,32.9,620.89,653.73
19.6456,752,656.32,621.08,0.06,35.18,621.14,656.26
19.6958,757,659.16,621.34,0.06,37.75,621.4,659.09
19.7459,761,662.35,621.6,0.07,40.68,621.67,662.28
19.796,794,665.97,621.87,0.07,44.03,621.94,665.9
19.8462,805,670.1,622.13,0.08,47.88,622.21,670.01
19.8963,854,674.84,622.4,0.1,52.34,622.5,674.74
19.9465,860,680.3,622.67,0.09,57.54,622.76,680.21
19.9966,870,686.68,622.95,0.08,63.65,623.03,686.6
20.0467,890,694.22,623.22,0.08,70.91,623.3,694.13
20.0969,930,703.11,623.5,0.08,79.53,623.58,703.03
20.147,894,713.95,623.78,0.08,90.09,623.86,713.87
20.1971,942,727.24,624.06,0.08,103.1,624.14,727.16
20.2473,968,743.8,624.34,0.08,119.38,624.42,743.72
20.2974,900,764.84,624.63,0.08,140.13,624.71,764.76
20.3476,967,792.17,624.91,0.09,167.17,625,792.08
20.3977,968,828.61,625.19,0.09,203.34,625.28,828.53
20.4478,1035,878.81,625.47,0.09,253.25,625.56,878.72
20.498,1095,950.74,625.76,0.09,324.89,625.85,950.65
20.5481,1259,1059.06,626.04,0.09,432.93,626.13,1058.97
20.5982,1458,1233.02,626.32,0.1,606.6,626.42,1232.92
20.6484,1871,1536.36,626.6,0.1,909.66,626.7,1536.26
20.6985,2594,2120.25,626.88,0.1,1493.27,626.98,2120.15
20.7486,4037,3351.21,627.16,0.11,2723.94,627.27,3351.1
20.7988,6593,5930.29,627.43,0.11,5302.74,627.54,5930.17
20.8489,9727,9281.55,627.71,0.12,8653.73,627.83,9281.44
20.8991,8797,8510.27,627.98,0.12,7882.17,628.1,8510.15
20.9492,5241,5184.98,628.25,0.13,4556.6,628.38,5184.85
20.9993,2914,2885.31,628.52,0.14,2256.66,628.66,2885.18
21.0495,1851,1882.41,628.79,0.14,1253.48,628.93,1882.27
21.0996,1461,1416.05,629.05,0.15,786.85,629.2,1415.9
21.1497,1333,1168.47,629.31,0.16,539,629.47,1168.31
21.1999,1104,1022.62,629.57,0.17,392.88,629.74,1022.45
21.25,1072,929.84,629.82,0.19,299.83,630.01,929.65
21.3002,952,867.33,630.07,0.21,237.05,630.28,867.12
21.3503,942,823.29,630.32,0.23,192.75,630.55,823.07
21.4004,903,791.16,630.56,0.25,160.35,630.81,790.91
21.4506,923,767.05,630.8,0.28,135.97,631.08,766.77
21.5007,815,748.67,631.03,0.32,117.32,631.35,748.35
21.5508,777,734.16,631.26,0.38,102.52,631.64,733.78
21.601,766,722.65,631.49,0.45,90.7,631.94,722.19
21.6511,784,713.4,631.71,0.57,81.12,632.28,712.83
21.7013,840,705.93,631.93,0.74,73.26,632.67,705.19
21.7514,735,699.85,632.14,0.96,66.74,633.1,698.88
21.8015,715,694.94,632.35,1.29,61.29,633.64,693.64
21.8517,701,691.16,632.55,1.91,56.69,634.46,689.24
21.9018,738,688.66,632.75,3.12,52.79,635.87,685.54
21.9519,730,687.91,632.94,5.5,49.46,638.44,682.4
22.0021,735,689.07,633.13,9.32,46.61,642.45,679.74
22.0522,799,688.43,633.31,10.96,44.16,644.27,677.47
22.1024,841,683.76,633.49,8.23,42.04,641.72,675.53
22.1525,755,678.57,633.66,4.7,40.21,638.36,673.87
22.2026,709,675.1,633.82,2.64,38.63,636.46,672.45
22.2528,624,672.91,633.98,1.66,37.27,635.64,671.25
22.3029,679,671.37,634.13,1.14,36.09,635.27,670.22
22.353,658,670.2,634.28,0.85,35.08,635.13,669.36
22.4032,682,669.29,634.42,0.67,34.21,635.09,668.63
22.4533,681,668.57,634.55,0.55,33.46,635.1,668.01
22.5034,638,667.99,634.68,0.47,32.84,635.15,667.52
22.5536,687,667.53,634.8,0.42,32.32,635.22,667.12
22.6037,698,667.19,634.91,0.38,31.9,635.29,666.81
22.6539,691,666.93,635.02,0.35,31.56,635.37,666.58
22.704,677,666.76,635.12,0.33,31.31,635.45,666.43
22.7541,660,666.66,635.21,0.31,31.13,635.52,666.34
22.8043,700,666.63,635.3,0.3,31.03,635.6,666.33
22.8544,640,666.66,635.38,0.3,30.99,635.68,666.37
22.9045,636,666.76,635.45,0.3,31.01,635.75,666.46
22.9547,645,666.91,635.52,0.3,31.1,635.82,666.62
23.0048,601,667.12,635.57,0.31,31.24,635.88,666.81
23.055,626,667.38,635.63,0.32,31.44,635.95,667.07
23.1051,675,667.69,635.67,0.33,31.69,636,667.36
23.1552,653,668.06,635.71,0.35,32.01,636.06,667.72
23.2054,670,668.47,635.73,0.37,32.37,636.1,668.1
23.2555,643,668.94,635.76,0.39,32.79,636.15,668.55
23.3056,624,669.46,635.77,0.42,33.27,636.19,669.04
23.3558,616,670.04,635.78,0.46,33.79,636.24,669.57
23.4059,636,670.67,635.78,0.52,34.38,636.3,670.16
23.4561,615,671.37,635.77,0.58,35.02,636.35,670.79
23.5062,681,672.13,635.75,0.66,35.72,636.41,671.47
23.5563,673,672.97,635.73,0.77,36.47,636.5,672.2
23.6065,596,673.9,635.7,0.92,37.29,636.62,672.99
23.6566,596,674.94,635.66,1.11,38.17,636.77,673.83
23.7067,612,676.12,635.61,1.4,39.11,637.01,674.72
23.7569,662,677.49,635.55,1.82,40.11,637.37,675.66
23.807,663,679.35,635.49,2.49,41.37,637.98,676.86
23.8572,644,683.59,635.42,3.63,44.54,639.05,679.96
23.9073,592,694.16,635.34,5.72,53.1,641.06,688.44
23.9574,724,723.53,635.26,9.75,78.52,645.01,713.78
24.0076,800,794.44,635.16,17.44,141.84,652.6,777
24.0577,750,828.33,635.06,26.14,167.13,661.2,802.19
24.1078,729,775.88,634.95,24.79,116.15,659.74,751.1
24.158,667,737.97,634.83,16.5,86.63,651.33,721.46
24.2081,655,717.91,634.71,9.11,74.09,643.82,708.8
24.2582,648,708.35,634.57,5.27,68.51,639.84,703.08
24.3084,639,703.9,634.43,3.37,66.1,637.8,700.53
24.3585,623,702.01,634.28,2.34,65.39,636.62,699.67
24.4087,608,701.56,634.12,1.73,65.71,635.85,699.83
24.4588,601,702.03,633.96,1.34,66.74,635.3,700.7
24.5089,630,703.15,633.79,1.07,68.29,634.86,702.08
24.5591,590,704.76,633.6,0.89,70.27,634.49,703.87
24.6092,637,706.81,633.42,0.75,72.65,634.17,706.07
24.6593,594,709.26,633.22,0.65,75.39,633.87,708.61
24.7095,614,712.08,633.01,0.57,78.49,633.58,711.5
24.7596,649,715.27,632.8,0.51,81.96,633.31,714.76
24.8098,590,718.84,632.58,0.46,85.8,633.04,718.38
24.8599,627,722.82,632.35,0.42,90.05,632.77,722.4
24.91,661,727.24,632.12,0.39,94.73,632.51,726.85
24.9602,628,732.13,631.87,0.36,99.89,632.23,731.76
25.0103,668,737.54,631.62,0.34,105.58,631.96,737.2
25.0604,627,743.54,631.36,0.32,111.86,631.68,743.22
25.1106,663,750.19,631.09,0.31,118.79,631.4,749.88
25.1607,679,757.57,630.82,0.29,126.46,631.11,757.28
25.2109,688,765.79,630.54,0.28,134.98,630.82,765.52
25.261,718,774.97,630.24,0.27,144.45,630.51,774.69
25.3111,721,785.25,629.95,0.26,155.03,630.21,784.98
25.3613,761,796.79,629.64,0.26,166.89,629.9,796.53
25.4114,763,809.7,629.33,0.25,180.12,629.58,809.45
25.4615,777,824.44,629.01,0.25,195.19,629.26,824.2
25.5117,844,841.21,628.68,0.24,212.29,628.92,840.97
