Angle,Observed,Calculated,Background,Quartz_nb,Quartz
8.4149,1031,1105.77,1104.27,1.5,1105.77
8.465,1070,1102.32,1100.81,1.51,1102.32
8.5152,1077,1098.87,1097.36,1.52,1098.88
8.5653,1063,1095.43,1093.91,1.53,1095.44
8.6155,1096,1091.99,1090.46,1.53,1091.99
8.6656,1068,1088.55,1087.01,1.54,1088.55
8.7157,1094,1085.1,1083.55,1.55,1085.1
8.7659,1114,1081.64,1080.08,1.56,1081.64
8.816,1044,1078.17,1076.6,1.57,1078.17
8.8661,1029,1074.69,1073.11,1.58,1074.69
8.9163,1025,1071.19,1069.6,1.59,1071.19
8.9664,1070,1067.68,1066.08,1.6,1067.68
9.0166,1069,1064.15,1062.54,1.61,1064.15
9.0667,1020,1060.59,1058.98,1.62,1060.6
9.1168,1010,1057.02,1055.39,1.63,1057.02
9.167,1057,1053.43,1051.79,1.64,1053.43
9.2171,1039,1049.81,1048.16,1.65,1049.81
9.2672,1029,1046.17,1044.51,1.66,1046.17
9.3174,985,1042.5,1040.83,1.67,1042.5
9.3675,1074,1038.81,1037.13,1.68,1038.81
9.4177,1009,1035.09,1033.41,1.69,1035.1
9.4678,973,1031.35,1029.66,1.7,1031.36
9.5179,1041,1027.59,1025.88,1.71,1027.59
9.5681,1051,1023.8,1022.08,1.72,1023.8
9.6182,976,1019.98,1018.25,1.73,1019.98
9.6683,953,1016.14,1014.4,1.74,1016.14
9.7185,937,1012.28,1010.53,1.75,1012.28
9.7686,968,1008.39,1006.63,1.76,1008.39
9.8188,1042,1004.48,1002.7,1.77,1004.47
9.8689,1008,1000.54,998.76,1.78,1000.54
9.919,983,996.59,994.79,1.8,996.59
9.9692,1020,992.61,990.81,1.81,992.62
10.0193,1031,988.62,986.8,1.82,988.62
10.0694,1010,984.6,982.77,1.83,984.6
10.1196,1005,980.57,978.72,1.84,980.56
10.1697,1055,976.51,974.66,1.85,976.51
10.2198,1048,972.45,970.58,1.87,972.45
10.27,950,968.36,966.49,1.88,968.37
10.3201,961,964.27,962.38,1.89,964.27
10.3703,987,960.16,958.25,1.9,960.15
10.4204,983,956.03,954.12,1.92,956.04
10.4705,923,951.9,949.97,1.93,951.9
10.5207,936,947.76,945.82,1.94,947.76
10.5708,992,943.61,941.66,1.95,943.61
10.6209,950,939.46,937.49,1.97,939.46
10.6711,919,935.3,933.32,1.98,935.3
10.7212,955,931.13,929.14,1.99,931.13
10.7714,914,926.96,924.95,2.01,926.96
10.8215,919,922.79,920.77,2.02,922.79
10.8716,919,918.62,916.59,2.03,918.62
10.9218,908,914.45,912.4,2.05,914.45
10.9719,994,910.29,908.22,2.06,910.28
11.022,908,906.12,904.05,2.08,906.13
11.0722,941,901.97,899.88,2.09,901.97
11.1223,931,897.82,895.71,2.11,897.82
11.1725,879,893.67,891.55,2.12,893.67
11.2226,910,889.54,887.4,2.14,889.54
11.2727,891,885.41,883.26,2.15,885.41
11.3229,858,881.3,879.13,2.17,881.3
11.373,910,877.2,875.02,2.18,877.2
11.4231,905,873.11,870.92,2.2,873.12
11.4733,837,869.04,866.83,2.21,869.04
11.5234,902,864.99,862.76,2.23,864.99
11.5736,886,860.95,858.7,2.25,860.95
11.6237,891,856.93,854.67,2.26,856.93
11.6738,835,852.93,850.65,2.28,852.93
11.724,824,848.95,846.65,2.3,848.95
11.7741,845,844.99,842.68,2.31,844.99
11.8242,909,841.06,838.73,2.33,841.06
11.8744,845,837.15,834.8,2.35,837.15
11.9245,840,833.26,830.89,2.37,833.26
11.9746,863,829.4,827.01,2.38,829.39
12.0248,815,825.56,823.16,2.4,825.56
12.0749,843,821.76,819.34,2.42,821.76
12.1251,845,817.98,815.54,2.44,817.98
12.1752,772,814.23,811.77,2.46,814.23
12.2253,868,810.51,808.04,2.48,810.52
12.2755,876,806.83,804.33,2.5,806.83
12.3256,816,803.17,800.65,2.52,803.17
12.3757,784,799.55,797.01,2.54,799.55
12.4259,801,795.96,793.4,2.56,795.96
12.476,789,792.4,789.82,2.58,792.4
12.5262,777,788.88,786.28,2.6,788.88
12.5763,760,785.39,782.77,2.62,785.39
12.6264,814,781.94,779.3,2.64,781.94
12.6766,769,778.53,775.86,2.66,778.52
12.7267,820,775.15,772.46,2.68,775.14
12.7768,763,771.81,769.1,2.71,771.81
12.827,768,768.51,765.78,2.73,768.51
12.8771,771,765.24,762.49,2.75,765.24
12.9273,789,762.02,759.24,2.77,762.01
12.9774,785,758.83,756.03,2.8,758.83
13.0275,772,755.69,752.86,2.82,755.68
13.0777,784,752.58,749.73,2.85,752.58
13.1278,729,749.51,746.64,2.87,749.51
13.1779,773,746.49,743.59,2.9,746.49
13.2281,728,743.51,740.59,2.92,743.51
13.2782,756,740.56,737.62,2.95,740.57
13.3284,747,737.66,734.69,2.97,737.66
13.3785,822,734.8,731.81,3,734.81
13.4286,750,731.99,728.96,3.02,731.98
13.4788,797,729.21,726.16,3.05,729.21
13.5289,730,726.48,723.4,3.08,726.48
13.579,698,723.79,720.68,3.11,723.79
13.6292,664,721.14,718.01,3.14,721.15
13.6793,719,718.54,715.37,3.17,718.54
13.7294,717,715.98,712.78,3.19,715.97
13.7796,727,713.46,710.23,3.22,713.45
13.8297,677,710.98,707.73,3.25,710.98
13.8799,741,708.55,705.26,3.28,708.54
13.93,665,706.16,702.84,3.32,706.16
13.9801,673,703.81,700.46,3.35,703.81
14.0303,720,701.51,698.13,3.38,701.51
14.0804,738,699.25,695.83,3.41,699.24
14.1305,746,697.03,693.58,3.45,697.03
14.1807,722,694.85,691.37,3.48,694.85
14.2308,704,692.72,689.2,3.52,692.72
14.281,688,690.63,687.08,3.55,690.63
14.3311,702,688.58,684.99,3.59,688.58
14.3812,686,686.57,682.95,3.62,686.57
14.4314,652,684.61,680.95,3.66,684.61
14.4815,706,682.69,678.99,3.7,682.69
14.5316,673,680.81,677.07,3.74,680.81
14.5818,633,678.97,675.19,3.77,678.96
14.6319,676,677.17,673.35,3.81,677.16
14.6821,647,675.41,671.56,3.85,675.41
14.7322,662,673.7,669.8,3.9,673.7
14.7823,742,672.02,668.08,3.94,672.02
14.8325,699,670.38,666.4,3.98,670.38
14.8826,638,668.79,664.77,4.02,668.79
14.9327,646,667.23,663.17,4.07,667.24
14.9829,684,665.72,661.61,4.11,665.72
15.033,694,664.24,660.08,4.16,664.24
15.0832,633,662.8,658.6,4.21,662.81
15.1333,665,661.41,657.15,4.25,661.4
15.1834,662,660.05,655.74,4.3,660.04
15.2336,622,658.72,654.37,4.35,658.72
15.2837,672,657.44,653.03,4.41,657.44
15.3338,679,656.19,651.73,4.46,656.19
15.384,686,654.98,650.47,4.51,654.98
15.4341,621,653.81,649.24,4.56,653.8
15.4842,647,652.67,648.05,4.62,652.67
15.5344,615,651.57,646.89,4.68,651.57
15.5845,644,650.5,645.77,4.73,650.5
15.6347,698,649.47,644.68,4.79,649.47
15.6848,656,648.47,643.62,4.85,648.47
15.7349,592,647.51,642.6,4.92,647.52
15.7851,635,646.59,641.6,4.98,646.58
15.8352,611,645.69,640.65,5.05,645.7
15.8853,613,644.83,639.72,5.11,644.83
15.9355,634,644,638.82,5.18,644
15.9856,589,643.21,637.96,5.25,643.21
16.0358,668,642.45,637.13,5.32,642.45
16.0859,615,641.72,636.32,5.39,641.71
16.136,611,641.02,635.55,5.47,641.02
16.1862,639,640.35,634.81,5.55,640.36
16.2363,596,639.71,634.09,5.62,639.71
16.2864,626,639.11,633.4,5.71,639.11
16.3366,635,638.53,632.74,5.79,638.53
16.3867,643,637.99,632.11,5.87,637.98
16.4369,610,637.47,631.51,5.96,637.47
16.487,663,636.98,630.93,6.05,636.98
16.5371,612,636.52,630.38,6.14,636.52
16.5873,596,636.09,629.85,6.24,636.09
16.6374,617,635.68,629.35,6.34,635.69
16.6875,655,635.31,628.87,6.44,635.31
16.7377,603,634.96,628.42,6.54,634.96
16.7878,586,634.64,627.99,6.65,634.64
16.838,653,634.34,627.59,6.76,634.35
16.8881,565,634.07,627.2,6.87,634.07
16.9382,640,633.83,626.84,6.99,633.83
16.9884,599,633.61,626.5,7.11,633.61
17.0385,643,633.42,626.19,7.23,633.42
17.0886,573,633.25,625.89,7.36,633.25
17.1388,561,633.11,625.62,7.5,633.12
17.1889,650,633,625.36,7.63,632.99
17.239,666,632.9,625.13,7.78,632.91
17.2892,657,632.84,624.91,7.92,632.83
17.3393,624,632.79,624.72,8.08,632.8
17.3895,603,632.77,624.54,8.23,632.77
17.4396,604,632.78,624.38,8.4,632.78
17.4897,603,632.8,624.24,8.57,632.81
17.5399,606,632.86,624.11,8.75,632.86
17.59,609,632.93,624,8.93,632.93
17.6401,601,633.03,623.91,9.12,633.03
17.6903,631,633.15,623.83,9.32,633.15
17.7404,630,633.3,623.77,9.53,633.3
17.7906,598,633.47,623.72,9.74,633.46
17.8407,598,633.66,623.69,9.97,633.66
17.8908,600,633.88,623.67,10.21,633.88
17.941,612,634.12,623.67,10.45,634.12
17.9911,594,634.39,623.68,10.71,634.39
18.0412,618,634.68,623.7,10.98,634.68
18.0914,580,635,623.73,11.27,635
18.1415,609,635.34,623.78,11.57,635.35
18.1917,628,635.71,623.84,11.87,635.71
18.2418,603,636.11,623.91,12.2,636.11
18.2919,591,636.54,623.99,12.55,636.54
18.3421,596,637,624.08,12.92,637
18.3922,640,637.48,624.18,13.3,637.48
18.4423,591,638,624.29,13.71,638
18.4925,576,638.56,624.41,14.15,638.56
18.5426,594,639.14,624.54,14.61,639.15
18.5928,622,639.77,624.68,15.09,639.77
18.6429,622,640.45,624.82,15.63,640.45
18.693,615,641.74,624.98,16.76,641.74
18.7432,667,644.86,625.14,19.73,644.87
18.7933,607,652.28,625.31,26.98,652.29
18.8434,659,661.93,625.48,36.44,661.92
18.8936,682,659.34,625.66,33.68,659.34
18.9437,669,653.72,625.85,27.87,653.72
18.9938,693,651.17,626.05,25.13,651.18
19.044,654,650.37,626.25,24.13,650.38
19.0941,651,650.42,626.45,23.97,650.42
19.1443,675,650.94,626.66,24.28,650.94
19.1944,677,651.77,626.87,24.89,651.76
19.2445,675,652.82,627.09,25.73,652.82
19.2947,740,654.06,627.32,26.75,654.07
19.3448,691,655.48,627.54,27.94,655.48
19.3949,733,657.08,627.77,29.31,657.08
19.4451,770,658.85,628,30.84,658.84
19.4952,724,660.83,628.24,32.59,660.83
19.5454,703,663.02,628.48,34.55,663.03
19.5955,747,665.47,628.72,36.75,665.47
19.6456,735,668.19,628.96,39.23,668.19
19.6958,776,671.24,629.2,42.04,671.24
19.7459,797,674.67,629.44,45.23,674.67
19.796,793,678.56,629.69,48.87,678.56
19.8462,882,682.97,629.94,53.03,682.97
19.8963,853,688.03,630.18,57.85,688.03
19.9465,893,693.88,630.43,63.44,693.87
19.9966,913,700.68,630.68,70,700.68
20.0467,911,708.69,630.93,77.76,708.69
20.0969,944,718.1,631.17,86.93,718.1
20.147,916,729.53,631.42,98.11,729.53
20.1971,921,743.46,631.66,111.8,743.46
20.2473,985,760.73,631.91,128.82,760.73
20.2974,978,782.49,632.15,150.34,782.49
20.3476,949,810.51,632.39,178.12,810.51
20.3977,1026,847.46,632.63,214.83,847.46
20.4478,1074,897.65,632.87,264.78,897.65
20.498,1155,968.23,633.1,335.13,968.23
20.5481,1346,1071.97,633.34,438.64,1071.98
20.5982,1590,1233.03,633.57,599.46,1233.03
20.6484,1692,1500.82,633.79,867.02,1500.81
20.6985,2500,1983.62,634.02,1349.6,1983.62
20.7486,3513,2922.37,634.24,2288.13,2922.37
20.7988,5373,4748.71,634.46,4114.25,4748.71
20.8489,7915,7507.01,634.67,6872.34,7507.01
20.8991,8396,8223.28,634.88,7588.39,8223.27
20.9492,6027,5959.07,635.09,5323.98,5959.07
20.9993,3579,3549.34,635.29,2914.05,3549.34
21.0495,2277,2262.73,635.49,1627.24,2262.73
21.0996,1822,1642.4,635.68,1006.71,1642.39
21.1497,1380,1315.17,635.87,679.3,1315.17
21.1999,1193,1124.96,636.06,488.9,1124.96
21.25,1066,1005.51,636.24,369.27,1005.51
21.3002,1072,925.89,636.41,289.47,925.88
21.3503,982,870.3,636.58,233.71,870.29
21.4004,916,830.02,636.75,193.28,830.03
21.4506,969,799.97,636.91,163.06,799.97
21.5007,877,777.14,637.06,140.08,777.14
21.5508,825,759.16,637.21,121.95,759.16
21.601,826,744.88,637.35,107.52,744.87
21.6511,765,733.37,637.49,95.88,733.37
21.7013,799,723.98,637.62,86.36,723.98
21.7514,776,716.23,637.74,78.48,716.22
21.8015,746,709.78,637.86,71.92,709.78
21.8517,778,704.37,637.97,66.39,704.36
21.9018,717,699.79,638.08,61.71,699.79
21.9519,685,695.91,638.18,57.73,695.91
22.0021,770,692.59,638.27,54.32,692.59
22.0522,729,689.74,638.36,51.39,689.75
22.1024,761,687.3,638.44,48.86,687.3
22.1525,765,685.19,638.51,46.68,685.19
22.2026,732,683.37,638.57,44.8,683.37
22.2528,695,681.81,638.63,43.18,681.81
22.3029,697,680.45,638.68,41.77,680.45
22.353,685,679.28,638.73,40.56,679.29
22.4032,682,678.28,638.76,39.52,678.28
22.4533,679,677.42,638.79,38.63,677.42
22.5034,634,676.7,638.81,37.88,676.69
22.5536,636,676.09,638.83,37.26,676.09
22.6037,643,675.58,638.84,36.74,675.58
22.6539,610,675.17,638.84,36.34,675.18
22.704,712,674.85,638.83,36.02,674.85
22.7541,634,674.61,638.81,35.8,674.61
22.8043,724,674.44,638.79,35.65,674.44
22.8544,718,674.35,638.76,35.59,674.35
22.9045,633,674.32,638.72,35.6,674.32
22.9547,671,674.35,638.67,35.68,674.35
23.0048,577,674.44,638.62,35.82,674.44
23.055,663,674.59,638.55,36.04,674.59
23.1051,599,674.79,638.48,36.31,674.79
23.1552,615,675.05,638.4,36.65,675.05
23.2054,651,675.37,638.32,37.05,675.37
23.2555,644,675.74,638.22,37.52,675.74
23.3056,681,676.16,638.12,38.04,676.16
23.3558,604,676.64,638.01,38.63,676.64
23.4059,643,677.17,637.89,39.28,677.17
23.4561,606,677.76,637.76,40,677.76
23.5062,619,678.4,637.63,40.78,678.41
23.5563,620,679.1,637.48,41.62,679.1
23.6065,571,679.87,637.33,42.54,679.87
23.6566,608,680.69,637.17,43.52,680.69
23.7067,687,681.58,637,44.58,681.58
23.7569,623,682.53,636.83,45.7,682.53
23.807,659,683.59,636.64,46.95,683.59
23.8572,638,686,636.45,49.55,686
23.9073,643,692.51,636.25,56.26,692.51
23.9574,706,710.26,636.04,74.22,710.26
24.0076,738,754.51,635.82,118.68,754.5
24.0577,794,799.25,635.6,163.65,799.25
24.1078,730,772.41,635.37,137.04,772.41
24.158,669,739.06,635.13,103.94,739.07
24.2081,666,722.44,634.88,87.57,722.45
24.2582,663,714.59,634.62,79.97,714.59
24.3084,666,710.9,634.35,76.54,710.89
24.3585,656,709.4,634.08,75.32,709.4
24.4087,693,709.22,633.8,75.42,709.22
24.4588,610,709.9,633.51,76.4,709.91
24.5089,649,711.24,633.21,78.02,711.23
24.5591,673,713.06,632.91,80.16,713.07
24.6092,604,715.36,632.59,82.77,715.36
24.6593,595,718.07,632.27,85.8,718.07
24.7095,650,721.19,631.94,89.25,721.19
24.7596,646,724.71,631.6,93.1,724.7
24.8098,693,728.65,631.26,97.39,728.65
24.8599,594,733.03,630.91,102.12,733.03
24.91,613,737.9,630.55,107.35,737.9
24.9602,682,743.28,630.18,113.11,743.29
25.0103,649,749.25,629.8,119.45,749.25
25.0604,675,755.86,629.42,126.44,755.86
25.1106,695,763.18,629.03,134.15,763.18
25.1607,724,771.32,628.63,142.69,771.32
25.2109,722,780.37,628.22,152.15,780.37
25.261,714,790.47,627.81,162.66,790.47
25.3111,690,801.77,627.39,174.38,801.77
25.3613,718,814.46,626.96,187.5,814.46
25.4114,765,828.63,626.52,202.11,828.63
25.4615,803,844.79,626.08,218.71,844.79
25.5117,759,863.16,625.63,237.53,863.16
25.5618,788,884.13,625.17,258.96,884.13
25.612,864,908.22,624.7,283.52,908.22
25.6621,1055,936.06,624.23,311.83,936.06
25.7122,1095,968.45,623.75,344.69,968.44
25.7624,1336,1006.41,623.27,383.14,1006.41
25.8125,1348,1051.27,622.77,428.5,1051.27
25.8626,1297,1104.81,622.27,482.54,1104.81
25.9128,1380,1169.38,621.77,547.61,1169.38
25.9629,1441,1248.18,621.25,626.92,1248.17
26.013,1524,1345.69,620.73,724.96,1345.69
26.0632,1509,1468.31,620.21,848.1,1468.31
26.1133,1639,1625.36,619.67,1005.69,1625.36
26.1635,1781,1831.01,619.13,1211.88,1831.01
26.2136,1974,2107.39,618.58,1488.8,2107.38
26.2637,2295,2486.98,618.03,1868.95,2486.98
26.3139,2729,3038.2,617.47,2420.73,3038.2
26.364,3487,3872.35,616.91,3255.44,3872.35
26.4141,4994,5212.04,616.33,4595.7,5212.03
26.4643,7290,7514.83,615.75,6899.07,7514.82
26.5144,11967,11741.06,615.17,11125.89,11741.06
26.5646,20746,19952.56,614.58,19337.98,19952.56
26.6147,35852,34925.63,613.98,34311.64,34925.62
26.6648,48660,46766.33,613.38,46152.95,46766.33
26.715,42840,40607.18,612.77,39994.4,40607.17
26.7651,27823,26445.35,612.16,25833.2,26445.36
26.8152,14820,14837.84,611.54,14226.3,14837.84
26.8654,8138,8903.41,610.91,8292.5,8903.41
26.9155,5051,5925.19,610.28,5314.91,5925.19
26.9657,3453,4282.89,609.64,3673.25,4282.89
27.0158,2678,3293.15,609,2684.15,3293.15
27.0659,2178,2653.46,608.35,2045.1,2653.45
27.1161,1821,2216.98,607.7,1609.28,2216.98
27.1662,1663,1907.55,607.04,1300.51,1907.55
27.2163,1510,1678.03,606.38,1071.65,1678.03
27.2665,1400,1504,605.71,898.29,1504
27.3166,1260,1368.88,605.03,763.84,1368.87
27.3668,1239,1261.85,604.35,657.49,1261.84
27.4169,1142,1175.6,603.67,571.93,1175.6
27.467,1099,1105.05,602.98,502.07,1105.05
27.5172,1041,1046.59,602.29,444.3,1046.59
27.5673,975,997.57,601.59,395.98,997.57
27.6174,975,956.05,600.89,355.16,956.05
27.6676,944,920.54,600.18,320.37,920.55
27.7177,888,889.93,599.47,290.46,889.93
27.7678,895,863.33,598.75,264.58,863.33
27.818,932,840.06,598.03,242.03,840.06
27.8681,850,819.56,597.3,222.26,819.56
27.9183,900,801.4,596.57,204.83,801.4
27.9684,890,785.23,595.84,189.39,785.23
28.0185,874,770.74,595.1,175.64,770.74
28.0687,830,757.78,594.36,163.43,757.79
28.1188,811,746,593.61,152.39,746
28.1689,840,735.31,592.86,142.45,735.31
28.2191,794,725.57,592.11,133.46,725.57
28.2692,777,716.66,591.35,125.31,716.66
28.3194,834,708.48,590.59,117.89,708.48
28.3695,769,700.95,589.82,111.12,700.94
28.4196,798,693.99,589.06,104.93,693.99
28.4698,800,687.54,588.28,99.25,687.53
28.5199,747,681.54,587.51,94.03,681.54
28.57,815,675.95,586.73,89.23,675.96
28.6202,807,670.73,585.95,84.79,670.74
28.6703,754,665.84,585.16,80.68,665.84
28.7205,809,661.24,584.37,76.87,661.24
28.7706,807,656.92,583.58,73.34,656.92
28.8207,822,652.84,582.79,70.05,652.84
28.8709,773,648.98,581.99,66.99,648.98
28.921,812,645.32,581.19,64.13,645.32
28.9711,823,641.86,580.38,61.48,641.86
29.0213,792,638.56,579.58,58.98,638.56
29.0714,840,635.41,578.77,56.64,635.41
29.1216,756,632.41,577.96,54.45,632.41
29.1717,747,629.54,577.14,52.39,629.53
29.2218,727,626.79,576.33,50.46,626.79
29.272,709,624.15,575.51,48.64,624.15
29.3221,740,621.61,574.69,46.93,621.62
29.3722,729,619.18,573.86,45.31,619.17
29.4224,690,616.83,573.04,43.79,616.83
29.4725,691,614.56,572.21,42.35,614.56
29.5226,624,612.38,571.38,41,612.38
29.5728,678,610.26,570.55,39.71,610.26
29.6229,664,608.21,569.71,38.5,608.21
29.6731,702,606.22,568.88,37.35,606.23
29.7232,642,604.29,568.04,36.25,604.29
29.7733,673,602.42,567.2,35.22,602.42
29.8235,640,600.59,566.36,34.23,600.59
29.8736,591,598.81,565.52,33.3,598.82
29.9237,590,597.08,564.67,32.41,597.08
29.9739,634,595.38,563.83,31.56,595.39
30.024,595,593.72,562.98,30.74,593.72
30.0742,595,592.09,562.13,29.96,592.09
30.1243,594,590.48,561.28,29.2,590.48
30.1744,577,588.9,560.43,28.47,588.9
30.2246,664,587.33,559.58,27.76,587.34
30.2747,600,585.78,558.72,27.06,585.78
30.3248,601,584.25,557.87,26.38,584.25
30.375,634,582.73,557.01,25.72,582.73
30.4251,626,581.25,556.15,25.09,581.24
30.4753,613,579.79,555.3,24.49,579.79
30.5254,604,578.35,554.44,23.91,578.35
30.5755,611,576.94,553.58,23.36,576.94
30.6257,575,575.55,552.72,22.83,575.55
30.6758,601,574.18,551.86,22.32,574.18
30.7259,598,572.83,551,21.84,572.84
30.7761,549,571.5,550.14,21.37,571.51
30.8262,638,570.19,549.27,20.92,570.19
30.8764,578,568.9,548.41,20.49,568.9
30.9265,622,567.62,547.55,20.07,567.62
30.9766,598,566.36,546.68,19.67,566.35
31.0268,585,565.11,545.82,19.29,565.11
31.0769,625,563.88,544.95,18.92,563.87
31.127,620,562.66,544.09,18.57,562.66
31.1772,588,561.45,543.23,18.23,561.46
31.2273,583,560.26,542.36,17.9,560.26
31.2774,581,559.08,541.5,17.59,559.09
31.3276,577,557.91,540.63,17.28,557.91
31.3777,547,556.76,539.77,16.99,556.76
31.4279,542,555.61,538.9,16.71,555.61
31.478,554,554.48,538.04,16.44,554.48
31.5281,494,553.36,537.17,16.18,553.35
31.5783,571,552.24,536.31,15.93,552.24
31.6284,498,551.14,535.45,15.69,551.14
31.6785,527,550.05,534.58,15.46,550.04
31.7287,580,548.96,533.72,15.24,548.96
31.7788,542,547.89,532.86,15.03,547.89
31.829,503,546.82,532,14.82,546.82
31.8791,553,545.77,531.14,14.63,545.77
31.9292,561,544.72,530.28,14.44,544.72
31.9794,515,543.68,529.42,14.26,543.68
32.0295,473,542.65,528.56,14.09,542.65
32.0796,521,541.62,527.7,13.92,541.62
32.1298,549,540.61,526.84,13.77,540.61
32.1799,505,539.6,525.98,13.62,539.6
32.2301,517,538.6,525.13,13.47,538.6
32.2802,546,537.61,524.27,13.34,537.61
32.3303,480,536.63,523.42,13.21,536.63
32.3805,522,535.65,522.57,13.08,535.65
32.4306,505,534.68,521.71,12.97,534.68
32.4807,495,533.72,520.86,12.85,533.71
32.5309,516,532.77,520.01,12.75,532.76
32.581,517,531.82,519.17,12.65,531.82
32.6312,493,530.89,518.32,12.57,530.89
32.6813,505,530.02,517.47,12.55,530.02
32.7314,497,529.27,516.63,12.64,529.27
32.7816,470,528.74,515.78,12.96,528.74
32.8317,519,528.66,514.94,13.72,528.66
32.8818,525,529.25,514.1,15.15,529.25
32.932,493,529.77,513.26,16.51,529.77
32.9821,510,528.68,512.42,16.26,528.68
33.0322,497,526.68,511.59,15.09,526.68
33.0824,486,524.86,510.75,14.11,524.86
33.1325,513,523.37,509.92,13.45,523.37
