Angle,Observed,Calculated,Background,Calcite_nb,SiO2_nb,Calcite,SiO2
36.0906,700,797.02,435.8,266.54,94.69,702.34,530.49
36.1408,732,760.31,435.3,209.09,115.92,644.39,551.22
36.1909,686,720.17,434.81,139.7,145.66,574.51,580.47
36.241,684,712.02,434.32,88.95,188.75,523.27,623.07
36.2912,668,745.79,433.83,59.12,252.84,492.95,686.67
36.3413,749,826.29,433.34,41.68,351.28,475.02,784.62
36.3914,889,971.83,432.85,30.97,508,463.82,940.85
36.4416,1174,1228.35,432.37,23.96,772.03,456.33,1204.4
36.4917,1548,1653.52,431.89,19.16,1202.48,451.05,1634.37
36.5418,2179,2118.59,431.41,15.74,1671.44,447.15,2102.85
36.592,2277,2197.58,430.93,13.23,1753.42,444.16,2184.35
36.6421,2067,1946.12,430.45,11.33,1504.33,441.78,1934.78
36.6923,1626,1546.13,429.98,9.86,1106.29,439.84,1536.27
36.7424,1186,1155.74,429.51,8.71,717.52,438.22,1147.03
36.7925,995,901.06,429.04,7.78,464.23,436.82,893.27
36.8427,801,752.01,428.57,7.03,316.4,435.6,744.97
36.8928,688,662.34,428.11,6.42,227.81,434.53,655.92
36.9429,661,605.3,427.64,5.91,171.75,433.55,599.39
36.9931,543,567.04,427.18,5.49,134.37,432.67,561.55
37.0432,570,540.18,426.72,5.13,108.32,431.85,535.04
37.0934,468,520.6,426.27,4.83,89.5,431.1,515.77
37.1435,495,505.89,425.81,4.58,75.49,430.39,501.3
37.1936,465,494.53,425.36,4.37,64.81,429.73,490.17
37.2438,481,485.58,424.91,4.19,56.48,429.1,481.39
37.2939,470,478.38,424.46,4.04,49.89,428.5,474.35
37.344,439,472.51,424.01,3.91,44.59,427.92,468.6
37.3942,469,467.65,423.57,3.81,40.28,427.38,463.85
37.4443,463,463.59,423.12,3.72,36.74,426.84,459.86
37.4945,451,460.16,422.68,3.66,33.82,426.34,456.5
37.5446,480,457.23,422.24,3.61,31.38,425.85,453.62
37.5947,423,454.74,421.81,3.58,29.35,425.39,451.16
37.6449,419,452.58,421.37,3.56,27.65,424.93,449.02
37.695,447,450.72,420.94,3.56,26.23,424.5,447.17
37.7451,442,449.11,420.51,3.57,25.04,424.08,445.55
37.7953,443,447.72,420.08,3.59,24.06,423.67,444.14
37.8454,428,446.54,419.65,3.63,23.26,423.28,442.91
37.8956,409,445.53,419.22,3.69,22.62,422.91,441.84
37.9457,423,444.72,418.8,3.76,22.16,422.56,440.96
37.9958,466,444.09,418.38,3.84,21.87,422.22,440.25
38.046,444,443.7,417.96,3.95,21.79,421.91,439.75
38.0961,465,443.69,417.54,4.07,22.07,421.61,439.61
38.1462,472,444.49,417.13,4.22,23.15,421.35,440.28
38.1964,451,446.25,416.71,4.39,25.14,421.1,441.85
38.2465,447,445.97,416.3,4.59,25.07,420.89,441.37
38.2966,426,444.7,415.89,4.83,23.99,420.72,439.88
38.3468,453,444.33,415.48,5.1,23.75,420.58,439.23
38.3969,471,444.56,415.07,5.41,24.07,420.48,439.14
38.4471,432,445.18,414.67,5.78,24.74,420.45,439.41
38.4972,434,446.16,414.27,6.2,25.69,420.47,439.96
38.5473,454,447.49,413.87,6.71,26.92,420.58,440.79
38.5975,446,449.23,413.47,7.31,28.45,420.78,441.92
38.6476,433,451.44,413.07,8.03,30.34,421.1,443.41
38.6977,451,454.23,412.68,8.91,32.65,421.59,445.33
38.7479,446,457.78,412.28,10.01,35.49,422.29,447.77
38.798,461,462.29,411.89,11.42,38.98,423.31,450.87
38.8482,483,468.13,411.5,13.28,43.35,424.78,454.85
38.8983,499,475.46,411.11,15.46,48.89,426.57,460
38.9484,501,484.59,410.73,17.86,56.01,428.59,466.74
38.9986,539,496.67,410.34,20.97,65.36,431.31,475.7
39.0487,530,513.26,409.96,25.31,77.99,435.27,487.95
39.0988,560,536.65,409.58,31.47,95.61,441.05,505.19
39.149,609,570.81,409.2,40.38,121.23,449.58,530.43
39.1991,649,622.78,408.82,53.68,160.27,462.5,569.09
39.2493,719,705.05,408.44,74.13,222.48,482.57,630.92
39.2994,930,838.8,408.07,106.51,324.23,514.58,732.3
39.3495,1102,1070.05,407.7,160.58,501.77,568.28,909.47
39.3997,1639,1530.25,407.33,250.82,872.1,658.15,1279.43
39.4498,2581,2371.53,406.96,358.06,1606.51,765.02,2013.47
39.4999,3222,2829.92,406.59,387.45,2035.89,794.04,2442.48
39.5501,2631,2437.48,406.22,340.94,1690.31,747.16,2096.53
39.6002,2273,2041.08,405.86,265,1370.23,670.86,1776.09
39.6503,1611,1404.3,405.5,176.69,822.12,582.19,1227.62
39.7005,1100,985.72,405.14,113.52,467.07,518.66,872.21
39.7506,872,781.08,404.78,76.19,300.12,480.97,704.9
39.8008,769,676.27,404.42,54.07,217.78,458.49,622.2
39.8509,682,619.39,404.06,40.28,175.05,444.34,579.11
39.901,632,589.03,403.71,31.2,154.12,434.91,557.83
39.9512,551,576.28,403.35,24.93,148,428.28,551.35
40.0013,606,578.31,403,20.43,154.88,423.43,557.88
40.0514,574,596.06,402.65,17.11,176.3,419.76,578.95
40.1016,629,634.73,402.3,14.57,217.85,416.87,620.15
40.1517,716,705.59,401.96,12.6,291.03,414.56,692.99
40.2019,777,832.45,401.61,11.04,419.8,412.65,821.41
40.252,1015,1033.06,401.27,9.78,622.02,411.05,1023.29
40.3021,1281,1205.16,400.92,8.76,795.48,409.68,1196.4
40.3523,1219,1187.1,400.58,7.91,778.61,408.49,1179.19
40.4024,1097,1071.45,400.24,7.2,664,407.44,1064.24
40.4525,915,902.64,399.9,6.61,496.13,406.51,896.03
40.5027,623,736.08,399.57,6.11,330.4,405.68,729.97
40.5528,644,625.7,399.23,5.68,220.79,404.91,620.02
40.603,567,559.96,398.9,5.31,155.75,404.21,554.65
40.6531,483,519.72,398.57,5,116.16,403.57,514.73
40.7032,527,493.69,398.23,4.72,90.74,402.95,488.97
40.7534,460,475.95,397.9,4.49,73.56,402.39,471.46
40.8035,486,463.3,397.58,4.28,61.45,401.86,459.03
40.8536,464,453.97,397.25,4.1,52.61,401.35,449.86
40.9038,453,446.87,396.92,3.95,46,400.87,442.92
40.9539,437,441.38,396.6,3.82,40.96,400.42,437.56
41.0041,443,437.07,396.28,3.7,37.09,399.98,433.37
41.0542,470,433.74,395.95,3.61,34.18,399.56,430.13
41.1043,450,431.4,395.63,3.53,32.24,399.16,427.87
41.1545,453,430.27,395.31,3.46,31.5,398.77,426.81
41.2046,400,429,395,3.41,30.6,398.41,425.6
41.2547,440,426.43,394.68,3.36,28.39,398.04,423.07
41.3049,453,424.47,394.36,3.34,26.77,397.7,421.13
41.355,413,423.19,394.05,3.32,25.82,397.37,419.87
41.4052,453,422.35,393.74,3.31,25.31,397.05,419.05
41.4553,457,421.86,393.42,3.32,25.11,396.74,418.53
41.5054,446,421.66,393.11,3.34,25.22,396.45,418.33
41.5556,422,421.77,392.8,3.36,25.6,396.16,418.4
41.6057,418,422.2,392.49,3.41,26.3,395.9,418.79
41.6558,456,422.99,392.19,3.46,27.34,395.65,419.53
41.706,452,424.19,391.88,3.53,28.78,395.41,420.66
41.7561,423,425.9,391.58,3.61,30.71,395.19,422.29
41.8062,456,428.24,391.27,3.71,33.26,394.98,424.53
41.8564,448,431.4,390.97,3.82,36.61,394.79,427.58
41.9065,507,435.66,390.67,3.96,41.03,394.63,431.7
41.9567,488,441.43,390.37,4.12,46.95,394.49,437.32
42.0068,460,449.38,390.07,4.3,55.02,394.37,445.09
42.0569,500,460.6,389.77,4.51,66.32,394.28,456.09
42.1071,490,476.93,389.47,4.76,82.69,394.23,472.16
42.1572,521,501.62,389.17,5.05,107.39,394.22,496.56
42.2073,594,540.31,388.88,5.39,146.04,394.27,534.92
42.2575,688,601.93,388.58,5.8,207.54,394.38,596.12
42.3076,768,703.97,388.29,6.3,309.37,394.59,697.66
42.3578,965,904.68,388,6.93,509.76,394.93,897.76
42.4079,1355,1338.66,387.71,7.66,943.29,395.37,1331
42.458,1751,1864.08,387.42,8.43,1468.23,395.85,1855.65
42.5082,1762,1722.33,387.13,9.3,1325.9,396.43,1713.03
42.5583,1521,1514.65,386.84,10.43,1117.39,397.27,1504.23
42.6084,1306,1216.7,386.55,11.9,818.25,398.45,1204.8
42.6586,1021,858.58,386.26,13.85,458.47,400.11,844.73
42.7087,728,668.34,385.98,16.47,265.89,402.45,651.87
42.7589,586,576.96,385.69,19.81,171.46,405.5,557.15
42.809,517,529.5,385.41,23.82,120.27,409.23,505.68
42.8591,500,504.07,385.12,29.29,89.66,414.41,474.78
42.9093,461,492.09,384.84,37.32,69.93,422.16,454.77
42.9594,533,490.38,384.56,49.36,56.47,433.92,441.03
43.0095,468,498.8,384.28,67.66,46.86,451.94,431.14
43.0597,544,520.22,384,96.47,39.76,480.47,423.76
43.1098,569,562.93,383.72,144.85,34.36,528.57,418.08
43.16,659,637.93,383.44,224.33,30.16,607.77,413.6
43.2101,758,721.6,383.16,311.61,26.83,694.77,409.99
43.2602,734,733.82,382.88,326.79,24.15,709.67,407.03
43.3104,663,692.12,382.61,287.56,21.95,670.17,404.56
43.3605,650,633.78,382.33,231.31,20.14,613.64,402.47
43.4106,539,559.73,382.06,159.05,18.62,541.11,400.68
43.4608,507,502.39,381.78,103.26,17.35,485.04,399.13
43.5109,469,467.3,381.51,69.52,16.27,451.03,397.78
43.561,447,446.2,381.24,49.62,15.34,430.86,396.58
43.6112,487,433,380.96,37.48,14.55,418.44,395.51
43.6613,432,424.05,380.69,29.48,13.88,410.17,394.57
43.7115,420,417.31,380.42,23.59,13.29,404.01,393.71
43.7616,416,412.18,380.15,19.23,12.79,399.38,392.94
43.8117,390,408.28,379.88,16.03,12.36,395.91,392.24
43.8619,378,405.24,379.61,13.63,12,393.24,391.61
43.912,381,402.82,379.34,11.79,11.68,391.13,391.02
43.9621,406,400.84,379.08,10.34,11.42,389.42,390.5
44.0123,409,399.21,378.81,9.19,11.21,388,390.02
44.0624,398,397.83,378.54,8.25,11.04,386.79,389.58
44.1126,404,396.66,378.28,7.48,10.91,385.76,389.19
44.1627,385,395.66,378.01,6.83,10.82,384.84,388.83
44.2128,401,394.8,377.75,6.3,10.76,384.05,388.51
44.263,387,394.07,377.48,5.84,10.75,383.32,388.23
44.3131,373,393.44,377.22,5.45,10.77,382.67,387.99
44.3632,363,392.9,376.95,5.12,10.82,382.07,387.77
44.4134,363,392.46,376.69,4.84,10.92,381.53,387.61
44.4635,354,392.09,376.43,4.6,11.06,381.03,387.49
44.5137,354,391.81,376.17,4.39,11.25,380.56,387.42
44.5638,351,391.6,375.9,4.21,11.49,380.11,387.39
44.6139,341,391.48,375.64,4.05,11.78,379.69,387.42
44.6641,354,391.46,375.38,3.92,12.16,379.3,387.54
44.7142,385,391.57,375.12,3.81,12.65,378.93,387.77
44.7643,428,391.84,374.86,3.71,13.27,378.57,388.13
44.8145,361,392.34,374.6,3.63,14.11,378.23,388.71
44.8646,411,393.18,374.34,3.56,15.28,377.9,389.62
44.9147,411,394.63,374.08,3.51,17.04,377.59,391.12
44.9649,410,397.17,373.83,3.46,19.89,377.29,393.72
45.015,441,400.98,373.57,3.43,23.98,377,397.55
45.0652,400,403.69,373.31,3.41,26.97,376.72,400.28
45.1153,389,403.68,373.05,3.4,27.23,376.45,400.28
45.1654,419,403.69,372.8,3.4,27.5,376.2,400.3
45.2156,399,405.04,372.54,3.4,29.1,375.94,401.64
45.2657,417,407.8,372.28,3.42,32.1,375.7,404.38
45.3158,406,412.11,372.03,3.45,36.63,375.48,408.66
45.366,452,418.39,371.77,3.48,43.14,375.25,414.91
45.4161,474,427.5,371.52,3.53,52.46,375.05,423.98
45.4663,472,441.09,371.26,3.58,66.25,374.84,437.51
45.5164,506,461.69,371.01,3.65,87.03,374.66,458.04
45.5665,560,493.5,370.75,3.72,119.02,374.47,489.77
45.6167,546,542.98,370.5,3.81,168.67,374.31,539.17
45.6668,696,628.44,370.24,3.91,254.28,374.15,624.52
45.7169,839,807.76,369.99,4.02,433.75,374.01,803.74
45.7671,1078,1169.87,369.74,4.15,795.98,373.89,1165.72
45.8172,1240,1433.79,369.48,4.29,1060.02,373.77,1429.5
45.8674,1100,1241.1,369.23,4.45,867.42,373.68,1236.65
45.9175,1015,1133.38,368.98,4.63,759.77,373.61,1128.75
45.9676,836,925.47,368.72,4.82,551.92,373.54,920.64
46.0178,708,685.02,368.47,5.05,311.5,373.52,679.97
46.0679,540,557.65,368.22,5.3,184.13,373.52,552.35
46.118,491,494.23,367.97,5.58,120.69,373.55,488.66
46.1682,459,459.45,367.72,5.89,85.84,373.61,453.56
46.2183,445,438.54,367.46,6.25,64.82,373.71,432.28
46.2685,427,425.06,367.21,6.66,51.19,373.87,418.4
46.3186,424,415.93,366.96,7.12,41.85,374.08,408.81
46.3687,428,409.54,366.71,7.66,35.17,374.37,401.88
46.4189,411,404.97,366.46,8.27,30.24,374.73,396.7
46.469,437,401.7,366.21,8.99,26.5,375.2,392.71
46.5191,409,399.39,365.96,9.84,23.59,375.8,389.55
46.5693,416,397.86,365.7,10.85,21.3,376.55,387
46.6194,397,396.99,365.45,12.06,19.47,377.51,384.92
46.6696,397,396.74,365.2,13.55,17.98,378.75,383.18
46.7197,376,397.13,364.95,15.41,16.77,380.36,381.72
46.7698,435,398.26,364.7,17.79,15.77,382.49,380.47
46.82,431,400.29,364.45,20.89,14.94,385.34,379.39
46.8701,431,403.51,364.2,25.05,14.26,389.25,378.46
46.9202,408,408.45,363.95,30.82,13.69,394.77,377.64
46.9704,422,415.88,363.7,38.97,13.21,402.67,376.91
47.0205,451,427.36,363.45,51.09,12.82,414.54,376.27
47.0706,495,446.17,363.2,70.47,12.5,433.67,375.7
47.1208,479,476.16,362.95,100.97,12.24,463.92,375.19
47.1709,507,509.61,362.7,134.88,12.03,497.58,374.73
47.2211,523,521.4,362.45,147.08,11.87,509.53,374.32
47.2712,574,519.71,362.2,145.76,11.76,507.96,373.96
47.3213,589,520.61,361.95,146.98,11.68,508.93,373.63
47.3715,534,522.53,361.7,149.19,11.64,510.89,373.34
47.4216,613,541.22,361.45,168.14,11.64,529.59,373.09
47.4717,612,593.9,361.2,221.04,11.66,582.24,372.86
47.5219,701,686.7,360.94,314.03,11.72,674.97,372.66
47.572,723,767.48,360.69,394.98,11.81,755.67,372.5
47.6222,695,755.79,360.44,383.42,11.92,743.86,372.36
47.6723,710,708.17,360.19,335.91,12.07,696.1,372.26
47.7224,629,649.11,359.94,276.93,12.24,636.87,372.18
47.7726,602,569.73,359.69,197.59,12.44,557.28,372.13
47.8227,527,506.72,359.44,134.61,12.67,494.05,372.11
47.8728,482,468.35,359.19,96.22,12.94,455.41,372.13
47.923,472,446.07,358.94,73.9,13.23,432.84,372.17
47.9731,447,433.14,358.69,60.89,13.56,419.58,372.25
48.0233,462,425.93,358.44,53.57,13.93,412.01,372.37
48.0734,467,422.65,358.19,50.13,14.33,408.32,372.52
48.1235,451,422.5,357.94,49.8,14.77,407.74,372.71
48.1737,456,425.39,357.68,52.45,15.26,410.13,372.94
48.2238,468,431.76,357.43,58.53,15.79,415.96,373.22
48.2739,504,442.64,357.18,69.08,16.38,426.26,373.56
48.3241,509,459.73,356.93,85.78,17.01,442.71,373.94
48.3742,533,486.42,356.68,112.02,17.72,468.7,374.4
48.4244,539,529.84,356.43,154.92,18.49,511.35,374.92
48.4745,571,604.27,356.18,228.76,19.33,584.94,375.51
48.5246,701,718.9,355.92,342.71,20.27,698.63,376.19
48.5748,769,816.55,355.67,439.58,21.29,795.25,376.96
48.6249,729,806.26,355.42,428.42,22.43,783.84,377.85
48.675,639,754.24,355.17,375.39,23.68,730.56,378.85
48.7252,646,691.64,354.91,311.66,25.07,666.57,379.98
48.7753,589,602.87,354.66,221.59,26.62,576.25,381.28
48.8254,538,529.55,354.41,146.79,28.35,501.2,382.76
48.8756,503,484.29,354.16,99.84,30.29,454,384.45
48.9257,497,457.85,353.9,71.46,32.49,425.36,386.39
48.9759,465,442.24,353.65,53.61,34.98,407.26,388.63
49.026,456,433.03,353.4,41.79,37.84,395.19,391.24
49.0761,450,427.92,353.14,33.59,41.19,386.73,394.33
49.1263,438,425.79,352.89,27.66,45.24,380.55,398.13
49.1764,428,426.34,352.63,23.24,50.46,375.87,403.09
49.2265,432,429.04,352.38,19.85,56.81,372.23,409.19
49.2767,441,431.31,352.13,17.19,61.99,369.32,414.12
49.3268,432,434.41,351.87,15.06,67.48,366.93,419.35
49.377,449,439.77,351.62,13.33,74.83,364.95,426.45
49.4271,422,447.42,351.36,11.9,84.16,363.26,435.52
49.4772,451,457.6,351.11,10.7,95.79,361.81,446.9
49.5274,451,470.9,350.85,9.69,110.35,360.54,461.2
49.5775,448,488.31,350.6,8.83,128.89,359.43,479.49
49.6276,491,511.17,350.34,8.08,152.75,358.42,503.09
49.6778,533,540.68,350.09,7.44,183.15,357.53,533.24
49.7279,572,580.29,349.83,6.87,223.59,356.7,573.42
49.7781,612,635.13,349.57,6.38,279.18,355.95,628.75
49.8282,657,713.01,349.32,5.94,357.75,355.26,707.07
49.8783,758,824.76,349.06,5.54,470.15,354.6,819.21
49.9285,940,987.75,348.81,5.19,633.75,354,982.56
49.9786,1190,1236.99,348.55,4.88,883.56,353.43,1232.11
50.0287,1625,1648.53,348.29,4.59,1295.64,352.88,1643.93
50.0789,2331,2325.88,348.03,4.34,1973.51,352.37,2321.54
50.129,3197,3157.5,347.78,4.1,2805.61,351.88,3153.39
50.1792,3611,3471.32,347.52,3.89,3119.91,351.41,3467.43
50.2293,3227,3162.08,347.26,3.7,2811.13,350.96,3158.39
50.2794,2832,2804.42,347,3.52,2453.89,350.52,2800.89
50.3296,2162,2281.51,346.75,3.35,1931.41,350.1,2278.16
50.3797,1541,1673.01,346.49,3.2,1323.32,349.69,1669.81
50.4298,1226,1233.66,346.23,3.06,884.37,349.29,1230.6
50.48,867,966.03,345.97,2.94,617.13,348.91,963.1
50.5301,717,806.95,345.71,2.82,458.41,348.53,804.12
50.5802,684,716.81,345.45,2.72,368.65,348.17,714.1
50.6304,639,669.53,345.19,2.63,321.71,347.82,666.9
50.6805,595,616.97,344.93,2.55,269.49,347.48,614.42
50.7307,575,566.5,344.67,2.51,219.32,347.18,563.99
50.7808,540,534.58,344.41,2.47,187.69,346.88,532.1
50.8309,529,498.49,344.15,2.38,151.95,346.53,496.1
50.8811,434,467.6,343.89,2.27,121.44,346.16,465.33
50.9312,426,446.67,343.63,2.17,100.87,345.8,444.5
50.9813,445,431.75,343.37,2.08,86.3,345.45,429.67
51.0315,406,420.36,343.11,2.01,75.25,345.12,418.36
51.0816,397,411.29,342.85,1.94,66.5,344.79,409.35
51.1318,405,403.84,342.59,1.88,59.37,344.47,401.96
51.1819,367,397.61,342.33,1.83,53.45,344.16,395.78
51.232,360,392.33,342.06,1.79,48.47,343.85,390.53
51.2822,392,387.8,341.8,1.75,44.25,343.55,386.05
51.3323,384,383.86,341.54,1.73,40.59,343.27,382.13
51.3824,398,380.39,341.28,1.73,37.38,343.01,378.66
51.4326,361,377.36,341.01,1.78,34.57,342.79,375.58
51.4827,388,374.73,340.75,1.88,32.1,342.63,372.85
51.5329,376,372.35,340.49,1.93,29.93,342.42,370.42
51.583,360,370.05,340.23,1.83,28,342.06,368.23
51.6331,342,367.93,339.96,1.68,26.28,341.64,366.24
51.6833,364,366.02,339.7,1.58,24.75,341.28,364.45
51.7334,357,364.31,339.43,1.5,23.37,340.93,362.8
51.7835,350,362.75,339.17,1.45,22.13,340.62,361.3
51.8337,348,361.32,338.91,1.4,21.01,340.31,359.92
51.8838,351,360.01,338.64,1.37,20,340.01,358.64
51.9339,348,358.8,338.38,1.34,19.08,339.72,357.46
51.9841,340,357.67,338.11,1.31,18.25,339.42,356.36
52.0342,377,356.64,337.85,1.3,17.49,339.15,355.34
52.0844,358,355.68,337.58,1.29,16.8,338.87,354.38
52.1345,318,354.77,337.32,1.28,16.17,338.6,353.49
52.1846,354,353.9,337.05,1.25,15.6,338.3,352.65
52.2348,364,353.08,336.79,1.21,15.08,338,351.87
52.2849,361,352.31,336.52,1.19,14.6,337.71,351.12
52.335,358,351.59,336.26,1.16,14.17,337.42,350.43
52.3852,359,350.91,335.99,1.14,13.78,337.13,349.77
52.4353,337,350.27,335.72,1.12,13.42,336.84,349.14
52.4855,356,349.66,335.46,1.11,13.1,336.57,348.56
52.5356,328,349.09,335.19,1.09,12.81,336.28,348
52.5857,354,348.55,334.92,1.08,12.55,336,347.47
52.6359,356,348.04,334.66,1.07,12.32,335.73,346.98
52.686,332,347.56,334.39,1.06,12.12,335.45,346.51
52.7361,343,347.11,334.12,1.04,11.94,335.16,346.06
52.7863,347,346.68,333.86,1.03,11.79,334.89,345.65
52.8364,325,346.28,333.59,1.03,11.67,334.62,345.26
52.8866,332,345.91,333.32,1.02,11.57,334.34,344.89
52.9367,320,345.56,333.05,1.01,11.49,334.06,344.54
52.9868,355,345.23,332.79,1,11.45,333.79,344.24
53.037,341,344.94,332.52,0.99,11.42,333.51,343.94
53.0871,318,344.67,332.25,0.99,11.43,333.24,343.68
53.1372,340,344.42,331.98,0.98,11.46,332.96,343.44
53.1874,360,344.21,331.71,0.98,11.52,332.69,343.23
53.2375,338,344.04,331.45,0.97,11.62,332.42,343.07
53.2877,356,343.9,331.18,0.97,11.76,332.15,342.94
53.3378,340,343.82,330.91,0.97,11.95,331.88,342.86
53.3879,391,343.81,330.64,0.96,12.21,331.6,342.85
53.4381,293,343.89,330.37,0.96,12.55,331.33,342.92
53.4882,341,344.1,330.1,0.96,13.04,331.06,343.14
53.5383,360,344.55,329.83,0.96,13.76,330.79,343.59
53.5885,358,345.42,329.57,0.96,14.9,330.53,344.47
53.6386,343,346.97,329.3,0.96,16.72,330.26,346.02
53.6888,344,348.85,329.03,0.96,18.86,329.99,347.89
53.7389,327,349.32,328.76,0.96,19.6,329.72,348.36
53.789,338,348.5,328.49,0.97,19.04,329.46,347.53
53.8392,360,347.88,328.22,0.97,18.7,329.19,346.92
53.8893,358,347.82,327.95,0.97,18.9,328.92,346.85
53.9394,347,348.21,327.68,0.98,19.55,328.66,347.23
53.9896,368,348.96,327.41,0.98,20.56,328.39,347.97
54.0397,373,350.04,327.14,0.99,21.91,328.13,349.05
54.0898,334,351.49,326.87,1,23.61,327.87,350.48
54.14,339,353.35,326.6,1.02,25.73,327.62,352.33
54.1901,356,355.74,326.33,1.04,28.37,327.37,354.7
54.2403,354,358.8,326.06,1.08,31.66,327.14,357.72
54.2904,388,362.75,325.79,1.14,35.81,326.93,361.6
54.3405,403,367.93,325.52,1.24,41.16,326.76,366.68
54.3907,399,374.78,325.25,1.35,48.18,326.6,373.43
54.4408,402,383.97,324.99,1.35,57.63,326.34,382.62
54.4909,422,396.68,324.72,1.29,70.67,326.01,395.39
54.5411,447,414.98,324.45,1.26,89.27,325.71,413.72
54.5912,431,441.4,324.18,1.27,115.95,325.45,440.13
54.6414,505,478.85,323.91,1.32,153.62,325.23,477.53
54.6915,548,533.86,323.64,1.36,208.85,325,532.49
54.7416,651,630.14,323.37,1.35,305.42,324.72,628.79
54.7918,804,828.36,323.1,1.33,503.93,324.43,827.03
54.8419,926,1225.64,322.83,1.33,901.48,324.16,1224.31
54.892,1140,1599.69,322.56,1.35,1275.78,323.91,1598.34
54.9422,1090,1395.88,322.29,1.4,1072.18,323.69,1394.47
54.9923,1043,1214.63,322.02,1.47,891.14,323.49,1213.16
55.0425,952,1181.75,321.75,1.51,858.49,323.26,1180.24
55.0926,773,938.9,321.48,1.5,615.91,322.98,937.39
55.1427,721,716.5,321.21,1.51,393.78,322.72,714.99
55.1929,636,619.98,320.94,1.53,297.5,322.47,618.44
55.243,660,615.39,320.68,1.56,293.15,322.24,613.83
55.2931,715,704.41,320.41,1.61,382.39,322.02,702.8
55.3433,768,828.2,320.14,1.66,506.41,321.8,826.55
55.3934,724,764.24,319.87,1.72,442.65,321.59,762.52
55.4436,612,672.78,319.6,1.79,351.39,321.39,670.99
55.4937,638,654.32,319.33,1.86,333.12,321.19,652.45
55.5438,541,571.84,319.06,1.95,250.83,321.01,569.89
55.594,475,476.24,318.8,2.05,155.4,320.85,474.2
55.6441,443,422.41,318.53,2.16,101.72,320.69,420.25
55.6942,411,393.57,318.26,2.29,73.02,320.55,391.28
55.7444,422,376.63,317.99,2.43,56.2,320.42,374.19
55.7945,406,365.74,317.72,2.6,45.41,320.32,363.13
55.8446,332,358.25,317.46,2.8,37.99,320.26,355.45
55.8948,343,352.84,317.19,3.02,32.63,320.21,349.82
55.9449,358,348.82,316.92,3.29,28.6,320.21,345.52
55.9951,353,345.75,316.65,3.62,25.48,320.27,342.13
56.0452,354,343.41,316.39,4.01,23.01,320.4,339.4
56.0953,320,341.64,316.12,4.5,21.02,320.62,337.14
56.1455,330,340.36,315.86,5.11,19.39,320.97,335.25
56.1956,346,339.54,315.59,5.9,18.05,321.49,333.64
56.2457,335,339.2,315.32,6.94,16.93,322.26,332.25
56.2959,313,339.4,315.06,8.34,16,323.4,331.06
56.346,328,340.26,314.79,10.25,15.23,325.04,330.02
56.3962,321,341.99,314.53,12.88,14.58,327.41,329.11
56.4463,341,345.01,314.26,16.69,14.06,330.95,328.32
56.4964,378,350.34,314,22.7,13.64,336.7,327.64
56.5466,365,359.7,313.73,32.65,13.32,346.38,327.05
56.5967,384,373.93,313.47,47.36,13.1,360.83,326.57
56.6468,360,385.88,313.2,59.69,12.98,372.89,326.18
56.697,392,384.41,312.94,58.49,12.98,371.43,325.92
56.7471,383,377.92,312.67,52.13,13.11,364.8,325.78
56.7973,362,373.57,312.41,47.74,13.42,360.15,325.83
56.8474,355,366.07,312.15,39.98,13.94,352.13,326.09
56.8975,387,357.23,311.88,30.58,14.77,342.46,326.65
56.9477,349,351.82,311.62,24.18,16.01,335.8,327.63
56.9978,362,350.22,311.36,21.03,17.83,332.39,329.19
57.0479,353,351.93,311.1,20.19,20.64,331.29,331.74
57.0981,380,357.25,310.84,21.13,25.29,331.97,336.13
57.1482,381,367.36,310.57,23.74,33.05,334.31,343.62
57.1983,401,382.41,310.31,28.21,43.89,338.52,354.2
57.2485,398,396.45,310.05,35.13,51.27,345.18,361.32
57.2986,392,404.76,309.79,46.1,48.87,355.89,358.66
57.3488,422,418.14,309.53,64.57,44.04,374.1,353.57
57.3989,459,444.89,309.27,95.49,40.14,404.76,349.41
57.449,452,479.3,309.01,136.78,33.51,445.79,342.52
57.4992,480,494.44,308.76,159.46,26.22,468.22,334.98
57.5493,435,475.37,308.5,145.82,21.05,454.32,329.55
57.5994,470,454.81,308.24,128.69,17.88,436.93,326.12
57.6496,467,438.25,307.98,114.33,15.95,422.31,323.93
57.6997,410,410.86,307.72,88.38,14.75,396.1,322.47
57.7499,397,383,307.47,61.53,14.01,369,321.48
57.8,355,363.91,307.21,43.14,13.56,350.35,320.77
57.8501,391,352.37,306.95,32.11,13.31,339.06,320.26
57.9003,354,345.53,306.7,25.63,13.2,332.33,319.9
57.9504,345,341.6,306.44,21.95,13.21,328.39,319.65
58.0005,347,339.94,306.19,20.45,13.31,326.64,319.5
58.0507,344,340.62,305.93,21.21,13.48,327.14,319.41
58.1008,340,343.74,305.68,24.33,13.73,330.01,319.41
58.151,365,347.14,305.42,27.67,14.04,333.09,319.46
58.2011,376,346.37,305.17,26.77,14.42,331.94,319.59
58.2512,321,343.2,304.92,23.42,14.87,328.34,319.79
58.3014,387,341.09,304.67,21.04,15.38,325.71,320.05
58.3515,350,338.37,304.41,18,15.96,322.41,320.37
58.4016,352,334.66,304.16,13.88,16.62,318.04,320.78
58.4518,330,331.79,303.91,10.51,17.37,314.42,321.28
58.5019,345,330.15,303.66,8.28,18.21,311.94,321.87
58.5521,307,329.41,303.41,6.84,19.15,310.25,322.56
