Angle,Observed,Calculated,Background,Dolomite_nb,Quartz_nb,Dolomite,Quartz
6.3593,1401,1385.08,1384.02,0.01,1.05,1384.03,1385.07
6.4094,1389,1374.14,1373.08,0.01,1.06,1373.09,1374.14
6.4596,1375,1363.46,1362.39,0.01,1.06,1362.4,1363.45
6.5097,1439,1353.04,1351.97,0.01,1.07,1351.98,1353.04
6.5598,1348,1342.89,1341.8,0.01,1.07,1341.81,1342.87
6.61,1376,1332.99,1331.91,0.01,1.08,1331.92,1332.99
6.6601,1260,1323.36,1322.27,0.01,1.09,1322.28,1323.36
6.7102,1350,1314,1312.89,0.01,1.09,1312.9,1313.98
6.7604,1294,1304.89,1303.78,0.01,1.1,1303.79,1304.88
6.8105,1304,1296.03,1294.92,0.01,1.1,1294.93,1296.02
6.8607,1374,1287.43,1286.31,0.01,1.11,1286.32,1287.42
6.9108,1304,1279.07,1277.95,0.01,1.12,1277.96,1279.07
6.9609,1320,1270.96,1269.83,0.01,1.12,1269.84,1270.95
7.0111,1280,1263.08,1261.94,0.01,1.13,1261.95,1263.07
7.0612,1246,1255.43,1254.29,0.01,1.14,1254.3,1255.43
7.1113,1283,1248.01,1246.86,0.01,1.14,1246.87,1248
7.1615,1265,1240.8,1239.64,0.01,1.15,1239.65,1240.79
7.2116,1329,1233.8,1232.64,0.01,1.16,1232.65,1233.8
7.2618,1239,1227.01,1225.83,0.01,1.16,1225.84,1226.99
7.3119,1198,1220.41,1219.23,0.01,1.17,1219.24,1220.4
7.362,1205,1213.99,1212.81,0.01,1.18,1212.82,1213.99
7.4122,1190,1207.76,1206.56,0.01,1.18,1206.57,1207.74
7.4623,1242,1201.7,1200.5,0.01,1.19,1200.51,1201.69
7.5124,1221,1195.8,1194.59,0.01,1.2,1194.6,1195.79
7.5626,1107,1190.06,1188.84,0.01,1.21,1188.85,1190.05
7.6127,1170,1184.47,1183.24,0.01,1.21,1183.25,1184.45
7.6629,1138,1179.02,1177.79,0.01,1.22,1177.8,1179.01
7.713,1110,1173.7,1172.46,0.01,1.23,1172.47,1173.69
7.7631,1138,1168.51,1167.27,0.01,1.23,1167.28,1168.5
7.8133,1161,1163.44,1162.19,0.01,1.24,1162.2,1163.43
7.8634,1161,1158.49,1157.23,0.01,1.25,1157.24,1158.48
7.9135,1147,1153.64,1152.37,0.01,1.26,1152.38,1153.63
7.9637,1118,1148.89,1147.62,0.01,1.26,1147.63,1148.88
8.0138,1132,1144.23,1142.95,0.01,1.27,1142.96,1144.22
8.064,1169,1139.66,1138.38,0.01,1.28,1138.39,1139.66
8.1141,1145,1135.17,1133.88,0.01,1.28,1133.89,1135.16
8.1642,1115,1130.76,1129.46,0.01,1.29,1129.47,1130.75
8.2144,1106,1126.41,1125.1,0.01,1.3,1125.11,1126.4
8.2645,1079,1122.13,1120.82,0.01,1.31,1120.83,1122.13
8.3146,1059,1117.91,1116.59,0.01,1.31,1116.6,1117.9
8.3648,1122,1113.74,1112.41,0.01,1.32,1112.42,1113.73
8.4149,1080,1109.62,1108.28,0.01,1.33,1108.29,1109.61
8.465,1072,1105.55,1104.2,0.01,1.34,1104.21,1105.54
8.5152,1073,1101.52,1100.16,0.01,1.34,1100.17,1101.5
8.5653,1080,1097.52,1096.16,0.01,1.35,1096.17,1097.51
8.6155,1075,1093.55,1092.18,0.01,1.36,1092.19,1093.54
8.6656,1129,1089.62,1088.24,0.01,1.37,1088.25,1089.61
8.7157,1101,1085.7,1084.32,0.01,1.38,1084.33,1085.7
8.7659,1062,1081.81,1080.42,0.01,1.38,1080.43,1081.8
8.816,1112,1077.94,1076.54,0.01,1.39,1076.55,1077.93
8.8661,1042,1074.09,1072.68,0.01,1.4,1072.69,1074.08
8.9163,1049,1070.25,1068.83,0.01,1.41,1068.84,1070.24
8.9664,1070,1066.42,1064.99,0.01,1.42,1065,1066.41
9.0166,1019,1062.59,1061.16,0.01,1.43,1061.17,1062.59
9.0667,1011,1058.78,1057.33,0.01,1.43,1057.34,1058.76
9.1168,1050,1054.97,1053.51,0.01,1.44,1053.52,1054.95
9.167,1013,1051.16,1049.69,0.01,1.45,1049.7,1051.14
9.2171,1005,1047.35,1045.88,0.01,1.46,1045.89,1047.34
9.2672,982,1043.54,1042.06,0.01,1.47,1042.07,1043.53
9.3174,1003,1039.73,1038.24,0.01,1.48,1038.25,1039.72
9.3675,1014,1035.92,1034.42,0.01,1.49,1034.43,1035.91
9.4177,977,1032.1,1030.59,0.01,1.5,1030.6,1032.09
9.4678,1067,1028.28,1026.76,0.01,1.51,1026.77,1028.27
9.5179,1021,1024.45,1022.92,0.01,1.51,1022.93,1024.43
9.5681,1031,1020.61,1019.08,0.01,1.52,1019.09,1020.6
9.6182,1027,1016.77,1015.22,0.01,1.53,1015.23,1016.75
9.6683,1038,1012.92,1011.36,0.01,1.54,1011.37,1012.9
9.7185,1020,1009.06,1007.5,0.01,1.55,1007.51,1009.05
9.7686,1018,1005.19,1003.62,0.01,1.56,1003.63,1005.18
9.8188,1034,1001.32,999.74,0.01,1.57,999.75,1001.31
9.8689,1073,997.44,995.84,0.01,1.58,995.85,997.42
9.919,1021,993.54,991.94,0.01,1.59,991.95,993.53
9.9692,972,989.64,988.03,0.01,1.6,988.04,989.63
10.0193,1032,985.73,984.11,0.01,1.61,984.12,985.72
10.0694,1002,981.82,980.18,0.01,1.62,980.19,981.8
10.1196,953,977.89,976.25,0.01,1.63,976.26,977.88
10.1697,939,973.96,972.3,0.01,1.64,972.31,973.94
10.2198,991,970.02,968.35,0.01,1.66,968.36,970.01
10.27,966,966.08,964.4,0.01,1.67,964.41,966.07
10.3201,934,962.12,960.43,0.01,1.68,960.44,962.11
10.3703,947,958.17,956.47,0.01,1.69,956.48,958.16
10.4204,927,954.21,952.49,0.01,1.7,952.5,954.19
10.4705,973,950.24,948.52,0.01,1.71,948.53,950.23
10.5207,898,946.27,944.54,0.01,1.72,944.55,946.26
10.5708,989,942.3,940.55,0.01,1.73,940.56,942.28
10.6209,975,938.32,936.57,0.01,1.75,936.58,938.32
10.6711,939,934.35,932.58,0.01,1.76,932.59,934.34
10.7212,989,930.37,928.59,0.01,1.77,928.6,930.36
10.7714,964,926.4,924.6,0.01,1.78,924.61,926.38
10.8215,940,922.42,920.62,0.01,1.79,920.63,922.41
10.8716,893,918.45,916.63,0.01,1.81,916.64,918.44
10.9218,936,914.48,912.65,0.01,1.82,912.66,914.47
10.9719,923,910.52,908.67,0.01,1.83,908.68,910.5
11.022,898,906.56,904.7,0.01,1.84,904.71,906.54
11.0722,899,902.6,900.73,0.01,1.86,900.74,902.59
11.1223,894,898.65,896.77,0.01,1.87,896.78,898.64
11.1725,913,894.71,892.82,0.01,1.88,892.83,894.7
11.2226,901,890.78,888.87,0.01,1.9,888.88,890.77
11.2727,869,886.86,884.93,0.01,1.91,884.94,886.84
11.3229,955,882.94,881.01,0.01,1.92,881.02,882.93
11.373,857,879.04,877.09,0.01,1.94,877.1,879.03
11.4231,835,875.15,873.19,0.01,1.95,873.2,875.14
11.4733,848,871.28,869.3,0.01,1.97,869.31,871.27
11.5234,918,867.42,865.42,0.01,1.98,865.43,867.4
11.5736,897,863.57,861.56,0.01,2,861.57,863.56
11.6237,851,859.74,857.72,0.01,2.01,857.73,859.73
11.6738,883,855.92,853.89,0.01,2.02,853.9,855.91
11.724,855,852.13,850.07,0.01,2.04,850.08,852.11
11.7741,813,848.35,846.28,0.01,2.06,846.29,848.34
11.8242,847,844.59,842.5,0.01,2.07,842.51,844.57
11.8744,887,840.85,838.75,0.01,2.09,838.76,840.84
11.9245,834,837.13,835.01,0.01,2.1,835.02,837.11
11.9746,829,833.43,831.3,0.01,2.12,831.31,833.42
12.0248,865,829.76,827.61,0.01,2.13,827.62,829.74
12.0749,763,826.11,823.94,0.01,2.15,823.95,826.09
12.1251,781,822.48,820.3,0.01,2.17,820.31,822.47
12.1752,811,818.88,816.68,0.01,2.18,816.69,818.86
12.2253,829,815.3,813.08,0.01,2.2,813.09,815.28
12.2755,844,811.75,809.51,0.01,2.22,809.52,811.73
12.3256,808,808.22,805.97,0.01,2.24,805.98,808.21
12.3757,771,804.73,802.46,0.01,2.25,802.47,804.71
12.4259,831,801.26,798.97,0.01,2.27,798.98,801.24
12.476,848,797.82,795.51,0.01,2.29,795.52,797.8
12.5262,780,794.41,792.08,0.02,2.31,792.1,794.39
12.5763,782,791.02,788.68,0.02,2.33,788.7,791.01
12.6264,800,787.67,785.31,0.02,2.35,785.33,787.66
12.6766,853,784.35,781.97,0.02,2.37,781.99,784.34
12.7267,754,781.07,778.66,0.02,2.39,778.68,781.05
12.7768,759,777.81,775.39,0.02,2.41,775.41,777.8
12.827,781,774.59,772.14,0.02,2.43,772.16,774.57
12.8771,819,771.39,768.93,0.02,2.45,768.95,771.38
12.9273,794,768.24,765.75,0.02,2.47,765.77,768.22
12.9774,713,765.11,762.61,0.02,2.49,762.63,765.1
13.0275,749,762.02,759.5,0.02,2.51,759.52,762.01
13.0777,792,758.97,756.42,0.02,2.53,756.44,758.95
13.1278,855,755.95,753.38,0.02,2.55,753.4,755.93
13.1779,790,752.96,750.37,0.02,2.57,750.39,752.94
13.2281,771,750.02,747.4,0.02,2.6,747.42,750
13.2782,737,747.1,744.47,0.02,2.62,744.49,747.09
13.3284,810,744.23,741.57,0.02,2.64,741.59,744.21
13.3785,748,741.39,738.7,0.02,2.67,738.72,741.37
13.4286,724,738.58,735.88,0.02,2.69,735.9,738.57
13.4788,786,735.82,733.08,0.02,2.71,733.1,735.79
13.5289,804,733.09,730.33,0.02,2.74,730.35,733.07
13.579,758,730.39,727.61,0.02,2.76,727.63,730.37
13.6292,687,727.74,724.93,0.02,2.79,724.95,727.72
13.6793,760,725.12,722.29,0.02,2.82,722.31,725.11
13.7294,707,722.55,719.69,0.02,2.84,719.71,722.53
13.7796,770,720,717.12,0.02,2.87,717.14,719.99
13.8297,759,717.5,714.59,0.02,2.9,714.61,717.49
13.8799,703,715.04,712.1,0.02,2.92,712.12,715.02
13.93,731,712.61,709.64,0.02,2.95,709.66,712.59
13.9801,677,710.22,707.23,0.02,2.98,707.25,710.21
14.0303,761,707.88,704.85,0.02,3.01,704.87,707.86
14.0804,675,705.56,702.51,0.02,3.04,702.53,705.55
14.1305,717,703.29,700.21,0.02,3.07,700.23,703.28
14.1807,744,701.06,697.94,0.02,3.1,697.96,701.04
14.2308,712,698.86,695.72,0.02,3.13,695.74,698.85
14.281,715,696.71,693.53,0.02,3.16,693.55,696.69
14.3311,714,694.59,691.38,0.02,3.19,691.4,694.57
14.3812,685,692.51,689.26,0.02,3.22,689.28,692.48
14.4314,692,690.46,687.19,0.02,3.26,687.21,690.45
14.4815,689,688.46,685.15,0.02,3.29,685.17,688.44
14.5316,638,686.49,683.15,0.02,3.33,683.17,686.48
14.5818,652,684.57,681.19,0.02,3.36,681.21,684.55
14.6319,657,682.68,679.26,0.02,3.4,679.28,682.66
14.6821,660,680.82,677.37,0.02,3.43,677.39,680.8
14.7322,715,679.01,675.52,0.02,3.47,675.54,678.99
14.7823,735,677.23,673.71,0.02,3.51,673.73,677.22
14.8325,692,675.49,671.93,0.02,3.54,671.95,675.47
14.8826,677,673.79,670.19,0.02,3.58,670.21,673.77
14.9327,703,672.13,668.48,0.02,3.62,668.5,672.1
14.9829,680,670.5,666.81,0.02,3.66,666.83,670.47
15.033,625,668.91,665.18,0.02,3.71,665.2,668.89
15.0832,673,667.35,663.58,0.02,3.75,663.6,667.33
15.1333,642,665.83,662.02,0.02,3.79,662.04,665.81
15.1834,669,664.35,660.49,0.02,3.83,660.51,664.32
15.2336,639,662.9,659,0.02,3.88,659.02,662.88
15.2837,656,661.49,657.54,0.02,3.92,657.56,661.46
15.3338,661,660.11,656.11,0.02,3.97,656.13,660.08
15.384,613,658.77,654.72,0.02,4.02,654.74,658.74
15.4341,659,657.46,653.37,0.02,4.07,653.39,657.44
15.4842,616,656.19,652.05,0.02,4.12,652.07,656.17
15.5344,640,654.95,650.76,0.02,4.17,650.78,654.93
15.5845,630,653.74,649.5,0.03,4.22,649.53,653.72
15.6347,626,652.57,648.27,0.03,4.27,648.3,652.54
15.6848,658,651.44,647.08,0.03,4.33,647.11,651.41
15.7349,642,650.33,645.92,0.03,4.38,645.95,650.3
15.7851,690,649.26,644.8,0.03,4.44,644.83,649.24
15.8352,600,648.23,643.7,0.03,4.5,643.73,648.2
15.8853,638,647.22,642.63,0.03,4.56,642.66,647.19
15.9355,658,646.25,641.6,0.03,4.62,641.63,646.22
15.9856,637,645.31,640.59,0.03,4.68,640.62,645.27
16.0358,675,644.4,639.62,0.04,4.75,639.66,644.37
16.0859,664,643.52,638.67,0.04,4.81,638.71,643.48
16.136,604,642.67,637.75,0.04,4.88,637.79,642.63
16.1862,604,641.86,636.87,0.05,4.95,636.92,641.82
16.2363,630,641.08,636.01,0.05,5.02,636.06,641.03
16.2864,637,640.33,635.18,0.06,5.09,635.24,640.27
16.3366,611,639.62,634.37,0.08,5.17,634.45,639.54
16.3867,619,638.95,633.6,0.11,5.24,633.71,638.84
16.4369,610,638.34,632.85,0.17,5.32,633.02,638.17
16.487,637,637.85,632.13,0.32,5.4,632.45,637.53
16.5371,584,637.58,631.43,0.67,5.48,632.1,636.91
16.5873,568,637.59,630.76,1.26,5.57,632.02,636.33
16.6374,631,636.92,630.12,1.14,5.66,631.26,635.78
16.6875,646,635.8,629.5,0.55,5.75,630.05,635.25
16.7377,658,635,628.9,0.25,5.84,629.15,634.74
16.7878,635,634.42,628.33,0.15,5.94,628.48,634.27
16.838,602,633.92,627.79,0.1,6.04,627.89,633.83
16.8881,580,633.48,627.27,0.08,6.14,627.35,633.41
16.9382,610,633.07,626.77,0.06,6.24,626.83,633.01
16.9884,609,632.69,626.29,0.05,6.35,626.34,632.64
17.0385,622,632.35,625.84,0.05,6.46,625.89,632.3
17.0886,592,632.03,625.4,0.04,6.58,625.44,631.98
17.1388,600,631.73,624.99,0.04,6.7,625.03,631.69
17.1889,617,631.47,624.6,0.04,6.82,624.64,631.42
17.239,599,631.22,624.23,0.04,6.95,624.27,631.18
17.2892,627,631.01,623.89,0.04,7.09,623.93,630.98
17.3393,612,630.82,623.56,0.04,7.22,623.6,630.78
17.3895,634,630.65,623.25,0.03,7.37,623.28,630.62
17.4396,590,630.51,622.96,0.03,7.51,622.99,630.47
17.4897,611,630.39,622.69,0.03,7.67,622.72,630.36
17.5399,609,630.3,622.44,0.03,7.83,622.47,630.27
17.59,596,630.23,622.21,0.03,7.99,622.24,630.2
17.6401,602,630.19,621.99,0.03,8.17,622.02,630.16
17.6903,631,630.17,621.79,0.03,8.35,621.82,630.14
17.7404,623,630.18,621.61,0.03,8.53,621.64,630.14
17.7906,587,630.21,621.45,0.03,8.73,621.48,630.18
17.8407,614,630.27,621.3,0.03,8.93,621.33,630.23
17.8908,570,630.35,621.17,0.03,9.15,621.2,630.32
17.941,613,630.45,621.05,0.03,9.37,621.08,630.42
17.9911,633,630.59,620.95,0.03,9.61,620.98,630.56
18.0412,567,630.74,620.86,0.03,9.85,620.89,630.71
18.0914,607,630.93,620.79,0.03,10.11,620.82,630.9
18.1415,631,631.14,620.73,0.03,10.38,620.76,631.11
18.1917,599,631.38,620.68,0.03,10.66,620.71,631.34
18.2418,613,631.64,620.65,0.03,10.96,620.68,631.61
18.2919,625,631.94,620.63,0.03,11.27,620.66,631.9
18.3421,613,632.27,620.63,0.03,11.61,620.66,632.24
18.3922,576,632.62,620.63,0.04,11.96,620.67,632.59
18.4423,589,633.01,620.65,0.04,12.33,620.69,632.98
18.4925,635,633.44,620.68,0.04,12.72,620.72,633.4
18.5426,638,633.9,620.72,0.04,13.14,620.76,633.86
18.5928,629,634.39,620.77,0.04,13.59,620.81,634.36
18.6429,565,635.01,620.83,0.04,14.14,620.87,634.97
18.693,606,636.45,620.9,0.04,15.51,620.94,636.41
18.7432,623,640.42,620.99,0.04,19.39,621.03,640.38
18.7933,638,650.33,621.08,0.04,29.21,621.12,650.29
18.8434,688,658.51,621.18,0.04,37.3,621.22,658.48
18.8936,662,651.23,621.29,0.04,29.91,621.33,651.2
18.9437,681,645.8,621.4,0.04,24.35,621.44,645.75
18.9938,643,643.76,621.53,0.04,22.19,621.57,643.72
19.044,639,643.19,621.66,0.04,21.48,621.7,643.14
19.0941,652,643.3,621.8,0.04,21.45,621.84,643.25
19.1443,626,643.8,621.95,0.04,21.8,621.99,643.75
19.1944,646,644.55,622.11,0.04,22.4,622.15,644.51
19.2445,733,645.5,622.27,0.04,23.19,622.31,645.46
19.2947,729,646.63,622.44,0.04,24.15,622.48,646.59
19.3448,789,647.91,622.61,0.04,25.26,622.65,647.87
19.3949,736,649.36,622.79,0.04,26.53,622.83,649.32
19.4451,701,650.97,622.98,0.04,27.94,623.02,650.92
19.4952,718,652.77,623.17,0.05,29.55,623.22,652.72
19.5454,808,654.78,623.37,0.05,31.37,623.42,654.74
19.5955,709,657.02,623.57,0.05,33.41,623.62,656.98
19.6456,791,659.53,623.77,0.05,35.71,623.82,659.48
19.6958,803,662.34,623.98,0.05,38.31,624.03,662.29
19.7459,814,665.52,624.19,0.05,41.28,624.24,665.47
19.796,764,669.12,624.41,0.05,44.66,624.46,669.07
19.8462,874,673.25,624.63,0.07,48.55,624.7,673.18
19.8963,934,677.99,624.85,0.09,53.06,624.94,677.91
19.9465,889,683.45,625.07,0.07,58.31,625.14,683.38
19.9966,914,689.84,625.3,0.06,64.48,625.36,689.78
20.0467,853,697.39,625.53,0.06,71.8,625.59,697.33
20.0969,928,706.31,625.76,0.06,80.49,625.82,706.25
20.147,948,717.19,626,0.06,91.13,626.06,717.13
20.1971,941,730.53,626.23,0.06,104.24,626.29,730.47
20.2473,963,747.15,626.47,0.06,120.62,626.53,747.09
20.2974,937,768.26,626.7,0.06,141.5,626.76,768.2
20.3476,980,795.66,626.94,0.06,168.66,627,795.6
20.3977,999,832.18,627.18,0.06,204.94,627.24,832.12
20.4478,1048,882.41,627.42,0.07,254.93,627.49,882.35
20.498,1185,954.24,627.66,0.07,326.52,627.73,954.18
20.5481,1301,1062.13,627.9,0.07,434.16,627.97,1062.06
20.5982,1546,1234.64,628.13,0.07,606.44,628.2,1234.57
20.6484,1844,1533.57,628.37,0.07,905.12,628.44,1533.49
20.6985,2496,2103.44,628.61,0.08,1474.76,628.69,2103.37
20.7486,3912,3288.83,628.85,0.08,2659.9,628.93,3288.75
20.7988,6228,5731.56,629.08,0.08,5102.4,629.16,5731.48
20.8489,9372,8933.97,629.32,0.09,8304.57,629.41,8933.89
20.8991,8669,8360.26,629.55,0.09,7730.62,629.64,8360.17
20.9492,5277,5216.18,629.78,0.09,4586.3,629.87,5216.08
20.9993,2857,2935.41,630.01,0.1,2305.31,630.11,2935.32
21.0495,1920,1914.44,630.24,0.1,1284.1,630.34,1914.34
21.0996,1507,1436.52,630.46,0.11,805.95,630.57,1436.41
21.1497,1203,1182.49,630.68,0.12,551.69,630.8,1182.37
21.1999,1194,1032.87,630.9,0.13,401.84,631.03,1032.74
21.25,1032,937.74,631.12,0.14,306.49,631.26,937.61
21.3002,923,873.67,631.33,0.15,242.19,631.48,873.52
21.3503,914,828.55,631.55,0.16,196.84,631.71,828.39
21.4004,856,795.64,631.75,0.18,163.7,631.93,795.45
21.4506,948,770.94,631.96,0.2,138.78,632.16,770.74
21.5007,878,752.11,632.16,0.23,119.72,632.39,751.88
21.5508,809,737.23,632.36,0.27,104.61,632.63,736.97
21.601,786,725.41,632.55,0.32,92.54,632.87,725.09
21.6511,802,715.91,632.74,0.41,82.76,633.15,715.5
21.7013,750,708.23,632.93,0.56,74.74,633.49,707.67
21.7514,740,701.92,633.11,0.72,68.09,633.83,701.2
21.8015,693,696.76,633.29,0.95,62.53,634.24,695.82
21.8517,746,692.74,633.46,1.43,57.84,634.89,691.3
21.9018,758,689.99,633.63,2.49,53.87,636.12,687.5
21.9519,720,689.3,633.79,5.03,50.48,638.82,684.27
22.0021,753,692.54,633.95,11.01,47.57,644.96,681.52
22.0522,803,693.94,634.1,14.76,45.08,648.86,679.18
22.1024,815,687.31,634.25,10.13,42.92,644.38,677.17
22.1525,748,680.03,634.4,4.57,41.06,638.97,675.46
22.2026,642,676.18,634.53,2.2,39.45,636.73,673.98
22.2528,738,674.03,634.67,1.29,38.07,635.96,672.74
22.3029,706,672.53,634.79,0.86,36.87,635.65,671.66
22.353,672,671.39,634.92,0.63,35.84,635.55,670.76
22.4032,645,670.48,635.03,0.49,34.96,635.52,669.99
22.4533,646,669.75,635.14,0.4,34.21,635.54,669.35
22.5034,651,669.16,635.25,0.34,33.57,635.59,668.82
22.5536,667,668.7,635.35,0.3,33.05,635.65,668.4
22.6037,676,668.33,635.44,0.27,32.62,635.71,668.06
22.6539,663,668.06,635.53,0.25,32.29,635.78,667.82
22.704,618,667.88,635.61,0.24,32.03,635.85,667.64
22.7541,646,667.76,635.68,0.23,31.86,635.91,667.54
22.8043,625,667.72,635.75,0.22,31.75,635.97,667.5
22.8544,610,667.74,635.81,0.22,31.72,636.03,667.53
22.9045,610,667.83,635.86,0.22,31.74,636.08,667.6
22.9547,662,667.97,635.91,0.22,31.84,636.13,667.75
23.0048,607,668.16,635.95,0.22,31.99,636.17,667.94
23.055,609,668.41,635.99,0.23,32.19,636.22,668.18
23.1051,628,668.72,636.02,0.24,32.46,636.26,668.48
23.1552,589,669.07,636.04,0.25,32.78,636.29,668.82
23.2054,627,669.48,636.05,0.27,33.16,636.32,669.21
23.2555,621,669.94,636.06,0.28,33.59,636.34,669.65
23.3056,594,670.45,636.06,0.31,34.08,636.37,670.14
23.3558,622,671.02,636.05,0.34,34.63,636.39,670.68
23.4059,652,671.65,636.04,0.37,35.23,636.41,671.27
23.4561,582,672.33,636.02,0.42,35.89,636.44,671.91
23.5062,622,673.08,635.99,0.48,36.61,636.47,672.6
23.5563,654,673.9,635.96,0.56,37.38,636.52,673.34
23.6065,652,674.8,635.92,0.66,38.22,636.58,674.14
23.6566,648,675.8,635.87,0.81,39.12,636.68,674.99
23.7067,654,676.92,635.81,1.02,40.09,636.83,675.9
23.7569,627,678.2,635.75,1.33,41.12,637.08,676.87
23.807,592,679.92,635.68,1.85,42.39,637.53,678.07
23.8572,648,683.89,635.6,2.75,45.54,638.35,681.14
23.9073,665,694.02,635.51,4.53,53.98,640.04,689.49
23.9574,634,722.39,635.42,8.42,78.55,643.84,713.97
24.0076,770,792.44,635.32,18.08,139.05,653.4,774.37
24.0577,766,837.8,635.21,35.49,167.1,670.7,802.31
24.1078,789,787.32,635.1,33.16,119.06,668.26,754.16
24.158,621,743.83,634.97,19.69,89.17,654.66,724.14
24.2081,675,719.7,634.84,8.63,76.23,643.47,711.07
24.2582,670,709.56,634.7,4.43,70.44,639.13,705.14
24.3084,685,705.17,634.56,2.68,67.93,637.24,702.49
24.3585,630,703.39,634.41,1.81,67.17,636.22,701.58
24.4087,617,703.05,634.24,1.32,67.49,635.56,701.73
24.4588,673,703.61,634.08,1.01,68.53,635.09,702.61
24.5089,696,704.82,633.9,0.81,70.11,634.71,704.01
24.5591,675,706.52,633.72,0.66,72.14,634.38,705.86
24.6092,658,708.66,633.53,0.56,74.57,634.09,708.1
24.6593,683,711.2,633.33,0.48,77.38,633.81,710.71
24.7095,626,714.11,633.12,0.43,80.56,633.55,713.68
24.7596,638,717.41,632.91,0.38,84.12,633.29,717.03
24.8098,591,721.09,632.69,0.34,88.06,633.03,720.75
24.8599,590,725.19,632.46,0.31,92.41,632.77,724.87
24.91,643,729.73,632.23,0.29,97.22,632.52,729.45
24.9602,641,734.76,631.98,0.27,102.51,632.25,734.49
25.0103,663,740.33,631.73,0.25,108.34,631.98,740.07
25.0604,672,746.49,631.48,0.24,114.77,631.72,746.25
25.1106,674,753.32,631.21,0.23,121.88,631.44,753.09
25.1607,686,760.9,630.94,0.22,129.74,631.16,760.68
25.2109,673,769.34,630.66,0.21,138.47,630.87,769.13
25.261,711,778.75,630.37,0.2,148.18,630.57,778.55
25.3111,725,789.29,630.07,0.2,159.02,630.27,789.09
25.3613,714,801.13,629.77,0.19,171.16,629.96,800.93
25.4114,695,814.36,629.46,0.19,184.71,629.65,814.17
25.4615,773,829.47,629.15,0.19,200.13,629.34,829.28
25.5117,763,846.65,628.82,0.18,217.64,629,846.46
