Angle,Observed,Calculated,Background,Calcite_nb,Quartz_nb,Calcite,Quartz
7.8133,978,1002.01,1000.74,0.08,1.19,1000.82,1001.93
7.8634,969,998.75,997.47,0.08,1.19,997.55,998.67
7.9135,1004,995.61,994.32,0.08,1.2,994.4,995.53
7.9637,933,992.56,991.27,0.08,1.21,991.35,992.48
8.0138,1003,989.62,988.32,0.09,1.21,988.41,989.54
8.064,941,986.76,985.45,0.09,1.22,985.54,986.68
8.1141,916,983.98,982.67,0.09,1.23,982.76,983.9
8.1642,931,981.27,979.95,0.09,1.23,980.04,981.19
8.2144,985,978.62,977.29,0.09,1.24,977.38,978.54
8.2645,936,976.03,974.69,0.09,1.25,974.78,975.95
8.3146,931,973.48,972.14,0.09,1.26,972.23,973.4
8.3648,973,970.98,969.63,0.09,1.26,969.72,970.9
8.4149,951,968.51,967.15,0.09,1.27,967.24,968.43
8.465,907,966.07,964.71,0.09,1.28,964.8,965.99
8.5152,932,963.65,962.28,0.09,1.28,962.37,963.57
8.5653,953,961.26,959.87,0.09,1.29,959.96,961.17
8.6155,938,958.87,957.48,0.09,1.3,957.57,958.79
8.6656,948,956.49,955.09,0.09,1.31,955.18,956.4
8.7157,932,954.12,952.71,0.09,1.31,952.8,954.03
8.7659,874,951.74,950.33,0.09,1.32,950.42,951.66
8.816,965,949.36,947.94,0.09,1.33,948.03,949.28
8.8661,888,946.98,945.55,0.09,1.34,945.64,946.9
8.9163,983,944.58,943.14,0.09,1.35,943.23,944.49
8.9664,972,942.16,940.72,0.09,1.35,940.81,942.08
9.0166,902,939.73,938.28,0.09,1.36,938.37,939.65
9.0667,923,937.28,935.82,0.09,1.37,935.91,937.2
9.1168,958,934.81,933.34,0.09,1.38,933.43,934.73
9.167,928,932.32,930.84,0.09,1.39,930.93,932.23
9.2171,1022,929.8,928.31,0.09,1.39,928.4,929.71
9.2672,920,927.25,925.75,0.1,1.4,925.85,927.16
9.3174,904,924.67,923.16,0.1,1.41,923.26,924.58
9.3675,918,922.06,920.54,0.1,1.42,920.64,921.97
9.4177,972,919.42,917.9,0.1,1.43,918,919.34
9.4678,930,916.75,915.22,0.1,1.44,915.32,916.67
9.5179,888,914.05,912.5,0.1,1.45,912.6,913.95
9.5681,938,911.31,909.76,0.1,1.45,909.86,911.22
9.6182,914,908.54,906.98,0.1,1.46,907.08,908.45
9.6683,903,905.73,904.16,0.1,1.47,904.26,905.64
9.7185,865,902.89,901.31,0.1,1.48,901.41,902.8
9.7686,854,900.02,898.43,0.1,1.49,898.53,899.93
9.8188,909,897.11,895.51,0.1,1.5,895.61,897.02
9.8689,882,894.17,892.56,0.1,1.51,892.66,894.08
9.919,917,891.2,889.58,0.1,1.52,889.68,891.11
9.9692,877,888.19,886.56,0.1,1.53,886.66,888.1
10.0193,896,885.15,883.51,0.1,1.54,883.61,885.06
10.0694,906,882.08,880.43,0.1,1.55,880.53,881.99
10.1196,874,878.98,877.32,0.1,1.56,877.42,878.89
10.1697,871,875.85,874.18,0.1,1.57,874.28,875.76
10.2198,897,872.69,871.01,0.1,1.58,871.11,872.6
10.27,892,869.5,867.81,0.1,1.59,867.91,869.41
10.3201,821,866.29,864.58,0.11,1.6,864.69,866.19
10.3703,837,863.05,861.33,0.11,1.61,861.44,862.95
10.4204,917,859.78,858.05,0.11,1.62,858.16,859.68
10.4705,856,856.49,854.75,0.11,1.63,854.86,856.39
10.5207,904,853.17,851.42,0.11,1.64,851.53,853.07
10.5708,881,849.84,848.08,0.11,1.65,848.19,849.74
10.6209,863,846.49,844.71,0.11,1.66,844.82,846.39
10.6711,866,843.11,841.33,0.11,1.68,841.44,843.02
10.7212,820,839.72,837.92,0.11,1.69,838.03,839.62
10.7714,912,836.31,834.51,0.11,1.7,834.62,836.22
10.8215,836,832.89,831.07,0.11,1.71,831.18,832.79
10.8716,823,829.46,827.62,0.11,1.72,827.73,829.35
10.9218,853,826.01,824.16,0.11,1.73,824.27,825.91
10.9719,862,822.55,820.69,0.11,1.75,820.8,822.45
11.022,810,819.09,817.21,0.11,1.76,817.32,818.98
11.0722,844,815.61,813.73,0.11,1.77,813.84,815.51
11.1223,799,812.13,810.23,0.11,1.78,810.34,812.03
11.1725,853,808.64,806.73,0.11,1.8,806.84,808.54
11.2226,774,805.15,803.23,0.12,1.81,803.35,805.05
11.2727,780,801.66,799.72,0.12,1.82,799.84,801.55
11.3229,833,798.17,796.22,0.12,1.83,796.34,798.07
11.373,815,794.68,792.71,0.12,1.85,792.83,794.57
11.4231,810,791.19,789.21,0.12,1.86,789.33,791.08
11.4733,761,787.7,785.71,0.12,1.87,785.83,787.6
11.5234,779,784.22,782.21,0.12,1.89,782.33,784.11
11.5736,833,780.74,778.72,0.12,1.9,778.84,780.63
11.6237,779,777.27,775.24,0.12,1.91,775.36,777.17
11.6738,789,773.81,771.76,0.12,1.93,771.88,773.7
11.724,786,770.36,768.29,0.12,1.94,768.41,770.25
11.7741,751,766.92,764.84,0.12,1.96,764.96,766.81
11.8242,749,763.49,761.4,0.12,1.97,761.52,763.39
11.8744,744,760.08,757.97,0.12,1.99,758.09,759.97
11.9245,740,756.68,754.55,0.12,2,754.67,756.57
11.9746,809,753.29,751.15,0.12,2.02,751.27,753.18
12.0248,744,749.92,747.77,0.13,2.03,747.9,749.82
12.0749,776,746.57,744.4,0.13,2.05,744.53,746.46
12.1251,720,743.24,741.05,0.13,2.06,741.18,743.13
12.1752,726,739.93,737.73,0.13,2.08,737.86,739.83
12.2253,720,736.64,734.42,0.13,2.1,734.55,736.53
12.2755,735,733.37,731.13,0.13,2.11,731.26,733.26
12.3256,712,730.13,727.87,0.13,2.13,728,730.02
12.3757,742,726.91,724.63,0.13,2.15,724.76,726.79
12.4259,741,723.71,721.42,0.13,2.16,721.55,723.6
12.476,709,720.54,718.23,0.13,2.18,718.36,720.43
12.5262,762,717.4,715.06,0.13,2.2,715.19,717.28
12.5763,672,714.28,711.93,0.13,2.22,712.06,714.16
12.6264,687,711.19,708.82,0.13,2.23,708.95,711.07
12.6766,695,708.13,705.74,0.14,2.25,705.88,708.01
12.7267,735,705.09,702.69,0.14,2.27,702.83,704.98
12.7768,774,702.09,699.67,0.14,2.29,699.81,701.98
12.827,687,699.12,696.68,0.14,2.31,696.82,699.01
12.8771,695,696.18,693.72,0.14,2.33,693.86,696.07
12.9273,733,693.28,690.79,0.14,2.35,690.93,693.16
12.9774,723,690.4,687.89,0.14,2.37,688.03,690.28
13.0275,647,687.56,685.03,0.14,2.39,685.17,687.44
13.0777,739,684.75,682.2,0.14,2.41,682.34,684.63
13.1278,656,681.98,679.41,0.14,2.43,679.55,681.86
13.1779,719,679.24,676.64,0.14,2.45,676.78,679.11
13.2281,653,676.53,673.92,0.14,2.47,674.06,676.41
13.2782,704,673.86,671.22,0.15,2.49,671.37,673.73
13.3284,705,671.23,668.57,0.15,2.51,668.72,671.1
13.3785,619,668.63,665.95,0.15,2.53,666.1,668.51
13.4286,677,666.07,663.36,0.15,2.56,663.51,665.94
13.4788,664,663.54,660.81,0.15,2.58,660.96,663.41
13.5289,718,661.06,658.3,0.15,2.6,658.45,660.93
13.579,707,658.6,655.83,0.15,2.63,655.98,658.48
13.6292,664,656.19,653.39,0.15,2.65,653.54,656.07
13.6793,638,653.82,650.99,0.15,2.68,651.14,653.69
13.7294,646,651.48,648.63,0.15,2.7,648.78,651.35
13.7796,665,649.18,646.3,0.15,2.72,646.45,649.05
13.8297,662,646.92,644.01,0.16,2.75,644.17,646.79
13.8799,694,644.7,641.76,0.16,2.78,641.92,644.56
13.93,613,642.51,639.55,0.16,2.8,639.71,642.38
13.9801,644,640.36,637.38,0.16,2.83,637.54,640.24
14.0303,675,638.26,635.24,0.16,2.86,635.4,638.12
14.0804,663,636.19,633.14,0.16,2.88,633.3,636.05
14.1305,671,634.16,631.08,0.16,2.91,631.24,634.02
14.1807,607,632.17,629.06,0.16,2.94,629.22,632.03
14.2308,617,630.21,627.08,0.16,2.97,627.24,630.08
14.281,610,628.3,625.13,0.16,3,625.29,628.16
14.3311,655,626.42,623.23,0.17,3.03,623.4,626.29
14.3812,635,624.58,621.36,0.17,3.06,621.53,624.45
14.4314,640,622.78,619.53,0.17,3.09,619.7,622.65
14.4815,668,621.02,617.73,0.17,3.12,617.9,620.88
14.5316,599,619.3,615.97,0.17,3.15,616.14,619.16
14.5818,662,617.61,614.25,0.17,3.19,614.42,617.47
14.6319,599,615.97,612.57,0.17,3.22,612.74,615.82
14.6821,584,614.36,610.93,0.17,3.25,611.1,614.22
14.7322,672,612.78,609.32,0.17,3.29,609.49,612.64
14.7823,637,611.25,607.75,0.18,3.32,607.93,611.11
14.8325,612,609.75,606.21,0.18,3.36,606.39,609.61
14.8826,665,608.29,604.71,0.18,3.4,604.89,608.14
14.9327,588,606.86,603.25,0.18,3.43,603.43,606.72
14.9829,613,605.48,601.82,0.18,3.47,602,605.33
15.033,622,604.12,600.43,0.18,3.51,600.61,603.98
15.0832,567,602.81,599.07,0.18,3.55,599.25,602.66
15.1333,574,601.53,597.75,0.18,3.59,597.93,601.38
15.1834,564,600.28,596.46,0.19,3.63,596.65,600.13
15.2336,592,599.07,595.21,0.19,3.67,595.4,598.93
15.2837,584,597.9,593.99,0.19,3.72,594.18,597.75
15.3338,562,596.75,592.81,0.19,3.76,593,596.61
15.384,593,595.65,591.65,0.19,3.8,591.84,595.5
15.4341,604,594.58,590.53,0.19,3.85,590.72,594.43
15.4842,546,593.54,589.45,0.19,3.9,589.64,593.39
15.5344,597,592.53,588.39,0.2,3.94,588.59,592.38
15.5845,595,591.56,587.37,0.2,3.99,587.57,591.41
15.6347,602,590.62,586.38,0.2,4.04,586.58,590.47
15.6848,580,589.71,585.42,0.2,4.09,585.62,589.57
15.7349,608,588.83,584.49,0.2,4.15,584.69,588.69
15.7851,540,587.99,583.59,0.2,4.2,583.79,587.84
15.8352,548,587.18,582.72,0.2,4.25,582.92,587.03
15.8853,578,586.39,581.88,0.21,4.31,582.09,586.25
15.9355,595,585.64,581.07,0.21,4.37,581.28,585.49
15.9856,586,584.92,580.29,0.21,4.42,580.5,584.77
16.0358,587,584.23,579.53,0.21,4.48,579.74,584.08
16.0859,550,583.57,578.81,0.21,4.55,579.02,583.42
16.136,535,582.93,578.11,0.21,4.61,578.32,582.78
16.1862,574,582.33,577.44,0.22,4.67,577.66,582.18
16.2363,550,581.75,576.8,0.22,4.74,577.02,581.61
16.2864,592,581.2,576.18,0.22,4.81,576.4,581.06
16.3366,631,580.68,575.59,0.22,4.88,575.81,580.54
16.3867,553,580.19,575.02,0.22,4.95,575.24,580.04
16.4369,563,579.72,574.48,0.22,5.02,574.7,579.57
16.487,639,579.28,573.96,0.23,5.09,574.19,579.13
16.5371,580,578.87,573.47,0.23,5.17,573.7,578.72
16.5873,564,578.48,573,0.23,5.25,573.23,578.33
16.6374,549,578.12,572.55,0.23,5.33,572.78,577.97
16.6875,537,577.78,572.13,0.23,5.42,572.36,577.63
16.7377,547,577.47,571.73,0.24,5.5,571.97,577.32
16.7878,587,577.18,571.35,0.24,5.59,571.59,577.04
16.838,570,576.91,570.99,0.24,5.69,571.23,576.77
16.8881,562,576.67,570.65,0.24,5.78,570.89,576.53
16.9382,527,576.46,570.34,0.24,5.88,570.58,576.32
16.9884,537,576.26,570.04,0.25,5.98,570.29,576.12
17.0385,544,576.09,569.76,0.25,6.08,570.01,575.95
17.0886,509,575.95,569.51,0.25,6.19,569.76,575.81
17.1388,545,575.82,569.27,0.25,6.3,569.52,575.69
17.1889,546,575.72,569.05,0.25,6.42,569.3,575.58
17.239,548,575.64,568.85,0.26,6.53,569.11,575.51
17.2892,537,575.58,568.66,0.26,6.66,568.92,575.45
17.3393,561,575.54,568.49,0.26,6.79,568.75,575.41
17.3895,565,575.52,568.34,0.26,6.92,568.6,575.39
17.4396,565,575.53,568.21,0.27,7.05,568.48,575.41
17.4897,523,575.55,568.09,0.27,7.2,568.36,575.43
17.5399,538,575.6,567.99,0.27,7.34,568.26,575.49
17.59,540,575.67,567.9,0.27,7.5,568.17,575.56
17.6401,531,575.76,567.82,0.28,7.66,568.1,575.64
17.6903,608,575.86,567.76,0.28,7.82,568.04,575.75
17.7404,535,575.99,567.72,0.28,7.99,568,575.89
17.7906,494,576.15,567.69,0.28,8.17,567.97,576.05
17.8407,511,576.32,567.67,0.29,8.36,567.96,576.23
17.8908,553,576.51,567.66,0.29,8.56,567.95,576.43
17.941,525,576.72,567.66,0.29,8.77,567.95,576.64
17.9911,535,576.96,567.68,0.3,8.98,567.98,576.89
18.0412,521,577.21,567.71,0.3,9.21,568.01,577.15
18.0914,519,577.49,567.75,0.3,9.44,568.05,577.44
18.1415,533,577.79,567.8,0.31,9.69,568.11,577.75
18.1917,541,578.11,567.86,0.31,9.95,568.17,578.08
18.2418,570,578.46,567.93,0.31,10.22,568.24,578.44
18.2919,563,578.83,568,0.32,10.51,568.32,578.81
18.3421,517,579.22,568.09,0.32,10.81,568.41,579.22
18.3922,529,579.64,568.19,0.32,11.13,568.51,579.66
18.4423,561,580.09,568.29,0.33,11.47,568.62,580.12
18.4925,572,580.57,568.41,0.33,11.83,568.74,580.62
18.5426,517,581.07,568.53,0.33,12.21,568.86,581.15
18.5928,495,581.61,568.65,0.34,12.62,568.99,581.72
18.6429,546,582.2,568.79,0.34,13.07,569.13,582.84
18.693,522,583.33,568.93,0.34,14.05,569.27,585.59
18.7432,551,586.08,569.07,0.35,16.66,569.42,592.13
18.7933,578,592.64,569.23,0.35,23.06,569.58,600.19
18.8434,612,600.7,569.39,0.36,30.96,569.75,597.33
18.8936,591,597.85,569.55,0.36,27.94,569.91,592.6
18.9437,616,593.13,569.72,0.37,23.05,570.09,590.56
18.9938,561,591.1,569.89,0.37,20.84,570.26,589.94
19.044,627,590.49,570.07,0.37,20.05,570.44,590.01
19.0941,624,590.57,570.25,0.38,19.94,570.63,590.46
19.1443,637,591.03,570.43,0.38,20.21,570.81,591.15
19.1944,603,591.73,570.62,0.39,20.72,571.01,592.04
19.2445,607,592.63,570.81,0.39,21.42,571.2,593.08
19.2947,679,593.67,571.01,0.4,22.27,571.41,594.27
19.3448,620,594.87,571.2,0.41,23.26,571.61,595.6
19.3949,715,596.21,571.4,0.41,24.4,571.81,597.07
19.4451,708,597.69,571.6,0.42,25.67,572.02,598.72
19.4952,714,599.34,571.8,0.42,27.12,572.22,600.54
19.5454,758,601.18,572.01,0.43,28.74,572.44,602.58
19.5955,720,603.22,572.21,0.44,30.57,572.65,604.84
19.6456,686,605.49,572.41,0.44,32.63,572.85,607.37
19.6958,763,608.03,572.62,0.45,34.96,573.07,610.23
19.7459,771,610.89,572.83,0.46,37.61,573.29,613.45
19.796,819,614.12,573.03,0.46,40.62,573.49,617.11
19.8462,840,617.79,573.24,0.47,44.08,573.71,621.32
19.8963,868,622,573.44,0.48,48.08,573.92,626.17
19.9465,824,626.86,573.65,0.49,52.73,574.14,631.83
19.9966,898,632.52,573.85,0.49,58.18,574.34,638.48
20.0467,869,639.18,574.05,0.5,64.63,574.55,646.3
20.0969,908,647.02,574.25,0.51,72.25,574.76,655.81
20.147,912,656.53,574.45,0.52,81.56,574.97,667.42
20.1971,869,668.15,574.65,0.53,92.97,575.18,681.81
20.2473,896,682.55,574.84,0.54,107.16,575.38,699.98
20.2974,898,700.72,575.04,0.55,125.14,575.59,723.4
20.3476,882,724.15,575.23,0.56,148.36,575.79,754.34
20.3977,994,755.1,575.42,0.57,179.11,575.99,796.45
20.4478,1025,797.22,575.6,0.58,221.03,576.18,855.85
20.498,1143,856.63,575.78,0.6,280.25,576.38,943.47
20.5481,1205,944.26,575.96,0.61,367.69,576.57,1080.18
20.5982,1406,1080.98,576.14,0.62,504.22,576.76,1309.05
20.6484,1716,1309.86,576.31,0.64,732.91,576.95,1725.45
20.6985,2217,1726.3,576.48,0.67,1149.14,577.15,2544.11
20.7486,3122,2545.02,576.65,0.75,1967.63,577.4,4152.24
20.7988,4803,4153.3,576.81,0.9,3575.59,577.71,6540.19
20.8489,7015,6541.42,576.96,1.07,5963.38,578.03,6986.87
20.8991,7206,6988.07,577.11,1.04,6409.91,578.15,4948.62
20.9492,4940,4949.72,577.26,0.94,4371.51,578.2,2929.39
20.9993,2739,2930.42,577.41,0.89,2352.13,578.3,1888.53
21.0495,1840,1889.53,577.54,0.86,1311.12,578.4,1390.55
21.0996,1455,1391.54,577.68,0.86,813.01,578.54,1127.73
21.1497,1167,1128.72,577.8,0.86,550.05,578.66,974.62
21.1999,996,975.62,577.93,0.88,396.82,578.81,878.26
21.25,933,879.27,578.05,0.89,300.33,578.94,813.91
21.3002,912,814.93,578.16,0.92,235.86,579.08,768.9
21.3503,868,769.94,578.26,0.94,190.74,579.2,736.23
21.4004,802,737.31,578.37,0.97,157.97,579.34,711.83
21.4506,728,712.93,578.46,1,133.46,579.46,693.27
21.5007,731,694.4,578.55,1.04,114.81,579.59,678.63
21.5508,729,679.79,578.63,1.08,100.08,579.71,666.98
21.601,726,668.19,578.71,1.13,88.35,579.84,657.59
21.6511,688,658.84,578.78,1.17,78.88,579.95,649.92
21.7013,757,651.21,578.85,1.23,71.14,580.08,643.59
21.7514,719,644.93,578.9,1.29,64.74,580.19,638.29
21.8015,639,639.7,578.96,1.36,59.39,580.32,633.86
21.8517,650,635.33,579,1.43,54.9,580.43,630.09
21.9018,664,631.64,579.04,1.51,51.09,580.55,626.89
21.9519,702,628.53,579.07,1.61,47.85,580.68,624.15
22.0021,718,625.89,579.1,1.71,45.08,580.81,621.8
22.0522,726,623.65,579.11,1.83,42.7,580.94,619.76
22.1024,796,621.75,579.13,1.97,40.65,581.1,618.01
22.1525,724,620.14,579.13,2.13,38.88,581.26,616.49
22.2026,673,618.8,579.13,2.32,37.36,581.45,615.18
22.2528,647,617.7,579.12,2.53,36.05,581.65,614.03
22.3029,620,616.81,579.1,2.79,34.91,581.89,613.04
22.353,590,616.12,579.07,3.1,33.94,582.17,612.18
22.4032,579,615.63,579.04,3.48,33.11,582.52,611.44
22.4533,604,615.34,579,3.94,32.4,582.94,610.8
22.5034,613,615.28,578.96,4.52,31.8,583.48,610.27
22.5536,599,615.47,578.9,5.26,31.31,584.16,609.81
22.6037,649,615.97,578.84,6.22,30.91,585.06,609.44
22.6539,625,616.87,578.77,7.5,30.6,586.27,609.13
22.704,592,618.34,578.69,9.28,30.36,587.97,608.89
22.7541,598,620.63,578.61,11.81,30.2,590.42,608.72
22.8043,599,624.24,578.52,15.61,30.11,594.13,608.6
22.8544,637,630.11,578.42,21.61,30.08,600.03,608.53
22.9045,644,640.13,578.31,31.7,30.11,610.01,608.51
22.9547,637,657.98,578.2,49.58,30.2,627.78,608.55
23.0048,667,689.71,578.08,81.29,30.35,659.37,608.63
23.055,703,738.81,577.95,130.31,30.55,708.26,608.76
23.1051,745,772.01,577.81,163.4,30.81,741.21,608.93
23.1552,681,750.12,577.66,141.34,31.12,719,609.14
23.2054,653,701.96,577.51,92.98,31.48,670.49,609.4
23.2555,652,664.61,577.35,55.37,31.89,632.72,609.71
23.3056,619,644.04,577.18,34.5,32.36,611.68,610.06
23.3558,600,633.05,577,23.17,32.88,600.17,610.45
23.4059,574,626.86,576.82,16.59,33.45,593.41,610.9
23.4561,581,623.21,576.63,12.51,34.08,589.14,611.39
23.5062,557,621,576.43,9.81,34.76,586.24,611.93
23.5563,584,619.67,576.22,7.95,35.5,584.17,612.51
23.6065,530,618.91,576,6.62,36.29,582.62,613.15
23.6566,567,618.56,575.78,5.63,37.15,581.41,613.85
23.7067,549,618.5,575.55,4.88,38.07,580.43,614.6
23.7569,588,618.66,575.31,4.3,39.05,579.61,615.44
23.807,569,619.04,575.06,3.84,40.13,578.9,617.5
23.8572,572,620.72,574.81,3.47,42.44,578.28,623.22
23.9073,548,626.13,574.55,3.18,48.41,577.73,639.1
23.9574,588,641.77,574.28,2.93,64.55,577.21,679.23
24.0076,688,681.68,574,2.73,104.95,576.73,718.22
24.0577,658,720.5,573.72,2.56,144.22,576.28,691.96
24.1078,617,694.09,573.43,2.42,118.24,575.85,662.46
24.158,613,664.46,573.13,2.31,89.03,575.44,648.07
24.2081,619,649.97,572.82,2.21,74.94,575.03,641.28
24.2582,577,643.09,572.51,2.12,68.46,574.63,638.06
24.3084,574,639.79,572.18,2.05,65.55,574.23,636.71
24.3585,606,638.38,571.85,1.99,64.53,573.84,636.48
24.4087,540,638.09,571.52,1.94,64.63,573.46,637.01
24.4588,585,638.56,571.17,1.9,65.49,573.07,638.07
24.5089,572,639.59,570.82,1.87,66.9,572.69,639.57
24.5591,546,641.05,570.46,1.84,68.75,572.3,641.46
24.6092,571,642.92,570.1,1.82,71,571.92,643.72
24.6593,575,645.14,569.73,1.8,73.62,571.53,646.32
24.7095,565,647.72,569.35,1.79,76.59,571.14,649.26
24.7596,556,650.65,568.96,1.78,79.91,570.74,652.57
24.8098,593,653.94,568.56,1.77,83.61,570.33,656.25
24.8599,604,657.62,568.16,1.77,87.69,569.93,660.35
24.91,629,661.72,567.76,1.77,92.19,569.53,664.91
24.9602,577,666.27,567.34,1.78,97.15,569.12,669.96
25.0103,613,671.32,566.92,1.79,102.62,568.71,675.56
25.0604,579,676.93,566.49,1.8,108.64,568.29,681.78
25.1106,626,683.15,566.06,1.81,115.29,567.87,688.7
25.1607,558,690.08,565.61,1.82,122.64,567.43,696.4
25.2109,598,697.8,565.16,1.84,130.79,567,705.01
25.261,632,706.43,564.71,1.86,139.85,566.57,714.67
25.3111,635,716.09,564.25,1.89,149.96,566.14,725.51
25.3613,673,726.95,563.78,1.91,161.26,565.69,737.64
25.4114,626,739.1,563.3,1.94,173.86,565.24,751.47
25.4615,676,752.96,562.82,1.97,188.17,564.79,767.22
25.5117,689,768.73,562.34,2,204.4,564.34,785.23
25.5618,744,786.76,561.84,2.03,222.89,563.87,805.91
25.612,806,807.48,561.34,2.07,244.07,563.41,829.84
25.6621,937,831.44,560.84,2.11,268.5,562.95,857.7
25.7122,993,859.34,560.33,2.15,296.86,562.48,890.38
25.7624,1177,892.06,559.81,2.19,330.05,562,929.04
25.8125,1188,930.76,559.28,2.24,369.23,561.52,975.2
25.8626,1202,976.96,558.75,2.29,415.92,561.04,1030.91
