Angle,Observed,Calculated,Background,Quartz_nb,Calcite_nb,Quartz,Calcite
30.7294,576,530.97,506.33,23.39,1.26,529.72,507.59
30.7806,528,529.73,505.65,22.88,1.19,528.53,506.84
30.8317,530,528.52,504.98,22.4,1.15,527.38,506.13
30.8829,579,527.35,504.3,21.94,1.12,526.24,505.42
30.934,528,526.22,503.62,21.49,1.12,525.11,504.74
30.9852,577,525.14,502.93,21.06,1.14,523.99,504.07
31.0364,531,524.11,502.25,20.65,1.21,522.9,503.46
31.0875,527,523.18,501.56,20.26,1.36,521.82,502.92
31.1387,549,522.39,500.88,19.88,1.64,520.76,502.52
31.1898,566,521.86,500.19,19.52,2.15,519.71,502.34
31.241,530,521.7,499.5,19.17,3.03,518.67,502.53
31.2922,525,521.57,498.81,18.83,3.94,517.64,502.75
31.3433,508,520.57,498.12,18.51,3.95,516.63,502.07
31.3945,543,518.84,497.42,18.2,3.23,515.62,500.65
31.4456,523,516.91,496.73,17.9,2.28,514.63,499.01
31.4968,511,515.22,496.03,17.61,1.58,513.64,497.61
31.548,499,513.84,495.34,17.34,1.16,512.68,496.5
31.5991,468,512.64,494.64,17.07,0.92,511.71,495.56
31.6503,535,511.53,493.94,16.82,0.77,510.76,494.71
31.7015,517,510.48,493.24,16.58,0.67,509.82,493.91
31.7526,481,509.48,492.54,16.35,0.59,508.89,493.13
31.8038,514,508.5,491.84,16.12,0.54,507.96,492.38
31.8549,488,507.54,491.14,15.91,0.49,507.05,491.63
31.9061,509,506.6,490.43,15.7,0.46,506.13,490.89
31.9573,504,505.67,489.73,15.51,0.43,505.24,490.16
32.0084,522,504.75,489.03,15.32,0.4,504.35,489.43
32.0596,520,503.85,488.32,15.14,0.38,503.46,488.7
32.1107,504,502.95,487.62,14.97,0.36,502.59,487.98
32.1619,519,502.07,486.91,14.81,0.35,501.72,487.26
32.2131,480,501.19,486.2,14.65,0.33,500.85,486.53
32.2642,483,500.33,485.5,14.51,0.32,500.01,485.82
32.3154,538,499.47,484.79,14.37,0.31,499.16,485.1
32.3665,507,498.62,484.08,14.24,0.3,498.32,484.38
32.4177,486,497.78,483.38,14.11,0.3,497.49,483.68
32.4689,506,496.96,482.67,13.99,0.3,496.66,482.97
32.52,472,496.16,481.96,13.88,0.32,495.84,482.28
32.5712,507,495.35,481.25,13.78,0.32,495.03,481.57
32.6224,500,494.54,480.54,13.7,0.3,494.24,480.84
32.6735,438,493.79,479.83,13.68,0.28,493.51,480.11
32.7247,450,493.19,479.12,13.8,0.26,492.92,479.38
32.7758,449,492.88,478.41,14.21,0.25,492.62,478.66
32.827,438,493.18,477.7,15.24,0.24,492.94,477.94
32.8782,487,494.49,476.99,17.26,0.23,494.25,477.22
32.9293,518,495.61,476.29,19.09,0.23,495.38,476.52
32.9805,495,494.21,475.58,18.41,0.22,493.99,475.8
33.0316,489,491.82,474.87,16.73,0.22,491.6,475.09
33.0828,468,489.88,474.16,15.5,0.21,489.66,474.37
33.134,515,488.41,473.45,14.75,0.21,488.2,473.66
33.1851,459,487.22,472.74,14.27,0.21,487.01,472.95
33.2363,480,486.19,472.03,13.95,0.2,485.98,472.23
33.2874,435,485.27,471.33,13.74,0.2,485.07,471.53
33.3386,451,484.41,470.62,13.59,0.2,484.21,470.82
33.3898,497,483.59,469.91,13.49,0.2,483.4,470.11
33.4409,468,482.81,469.21,13.42,0.19,482.63,469.4
33.4921,457,482.06,468.5,13.37,0.19,481.87,468.69
33.5433,402,481.33,467.79,13.35,0.19,481.14,467.98
33.5944,462,480.63,467.09,13.35,0.19,480.44,467.28
33.6456,456,479.94,466.38,13.37,0.19,479.75,466.57
33.6967,497,479.26,465.68,13.4,0.19,479.08,465.87
33.7479,471,478.61,464.98,13.44,0.19,478.42,465.17
33.7991,451,477.97,464.27,13.51,0.19,477.78,464.46
33.8502,386,477.34,463.57,13.58,0.19,477.15,463.76
33.9014,412,476.73,462.87,13.68,0.19,476.55,463.06
33.9525,414,476.14,462.17,13.78,0.19,475.95,462.36
34.0037,461,475.57,461.47,13.91,0.19,475.38,461.66
34.0549,456,475.01,460.77,14.05,0.19,474.82,460.96
34.106,432,474.47,460.07,14.21,0.19,474.28,460.26
34.1572,449,473.95,459.37,14.38,0.19,473.75,459.56
34.2083,450,473.45,458.68,14.57,0.19,473.25,458.87
34.2595,459,472.97,457.98,14.79,0.2,472.77,458.18
34.3107,450,472.51,457.29,15.02,0.2,472.31,457.49
34.3618,435,472.08,456.6,15.28,0.2,471.88,456.8
34.413,440,471.68,455.9,15.57,0.21,471.47,456.11
34.4641,454,471.3,455.21,15.88,0.21,471.09,455.42
34.5153,468,470.96,454.52,16.22,0.22,470.74,454.74
34.5665,464,470.65,453.83,16.6,0.22,470.43,454.05
34.6176,462,470.38,453.15,17.01,0.23,470.16,453.38
34.6688,433,470.15,452.46,17.46,0.24,469.92,452.7
34.72,408,469.97,451.77,17.95,0.25,469.72,452.02
34.7711,441,469.83,451.09,18.49,0.25,469.58,451.34
34.8223,431,469.75,450.4,19.08,0.27,469.48,450.67
34.8734,456,469.74,449.72,19.74,0.28,469.46,450
34.9246,486,469.79,449.04,20.46,0.29,469.5,449.33
34.9758,456,469.92,448.36,21.25,0.31,469.61,448.67
35.0269,453,470.14,447.69,22.13,0.33,469.82,448.02
35.0781,446,470.46,447.01,23.1,0.35,470.11,447.36
35.1292,419,470.89,446.33,24.18,0.37,470.51,446.7
35.1804,477,471.46,445.66,25.39,0.4,471.05,446.06
35.2316,481,472.18,444.99,26.75,0.44,471.74,445.43
35.2827,463,473.11,444.32,28.31,0.48,472.63,444.8
35.3339,476,474.33,443.65,30.15,0.53,473.8,444.18
35.385,506,475.98,442.98,32.41,0.59,475.39,443.57
35.4362,442,478.44,442.32,35.46,0.67,477.78,442.99
35.4874,492,482.68,441.65,40.26,0.77,481.91,442.42
35.5385,448,488.76,440.99,46.86,0.9,487.85,441.89
35.5897,496,490.69,440.33,49.29,1.07,489.62,441.4
35.6409,454,491.29,439.67,50.37,1.25,490.04,440.92
35.692,455,493.99,439.01,53.5,1.48,492.51,440.49
35.7432,439,498.45,438.36,58.28,1.82,496.64,440.18
35.7943,506,504.49,437.7,64.48,2.31,502.18,440.01
35.8455,494,512.39,437.05,72.28,3.06,509.33,440.11
35.8967,511,522.66,436.4,82.04,4.22,518.44,440.62
35.9478,496,536.15,435.75,94.32,6.09,530.07,441.84
35.999,531,554.4,435.1,110.06,9.23,545.16,444.33
36.0501,527,579.63,434.46,130.58,14.6,565.04,449.06
36.1013,526,613.57,433.81,158.05,21.71,591.86,455.52
36.1525,527,653.65,433.17,195.88,24.6,629.05,457.77
36.2036,621,703.81,432.53,249.58,21.69,682.11,454.22
36.2548,660,776.79,431.89,328.62,16.28,760.51,448.17
36.3059,739,889.33,431.26,447.55,10.52,878.81,441.78
36.3571,927,1071.28,430.63,633.98,6.67,1064.61,437.3
36.4083,1227,1370.15,429.99,935.68,4.48,1365.67,434.47
36.4594,1739,1869.07,429.36,1436.53,3.18,1865.89,432.54
36.5106,2534,2557.05,428.74,2125.93,2.38,2554.67,431.12
36.5618,3125,2966.78,428.11,2536.82,1.85,2964.93,429.96
36.6129,2846,2778.46,427.49,2349.49,1.48,2776.98,428.97
36.6641,2386,2287.04,426.86,1858.96,1.22,2285.82,428.08
36.7152,1878,1693.55,426.24,1266.28,1.03,1692.52,427.27
36.7664,1327,1245.99,425.63,819.48,0.88,1245.11,426.51
36.8176,988,974.96,425.01,549.18,0.77,974.19,425.78
36.8687,785,813.65,424.4,388.57,0.68,812.97,425.08
36.9199,735,712.78,423.79,288.39,0.61,712.18,424.4
36.971,573,646.56,423.18,222.83,0.55,646.01,423.73
37.0222,565,600.82,422.57,177.75,0.5,600.32,423.07
37.0734,548,568.02,421.97,145.59,0.46,567.56,422.43
37.1245,509,543.75,421.36,121.96,0.43,543.32,421.79
37.1757,501,525.22,420.76,104.06,0.4,524.82,421.16
37.2268,490,510.8,420.16,90.26,0.38,510.42,420.54
37.278,497,499.31,419.57,79.39,0.36,498.96,419.93
37.3292,451,490.02,418.97,70.7,0.34,489.67,419.31
37.3803,512,482.4,418.38,63.7,0.33,482.08,418.71
37.4315,486,476.07,417.79,57.96,0.31,475.75,418.1
37.4827,466,470.75,417.21,53.24,0.3,470.45,417.51
37.5338,470,466.26,416.62,49.34,0.3,465.96,416.92
37.585,462,462.43,416.04,46.1,0.29,462.14,416.33
37.6361,410,459.14,415.46,43.39,0.29,458.85,415.75
37.6873,509,456.3,414.88,41.14,0.28,456.02,415.16
37.7385,479,453.86,414.31,39.27,0.28,453.58,414.59
37.7896,408,451.76,413.73,37.74,0.28,451.47,414.01
37.8408,481,449.95,413.16,36.5,0.28,449.66,413.44
37.8919,462,448.42,412.6,35.54,0.28,448.14,412.88
37.9431,409,447.16,412.03,34.85,0.29,446.88,412.32
37.9943,423,446.2,411.47,34.44,0.29,445.91,411.76
38.0454,444,445.6,410.9,34.39,0.3,445.29,411.2
38.0966,479,445.61,410.35,34.96,0.31,445.31,410.66
38.1477,459,446.93,409.79,36.82,0.31,446.61,410.1
38.1989,462,449.13,409.24,39.57,0.33,448.81,409.57
38.2501,477,448.03,408.68,39.01,0.34,447.69,409.02
38.3012,405,446.3,408.14,37.81,0.35,445.95,408.49
38.3524,406,445.76,407.59,37.8,0.37,445.39,407.96
38.4035,423,445.99,407.04,38.55,0.39,445.59,407.43
38.4547,440,446.75,406.5,39.83,0.42,446.33,406.92
38.5059,457,447.98,405.96,41.57,0.44,447.53,406.4
38.557,435,449.68,405.43,43.78,0.48,449.21,405.91
38.6082,473,451.94,404.89,46.53,0.52,451.42,405.41
38.6594,429,454.83,404.36,49.91,0.56,454.27,404.92
38.7105,458,458.5,403.83,54.05,0.62,457.88,404.45
38.7617,445,463.16,403.3,59.17,0.69,462.47,403.99
38.8128,490,469.05,402.78,65.49,0.78,468.27,403.56
38.864,516,476.64,402.26,73.49,0.89,475.75,403.15
38.9152,497,486.49,401.74,83.72,1.03,485.46,402.77
38.9663,500,499.46,401.22,97.02,1.21,498.24,402.43
39.0175,482,516.94,400.71,114.81,1.43,515.52,402.14
39.0686,540,541.12,400.19,139.24,1.69,539.43,401.88
39.1198,552,575.92,399.68,174.18,2.06,573.86,401.74
39.171,605,628.16,399.18,226.4,2.59,625.58,401.77
39.2221,665,710.06,398.67,308.02,3.37,706.69,402.04
39.2733,806,843.58,398.17,440.86,4.55,839.03,402.72
39.3245,994,1068.88,397.67,664.81,6.41,1062.48,404.08
39.3756,1453,1501.82,397.18,1095.24,9.41,1492.42,406.59
39.4268,2508,2411.93,396.68,2000.67,14.57,2397.35,411.25
39.4779,3679,3457.49,396.19,3038.6,22.7,3434.79,418.89
39.5291,3622,3205.85,395.7,2780.53,29.62,3176.23,425.32
39.5803,2965,2729.76,395.21,2305.83,28.72,2701.04,423.93
39.6314,2108,1951.35,394.73,1532.6,24.02,1927.33,418.75
39.6826,1328,1278.6,394.25,867.16,17.19,1261.41,411.44
39.7337,932,942.9,393.77,538.14,10.99,931.91,404.76
39.7849,734,778.06,393.29,377.65,7.12,770.94,400.41
39.8361,669,692.66,392.82,294.97,4.88,687.79,397.7
39.8872,612,649.19,392.35,253.31,3.54,645.66,395.89
39.9384,580,632.37,391.88,237.82,2.68,629.7,394.56
39.9895,598,637.42,391.41,243.91,2.1,635.32,393.51
40.0407,634,665.8,390.95,273.16,1.7,664.11,392.65
40.0919,697,724.4,390.49,332.51,1.4,723,391.89
40.143,743,829.88,390.03,438.67,1.18,828.7,391.21
40.1942,1066,1014.65,389.57,624.06,1.01,1013.63,390.58
40.2453,1361,1296.87,389.12,906.87,0.88,1295.99,390
40.2965,1555,1532.58,388.67,1143.14,0.78,1531.81,389.45
40.3477,1558,1509.39,388.22,1120.48,0.69,1508.7,388.91
40.3988,1335,1342.39,387.77,954,0.62,1341.77,388.39
40.45,1068,1098.91,387.33,711.01,0.56,1098.34,387.89
40.5012,825,865.59,386.89,478.19,0.51,865.08,387.4
40.5523,656,710.7,386.45,323.78,0.47,710.23,386.92
40.6035,608,617.06,386.01,230.61,0.44,616.62,386.45
40.6546,553,559.3,385.58,173.31,0.41,558.89,385.99
40.7058,485,521.64,385.15,136.11,0.38,521.26,385.53
40.757,510,495.91,384.72,110.83,0.36,495.55,385.08
40.8081,481,477.58,384.29,92.95,0.34,477.24,384.63
40.8593,486,464.04,383.87,79.84,0.32,463.71,384.19
40.9104,461,453.79,383.45,70.03,0.31,453.48,383.76
40.9616,446,445.87,383.03,62.54,0.3,445.57,383.33
41.0128,448,439.72,382.62,56.82,0.29,439.44,382.91
41.0639,451,435.09,382.2,52.61,0.28,434.81,382.48
41.1151,460,432.09,381.79,50.03,0.27,431.82,382.06
41.1662,462,430.7,381.38,49.06,0.26,430.44,381.64
41.2174,494,427.95,380.98,46.72,0.26,427.7,381.24
41.2686,484,424.31,380.57,43.49,0.25,424.06,380.82
41.3197,434,421.82,380.17,41.4,0.25,421.57,380.42
41.3709,455,420.21,379.77,40.19,0.25,419.96,380.02
41.4221,444,419.21,379.38,39.59,0.24,418.97,379.62
41.4732,400,418.71,378.98,39.49,0.24,418.47,379.22
41.5244,447,418.69,378.59,39.85,0.24,418.44,378.83
41.5755,448,419.15,378.2,40.7,0.24,418.9,378.44
41.6267,428,420.13,377.82,42.07,0.24,419.89,378.06
41.6779,443,421.73,377.43,44.05,0.25,421.48,377.68
41.729,443,424.06,377.05,46.76,0.25,423.81,377.3
41.7802,498,427.29,376.67,50.37,0.25,427.04,376.92
41.8313,471,431.69,376.29,55.14,0.26,431.43,376.55
41.8825,433,437.66,375.92,61.48,0.27,437.4,376.19
41.9337,481,445.78,375.55,69.96,0.27,445.51,375.82
41.9848,526,456.94,375.18,81.48,0.28,456.66,375.46
42.036,505,472.69,374.81,97.59,0.29,472.4,375.1
42.0871,545,495.51,374.45,120.76,0.31,495.21,374.76
42.1383,613,529.93,374.08,155.53,0.32,529.61,374.4
42.1895,669,583.77,373.72,209.71,0.34,583.43,374.06
42.2406,757,669.64,373.36,295.92,0.36,669.28,373.72
42.2918,914,811.32,373.01,437.93,0.38,810.94,373.39
42.343,1220,1080.64,372.65,707.57,0.41,1080.22,373.06
42.3941,1751,1651.87,372.3,1279.11,0.46,1651.41,372.76
42.4453,2267,2425.01,371.95,2052.54,0.51,2424.49,372.46
42.4964,2424,2344.94,371.61,1972.76,0.57,2344.37,372.18
42.5476,2107,2019.96,371.26,1648.05,0.64,2019.31,371.9
42.5988,1634,1604.04,370.92,1232.4,0.72,1603.32,371.64
42.6499,1208,1076.27,370.58,704.91,0.78,1075.49,371.36
42.7011,867,781.94,370.25,410.85,0.85,781.1,371.1
42.7522,672,635.39,369.91,264.52,0.96,634.43,370.87
42.8034,597,555.71,369.58,185.03,1.11,554.61,370.69
42.8546,499,508.19,369.25,137.64,1.31,506.89,370.56
42.9057,513,477.73,368.92,107.22,1.59,476.14,370.51
42.9569,425,457.04,368.59,86.47,1.98,455.06,370.57
43.008,450,442.53,368.27,71.72,2.54,439.99,370.81
43.0592,468,432.14,367.95,60.82,3.38,428.77,371.33
43.1104,402,424.83,367.63,52.55,4.65,420.18,372.28
43.1615,433,420.11,367.31,46.14,6.66,413.45,373.97
43.2127,421,418.11,366.99,41.05,10.06,408.04,377.05
43.2639,434,419.36,366.68,36.95,15.72,403.63,382.4
43.315,430,421.96,366.37,33.62,21.98,399.99,388.35
43.3662,390,419.88,366.06,30.86,22.96,396.92,389.02
43.4173,423,414.42,365.75,28.56,20.11,394.31,385.86
43.4685,365,408.06,365.45,26.62,15.99,392.07,381.44
43.5197,391,400.97,365.15,24.98,10.84,390.13,375.99
43.5708,382,395.46,364.85,23.59,7.03,388.44,371.88
43.622,440,391.7,364.55,22.4,4.75,386.95,369.3
43.6731,387,389.02,364.25,21.39,3.39,385.64,367.64
43.7243,373,386.99,363.96,20.51,2.52,384.47,366.48
43.7755,381,385.38,363.66,19.77,1.96,383.43,365.62
43.8266,364,384.07,363.37,19.13,1.57,382.5,364.94
43.8778,403,382.96,363.09,18.59,1.29,381.68,364.38
43.9289,388,382.02,362.8,18.14,1.08,380.94,363.88
43.9801,370,381.21,362.51,17.77,0.93,380.28,363.44
44.0313,370,380.51,362.23,17.47,0.81,379.7,363.04
44.0824,372,379.9,361.95,17.23,0.71,379.18,362.66
44.1336,395,379.38,361.67,17.07,0.64,378.74,362.31
44.1848,376,378.93,361.4,16.96,0.58,378.36,361.98
44.2359,375,378.56,361.12,16.92,0.53,378.04,361.65
44.2871,405,378.27,360.85,16.93,0.48,377.78,361.33
44.3382,360,378.04,360.58,17.01,0.45,377.59,361.03
44.3894,341,377.89,360.31,17.16,0.42,377.47,360.73
44.4406,390,377.81,360.04,17.37,0.39,377.41,360.43
44.4917,382,377.81,359.78,17.66,0.37,377.44,360.15
44.5429,351,377.9,359.51,18.03,0.35,377.54,359.86
44.594,377,378.08,359.25,18.49,0.34,377.74,359.59
44.6452,397,378.39,358.99,19.07,0.33,378.06,359.32
44.6964,382,378.86,358.74,19.81,0.32,378.55,359.06
44.7475,388,379.56,358.48,20.77,0.31,379.25,358.79
44.7987,395,380.56,358.23,22.03,0.3,380.26,358.53
44.8498,406,382.03,357.97,23.76,0.29,381.73,358.26
44.901,396,384.31,357.72,26.3,0.29,384.02,358.01
44.9522,401,388.05,357.47,30.29,0.28,387.76,357.75
45.0033,404,393.67,357.23,36.16,0.28,393.39,357.51
45.0545,479,398.65,356.98,41.39,0.28,398.37,357.26
45.1056,410,399.81,356.74,42.8,0.28,399.54,357.02
45.1568,457,400.34,356.5,43.56,0.28,400.06,356.78
45.208,406,402.74,356.26,46.2,0.28,402.46,356.54
45.2591,436,407.37,356.02,51.07,0.28,407.09,356.3
45.3103,446,414.52,355.78,58.45,0.29,414.23,356.07
45.3615,431,424.93,355.54,69.1,0.29,424.64,355.83
45.4126,456,439.98,355.31,84.37,0.3,439.68,355.61
45.4638,497,462.51,355.08,107.13,0.3,462.21,355.38
45.5149,553,496.69,354.85,141.53,0.31,496.38,355.16
45.5661,602,549.71,354.62,194.78,0.32,549.4,354.94
45.6173,725,633.28,354.39,278.56,0.32,632.95,354.71
45.6684,805,781.64,354.17,427.14,0.33,781.31,354.5
45.7196,1089,1093.87,353.94,739.58,0.35,1093.52,354.29
45.7707,1436,1658.19,353.72,1304.11,0.36,1657.83,354.08
45.8219,1650,1899.48,353.5,1545.61,0.37,1899.11,353.87
45.8731,1494,1613.3,353.28,1259.64,0.39,1612.92,353.67
45.9242,1239,1448.16,353.06,1094.69,0.41,1447.75,353.47
45.9754,1018,1084.92,352.84,731.65,0.43,1084.49,353.27
46.0265,761,769.47,352.63,416.39,0.45,769.02,353.08
46.0777,639,607.14,352.42,254.24,0.48,606.66,352.9
46.1289,518,523.6,352.2,170.88,0.51,523.08,352.71
46.18,453,476.31,351.99,123.77,0.54,475.76,352.53
46.2312,436,447.02,351.78,94.65,0.58,446.43,352.36
46.2824,454,427.66,351.58,75.46,0.63,427.04,352.21
46.3335,418,414.22,351.37,62.18,0.68,413.55,352.05
46.3847,408,404.48,351.16,52.57,0.74,403.73,351.9
46.4358,379,397.21,350.96,45.44,0.81,396.4,351.77
46.487,381,391.64,350.76,39.99,0.89,390.75,351.65
46.5382,398,387.29,350.56,35.75,0.99,386.31,351.55
46.5893,391,383.85,350.36,32.39,1.1,382.75,351.46
46.6405,418,381.1,350.16,29.7,1.24,379.86,351.4
46.6916,407,378.89,349.96,27.51,1.42,377.47,351.38
46.7428,360,377.13,349.76,25.72,1.64,375.48,351.4
46.794,401,375.74,349.57,24.25,1.93,373.82,351.5
46.8451,352,374.71,349.38,23.03,2.3,372.41,351.68
46.8963,385,374.01,349.18,22.02,2.8,371.2,351.98
46.9474,361,373.67,348.99,21.19,3.49,370.18,352.48
46.9986,377,373.78,348.8,20.5,4.48,369.3,353.28
47.0498,378,374.47,348.61,19.93,5.93,368.54,354.54
47.1009,373,376.05,348.43,19.47,8.16,367.9,356.59
47.1521,341,379.08,348.24,19.1,11.74,367.34,359.98
47.2033,390,383.91,348.06,18.81,17.04,366.87,365.1
47.2544,365,389.36,347.87,18.6,22.88,366.47,370.75
47.3056,361,395.17,347.69,18.46,29.02,366.15,376.71
47.3567,381,402.11,347.51,18.37,36.23,365.88,383.74
47.4079,400,402.73,347.33,18.35,37.06,365.68,384.39
47.4591,386,397.15,347.15,18.37,31.63,365.52,378.78
47.5102,358,391.53,346.97,18.45,26.11,365.42,373.08
47.5614,341,384.49,346.79,18.58,19.12,365.37,365.91
47.6125,355,378.19,346.61,18.75,12.82,365.36,359.43
47.6637,360,374.2,346.44,18.98,8.79,365.42,355.23
47.7149,386,371.92,346.26,19.25,6.41,365.51,352.67
47.766,406,370.63,346.09,19.56,4.97,365.65,351.06
47.8172,375,369.93,345.92,19.93,4.08,365.85,350
47.8683,337,369.61,345.75,20.35,3.52,366.1,349.27
47.9195,380,369.57,345.58,20.82,3.18,366.4,348.76
47.9707,347,369.76,345.41,21.34,3.01,366.75,348.42
48.0218,349,370.15,345.24,21.93,2.98,367.17,348.22
48.073,354,370.73,345.07,22.57,3.09,367.64,348.16
48.1242,375,371.55,344.9,23.29,3.36,368.19,348.26
48.1753,407,372.65,344.74,24.07,3.84,368.81,348.58
48.2265,385,374.12,344.57,24.94,4.61,369.51,349.18
48.2776,368,376.09,344.41,25.88,5.8,370.29,350.21
48.3288,432,378.8,344.25,26.92,7.63,371.17,351.88
48.38,403,382.77,344.08,28.06,10.62,372.14,354.7
48.4311,400,389.02,343.92,29.32,15.78,373.24,359.7
48.4823,362,398.43,343.76,30.71,23.96,374.47,367.72
48.5334,415,407.15,343.6,32.23,31.31,375.83,374.91
48.5846,415,408.11,343.44,33.92,30.75,377.36,374.19
48.6358,384,405.95,343.28,35.79,26.88,379.07,370.16
48.6869,409,403.17,343.13,37.86,22.19,380.99,365.32
48.7381,395,398.72,342.97,40.16,15.59,383.13,358.56
48.7892,372,395.79,342.81,42.73,10.24,385.54,353.05
48.8404,442,395.21,342.66,45.62,6.93,388.28,349.59
48.8916,389,396.33,342.5,48.88,4.95,391.38,347.45
48.9427,402,398.62,342.35,52.56,3.71,394.91,346.06
48.9939,404,401.86,342.19,56.78,2.89,398.97,345.08
49.0451,395,406.02,342.04,61.65,2.33,403.69,344.37
49.0962,416,411.21,341.89,67.4,1.92,409.29,343.81
49.1474,397,417.85,341.74,74.5,1.61,416.24,343.35
49.1985,443,426.52,341.59,83.56,1.38,425.15,342.97
49.2497,460,435.6,341.44,92.97,1.19,434.41,342.63
49.3009,416,443.69,341.29,101.35,1.05,442.64,342.34
49.352,420,453.97,341.14,111.9,0.93,453.04,342.07
49.4032,424,467.33,340.99,125.51,0.83,466.5,341.82
49.4543,421,484.09,340.84,142.5,0.75,483.34,341.59
49.5055,469,505.14,340.69,163.77,0.68,504.46,341.37
49.5567,433,531.88,340.55,190.72,0.62,531.27,341.17
49.6078,507,566.34,340.4,225.37,0.57,565.77,340.97
49.659,513,610.77,340.26,269.99,0.52,610.25,340.78
49.7101,576,668.86,340.11,328.26,0.48,668.37,340.59
49.7613,649,748.74,339.97,408.33,0.45,748.3,340.42
49.8125,680,860.45,339.82,520.21,0.42,860.03,340.24
49.8636,830,1020.2,339.68,680.13,0.39,1019.81,340.07
49.9148,1060,1252.61,339.53,912.72,0.37,1252.25,339.9
49.966,1496,1603.35,339.39,1263.62,0.34,1603.01,339.73
50.0171,2088,2168.24,339.25,1828.66,0.32,2167.91,339.57
50.0683,3171,3088.65,339.11,2749.24,0.31,3088.35,339.42
50.1194,4553,4263.59,338.97,3924.34,0.29,4263.31,339.26
50.1706,5195,4854.46,338.82,4515.36,0.28,4854.18,339.1
50.2218,4808,4507.13,338.68,4168.19,0.26,4506.87,338.94
50.2729,4003,3980.78,338.54,3641.99,0.25,3980.53,338.79
50.3241,3151,3239.6,338.4,2900.96,0.24,3239.36,338.64
50.3752,2184,2361.21,338.26,2022.72,0.23,2360.98,338.49
50.4264,1469,1701.51,338.12,1363.17,0.22,1701.29,338.34
50.4776,1095,1291.85,337.98,953.65,0.21,1291.63,338.19
50.5287,928,1046.88,337.85,708.83,0.2,1046.68,338.05
50.5799,765,906.95,337.71,569.05,0.19,906.76,337.9
50.631,732,832.32,337.57,494.57,0.19,832.14,337.76
50.6822,665,752.28,337.43,414.67,0.18,752.1,337.61
50.7334,620,675.91,337.29,338.44,0.17,675.73,337.46
50.7845,583,625.38,337.16,288.06,0.17,625.22,337.33
50.8357,510,569.71,337.02,232.52,0.17,569.54,337.19
50.8868,481,523.34,336.88,186.3,0.16,523.18,337.04
50.938,521,491.74,336.74,154.84,0.16,491.58,336.9
50.9892,442,469.18,336.61,132.42,0.16,469.03,336.77
51.0403,437,452.05,336.47,115.42,0.15,451.89,336.62
51.0915,441,438.41,336.34,101.93,0.14,438.27,336.48
51.1427,431,427.28,336.2,90.94,0.14,427.14,336.34
51.1938,421,418.05,336.06,81.85,0.13,417.91,336.19
51.245,342,410.25,335.93,74.19,0.13,410.12,336.06
51.2961,434,403.61,335.79,67.69,0.13,403.48,335.92
51.3473,429,397.83,335.66,62.05,0.12,397.71,335.78
51.3985,370,392.75,335.52,57.11,0.12,392.63,335.64
51.4496,360,388.31,335.39,52.8,0.12,388.19,335.51
51.5008,377,384.4,335.25,49.02,0.12,384.27,335.37
51.5519,378,380.94,335.12,45.7,0.12,380.82,335.24
51.6031,377,377.85,334.98,42.74,0.13,377.72,335.11
51.6543,374,375.1,334.85,40.11,0.14,374.96,334.99
51.7054,388,372.62,334.72,37.76,0.14,372.48,334.86
51.7566,372,370.36,334.58,35.65,0.13,370.23,334.71
51.8077,346,368.32,334.45,33.76,0.12,368.21,334.57
51.8589,367,366.47,334.31,32.04,0.11,366.35,334.42
51.9101,316,364.78,334.18,30.49,0.11,364.67,334.29
51.9612,334,363.24,334.05,29.09,0.1,363.14,334.15
52.0124,356,361.83,333.91,27.82,0.1,361.73,334.01
52.0636,370,360.53,333.78,26.66,0.1,360.44,333.88
52.1147,351,359.35,333.64,25.61,0.09,359.25,333.73
52.1659,386,358.25,333.51,24.65,0.09,358.16,333.6
52.217,339,357.24,333.37,23.78,0.09,357.15,333.46
52.2682,391,356.31,333.24,22.98,0.09,356.22,333.33
52.3194,366,355.45,333.11,22.26,0.09,355.37,333.2
52.3705,383,354.66,332.97,21.6,0.09,354.57,333.06
52.4217,364,353.93,332.84,21,0.08,353.84,332.92
52.4728,321,353.25,332.7,20.46,0.08,353.16,332.78
52.524,393,352.63,332.57,19.98,0.08,352.55,332.65
52.5752,360,352.06,332.44,19.54,0.08,351.98,332.52
52.6263,370,351.53,332.3,19.15,0.08,351.45,332.38
52.6775,352,351.05,332.17,18.81,0.08,350.98,332.25
52.7286,383,350.61,332.03,18.5,0.08,350.53,332.11
52.7798,369,350.22,331.9,18.25,0.08,350.15,331.98
52.831,338,349.87,331.76,18.03,0.08,349.79,331.84
52.8821,357,349.55,331.63,17.85,0.08,349.48,331.71
52.9333,359,349.28,331.49,17.71,0.08,349.2,331.57
52.9845,372,349.04,331.36,17.61,0.07,348.97,331.43
53.0356,360,348.85,331.22,17.55,0.07,348.77,331.29
53.0868,346,348.7,331.09,17.54,0.07,348.63,331.16
53.1379,329,348.59,330.95,17.56,0.07,348.51,331.02
53.1891,356,348.52,330.82,17.63,0.07,348.45,330.89
53.2403,377,348.52,330.68,17.77,0.07,348.45,330.75
53.2914,354,348.58,330.54,17.97,0.07,348.51,330.61
53.3426,349,348.73,330.41,18.25,0.07,348.66,330.48
53.3937,350,348.98,330.27,18.64,0.07,348.91,330.34
53.4449,385,349.38,330.13,19.18,0.07,349.31,330.2
53.4961,355,350.02,330,19.95,0.07,349.95,330.07
