Angle,Observed,Calculated,Background,Quartz_nb,Calcite_bn,Quartz,Calcite
25.1607,736,812.87,670.15,142.41,0.31,812.56,670.46
25.2109,770,822.14,669.75,152.08,0.31,821.83,670.06
25.261,760,832.51,669.35,162.85,0.31,832.2,669.66
25.3111,816,844.13,668.94,174.88,0.31,843.82,669.25
25.3613,787,857.2,668.52,188.37,0.31,856.89,668.83
25.4114,822,871.84,668.09,203.43,0.32,871.52,668.41
25.4615,771,888.57,667.66,220.59,0.32,888.25,667.98
25.5117,921,907.63,667.21,240.1,0.33,907.31,667.54
25.5618,955,929.48,666.76,262.39,0.33,929.15,667.09
25.612,991,954.66,666.3,288.02,0.33,954.32,666.63
25.6621,1128,983.87,665.84,317.69,0.34,983.53,666.18
25.7122,1300,1018,665.36,352.29,0.35,1017.65,665.71
25.7624,1462,1058.19,664.88,392.96,0.35,1057.84,665.23
25.8125,1409,1105.96,664.39,441.21,0.36,1105.6,664.75
25.8626,1406,1163.3,663.9,499.04,0.36,1162.94,664.26
25.9128,1473,1232.94,663.4,569.17,0.37,1232.57,663.77
25.9629,1486,1318.61,662.89,655.34,0.38,1318.23,663.27
26.013,1524,1425.6,662.37,762.85,0.39,1425.22,662.76
26.0632,1660,1561.59,661.84,899.35,0.4,1561.19,662.24
26.1133,1772,1738,661.31,1076.28,0.41,1737.59,661.72
26.1635,2022,1972.52,660.77,1311.33,0.42,1972.1,661.19
26.2136,2157,2293.63,660.23,1632.97,0.43,2293.2,660.66
26.2637,2593,2744.8,659.67,2084.68,0.44,2744.35,660.11
26.3139,3222,3419.3,659.12,2759.73,0.45,3418.85,659.57
26.364,4128,4478.51,658.55,3819.48,0.49,4478.03,659.04
26.4141,5824,6259.58,657.98,5601.04,0.57,6259.02,658.55
26.4643,9254,9480.13,657.4,8821.98,0.75,9479.38,658.15
26.5144,16024,15706.29,656.81,15048.4,1.09,15705.21,657.9
26.5646,29193,28325.83,656.22,27668.31,1.31,28324.53,657.53
26.6147,47649,46228.29,655.62,45571.5,1.16,46227.12,656.78
26.6648,49969,47357.56,655.01,46701.58,0.96,47356.59,655.97
26.715,35854,34251.99,654.4,33596.75,0.83,34251.15,655.23
26.7651,19016,19227.76,653.78,18573.21,0.77,19226.99,654.55
26.8152,9917,10855.66,653.16,10201.77,0.74,10854.93,653.9
26.8654,5962,6876.32,652.53,6223.06,0.72,6875.59,653.25
26.9155,3943,4806.48,651.89,4153.87,0.72,4805.76,652.61
26.9657,2947,3613.02,651.25,2961.04,0.73,3612.29,651.98
27.0158,2463,2866.44,650.6,2215.1,0.74,2865.7,651.34
27.0659,2084,2369.41,649.95,1718.71,0.75,2368.66,650.7
27.1161,1812,2022.16,649.29,1372.1,0.77,2021.39,650.06
27.1662,1649,1771.26,648.62,1121.84,0.8,1770.46,649.42
27.2163,1535,1582.2,647.95,933.42,0.82,1581.37,648.77
27.2665,1362,1436.94,647.28,788.81,0.85,1436.09,648.13
27.3166,1293,1322.89,646.59,675.41,0.88,1322,647.47
27.3668,1259,1231.68,645.91,584.85,0.92,1230.76,646.83
27.4169,1133,1157.56,645.21,511.39,0.96,1156.6,646.17
27.467,1134,1096.5,644.52,450.98,1,1095.5,645.52
27.5172,1085,1045.56,643.81,400.7,1.05,1044.51,644.86
27.5673,1068,1002.61,643.1,358.41,1.1,1001.51,644.2
27.6174,1026,966.05,642.39,322.5,1.16,964.89,643.55
27.6676,965,934.64,641.67,291.75,1.22,933.42,642.89
27.7177,986,907.45,640.95,265.22,1.28,906.17,642.23
27.7678,996,883.75,640.22,242.17,1.36,882.39,641.58
27.818,956,862.94,639.49,222.02,1.44,861.51,640.93
27.8681,991,844.56,638.75,204.29,1.52,843.04,640.27
27.9183,864,828.25,638.01,188.62,1.62,826.63,639.63
27.9684,950,813.69,637.26,174.71,1.73,811.97,638.99
28.0185,882,800.64,636.51,162.29,1.84,798.8,638.35
28.0687,870,788.95,635.75,151.22,1.97,786.97,637.72
28.1188,852,778.32,634.99,141.21,2.12,776.2,637.11
28.1689,913,768.67,634.23,132.16,2.28,766.39,636.51
28.2191,877,759.9,633.46,123.98,2.47,757.44,635.93
28.2692,797,751.9,632.68,116.54,2.68,749.22,635.36
28.3194,907,744.58,631.91,109.76,2.92,741.67,634.83
28.3695,810,737.88,631.12,103.56,3.19,734.68,634.31
28.4196,823,731.72,630.34,97.89,3.5,728.23,633.84
28.4698,851,726.07,629.55,92.67,3.85,722.22,633.4
28.5199,846,720.9,628.76,87.88,4.26,716.64,633.02
28.57,883,716.16,627.96,83.45,4.75,711.41,632.71
28.6202,837,711.84,627.16,79.36,5.32,706.52,632.48
28.6703,830,707.94,626.36,75.57,6.01,701.93,632.37
28.7205,880,704.45,625.55,72.06,6.84,697.61,632.39
28.7706,876,701.39,624.74,68.79,7.86,693.53,632.6
28.8207,865,698.81,623.93,65.76,9.13,689.69,633.06
28.8709,805,696.76,623.11,62.92,10.73,686.03,633.84
28.921,818,695.36,622.29,60.28,12.79,682.57,635.08
28.9711,849,694.77,621.46,57.82,15.49,679.28,636.95
29.0213,829,695.31,620.64,55.5,19.17,676.14,639.81
29.0714,878,697.45,619.81,53.33,24.31,673.14,644.12
29.1216,848,702.06,618.97,51.3,31.79,670.27,650.76
29.1717,860,710.66,618.14,49.38,43.14,667.52,661.28
29.2218,823,726.11,617.3,47.59,61.23,664.89,678.53
29.272,820,753.66,616.46,45.9,91.31,662.36,707.77
29.3221,786,802.81,615.61,44.3,142.89,659.91,758.5
29.3722,855,885.54,614.77,42.8,227.97,657.57,842.74
29.4224,939,977.07,613.92,41.38,321.77,655.3,935.69
29.4725,985,988.47,613.07,40.04,335.36,653.11,948.43
29.5226,913,921.03,612.21,38.78,270.04,650.99,882.25
29.5728,858,828.48,611.36,37.58,179.54,648.94,790.9
29.6229,792,758.29,610.5,36.45,111.35,646.95,721.85
29.6731,726,716.76,609.64,35.38,71.74,645.02,681.38
29.7232,757,692.26,608.77,34.36,49.12,643.13,657.89
29.7733,755,676.78,607.91,33.39,35.48,641.3,643.39
29.8235,703,666.26,607.04,32.47,26.75,639.51,633.79
29.8736,718,658.62,606.17,31.59,20.85,637.76,627.02
29.9237,724,652.77,605.3,30.76,16.7,636.06,622
29.9739,641,648.09,604.43,29.96,13.69,634.39,618.12
30.024,693,644.17,603.56,29.2,11.42,632.76,614.98
30.0742,675,640.8,602.68,28.46,9.67,631.14,612.35
30.1243,626,637.84,601.8,27.74,8.29,629.54,610.09
30.1744,663,635.17,600.92,27.05,7.2,627.97,608.12
30.2246,658,632.72,600.04,26.37,6.31,626.41,606.35
30.2747,683,630.44,599.16,25.7,5.57,624.86,604.73
30.3248,623,628.3,598.28,25.06,4.97,623.34,603.25
30.375,634,626.29,597.39,24.44,4.46,621.83,601.85
30.4251,612,624.38,596.51,23.85,4.03,620.36,600.54
30.4753,675,622.56,595.62,23.28,3.66,618.9,599.28
30.5254,595,620.81,594.73,22.73,3.35,617.46,598.08
30.5755,674,619.13,593.84,22.21,3.07,616.05,596.91
30.6257,637,617.51,592.95,21.71,2.84,614.66,595.79
30.6758,582,615.93,592.06,21.23,2.64,613.29,594.7
30.7259,624,614.41,591.17,20.77,2.47,611.94,593.64
30.7761,610,612.93,590.27,20.33,2.32,610.6,592.59
30.8262,603,611.48,589.38,19.91,2.2,609.29,591.58
30.8764,605,610.08,588.48,19.5,2.1,607.98,590.58
30.9265,581,608.72,587.59,19.11,2.02,606.7,589.61
30.9766,608,607.4,586.69,18.74,1.97,605.43,588.66
31.0268,633,606.12,585.8,18.37,1.95,604.17,587.75
31.0769,574,604.9,584.9,18.03,1.98,602.93,586.88
31.127,595,603.75,584,17.69,2.06,601.69,586.06
31.1772,636,602.71,583.1,17.37,2.24,600.47,585.34
31.2273,612,601.85,582.2,17.06,2.58,599.26,584.78
31.2774,585,601.27,581.31,16.76,3.2,598.07,584.51
31.3276,594,601.19,580.41,16.48,4.31,596.89,584.72
31.3777,587,601.81,579.51,16.2,6.1,595.71,585.61
31.4279,540,602.25,578.61,15.94,7.7,594.55,586.31
31.478,605,600.9,577.71,15.68,7.5,593.39,585.21
31.5281,600,598.3,576.81,15.44,6.05,592.25,582.86
31.5783,583,595.37,575.91,15.2,4.26,591.11,580.17
31.6284,540,592.94,575.01,14.98,2.95,589.99,577.96
31.6785,618,591.05,574.11,14.76,2.18,588.87,576.29
31.7287,618,589.49,573.22,14.55,1.72,587.77,574.94
31.7788,567,588.1,572.32,14.35,1.43,586.67,573.75
31.829,585,586.81,571.42,14.16,1.24,585.58,572.66
31.8791,565,585.59,570.52,13.97,1.1,584.49,571.62
31.9292,556,584.41,569.62,13.79,0.99,583.41,570.61
31.9794,572,583.26,568.73,13.62,0.91,582.35,569.64
32.0295,622,582.14,567.83,13.46,0.85,581.29,568.68
32.0796,598,581.03,566.93,13.31,0.79,580.24,567.72
32.1298,547,579.94,566.04,13.16,0.75,579.2,566.79
32.1799,594,578.87,565.14,13.02,0.71,578.16,565.85
32.2301,559,577.81,564.25,12.88,0.67,577.13,564.92
32.2802,529,576.76,563.36,12.75,0.65,576.11,564.01
32.3303,565,575.72,562.46,12.63,0.63,575.09,563.09
32.3805,526,574.7,561.57,12.51,0.62,574.08,562.19
32.4306,518,573.71,560.68,12.4,0.63,573.08,561.31
32.4807,596,572.74,559.79,12.3,0.65,572.09,560.44
32.5309,541,571.74,558.9,12.2,0.64,571.1,559.54
32.581,549,570.72,558.01,12.11,0.59,570.12,558.6
32.6312,557,569.74,557.13,12.06,0.55,569.19,557.68
32.6813,515,568.85,556.24,12.09,0.52,568.33,556.76
32.7314,590,568.13,555.36,12.27,0.5,567.63,555.86
32.7816,553,567.74,554.47,12.79,0.48,567.26,554.95
32.8317,562,568.01,553.59,13.95,0.47,567.54,554.06
32.8818,549,568.88,552.71,15.72,0.46,568.43,553.17
32.932,541,568.67,551.83,16.4,0.44,568.23,552.27
32.9821,548,566.7,550.95,15.32,0.43,566.27,551.38
33.0322,534,564.57,550.07,14.08,0.43,564.15,550.5
33.0824,557,562.85,549.19,13.24,0.42,562.43,549.61
33.1325,541,561.44,548.32,12.71,0.41,561.03,548.73
33.1827,576,560.22,547.45,12.37,0.4,559.82,547.85
33.2328,496,559.1,546.57,12.13,0.4,558.7,546.97
33.2829,540,558.06,545.7,11.97,0.39,557.67,546.09
33.3331,589,557.07,544.83,11.85,0.39,556.68,545.22
33.3832,496,556.11,543.97,11.76,0.38,555.73,544.35
33.4333,537,555.18,543.1,11.7,0.38,554.8,543.48
33.4835,540,554.28,542.24,11.66,0.37,553.9,542.61
33.5336,527,553.39,541.37,11.64,0.37,553.01,541.74
33.5838,527,552.52,540.51,11.64,0.37,552.15,540.88
33.6339,503,551.67,539.65,11.65,0.37,551.3,540.02
33.684,485,550.83,538.8,11.67,0.36,550.47,539.16
33.7342,506,550.01,537.94,11.71,0.36,549.65,538.3
33.7843,516,549.2,537.09,11.75,0.36,548.84,537.45
33.8344,502,548.41,536.24,11.81,0.36,548.05,536.6
33.8846,469,547.63,535.39,11.88,0.36,547.27,535.75
33.9347,516,546.87,534.54,11.97,0.36,546.51,534.9
33.9849,466,546.12,533.69,12.06,0.36,545.75,534.05
34.035,480,545.39,532.85,12.17,0.37,545.02,533.22
34.0851,500,544.67,532.01,12.3,0.37,544.31,532.38
34.1353,499,543.97,531.17,12.44,0.37,543.61,531.54
34.1854,553,543.29,530.33,12.59,0.38,542.92,530.71
34.2355,479,542.63,529.49,12.76,0.38,542.25,529.87
34.2857,503,541.99,528.66,12.95,0.39,541.61,529.05
34.3358,522,541.38,527.83,13.16,0.39,540.99,528.22
34.386,523,540.78,527,13.38,0.4,540.38,527.4
34.4361,514,540.21,526.17,13.63,0.41,539.8,526.58
34.4862,523,539.67,525.35,13.91,0.42,539.26,525.77
34.5364,475,539.16,524.52,14.21,0.43,538.73,524.95
34.5865,527,538.68,523.7,14.53,0.44,538.23,524.14
34.6366,526,538.23,522.88,14.89,0.46,537.77,523.34
34.6868,512,537.83,522.07,15.29,0.47,537.36,522.54
34.7369,478,537.46,521.25,15.72,0.49,536.97,521.74
34.787,533,537.14,520.44,16.19,0.51,536.63,520.95
34.8372,486,536.88,519.63,16.71,0.54,536.34,520.17
34.8873,538,536.67,518.83,17.28,0.56,536.11,519.39
34.9375,484,536.53,518.02,17.91,0.59,535.93,518.61
34.9876,515,536.45,517.22,18.6,0.63,535.82,517.85
35.0377,559,536.46,516.42,19.37,0.67,535.79,517.09
35.0879,534,536.57,515.63,20.22,0.72,535.85,516.35
35.138,465,536.78,514.83,21.17,0.78,536,515.61
35.1881,511,537.11,514.04,22.23,0.84,536.27,514.88
35.2383,524,537.59,513.25,23.42,0.92,536.67,514.17
35.2884,545,538.29,512.46,24.82,1.01,537.28,513.47
35.3386,538,539.28,511.68,26.47,1.13,538.15,512.81
35.3887,520,540.73,510.9,28.56,1.27,539.46,512.17
35.4388,550,543.1,510.12,31.52,1.46,541.64,511.58
35.489,521,547.23,509.34,36.18,1.71,545.52,511.05
35.5391,507,551.17,508.57,40.57,2.03,549.14,510.6
35.5892,540,551.79,507.8,41.58,2.41,549.38,510.21
35.6394,503,553.13,507.03,43.25,2.86,550.28,509.89
35.6895,485,556.17,506.26,46.42,3.49,552.68,509.75
35.7397,572,560.71,505.5,50.79,4.42,556.29,509.92
35.7898,555,566.89,504.74,56.32,5.83,561.06,510.57
35.8399,539,575.19,503.98,63.19,8.01,567.17,511.99
35.8901,567,586.5,503.23,71.75,11.51,574.98,514.74
35.9402,558,602.36,502.48,82.54,17.35,585.02,519.83
35.9903,569,625.27,501.73,96.32,27.22,598.05,528.95
36.0405,612,655.41,500.98,114.3,40.13,615.28,541.11
36.0906,620,684.14,500.24,138.32,45.58,638.56,545.82
36.1408,605,711.33,499.5,171.32,40.52,670.82,540.02
36.1909,663,747.76,498.76,218.13,30.88,716.89,529.64
36.241,687,804.74,498.02,286.47,20.24,784.49,518.26
36.2912,806,899.01,497.29,388.8,12.92,886.09,510.21
36.3413,909,1052.78,496.56,547.56,8.67,1044.12,505.23
36.3914,1200,1303.14,495.83,801.14,6.17,1296.97,502
36.4416,1686,1712.38,495.11,1212.67,4.6,1707.78,499.71
36.4917,2232,2251.66,494.39,1753.7,3.57,2248.09,497.96
36.5418,2589,2559.1,493.67,2062.57,2.87,2556.24,496.54
36.592,2503,2411.51,492.95,1916.2,2.36,2409.15,495.31
36.6421,2131,2026.25,492.24,1532.03,1.98,2024.27,494.22
36.6923,1671,1556.24,491.53,1063.01,1.7,1554.54,493.23
36.7424,1280,1191.48,490.82,699.18,1.48,1190,492.3
36.7925,1004,964.44,490.12,473.01,1.3,963.13,491.42
36.8427,900,826.8,489.42,336.22,1.16,825.64,490.58
36.8928,766,740.06,488.72,250.29,1.05,739.01,489.77
36.9429,697,682.63,488.02,193.65,0.96,681.67,488.98
36.9931,683,642.84,487.33,154.63,0.88,641.96,488.21
37.0432,664,614.19,486.64,126.73,0.82,613.37,487.46
37.0934,601,592.86,485.96,106.14,0.76,592.1,486.72
37.1435,550,576.55,485.27,90.56,0.72,575.83,485.99
37.1936,533,563.77,484.59,78.51,0.68,563.1,485.27
37.2438,523,553.57,483.91,69.01,0.64,552.92,484.55
37.2939,595,545.27,483.24,61.42,0.62,544.66,483.86
37.344,537,538.43,482.57,55.27,0.59,537.84,483.16
37.3942,561,532.71,481.9,50.24,0.57,532.14,482.47
37.4443,533,527.87,481.23,46.08,0.56,527.31,481.79
37.4945,518,523.75,480.57,42.63,0.54,523.2,481.11
37.5446,522,520.2,479.91,39.76,0.53,519.67,480.44
37.5947,525,517.14,479.25,37.36,0.53,516.61,479.78
37.6449,498,514.46,478.6,35.34,0.52,513.94,479.12
37.695,482,512.12,477.95,33.66,0.52,511.61,478.47
37.7451,493,510.08,477.3,32.26,0.52,509.56,477.82
37.7953,534,508.29,476.65,31.11,0.52,507.76,477.17
37.8454,486,506.73,476.01,30.19,0.52,506.2,476.53
37.8956,500,505.39,475.37,29.49,0.53,504.86,475.9
37.9457,501,504.28,474.73,29.01,0.54,503.74,475.27
37.9958,523,503.42,474.1,28.77,0.55,502.87,474.65
38.046,514,502.91,473.47,28.88,0.56,502.35,474.03
38.0961,531,503.07,472.84,29.66,0.58,502.5,473.42
38.1462,509,504.44,472.22,31.62,0.6,503.84,472.82
38.1964,540,505.27,471.6,33.05,0.62,504.65,472.22
38.2465,514,503.61,470.98,31.99,0.64,502.97,471.62
38.2966,526,502.38,470.36,31.35,0.67,501.71,471.03
38.3468,503,501.99,469.75,31.54,0.71,501.29,470.46
38.3969,490,502.14,469.14,32.25,0.75,501.39,469.89
38.4471,468,502.68,468.53,33.35,0.8,501.88,469.33
38.4972,528,503.59,467.93,34.8,0.85,502.73,468.78
38.5473,512,504.89,467.33,36.64,0.92,503.97,468.25
38.5975,528,506.63,466.73,38.91,1,505.64,467.73
38.6476,512,508.91,466.13,41.69,1.09,507.82,467.22
38.6977,522,511.84,465.54,45.09,1.2,510.63,466.74
38.7479,532,515.57,464.95,49.29,1.34,514.24,466.29
38.798,512,520.33,464.36,54.45,1.51,518.81,465.87
38.8482,517,526.49,463.78,60.97,1.73,524.75,465.51
38.8983,507,534.5,463.2,69.28,2.02,532.48,465.22
38.9484,535,545.04,462.62,80.07,2.35,542.69,464.97
38.9986,574,559.19,462.05,94.41,2.74,556.46,464.79
39.0487,601,578.78,461.47,114.05,3.25,575.52,464.72
39.0988,616,606.8,460.91,141.92,3.97,602.83,464.88
39.149,650,648.56,460.34,183.22,5,643.56,465.34
39.1991,672,713.5,459.78,247.21,6.51,706.99,466.29
39.2493,803,817.91,459.21,349.9,8.79,809.11,468
39.2994,973,991.52,458.66,520.53,12.34,979.19,471
39.3495,1494,1316.78,458.1,840.62,18.06,1298.72,476.16
39.3997,2073,1981.94,457.55,1496.62,27.77,1954.17,485.32
39.4498,3128,2817.03,457,2317.19,42.84,2774.19,499.84
39.4999,3223,2737.77,456.45,2225.9,55.42,2682.35,511.87
39.5501,2878,2369.37,455.91,1859.62,53.85,2315.53,509.76
39.6002,2086,1813.6,455.37,1312.89,45.33,1768.26,500.7
39.6503,1432,1249.74,454.83,761.99,32.92,1216.82,487.75
39.7005,1013,945.74,454.3,470.16,21.28,924.46,475.58
39.7506,847,794.26,453.76,326.64,13.85,780.4,467.61
39.8008,742,715.11,453.23,252.37,9.51,705.6,462.74
39.8509,699,673.66,452.71,214.07,6.89,666.78,459.6
39.901,660,655.48,452.18,198.08,5.22,650.26,457.4
39.9512,646,655.25,451.66,199.49,4.09,651.15,455.75
40.0013,655,672.9,451.14,218.46,3.3,669.6,454.44
40.0514,728,712.4,450.63,259.04,2.73,709.67,453.36
40.1016,781,784.02,450.11,331.61,2.3,781.72,452.41
40.1517,830,907.68,449.6,456.11,1.97,905.71,451.57
40.2019,1150,1108.3,449.09,657.5,1.71,1106.59,450.8
40.252,1297,1338.68,448.59,888.59,1.51,1337.18,450.1
40.3021,1336,1413.55,448.09,964.13,1.34,1412.22,449.43
40.3523,1241,1316.71,447.59,867.92,1.2,1315.51,448.79
40.4024,1078,1146.1,447.09,697.92,1.09,1145.01,448.18
40.4525,933,941.33,446.59,493.75,0.99,940.34,447.58
40.5027,723,781.37,446.1,334.35,0.91,780.45,447.01
40.5528,651,680.28,445.61,233.83,0.84,679.44,446.45
40.603,640,617.96,445.13,172.05,0.79,617.18,445.92
40.6531,577,578.01,444.64,132.63,0.74,577.27,445.38
40.7032,565,551.13,444.16,106.28,0.69,550.44,444.85
40.7534,547,532.23,443.68,87.89,0.65,531.57,444.33
40.8035,506,518.42,443.2,74.59,0.62,517.79,443.82
40.8536,512,508.03,442.73,64.71,0.59,507.44,443.32
40.9038,558,500.03,442.26,57.2,0.57,499.46,442.83
40.9539,502,493.77,441.79,51.44,0.55,493.23,442.34
41.0041,498,488.88,441.32,47.02,0.53,488.34,441.85
41.0542,480,485.2,440.86,43.82,0.51,484.68,441.37
41.1043,491,482.89,440.4,42,0.5,482.4,440.9
41.1545,511,481.55,439.94,41.12,0.49,481.06,440.43
41.2046,512,478.77,439.48,38.81,0.48,478.29,439.96
41.2547,483,475.83,439.03,36.33,0.47,475.36,439.5
41.3049,532,473.8,438.58,34.76,0.46,473.34,439.04
41.355,489,472.44,438.13,33.85,0.46,471.98,438.59
41.4052,477,471.54,437.68,33.4,0.46,471.08,438.14
41.4553,510,471.04,437.24,33.35,0.46,470.59,437.7
41.5054,468,470.93,436.8,33.68,0.46,470.48,437.26
41.5556,465,471.22,436.36,34.4,0.46,470.76,436.82
41.6057,495,471.94,435.92,35.56,0.46,471.48,436.38
41.6558,554,473.15,435.48,37.2,0.47,472.68,435.95
41.706,511,474.96,435.05,39.44,0.47,474.49,435.52
41.7561,495,477.51,434.62,42.41,0.48,477.03,435.1
41.8062,565,481,434.19,46.32,0.49,480.51,434.68
41.8564,502,485.74,433.77,51.47,0.51,485.24,434.28
41.9065,534,492.18,433.35,58.32,0.52,491.67,433.87
41.9567,529,501.03,432.92,67.57,0.54,500.49,433.46
42.0068,591,513.42,432.51,80.35,0.56,512.86,433.07
42.0569,595,531.23,432.09,98.56,0.58,530.65,432.67
42.1071,647,557.73,431.68,125.45,0.61,557.13,432.29
42.1572,643,598.56,431.26,166.65,0.64,597.91,431.9
42.2073,799,663,430.85,231.46,0.68,662.31,431.53
42.2575,853,766.87,430.45,335.7,0.73,766.15,431.18
42.3076,1049,953.9,430.04,523.08,0.79,953.12,430.83
42.3578,1424,1340.43,429.64,909.94,0.86,1339.58,430.5
42.4079,1858,1969.01,429.24,1538.83,0.95,1968.07,430.19
42.458,2115,2128.75,428.84,1698.87,1.05,2127.71,429.89
42.5082,1986,1842.08,428.44,1412.5,1.14,1840.94,429.58
42.5583,1657,1581.72,428.05,1152.41,1.27,1580.46,429.32
42.6084,1304,1141.14,427.65,712.05,1.43,1139.7,429.08
42.6586,980,840.78,427.26,411.86,1.66,839.12,428.92
42.7087,738,687.69,426.87,258.87,1.95,685.74,428.82
42.7589,611,606.27,426.49,177.53,2.25,604.02,428.74
42.809,616,558.78,426.1,130.06,2.62,556.16,428.72
42.8591,542,528.93,425.72,100.08,3.13,525.8,428.85
42.9093,555,509.17,425.34,79.95,3.88,505.29,429.22
42.9594,522,495.72,424.96,65.78,4.98,490.74,429.94
43.0095,490,486.61,424.58,55.42,6.6,480,431.18
43.0597,486,480.91,424.21,47.62,9.07,471.83,433.28
43.1098,458,478.41,423.84,41.6,12.97,465.44,436.81
43.16,447,479.86,423.47,36.85,19.54,460.32,443.01
43.2101,471,486.36,423.1,33.05,30.21,456.15,453.31
43.2602,504,494.01,422.73,29.95,41.33,452.68,464.06
43.3104,486,492.31,422.37,27.4,42.54,449.77,464.91
43.3605,484,484.54,422,25.28,37.25,447.28,459.25
43.4106,434,474.84,421.64,23.5,29.7,445.14,451.34
43.4608,437,463.55,421.28,21.99,20.28,443.27,441.56
43.5109,420,454.82,420.92,20.71,13.19,441.63,434.11
43.561,455,449.12,420.57,19.61,8.94,440.18,429.51
43.6112,465,445.33,420.21,18.68,6.44,438.89,426.65
43.6613,463,442.61,419.86,17.87,4.88,437.73,424.74
43.7115,438,440.49,419.51,17.18,3.81,436.69,423.32
43.7616,464,438.78,419.16,16.58,3.04,435.74,422.2
43.8117,444,437.38,418.82,16.07,2.49,434.89,421.31
43.8619,420,436.2,418.47,15.64,2.09,434.11,420.56
43.912,445,435.19,418.13,15.28,1.79,433.41,419.92
43.9621,395,434.32,417.79,14.98,1.55,432.77,419.34
44.0123,467,433.55,417.45,14.74,1.37,432.19,418.82
44.0624,443,432.88,417.11,14.55,1.22,431.66,418.33
44.1126,409,432.29,416.77,14.42,1.1,431.19,417.87
44.1627,436,431.77,416.43,14.33,1,430.76,417.43
44.2128,408,431.32,416.1,14.3,0.92,430.4,417.02
44.263,411,430.93,415.77,14.31,0.85,430.08,416.62
44.3131,449,430.61,415.44,14.38,0.79,429.82,416.23
44.3632,416,430.35,415.11,14.5,0.74,429.61,415.85
44.4134,429,430.15,414.78,14.67,0.7,429.45,415.48
44.4635,438,430.02,414.46,14.9,0.66,429.36,415.12
44.5137,447,429.96,414.13,15.2,0.63,429.33,414.76
44.5638,443,429.98,413.81,15.56,0.61,429.37,414.42
44.6139,487,430.1,413.49,16.03,0.59,429.52,414.08
44.6641,428,430.35,413.17,16.62,0.57,429.79,413.74
44.7142,419,430.78,412.85,17.38,0.55,430.23,413.4
44.7643,425,431.44,412.53,18.36,0.54,430.89,413.07
44.8145,451,432.45,412.22,19.7,0.53,431.92,412.75
44.8646,451,434.04,411.9,21.62,0.52,433.52,412.42
44.9147,441,436.67,411.59,24.57,0.51,436.16,412.1
44.9649,464,440.79,411.28,29,0.5,440.28,411.78
45.015,435,445.21,410.97,33.74,0.5,444.71,411.47
45.0652,459,446.9,410.66,35.74,0.5,446.4,411.16
45.1153,471,447.11,410.35,36.26,0.5,446.61,410.85
45.1654,473,448.42,410.05,37.87,0.5,447.92,410.55
45.2156,472,451.46,409.74,41.22,0.5,450.96,410.24
45.2657,483,456.39,409.44,46.45,0.51,455.89,409.95
45.3158,480,463.65,409.14,54,0.51,463.14,409.65
45.366,551,474.15,408.84,64.79,0.52,473.63,409.36
45.4161,512,489.44,408.54,80.37,0.53,488.91,409.07
45.4663,611,512.41,408.24,103.63,0.54,511.87,408.78
45.5164,593,547.44,407.94,138.95,0.55,546.89,408.49
45.5665,660,601.48,407.65,193.28,0.56,600.93,408.21
45.6167,751,689.52,407.35,281.59,0.57,688.94,407.92
45.6668,907,858.35,407.06,450.69,0.59,857.75,407.65
45.7169,1184,1202.67,406.77,795.3,0.61,1202.07,407.38
45.7671,1456,1628.96,406.48,1221.86,0.63,1628.34,407.11
45.8172,1377,1568.1,406.19,1161.26,0.65,1567.45,406.84
45.8674,1282,1379.97,405.9,973.39,0.68,1379.29,406.58
45.9175,1058,1204.32,405.61,798,0.71,1203.61,406.32
45.9676,937,897.97,405.33,491.9,0.74,897.23,406.07
46.0178,718,694.62,405.04,288.8,0.78,693.84,405.82
46.0679,603,590.34,404.76,184.77,0.82,589.53,405.58
46.118,534,533.97,404.47,128.63,0.87,533.1,405.34
46.1682,479,500.6,404.19,95.5,0.92,499.69,405.11
46.2183,446,479.29,403.91,74.41,0.98,478.32,404.89
46.2685,482,464.85,403.63,60.18,1.04,463.81,404.67
46.3186,448,454.6,403.35,50.13,1.12,453.48,404.47
46.3687,425,447.05,403.07,42.78,1.2,445.85,404.27
46.4189,430,441.35,402.8,37.24,1.31,440.04,404.11
46.469,432,436.93,402.52,32.98,1.42,435.5,403.94
46.5191,395,433.44,402.24,29.64,1.56,431.88,403.8
46.5693,429,430.67,401.97,26.98,1.72,428.95,403.69
46.6194,394,428.44,401.7,24.83,1.92,426.53,403.62
46.6696,402,426.65,401.42,23.07,2.16,424.49,403.58
46.7197,463,425.24,401.15,21.63,2.45,422.78,403.6
46.7698,437,424.15,400.88,20.44,2.82,421.32,403.7
46.82,442,423.37,400.61,19.46,3.3,420.07,403.91
46.8701,434,422.92,400.34,18.64,3.93,418.98,404.27
46.9202,443,422.83,400.08,17.96,4.79,418.04,404.87
46.9704,429,423.2,399.81,17.4,5.99,417.21,405.8
47.0205,427,424.19,399.54,16.93,7.71,416.47,407.25
47.0706,425,426.15,399.28,16.56,10.32,415.84,409.6
47.1208,371,429.8,399.01,16.26,14.53,415.27,413.54
47.1709,448,435.57,398.75,16.02,20.79,414.77,419.54
47.2211,415,440.85,398.49,15.85,26.51,414.34,425
47.2712,383,442.2,398.23,15.73,28.25,413.96,426.48
47.3213,416,443.17,397.96,15.66,29.55,413.62,427.51
47.3715,480,445.55,397.7,15.64,32.21,413.34,429.91
47.4216,399,451,397.44,15.66,37.9,413.1,435.34
