Angle,Observed,Calculated,Background,Calcite_nb,Quartz_nb,Calcite,Quartz
6.1209,1318,1278.16,1277.46,0.24,0.46,1277.7,1277.92
6.1721,1301,1264.58,1263.87,0.24,0.46,1264.11,1264.33
6.2232,1298,1251.22,1250.5,0.24,0.47,1250.74,1250.97
6.2744,1177,1238.08,1237.36,0.25,0.47,1237.61,1237.83
6.3256,1260,1225.17,1224.45,0.25,0.47,1224.7,1224.92
6.3767,1302,1212.5,1211.78,0.25,0.48,1212.03,1212.26
6.4279,1225,1200.07,1199.34,0.25,0.48,1199.59,1199.82
6.4791,1258,1187.87,1187.14,0.25,0.48,1187.39,1187.62
6.5302,1208,1175.92,1175.18,0.25,0.48,1175.43,1175.66
6.5814,1137,1164.21,1163.47,0.25,0.49,1163.72,1163.96
6.6325,1226,1152.74,1152,0.25,0.49,1152.25,1152.49
6.6837,1082,1141.51,1140.76,0.26,0.49,1141.02,1141.25
6.7349,1158,1130.52,1129.77,0.26,0.49,1130.03,1130.26
6.786,1193,1119.77,1119.02,0.26,0.5,1119.28,1119.52
6.8372,1109,1109.26,1108.5,0.26,0.5,1108.76,1109
6.8883,1133,1098.98,1098.22,0.26,0.5,1098.48,1098.72
6.9395,1138,1088.93,1088.17,0.26,0.51,1088.43,1088.68
6.9907,1035,1079.11,1078.34,0.26,0.51,1078.6,1078.85
7.0418,1088,1069.51,1068.74,0.26,0.51,1069,1069.25
7.093,1082,1060.13,1059.35,0.27,0.52,1059.62,1059.87
7.1441,1014,1050.97,1050.19,0.27,0.52,1050.46,1050.71
7.1953,1001,1042.02,1041.23,0.27,0.52,1041.5,1041.75
7.2465,1012,1033.27,1032.48,0.27,0.52,1032.75,1033
7.2976,1031,1024.73,1023.93,0.27,0.53,1024.2,1024.46
7.3488,1002,1016.39,1015.58,0.27,0.53,1015.85,1016.11
7.4,1024,1008.23,1007.43,0.27,0.53,1007.7,1007.96
7.4511,990,1000.27,999.46,0.27,0.54,999.73,1000
7.5023,970,992.49,991.67,0.28,0.54,991.95,992.21
7.5534,1010,984.88,984.06,0.28,0.54,984.34,984.6
7.6046,990,977.45,976.63,0.28,0.55,976.91,977.18
7.6558,976,970.19,969.36,0.28,0.55,969.64,969.91
7.7069,974,963.09,962.26,0.28,0.55,962.54,962.81
7.7581,910,956.15,955.31,0.28,0.56,955.59,955.87
7.8092,989,949.37,948.52,0.28,0.56,948.8,949.08
7.8604,880,942.73,941.88,0.28,0.56,942.16,942.44
7.9116,947,936.24,935.38,0.29,0.57,935.67,935.95
7.9627,934,929.88,929.02,0.29,0.57,929.31,929.59
8.0139,910,923.66,922.8,0.29,0.57,923.09,923.37
8.065,918,917.57,916.71,0.29,0.58,917,917.29
8.1162,894,911.61,910.74,0.29,0.58,911.03,911.32
8.1674,831,905.77,904.89,0.29,0.58,905.18,905.47
8.2185,872,900.05,899.17,0.29,0.59,899.46,899.76
8.2697,866,894.44,893.55,0.3,0.59,893.85,894.14
8.3209,879,888.94,888.05,0.3,0.59,888.35,888.64
8.372,826,883.55,882.65,0.3,0.6,882.95,883.25
8.4232,820,878.26,877.35,0.3,0.6,877.65,877.95
8.4743,843,873.06,872.16,0.3,0.6,872.46,872.76
8.5255,869,867.96,867.05,0.3,0.61,867.35,867.66
8.5767,854,862.96,862.04,0.3,0.61,862.34,862.65
8.6278,867,858.04,857.12,0.31,0.62,857.43,857.74
8.679,827,853.2,852.28,0.31,0.62,852.59,852.9
8.7301,880,848.45,847.52,0.31,0.62,847.83,848.14
8.7813,847,843.78,842.84,0.31,0.63,843.15,843.47
8.8325,868,839.18,838.24,0.31,0.63,838.55,838.87
8.8836,823,834.66,833.71,0.31,0.63,834.02,834.34
8.9348,876,830.2,829.25,0.31,0.64,829.56,829.89
8.9859,808,825.81,824.86,0.32,0.64,825.18,825.5
9.0371,829,821.49,820.53,0.32,0.65,820.85,821.18
9.0883,809,817.23,816.26,0.32,0.65,816.58,816.91
9.1394,833,813.04,812.06,0.32,0.65,812.38,812.71
9.1906,788,808.9,807.92,0.32,0.66,808.24,808.58
9.2417,783,804.81,803.83,0.32,0.66,804.15,804.49
9.2929,833,800.78,799.79,0.32,0.67,800.11,800.46
9.3441,760,796.8,795.81,0.33,0.67,796.14,796.48
9.3952,781,792.88,791.88,0.33,0.67,792.21,792.55
9.4464,803,789,787.99,0.33,0.68,788.32,788.67
9.4976,760,785.17,784.15,0.33,0.68,784.48,784.83
9.5487,740,781.38,780.36,0.33,0.69,780.69,781.05
9.5999,752,777.64,776.61,0.33,0.69,776.94,777.3
9.651,784,773.94,772.91,0.34,0.7,773.25,773.61
9.7022,804,770.28,769.24,0.34,0.7,769.58,769.94
9.7534,795,766.66,765.62,0.34,0.71,765.96,766.33
9.8045,804,763.08,762.03,0.34,0.71,762.37,762.74
9.8557,768,759.54,758.48,0.34,0.71,758.82,759.19
9.9068,814,756.03,754.97,0.34,0.72,755.31,755.69
9.958,731,752.56,751.49,0.35,0.72,751.84,752.21
10.0092,669,749.12,748.04,0.35,0.73,748.39,748.77
10.0603,745,745.71,744.63,0.35,0.73,744.98,745.36
10.1115,735,742.34,741.25,0.35,0.74,741.6,741.99
10.1626,727,739,737.9,0.35,0.74,738.25,738.64
10.2138,735,735.68,734.58,0.35,0.75,734.93,735.33
10.265,721,732.4,731.29,0.36,0.75,731.65,732.04
10.3161,740,729.15,728.03,0.36,0.76,728.39,728.79
10.3673,726,725.92,724.8,0.36,0.76,725.16,725.56
10.4185,720,722.72,721.59,0.36,0.77,721.95,722.36
10.4696,729,719.55,718.42,0.36,0.77,718.78,719.19
10.5208,746,716.41,715.26,0.37,0.78,715.63,716.04
10.5719,744,713.29,712.14,0.37,0.78,712.51,712.92
10.6231,759,710.2,709.04,0.37,0.79,709.41,709.83
10.6743,710,707.13,705.96,0.37,0.8,706.33,706.76
10.7254,704,704.08,702.91,0.37,0.8,703.28,703.71
10.7766,734,701.06,699.88,0.37,0.81,700.25,700.69
10.8277,722,698.07,696.88,0.38,0.81,697.26,697.69
10.8789,739,695.09,693.9,0.38,0.82,694.28,694.72
10.9301,712,692.14,690.94,0.38,0.82,691.32,691.76
10.9812,723,689.22,688.01,0.38,0.83,688.39,688.84
11.0324,700,686.31,685.09,0.38,0.84,685.47,685.93
11.0835,698,683.43,682.2,0.39,0.84,682.59,683.04
11.1347,669,680.57,679.33,0.39,0.85,679.72,680.18
11.1859,653,677.73,676.49,0.39,0.85,676.88,677.34
11.237,663,674.91,673.66,0.39,0.86,674.05,674.52
11.2882,652,672.12,670.86,0.39,0.87,671.25,671.73
11.3394,731,669.34,668.07,0.4,0.87,668.47,668.94
11.3905,659,666.59,665.31,0.4,0.88,665.71,666.19
11.4417,682,663.86,662.57,0.4,0.89,662.97,663.46
11.4928,637,661.15,659.85,0.4,0.89,660.25,660.74
11.544,673,658.46,657.15,0.41,0.9,657.56,658.05
11.5952,669,655.79,654.47,0.41,0.91,654.88,655.38
11.6463,708,653.14,651.81,0.41,0.91,652.22,652.72
11.6975,647,650.51,649.17,0.41,0.92,649.58,650.09
11.7486,629,647.9,646.56,0.41,0.93,646.97,647.49
11.7998,637,645.31,643.96,0.42,0.93,644.38,644.89
11.851,639,642.74,641.38,0.42,0.94,641.8,642.32
11.9021,678,640.19,638.82,0.42,0.95,639.24,639.77
11.9533,660,637.66,636.28,0.42,0.96,636.7,637.24
12.0044,668,635.15,633.76,0.43,0.96,634.19,634.72
12.0556,642,632.66,631.26,0.43,0.97,631.69,632.23
12.1068,638,630.2,628.79,0.43,0.98,629.22,629.77
12.1579,636,627.75,626.33,0.43,0.99,626.76,627.32
12.2091,610,625.32,623.89,0.44,0.99,624.33,624.88
12.2603,624,622.91,621.47,0.44,1,621.91,622.47
12.3114,645,620.52,619.07,0.44,1.01,619.51,620.08
12.3626,623,618.15,616.69,0.44,1.02,617.13,617.71
12.4137,589,615.8,614.33,0.45,1.03,614.78,615.36
12.4649,605,613.47,611.99,0.45,1.04,612.44,613.03
12.5161,602,611.16,609.67,0.45,1.04,610.12,610.71
12.5672,601,608.87,607.37,0.45,1.05,607.82,608.42
12.6184,604,606.6,605.08,0.46,1.06,605.54,606.14
12.6695,583,604.35,602.82,0.46,1.07,603.28,603.89
12.7207,610,602.12,600.58,0.46,1.08,601.04,601.66
12.7719,557,599.91,598.36,0.46,1.09,598.82,599.45
12.823,574,597.72,596.15,0.47,1.1,596.62,597.25
12.8742,583,595.55,593.97,0.47,1.11,594.44,595.08
12.9253,595,593.4,591.81,0.47,1.12,592.28,592.93
12.9765,586,591.26,589.66,0.48,1.13,590.14,590.79
13.0277,591,589.15,587.54,0.48,1.14,588.02,588.68
13.0788,633,587.06,585.43,0.48,1.15,585.91,586.58
13.13,569,584.99,583.34,0.48,1.16,583.82,584.5
13.1812,626,582.93,581.28,0.49,1.17,581.77,582.45
13.2323,573,580.9,579.23,0.49,1.18,579.72,580.41
13.2835,537,578.89,577.2,0.49,1.19,577.69,578.39
13.3346,573,576.89,575.19,0.5,1.2,575.69,576.39
13.3858,599,574.92,573.2,0.5,1.21,573.7,574.41
13.437,558,572.96,571.23,0.5,1.22,571.73,572.45
13.4881,596,571.02,569.28,0.51,1.23,569.79,570.51
13.5393,604,569.11,567.35,0.51,1.24,567.86,568.59
13.5904,560,567.21,565.44,0.51,1.26,565.95,566.7
13.6416,624,565.33,563.55,0.52,1.27,564.07,564.82
13.6928,577,563.47,561.67,0.52,1.28,562.19,562.95
13.7439,548,561.63,559.82,0.52,1.29,560.34,561.11
13.7951,548,559.81,557.98,0.53,1.31,558.51,559.29
13.8462,561,558.01,556.16,0.53,1.32,556.69,557.48
13.8974,575,556.23,554.37,0.53,1.33,554.9,555.7
13.9486,540,554.47,552.59,0.54,1.34,553.13,553.93
13.9997,550,552.72,550.83,0.54,1.36,551.37,552.19
14.0509,556,551,549.08,0.54,1.37,549.62,550.45
14.102,574,549.29,547.36,0.55,1.38,547.91,548.74
14.1532,600,547.6,545.66,0.55,1.4,546.21,547.06
14.2044,525,545.94,543.97,0.55,1.41,544.52,545.38
14.2555,528,544.29,542.3,0.56,1.43,542.86,543.73
14.3067,532,542.65,540.65,0.56,1.44,541.21,542.09
14.3579,574,541.04,539.02,0.56,1.46,539.58,540.48
14.409,528,539.45,537.41,0.57,1.47,537.98,538.88
14.4602,480,537.87,535.81,0.57,1.49,536.38,537.3
14.5113,536,536.31,534.23,0.58,1.5,534.81,535.73
14.5625,567,534.77,532.67,0.58,1.52,533.25,534.19
14.6137,538,533.25,531.13,0.58,1.54,531.71,532.67
14.6648,550,531.75,529.61,0.59,1.55,530.2,531.16
14.716,540,530.27,528.1,0.59,1.57,528.69,529.67
14.7671,584,528.8,526.61,0.6,1.59,527.21,528.2
14.8183,495,527.35,525.14,0.6,1.61,525.74,526.75
14.8695,485,525.92,523.69,0.6,1.62,524.29,525.31
14.9206,506,524.5,522.25,0.61,1.64,522.86,523.89
14.9718,509,523.11,520.83,0.61,1.66,521.44,522.49
15.0229,492,521.73,519.43,0.62,1.68,520.05,521.11
15.0741,507,520.37,518.04,0.62,1.7,518.66,519.74
15.1253,468,519.02,516.67,0.63,1.72,517.3,518.39
15.1764,532,517.69,515.32,0.63,1.74,515.95,517.06
15.2276,518,516.38,513.99,0.64,1.76,514.63,515.75
15.2788,530,515.09,512.67,0.64,1.78,513.31,514.45
15.3299,502,513.81,511.36,0.65,1.8,512.01,513.16
15.3811,512,512.55,510.08,0.65,1.83,510.73,511.91
15.4322,494,511.31,508.8,0.65,1.85,509.45,510.65
15.4834,506,510.08,507.55,0.66,1.87,508.21,509.42
15.5346,515,508.87,506.31,0.66,1.9,506.97,508.21
15.5857,500,507.68,505.09,0.67,1.92,505.76,507.01
15.6369,481,506.5,503.88,0.67,1.95,504.55,505.83
15.688,488,505.34,502.68,0.68,1.97,503.36,504.65
15.7392,511,504.19,501.51,0.69,2,502.2,503.51
15.7904,515,503.06,500.34,0.69,2.02,501.03,502.36
15.8415,489,501.94,499.2,0.7,2.05,499.9,501.25
15.8927,474,500.84,498.06,0.7,2.08,498.76,500.14
15.9438,496,499.76,496.95,0.71,2.11,497.66,499.06
15.995,525,498.69,495.84,0.71,2.14,496.55,497.98
16.0462,503,497.64,494.75,0.72,2.17,495.47,496.92
16.0973,480,496.6,493.68,0.72,2.2,494.4,495.88
16.1485,513,495.58,492.62,0.73,2.23,493.35,494.85
16.1997,476,494.57,491.57,0.74,2.26,492.31,493.83
16.2508,471,493.58,490.54,0.74,2.3,491.28,492.84
16.302,466,492.6,489.52,0.75,2.33,490.27,491.85
16.3531,483,491.63,488.51,0.75,2.37,489.26,490.88
16.4043,485,490.68,487.52,0.76,2.4,488.28,489.92
16.4555,480,489.75,486.54,0.77,2.44,487.31,488.98
16.5066,495,488.83,485.58,0.77,2.48,486.35,488.06
16.5578,490,487.92,484.62,0.78,2.52,485.4,487.14
16.6089,470,487.03,483.68,0.79,2.56,484.47,486.24
16.6601,485,486.15,482.76,0.79,2.6,483.55,485.36
16.7113,488,485.28,481.84,0.8,2.64,482.64,484.48
16.7624,503,484.43,480.94,0.81,2.69,481.75,483.63
16.8136,450,483.6,480.05,0.81,2.73,480.86,482.78
16.8647,520,482.77,479.17,0.82,2.78,479.99,481.95
16.9159,489,481.96,478.31,0.83,2.83,479.14,481.14
16.9671,427,481.17,477.45,0.83,2.88,478.28,480.33
17.0182,479,480.38,476.61,0.84,2.93,477.45,479.54
17.0694,477,479.61,475.78,0.85,2.99,476.63,478.77
17.1206,496,478.86,474.96,0.86,3.04,475.82,478
17.1717,506,478.12,474.15,0.87,3.1,475.02,477.25
17.2229,482,477.39,473.35,0.87,3.16,474.22,476.51
17.274,471,476.67,472.57,0.88,3.22,473.45,475.79
17.3252,430,475.97,471.79,0.89,3.29,472.68,475.08
17.3764,438,475.28,471.03,0.9,3.35,471.93,474.38
17.4275,464,474.6,470.27,0.91,3.42,471.18,473.69
17.4787,456,473.94,469.53,0.91,3.49,470.44,473.02
17.5298,512,473.29,468.79,0.92,3.57,469.71,472.36
17.581,444,472.65,468.07,0.93,3.65,469,471.72
17.6322,440,472.03,467.36,0.94,3.73,468.3,471.09
17.6833,458,471.42,466.65,0.95,3.81,467.6,470.46
17.7345,464,470.82,465.96,0.96,3.9,466.92,469.86
17.7856,482,470.24,465.27,0.97,3.99,466.24,469.26
17.8368,460,469.67,464.6,0.98,4.09,465.58,468.69
17.888,463,469.11,463.93,0.99,4.19,464.92,468.12
17.9391,430,468.57,463.27,1,4.29,464.27,467.56
17.9903,458,468.04,462.62,1.01,4.41,463.63,467.03
18.0415,484,467.53,461.98,1.02,4.52,463,466.5
18.0926,463,467.03,461.35,1.03,4.64,462.38,465.99
18.1438,453,466.55,460.73,1.04,4.77,461.77,465.5
18.1949,475,466.08,460.12,1.05,4.9,461.17,465.02
18.2461,444,465.62,459.51,1.07,5.05,460.58,464.56
18.2973,468,465.19,458.91,1.08,5.2,459.99,464.11
18.3484,446,464.77,458.32,1.09,5.35,459.41,463.67
18.3996,492,464.37,457.74,1.1,5.52,458.84,463.26
18.4507,469,463.98,457.17,1.11,5.7,458.28,462.87
18.5019,446,463.62,456.6,1.13,5.89,457.73,462.49
18.5531,440,463.27,456.04,1.14,6.09,457.18,462.13
18.6042,418,462.94,455.49,1.15,6.3,456.64,461.79
18.6554,415,462.68,454.94,1.17,6.57,456.11,461.51
18.7065,430,462.83,454.41,1.18,7.24,455.59,461.65
18.7577,481,464.37,453.88,1.2,9.3,455.08,463.18
18.8089,460,469.48,453.35,1.21,14.92,454.56,468.27
18.86,514,472.98,452.83,1.23,18.92,454.06,471.75
18.9112,463,467.68,452.32,1.24,14.11,453.56,466.43
18.9624,487,464.4,451.82,1.26,11.33,453.08,463.15
19.0135,459,462.92,451.32,1.27,10.33,452.59,461.65
19.0647,451,462.14,450.83,1.29,10.02,452.12,460.85
19.1158,457,461.69,450.34,1.31,10.04,451.65,460.38
19.167,472,461.41,449.86,1.32,10.22,451.18,460.08
19.2182,454,461.26,449.39,1.34,10.53,450.73,459.92
19.2693,492,461.21,448.92,1.36,10.93,450.28,459.85
19.3205,453,461.24,448.46,1.38,11.4,449.84,459.86
19.3716,467,461.36,448,1.4,11.96,449.4,459.96
19.4228,508,461.55,447.55,1.42,12.58,448.97,460.13
19.474,468,461.84,447.1,1.44,13.3,448.54,460.4
19.5251,505,462.22,446.66,1.46,14.1,448.12,460.76
19.5763,473,462.72,446.22,1.48,15.01,447.7,461.23
19.6274,443,463.34,445.79,1.51,16.04,447.3,461.83
19.6786,474,464.1,445.37,1.53,17.2,446.9,462.57
19.7298,514,465.02,444.94,1.55,18.52,446.49,463.46
19.7809,510,466.14,444.53,1.58,20.03,446.11,464.56
19.8321,566,467.49,444.11,1.61,21.77,445.72,465.88
19.8832,532,469.11,443.7,1.63,23.78,445.33,467.48
19.9344,571,471.07,443.3,1.66,26.11,444.96,469.41
19.9856,577,473.45,442.9,1.69,28.86,444.59,471.76
20.0367,550,476.34,442.5,1.72,32.11,444.22,474.61
20.0879,536,479.83,442.11,1.75,35.97,443.86,478.08
20.1391,569,484.19,441.72,1.78,40.68,443.5,482.4
20.1902,603,489.63,441.34,1.82,46.48,443.16,487.82
20.2414,560,496.52,440.96,1.85,53.71,442.81,494.67
20.2925,651,505.37,440.58,1.89,62.9,442.47,503.48
20.3437,523,516.96,440.21,1.93,74.83,442.14,515.04
20.3949,599,532.51,439.84,1.97,90.7,441.81,530.54
20.446,641,553.98,439.47,2.01,112.5,441.48,551.97
20.4972,637,584.74,439.11,2.05,143.58,441.16,582.69
20.5483,689,630.92,438.75,2.1,190.08,440.85,628.83
20.5995,790,704.65,438.39,2.15,264.11,440.54,702.5
20.6507,939,832.26,438.04,2.2,392.02,440.24,830.06
20.7018,1221,1077.1,437.68,2.32,637.09,440,1074.77
20.753,1904,1600.25,437.34,2.62,1160.3,439.96,1597.64
20.8041,3015,2765.94,436.99,3.41,2325.54,440.4,2762.53
20.8553,4768,4726.83,436.65,4.53,4285.66,441.18,4722.31
20.9065,4890,4788.43,436.31,4.13,4348,440.44,4784.31
20.9576,2995,3021.41,435.97,3.44,2582,439.41,3017.97
21.0088,1473,1658.66,435.63,3.14,1219.89,438.77,1655.52
21.06,1069,1087.3,435.3,3.02,648.98,438.32,1084.28
21.1111,785,834.71,434.97,3,396.75,437.97,831.72
21.1623,677,704.86,434.64,3.01,267.21,437.65,701.85
21.2134,637,629.88,434.31,3.06,192.5,437.37,626.81
21.2646,636,582.78,433.99,3.13,145.66,437.12,579.65
21.3158,565,551.28,433.67,3.21,114.41,436.88,548.08
21.3669,548,529.19,433.35,3.3,92.54,436.65,525.89
21.4181,596,513.1,433.03,3.41,76.66,436.44,509.69
21.4692,577,501.02,432.71,3.53,64.78,436.24,497.49
21.5204,570,491.78,432.39,3.66,55.72,436.05,488.11
21.5716,507,484.47,432.08,3.81,48.57,435.89,480.65
21.6227,516,478.62,431.77,3.98,42.87,435.75,474.64
21.6739,439,473.89,431.46,4.16,38.27,435.62,469.73
21.725,434,470.01,431.15,4.36,34.5,435.51,465.65
21.7762,475,466.81,430.84,4.59,31.38,435.43,462.22
21.8274,495,464.15,430.54,4.84,28.78,435.38,459.32
21.8785,484,461.94,430.23,5.12,26.58,435.35,456.81
21.9297,472,460.09,429.93,5.44,24.73,435.37,454.66
21.9809,476,458.57,429.62,5.8,23.15,435.42,452.77
22.032,489,457.32,429.32,6.21,21.79,435.53,451.11
22.0832,498,456.32,429.02,6.67,20.63,435.69,449.65
22.1343,519,455.56,428.72,7.21,19.62,435.93,448.34
22.1855,471,455.02,428.42,7.84,18.76,436.26,447.18
22.2367,497,454.71,428.13,8.57,18.02,436.7,446.15
22.2878,486,454.64,427.83,9.44,17.37,437.27,445.2
22.339,461,454.83,427.53,10.48,16.81,438.01,444.34
22.3901,469,455.32,427.24,11.75,16.34,438.99,443.58
22.4413,391,456.18,426.95,13.3,15.93,440.25,442.88
22.4925,443,457.48,426.65,15.25,15.58,441.9,442.23
22.5436,478,459.37,426.36,17.73,15.29,444.09,441.65
22.5948,441,462.07,426.07,20.96,15.05,447.03,441.12
22.6459,493,465.9,425.77,25.28,14.85,451.05,440.62
22.6971,457,471.42,425.48,31.24,14.7,456.72,440.18
22.7483,481,479.58,425.19,39.81,14.58,465,439.77
22.7994,489,492.14,424.9,52.73,14.5,477.63,439.4
22.8506,528,512.56,424.61,73.5,14.46,498.11,439.07
22.9018,587,548.32,424.32,109.56,14.44,533.88,438.76
22.9529,594,616.38,424.03,177.88,14.46,601.91,438.49
23.0041,800,753.38,423.74,315.13,14.51,738.87,438.25
23.0552,1128,1030.27,423.45,592.24,14.58,1015.69,438.03
23.1064,1596,1324.84,423.17,887,14.68,1310.17,437.85
23.1576,1372,1219.89,422.88,782.21,14.81,1205.09,437.69
23.2087,936,908.1,422.59,470.54,14.97,893.13,437.56
23.2599,621,682.64,422.3,245.19,15.15,667.49,437.45
23.311,532,577.77,422.01,140.4,15.36,562.41,437.37
23.3622,511,527.2,421.72,89.89,15.59,511.61,437.31
23.4134,460,499.84,421.43,62.55,15.86,483.98,437.29
23.4645,433,483.54,421.15,46.25,16.14,467.4,437.29
23.5157,423,473.12,420.86,35.8,16.46,456.66,437.32
23.5668,453,466.1,420.57,28.72,16.81,449.29,437.38
23.618,478,461.17,420.28,23.71,17.18,443.99,437.46
23.6692,437,457.62,419.99,20.05,17.58,440.04,437.57
23.7203,437,455,419.7,17.29,18.01,436.99,437.71
23.7715,449,453.07,419.41,15.18,18.48,434.59,437.89
23.8227,419,451.68,419.12,13.5,19.05,432.62,438.17
23.8738,473,451.55,418.84,12.17,20.54,431.01,439.38
23.925,424,454.35,418.55,11.1,24.71,429.65,443.26
23.9761,433,466.25,418.26,10.22,37.78,428.48,456.04
24.0273,497,498.91,417.97,9.5,71.44,427.47,489.41
24.0785,471,505.85,417.67,8.9,79.28,426.57,496.95
24.1296,426,477.99,417.38,8.4,52.21,425.78,469.59
24.1808,441,464.03,417.09,7.98,38.96,425.07,456.05
24.2319,414,457.98,416.8,7.62,33.56,424.42,450.36
24.2831,442,455.04,416.51,7.32,31.21,423.83,447.72
24.3343,396,453.52,416.21,7.07,30.23,423.28,446.44
24.3854,440,452.79,415.92,6.86,30,422.78,445.92
24.4366,443,452.54,415.63,6.68,30.22,422.31,445.85
24.4877,452,452.63,415.33,6.54,30.76,421.87,446.09
24.5389,445,452.99,415.04,6.41,31.53,421.45,446.57
24.5901,454,453.56,414.74,6.32,32.5,421.06,447.24
24.6412,402,454.34,414.45,6.24,33.66,420.69,448.11
24.6924,445,455.31,414.15,6.17,34.99,420.32,449.14
24.7435,390,456.47,413.86,6.13,36.49,419.99,450.35
24.7947,404,457.82,413.56,6.1,38.16,419.66,451.72
24.8459,408,459.36,413.26,6.08,40.02,419.34,453.28
24.897,429,461.11,412.96,6.08,42.07,419.04,455.03
24.9482,434,463.09,412.67,6.08,44.35,418.75,457.02
24.9994,427,465.32,412.37,6.1,46.85,418.47,459.22
25.0505,427,467.81,412.07,6.13,49.62,418.2,461.69
25.1017,401,470.61,411.77,6.16,52.69,417.93,464.46
25.1528,390,473.75,411.46,6.21,56.08,417.67,467.54
25.204,430,477.28,411.16,6.26,59.85,417.42,471.01
25.2552,456,481.24,410.86,6.33,64.05,417.19,474.91
25.3063,441,485.7,410.56,6.4,68.75,416.96,479.31
25.3575,470,490.74,410.25,6.48,74.01,416.73,484.26
25.4086,479,496.4,409.95,6.57,79.88,416.52,489.83
25.4598,468,502.88,409.64,6.67,86.58,416.31,496.22
25.511,477,510.29,409.34,6.77,94.18,416.11,503.52
25.5621,458,518.79,409.03,6.88,102.87,415.91,511.9
25.6133,537,528.59,408.72,7.01,112.86,415.73,521.58
25.6644,496,539.97,408.42,7.14,124.41,415.56,532.83
25.7156,648,553.27,408.11,7.28,137.88,415.39,545.99
25.7668,744,568.93,407.8,7.43,153.7,415.23,561.5
25.8179,709,587.54,407.49,7.58,172.46,415.07,579.95
25.8691,686,609.87,407.18,7.75,194.94,414.93,602.12
25.9203,748,636.96,406.87,7.93,222.17,414.8,629.04
25.9714,735,670.27,406.56,8.12,255.6,414.68,662.16
26.0226,744,711.83,406.24,8.32,297.27,414.56,703.51
26.0737,766,764.59,405.93,8.53,350.13,414.46,756.06
26.1249,772,832.96,405.62,8.75,418.59,414.37,824.21
26.1761,880,923.75,405.3,8.99,509.46,414.29,914.76
26.2272,915,1047.92,404.99,9.24,633.7,414.23,1038.69
26.2784,1091,1222.34,404.67,9.5,808.17,414.17,1212.84
26.3295,1223,1483.28,404.35,9.82,1069.11,414.17,1473.46
26.3807,1724,1894.9,404.04,10.55,1480.32,414.59,1884.36
26.4319,2272,2595.2,403.72,12.36,2179.13,416.08,2582.85
