Angle,Observed,Calculated,Background,Quartz_nb,Quartz
6.5598,1240,1203.54,1202.59,0.95,1203.54
6.61,1249,1195.73,1194.77,0.95,1195.72
6.6601,1227,1188.16,1187.21,0.96,1188.17
6.7102,1176,1180.85,1179.88,0.96,1180.84
6.7604,1179,1173.77,1172.8,0.97,1173.77
6.8105,1198,1166.94,1165.96,0.97,1166.93
6.8607,1186,1160.33,1159.35,0.98,1160.33
6.9108,1133,1153.95,1152.97,0.99,1153.96
6.9609,1140,1147.8,1146.81,0.99,1147.8
7.0111,1172,1141.86,1140.86,1,1141.86
7.0612,1219,1136.13,1135.13,1,1136.13
7.1113,1096,1130.6,1129.59,1.01,1130.6
7.1615,1080,1125.26,1124.25,1.01,1125.26
7.2116,1087,1120.11,1119.09,1.02,1120.11
7.2618,1158,1115.14,1114.12,1.03,1115.15
7.3119,1082,1110.35,1109.31,1.03,1110.34
7.362,1115,1105.71,1104.67,1.04,1105.71
7.4122,1148,1101.23,1100.19,1.05,1101.24
7.4623,1112,1096.9,1095.85,1.05,1096.9
7.5124,1116,1092.71,1091.66,1.06,1092.72
7.5626,1052,1088.66,1087.6,1.06,1088.66
7.6127,1111,1084.73,1083.66,1.07,1084.73
7.6629,1051,1080.92,1079.84,1.08,1080.92
7.713,1030,1077.22,1076.13,1.08,1077.21
7.7631,1064,1073.62,1072.53,1.09,1073.62
7.8133,1038,1070.12,1069.02,1.1,1070.12
7.8634,1054,1066.71,1065.61,1.1,1066.71
7.9135,1096,1063.38,1062.27,1.11,1063.38
7.9637,1022,1060.13,1059.02,1.11,1060.13
8.0138,1034,1056.95,1055.83,1.12,1056.95
8.064,1052,1053.83,1052.71,1.13,1053.84
8.1141,992,1050.78,1049.64,1.13,1050.77
8.1642,970,1047.77,1046.63,1.14,1047.77
8.2144,999,1044.82,1043.67,1.15,1044.82
8.2645,999,1041.9,1040.75,1.15,1041.9
8.3146,1009,1039.03,1037.87,1.16,1039.03
8.3648,992,1036.18,1035.01,1.17,1036.18
8.4149,1001,1033.37,1032.19,1.17,1033.36
8.465,1036,1030.57,1029.39,1.18,1030.57
8.5152,1007,1027.8,1026.61,1.19,1027.8
8.5653,999,1025.04,1023.85,1.19,1025.04
8.6155,1033,1022.3,1021.1,1.2,1022.3
8.6656,1057,1019.56,1018.35,1.21,1019.56
8.7157,955,1016.83,1015.61,1.22,1016.83
8.7659,971,1014.1,1012.88,1.22,1014.1
8.816,959,1011.37,1010.14,1.23,1011.37
8.8661,979,1008.63,1007.4,1.24,1008.64
8.9163,1046,1005.89,1004.65,1.24,1005.89
8.9664,1008,1003.15,1001.89,1.25,1003.14
9.0166,1035,1000.39,999.13,1.26,1000.39
9.0667,955,997.62,996.35,1.27,997.62
9.1168,992,994.83,993.56,1.28,994.84
9.167,1031,992.03,990.75,1.28,992.03
9.2171,1006,989.21,987.92,1.29,989.21
9.2672,970,986.38,985.08,1.3,986.38
9.3174,949,983.52,982.21,1.31,983.52
9.3675,961,980.64,979.32,1.31,980.63
9.4177,995,977.74,976.42,1.32,977.74
9.4678,964,974.82,973.48,1.33,974.81
9.5179,952,971.87,970.53,1.34,971.87
9.5681,953,968.9,967.55,1.35,968.9
9.6182,982,965.9,964.55,1.36,965.91
9.6683,1016,962.88,961.52,1.36,962.88
9.7185,996,959.84,958.46,1.37,959.83
9.7686,1002,956.77,955.39,1.38,956.77
9.8188,934,953.67,952.28,1.39,953.67
9.8689,950,950.55,949.15,1.4,950.55
9.919,965,947.4,946,1.41,947.41
9.9692,923,944.23,942.82,1.42,944.24
10.0193,982,941.04,939.61,1.43,941.04
10.0694,946,937.82,936.38,1.44,937.82
10.1196,996,934.57,933.13,1.45,934.58
10.1697,937,931.3,929.85,1.45,931.3
10.2198,990,928.01,926.55,1.46,928.01
10.27,920,924.7,923.23,1.47,924.7
10.3201,968,921.37,919.88,1.48,921.36
10.3703,939,918.01,916.52,1.49,918.01
10.4204,887,914.63,913.13,1.5,914.63
10.4705,897,911.24,909.72,1.51,911.23
10.5207,936,907.82,906.3,1.52,907.82
10.5708,914,904.39,902.86,1.53,904.39
10.6209,954,900.94,899.4,1.54,900.94
10.6711,954,897.47,895.92,1.56,897.48
10.7212,904,893.99,892.43,1.57,894
10.7714,909,890.5,888.92,1.58,890.5
10.8215,920,886.99,885.4,1.59,886.99
10.8716,878,883.47,881.87,1.6,883.47
10.9218,907,879.93,878.32,1.61,879.93
10.9719,830,876.39,874.77,1.62,876.39
11.022,877,872.84,871.2,1.63,872.83
11.0722,853,869.27,867.63,1.64,869.27
11.1223,882,865.7,864.05,1.66,865.71
11.1725,856,862.13,860.46,1.67,862.13
11.2226,887,858.55,856.87,1.68,858.55
11.2727,849,854.96,853.27,1.69,854.96
11.3229,788,851.37,849.67,1.7,851.37
11.373,867,847.78,846.07,1.72,847.79
11.4231,819,844.19,842.46,1.73,844.19
11.4733,832,840.6,838.86,1.74,840.6
11.5234,824,837.01,835.25,1.75,837
11.5736,845,833.42,831.65,1.77,833.42
11.6237,846,829.83,828.05,1.78,829.83
11.6738,758,826.25,824.46,1.79,826.25
11.724,830,822.67,820.87,1.81,822.68
11.7741,839,819.1,817.28,1.82,819.1
11.8242,817,815.54,813.7,1.83,815.53
11.8744,809,811.98,810.13,1.85,811.98
11.9245,869,808.43,806.57,1.86,808.43
11.9746,860,804.89,803.02,1.88,804.9
12.0248,828,801.36,799.47,1.89,801.36
12.0749,826,797.85,795.94,1.91,797.85
12.1251,812,794.34,792.42,1.92,794.34
12.1752,794,790.85,788.92,1.94,790.86
12.2253,832,787.38,785.42,1.95,787.37
12.2755,766,783.91,781.95,1.97,783.92
12.3256,825,780.47,778.48,1.98,780.46
12.3757,737,777.04,775.04,2,777.04
12.4259,831,773.62,771.61,2.01,773.62
12.476,759,770.23,768.2,2.03,770.23
12.5262,728,766.85,764.81,2.05,766.86
12.5763,734,763.5,761.43,2.06,763.49
12.6264,747,760.16,758.08,2.08,760.16
12.6766,758,756.85,754.75,2.1,756.85
12.7267,788,753.55,751.44,2.12,753.56
12.7768,731,750.28,748.15,2.13,750.28
12.827,709,747.03,744.88,2.15,747.03
12.8771,736,743.81,741.64,2.17,743.81
12.9273,752,740.61,738.42,2.19,740.61
12.9774,750,737.43,735.22,2.21,737.43
13.0275,692,734.28,732.05,2.23,734.28
13.0777,706,731.15,728.91,2.25,731.16
13.1278,710,728.05,725.79,2.27,728.06
13.1779,765,724.98,722.69,2.29,724.98
13.2281,749,721.93,719.63,2.31,721.94
13.2782,706,718.92,716.59,2.33,718.92
13.3284,713,715.93,713.58,2.35,715.93
13.3785,752,712.96,710.6,2.37,712.97
13.4286,707,710.03,707.64,2.39,710.03
13.4788,774,707.13,704.72,2.41,707.13
13.5289,774,704.25,701.82,2.43,704.25
13.579,660,701.41,698.95,2.46,701.41
13.6292,676,698.59,696.12,2.48,698.6
13.6793,714,695.81,693.31,2.5,695.81
13.7294,680,693.06,690.53,2.52,693.05
13.7796,668,690.34,687.79,2.55,690.34
13.8297,668,687.64,685.07,2.57,687.64
13.8799,684,684.98,682.39,2.6,684.99
13.93,668,682.36,679.74,2.62,682.36
13.9801,661,679.76,677.11,2.65,679.76
14.0303,658,677.2,674.53,2.67,677.2
14.0804,675,674.67,671.97,2.7,674.67
14.1305,668,672.17,669.44,2.73,672.17
14.1807,642,669.7,666.95,2.75,669.7
14.2308,681,667.27,664.49,2.78,667.27
14.281,649,664.87,662.06,2.81,664.87
14.3311,704,662.5,659.66,2.84,662.5
14.3812,657,660.17,657.3,2.87,660.17
14.4314,675,657.87,654.97,2.9,657.87
14.4815,668,655.6,652.67,2.93,655.6
14.5316,607,653.36,650.41,2.96,653.37
14.5818,638,651.16,648.17,2.99,651.16
14.6319,608,648.99,645.97,3.02,648.99
14.6821,659,646.86,643.8,3.05,646.85
14.7322,646,644.76,641.67,3.09,644.76
14.7823,626,642.69,639.57,3.12,642.69
14.8325,707,640.65,637.5,3.16,640.66
14.8826,661,638.65,635.46,3.19,638.65
14.9327,683,636.68,633.45,3.23,636.68
14.9829,650,634.74,631.48,3.26,634.74
15.033,637,632.84,629.54,3.3,632.84
15.0832,638,630.97,627.63,3.34,630.97
15.1333,611,629.13,625.76,3.38,629.14
15.1834,607,627.33,623.91,3.42,627.33
15.2336,631,625.56,622.1,3.46,625.56
15.2837,607,623.82,620.32,3.5,623.82
15.3338,609,622.11,618.57,3.54,622.11
15.384,580,620.43,616.85,3.58,620.43
15.4341,680,618.79,615.16,3.63,618.79
15.4842,645,617.18,613.51,3.67,617.18
15.5344,591,615.6,611.88,3.72,615.6
15.5845,618,614.05,610.29,3.76,614.05
15.6347,585,612.54,608.72,3.81,612.53
15.6848,568,611.05,607.19,3.86,611.05
15.7349,607,609.6,605.69,3.91,609.6
15.7851,615,608.17,604.21,3.96,608.17
15.8352,638,606.78,602.77,4.01,606.78
15.8853,614,605.42,601.35,4.07,605.42
15.9355,550,604.09,599.97,4.12,604.09
15.9856,573,602.79,598.61,4.18,602.79
16.0358,529,601.52,597.28,4.24,601.52
16.0859,593,600.28,595.98,4.3,600.28
16.136,594,599.07,594.71,4.36,599.07
16.1862,607,597.88,593.46,4.42,597.88
16.2363,599,596.73,592.25,4.48,596.73
16.2864,591,595.61,591.06,4.55,595.61
16.3366,561,594.51,589.9,4.62,594.52
16.3867,564,593.45,588.76,4.69,593.45
16.4369,610,592.41,587.65,4.76,592.41
16.487,633,591.4,586.57,4.83,591.4
16.5371,581,590.42,585.51,4.9,590.41
16.5873,596,589.46,584.48,4.98,589.46
16.6374,585,588.54,583.48,5.06,588.54
16.6875,552,587.64,582.49,5.14,587.63
16.7377,588,586.77,581.54,5.23,586.77
16.7878,569,585.92,580.61,5.31,585.92
16.838,629,585.1,579.7,5.4,585.1
16.8881,557,584.31,578.82,5.5,584.32
16.9382,633,583.55,577.96,5.59,583.55
16.9884,590,582.81,577.12,5.69,582.81
17.0385,532,582.1,576.3,5.79,582.09
17.0886,595,581.41,575.51,5.9,581.41
17.1388,617,580.75,574.74,6.01,580.75
17.1889,561,580.11,574,6.12,580.12
17.239,603,579.5,573.27,6.23,579.5
17.2892,584,578.92,572.57,6.35,578.92
17.3393,607,578.36,571.88,6.48,578.36
17.3895,561,577.83,571.22,6.61,577.83
17.4396,576,577.32,570.58,6.74,577.32
17.4897,571,576.84,569.96,6.88,576.84
17.5399,582,576.38,569.35,7.03,576.38
17.59,586,575.95,568.77,7.18,575.95
17.6401,546,575.54,568.21,7.33,575.54
17.6903,548,575.16,567.66,7.5,575.16
17.7404,572,574.8,567.13,7.67,574.8
17.7906,579,574.47,566.62,7.85,574.47
17.8407,564,574.17,566.13,8.03,574.16
17.8908,569,573.89,565.66,8.23,573.89
17.941,536,573.63,565.2,8.43,573.63
17.9911,576,573.41,564.76,8.64,573.4
18.0412,613,573.21,564.34,8.87,573.21
18.0914,608,573.03,563.93,9.1,573.03
18.1415,527,572.89,563.54,9.35,572.89
18.1917,568,572.77,563.17,9.6,572.77
18.2418,521,572.68,562.81,9.87,572.68
18.2919,540,572.62,562.46,10.16,572.62
18.3421,585,572.59,562.13,10.46,572.59
18.3922,536,572.6,561.81,10.78,572.59
18.4423,582,572.63,561.51,11.12,572.63
18.4925,551,572.7,561.22,11.48,572.7
18.5426,569,572.81,560.95,11.86,572.81
18.5928,629,572.95,560.69,12.26,572.95
18.6429,579,573.14,560.44,12.71,573.15
18.693,555,573.86,560.2,13.66,573.86
18.7432,537,576.49,559.97,16.51,576.48
18.7933,574,585.19,559.76,25.43,585.19
18.8434,632,600.49,559.56,40.93,600.49
18.8936,636,592.72,559.37,33.35,592.72
18.9437,587,583.45,559.19,24.26,583.45
18.9938,594,580.02,559.02,21,580.02
19.044,604,578.76,558.87,19.89,578.76
19.0941,544,578.38,558.72,19.66,578.38
19.1443,578,578.45,558.58,19.87,578.45
19.1944,609,578.8,558.45,20.35,578.8
19.2445,607,579.35,558.33,21.02,579.35
19.2947,595,580.08,558.22,21.85,580.07
19.3448,608,580.95,558.12,22.83,580.95
19.3949,638,581.99,558.03,23.96,581.99
19.4451,642,583.16,557.95,25.22,583.17
19.4952,576,584.53,557.87,26.66,584.53
19.5454,623,586.07,557.8,28.27,586.07
19.5955,648,587.83,557.74,30.09,587.83
19.6456,648,589.83,557.69,32.15,589.84
19.6958,615,592.11,557.64,34.47,592.11
19.7459,638,594.7,557.6,37.1,594.7
19.796,651,597.68,557.57,40.11,597.68
19.8462,695,601.1,557.54,43.56,601.1
19.8963,649,605.07,557.52,47.55,605.07
19.9465,654,609.69,557.5,52.18,609.68
19.9966,661,615.11,557.49,57.62,615.11
20.0467,696,621.54,557.49,64.06,621.55
20.0969,706,629.15,557.49,71.66,629.15
20.147,747,638.44,557.49,80.95,638.44
20.1971,829,649.83,557.5,92.33,649.83
20.2473,810,664.01,557.51,106.49,664
20.2974,790,681.97,557.53,124.44,681.97
20.3476,787,705.19,557.55,147.64,705.19
20.3977,800,735.96,557.58,178.38,735.96
20.4478,904,777.98,557.61,220.38,777.99
20.498,955,837.5,557.64,279.87,837.51
20.5481,1009,925.86,557.67,368.18,925.85
20.5982,1144,1065.18,557.71,507.47,1065.18
20.6484,1383,1303.27,557.75,745.52,1303.27
20.6985,1992,1754.88,557.79,1197.09,1754.88
20.7486,3151,2717.89,557.84,2160.05,2717.89
20.7988,5958,4925.31,557.89,4367.43,4925.32
20.8489,10249,9432.41,557.94,8874.48,9432.42
20.8991,11654,10945.31,557.99,10387.33,10945.32
20.9492,7446,7175.96,558.04,6617.92,7175.96
20.9993,3686,3579.63,558.09,3021.54,3579.63
21.0495,2136,2079.2,558.15,1521.05,2079.2
21.0996,1438,1456.76,558.2,898.55,1456.75
21.1497,1189,1150.54,558.26,592.28,1150.54
21.1999,1018,978.82,558.31,420.5,978.81
21.25,998,873.19,558.37,314.82,873.19
21.3002,883,803.7,558.43,245.27,803.7
21.3503,798,755.6,558.49,197.11,755.6
21.4004,817,720.95,558.54,162.41,720.95
21.4506,819,695.2,558.6,136.6,695.2
21.5007,784,675.69,558.66,117.04,675.7
21.5508,717,660.36,558.71,101.65,660.36
21.601,692,648.2,558.77,89.43,648.2
21.6511,697,638.41,558.83,79.58,638.41
21.7013,648,630.42,558.88,71.54,630.42
21.7514,622,623.83,558.93,64.89,623.82
21.8015,620,618.34,558.98,59.36,618.34
21.8517,610,613.73,559.03,54.7,613.73
21.9018,665,609.84,559.08,50.75,609.83
21.9519,620,606.52,559.13,47.39,606.52
22.0021,621,603.69,559.17,44.52,603.69
22.0522,657,601.26,559.22,42.04,601.26
22.1024,721,599.17,559.26,39.91,599.17
22.1525,691,597.36,559.3,38.07,597.37
22.2026,631,595.81,559.34,36.47,595.81
22.2528,625,594.47,559.37,35.1,594.47
22.3029,593,593.3,559.4,33.9,593.3
22.353,631,592.3,559.43,32.86,592.29
22.4032,567,591.43,559.46,31.97,591.43
22.4533,603,590.69,559.48,31.21,590.69
22.5034,593,590.07,559.5,30.56,590.06
22.5536,596,589.54,559.52,30.02,589.54
22.6037,615,589.1,559.54,29.57,589.11
22.6539,534,588.75,559.55,29.2,588.75
22.704,632,588.47,559.56,28.91,588.47
22.7541,599,588.26,559.56,28.7,588.26
22.8043,568,588.12,559.56,28.55,588.11
22.8544,589,588.03,559.56,28.47,588.03
22.9045,592,588.01,559.56,28.45,588.01
22.9547,583,588.03,559.55,28.49,588.04
23.0048,560,588.11,559.53,28.58,588.11
23.055,563,588.24,559.52,28.72,588.24
23.1051,566,588.41,559.49,28.92,588.41
23.1552,549,588.64,559.47,29.17,588.64
23.2054,550,588.91,559.44,29.47,588.91
23.2555,585,589.22,559.41,29.82,589.23
23.3056,554,589.59,559.37,30.22,589.59
23.3558,577,589.99,559.33,30.67,590
23.4059,590,590.45,559.28,31.17,590.45
23.4561,578,590.95,559.23,31.72,590.95
23.5062,538,591.5,559.17,32.33,591.5
23.5563,532,592.1,559.11,32.98,592.09
23.6065,565,592.74,559.05,33.69,592.74
23.6566,545,593.44,558.98,34.46,593.44
23.7067,601,594.19,558.91,35.28,594.19
23.7569,531,594.99,558.83,36.16,594.99
23.807,580,595.87,558.74,37.12,595.86
23.8572,572,597.8,558.66,39.15,597.81
23.9073,578,603.26,558.56,44.69,603.25
23.9574,594,620.08,558.46,61.62,620.08
24.0076,629,674.95,558.36,116.59,674.95
24.0577,695,747.33,558.25,189.08,747.33
24.1078,633,691.12,558.14,132.98,691.12
24.158,603,646.15,558.02,88.13,646.15
24.2081,547,628.82,557.9,70.92,628.82
24.2582,552,621.46,557.77,63.69,621.46
24.3084,567,618.15,557.64,60.52,618.16
24.3585,567,616.83,557.5,59.33,616.83
24.4087,568,616.63,557.35,59.28,616.63
24.4588,558,617.16,557.2,59.96,617.16
24.5089,546,618.22,557.05,61.17,618.22
24.5591,541,619.69,556.89,62.8,619.69
24.6092,567,621.53,556.72,64.8,621.52
24.6593,561,623.7,556.55,67.14,623.69
24.7095,560,626.18,556.38,69.81,626.19
24.7596,567,628.99,556.2,72.8,629
24.8098,556,632.13,556.01,76.12,632.13
24.8599,572,635.62,555.82,79.81,635.63
24.91,577,639.49,555.62,83.87,639.49
24.9602,579,643.76,555.42,88.35,643.77
25.0103,585,648.49,555.21,93.28,648.49
25.0604,548,653.72,554.99,98.73,653.72
25.1106,553,659.51,554.77,104.74,659.51
25.1607,552,665.93,554.55,111.38,665.93
25.2109,542,673.07,554.32,118.76,673.08
25.261,578,681.03,554.08,126.95,681.03
25.3111,581,689.93,553.84,136.09,689.93
25.3613,608,699.91,553.6,146.32,699.92
25.4114,627,711.06,553.34,157.71,711.05
25.4615,646,723.75,553.09,170.66,723.75
25.5117,688,738.17,552.82,185.34,738.16
25.5618,717,754.62,552.55,202.07,754.62
25.612,743,773.52,552.28,221.24,773.52
25.6621,874,795.34,552,243.34,795.34
25.7122,1087,820.73,551.72,269.01,820.73
25.7624,1270,850.48,551.43,299.06,850.49
25.8125,1216,885.65,551.13,334.52,885.65
25.8626,1219,927.63,550.83,376.79,927.62
25.9128,1246,978.26,550.52,427.73,978.25
25.9629,1171,1040.09,550.21,489.88,1040.09
26.013,1280,1116.68,549.9,566.79,1116.69
26.0632,1301,1213.11,549.57,663.54,1213.11
26.1133,1381,1336.85,549.25,787.6,1336.85
26.1635,1443,1499.28,548.91,950.36,1499.27
26.2136,1665,1718.4,548.58,1169.82,1718.4
26.2637,1790,2020.94,548.23,1472.71,2020.94
26.3139,2093,2464.09,547.88,1916.2,2464.08
26.364,2622,3144.1,547.53,2596.57,3144.1
26.4141,3368,4263,547.17,3715.83,4263
26.4643,5229,6269.74,546.81,5722.94,6269.75
26.5144,9587,10198.5,546.44,9652.07,10198.51
26.5646,19485,18661.23,546.06,18115.17,18661.23
26.6147,40991,38750.09,545.68,38204.41,38750.09
26.6648,61945,59745.04,545.3,59199.74,59745.04
26.715,51525,49191.77,544.91,48646.86,49191.77
26.7651,29513,28914.98,544.52,28370.46,28914.98
26.8152,13056,13835.38,544.12,13291.26,13835.38
26.8654,6369,7700.48,543.71,7156.77,7700.48
26.9155,3842,4967.26,543.3,4423.96,4967.26
26.9657,2758,3543.15,542.89,3000.26,3543.15
27.0158,2135,2710.65,542.47,2168.18,2710.65
27.0659,1775,2182.32,542.04,1640.28,2182.32
27.1161,1609,1826.1,541.61,1284.48,1826.09
27.1662,1379,1575.62,541.18,1034.44,1575.62
27.2163,1248,1390.96,540.74,850.22,1390.96
27.2665,1084,1251.58,540.3,711.28,1251.58
27.3166,1090,1143.75,539.85,603.89,1143.74
27.3668,1012,1058.58,539.4,519.18,1058.58
27.4169,961,990.11,538.94,451.17,990.11
27.467,937,934.22,538.48,395.74,934.22
27.5172,960,887.98,538.01,349.97,887.98
27.5673,905,849.28,537.54,311.73,849.27
27.6174,839,816.54,537.07,279.47,816.54
27.6676,908,788.58,536.59,251.99,788.58
27.7177,824,764.5,536.11,228.39,764.5
27.7678,834,743.6,535.62,207.98,743.6
27.818,802,725.33,535.13,190.2,725.33
27.8681,770,709.26,534.63,174.63,709.26
27.9183,718,695.03,534.13,160.91,695.04
27.9684,731,682.38,533.62,148.75,682.37
28.0185,765,671.06,533.11,137.94,671.05
28.0687,707,660.93,532.6,128.33,660.93
28.1188,753,651.74,532.08,119.66,651.74
28.1689,723,643.4,531.56,111.84,643.4
28.2191,738,635.81,531.04,104.78,635.82
28.2692,716,628.88,530.51,98.37,628.88
28.3194,670,622.52,529.97,92.55,622.52
28.3695,738,616.67,529.44,87.23,616.67
28.4196,681,611.27,528.9,82.37,611.27
28.4698,710,606.27,528.35,77.92,606.27
28.5199,676,601.62,527.8,73.82,601.62
28.57,674,597.3,527.25,70.05,597.3
28.6202,653,593.26,526.69,66.57,593.26
28.6703,664,589.48,526.14,63.34,589.48
28.7205,702,585.93,525.57,60.36,585.93
28.7706,695,582.6,525.01,57.59,582.6
28.8207,669,579.45,524.44,55.01,579.45
28.8709,650,576.48,523.86,52.61,576.47
28.921,701,573.66,523.29,50.38,573.67
28.9711,771,571.01,522.71,48.3,571.01
29.0213,759,568.47,522.12,46.35,568.47
29.0714,788,566.05,521.54,44.52,566.06
29.1216,743,563.75,520.95,42.8,563.75
29.1717,709,561.55,520.36,41.19,561.55
29.2218,690,559.44,519.76,39.68,559.44
29.272,613,557.42,519.16,38.26,557.42
29.3221,666,555.48,518.56,36.92,555.48
29.3722,632,553.62,517.95,35.66,553.61
29.4224,645,551.82,517.35,34.48,551.83
29.4725,731,550.09,516.74,33.36,550.1
29.5226,691,548.42,516.12,32.3,548.42
29.5728,658,546.81,515.51,31.3,546.81
29.6229,624,545.24,514.89,30.36,545.25
29.6731,566,543.73,514.27,29.46,543.73
29.7232,624,542.26,513.64,28.61,542.25
29.7733,570,540.83,513.02,27.81,540.83
29.8235,609,539.43,512.39,27.05,539.44
29.8736,558,538.08,511.75,26.32,538.07
29.9237,579,536.75,511.12,25.63,536.75
29.9739,559,535.46,510.48,24.97,535.45
30.024,588,534.18,509.84,24.34,534.18
30.0742,555,532.93,509.2,23.73,532.93
30.1243,574,531.7,508.56,23.14,531.7
30.1744,512,530.49,507.91,22.57,530.48
30.2246,521,529.28,507.27,22.01,529.28
30.2747,602,528.08,506.62,21.47,528.09
30.3248,553,526.89,505.96,20.92,526.88
30.375,579,525.71,505.31,20.4,525.71
30.4251,560,524.56,504.65,19.9,524.55
30.4753,564,523.42,504,19.43,523.43
30.5254,564,522.3,503.34,18.97,522.31
30.5755,546,521.2,502.67,18.53,521.2
30.6257,539,520.12,502.01,18.11,520.12
30.6758,524,519.05,501.35,17.71,519.06
30.7259,546,518,500.68,17.32,518
30.7761,507,516.96,500.01,16.95,516.96
30.8262,550,515.93,499.34,16.59,515.93
30.8764,539,514.92,498.67,16.25,514.92
30.9265,490,513.92,497.99,15.92,513.91
30.9766,531,512.93,497.32,15.61,512.93
31.0268,501,511.95,496.64,15.31,511.95
31.0769,491,510.98,495.96,15.01,510.97
31.127,500,510.02,495.29,14.73,510.02
31.1772,471,509.07,494.61,14.46,509.07
31.2273,531,508.13,493.92,14.21,508.13
31.2774,497,507.2,493.24,13.96,507.2
31.3276,474,506.28,492.56,13.72,506.28
31.3777,480,505.36,491.87,13.49,505.36
31.4279,526,504.45,491.18,13.27,504.45
31.478,557,503.55,490.5,13.06,503.56
31.5281,486,502.66,489.81,12.85,502.66
31.5783,515,501.78,489.12,12.66,501.78
31.6284,481,500.9,488.43,12.47,500.9
31.6785,479,500.02,487.74,12.29,500.03
31.7287,501,499.16,487.05,12.11,499.16
31.7788,482,498.3,486.35,11.95,498.3
31.829,475,497.45,485.66,11.79,497.45
31.8791,475,496.6,484.97,11.63,496.6
31.9292,523,495.76,484.27,11.49,495.76
31.9794,471,494.92,483.58,11.35,494.93
32.0295,478,494.09,482.88,11.21,494.09
32.0796,483,493.26,482.18,11.08,493.26
32.1298,464,492.44,481.49,10.96,492.45
32.1799,474,491.63,480.79,10.84,491.63
32.2301,475,490.82,480.09,10.73,490.82
32.2802,456,490.01,479.39,10.62,490.01
32.3303,477,489.22,478.69,10.52,489.21
32.3805,440,488.42,477.99,10.43,488.42
32.4306,447,487.63,477.29,10.34,487.63
32.4807,447,486.85,476.59,10.25,486.84
32.5309,457,486.07,475.89,10.17,486.06
32.581,420,485.29,475.19,10.1,485.29
32.6312,493,484.53,474.49,10.04,484.53
32.6813,445,483.81,473.79,10.02,483.81
32.7314,411,483.19,473.09,10.1,483.19
32.7816,480,482.79,472.39,10.4,482.79
32.8317,478,482.91,471.69,11.22,482.91
32.8818,426,484.24,470.99,13.24,484.23
32.932,455,486.24,470.29,15.95,486.24
32.9821,474,484.96,469.59,15.37,484.96
33.0322,467,482.08,468.89,13.19,482.08
33.0824,456,479.98,468.19,11.79,479.98
33.1325,452,478.52,467.49,11.03,478.52
33.1827,463,477.37,466.79,10.58,477.37
33.2328,448,476.39,466.09,10.3,476.39
33.2829,465,475.51,465.39,10.11,475.5
33.3331,449,474.68,464.7,9.98,474.68
