Angle,Observed,Calculated,Background,Quartz_nb,Dolomite_nb,Quartz (SiO2),Dolomite (CaMg(CO3)2)
49.352,497,469,371.72,97.11,0.18,468.83,371.9
49.4032,488,481,371.54,109.22,0.24,480.76,371.78
49.4543,469,496.29,371.37,124.41,0.51,495.78,371.88
49.5055,447,516.99,371.2,143.49,2.3,514.69,373.5
49.5567,477,541.84,371.02,167.88,2.94,538.9,373.96
49.6078,518,571.43,370.85,199.6,0.98,570.45,371.83
49.659,561,613.06,370.68,240.18,2.2,610.86,372.88
49.7101,510,665.48,370.51,294.12,0.84,664.63,371.35
49.7613,634,740.14,370.34,369.49,0.31,739.83,370.65
49.8125,689,846.92,370.17,476.53,0.21,846.7,370.38
49.8636,824,1002.52,370.01,632.32,0.2,1002.33,370.21
49.9148,1102,1231.77,369.84,861.71,0.22,1231.55,370.06
49.966,1368,1587.37,369.67,1217.4,0.3,1587.07,369.97
50.0171,2171,2195.92,369.5,1825.98,0.43,2195.48,369.93
50.0683,3307,3255.87,369.34,2885.97,0.57,3255.31,369.91
50.1194,4799,4604.21,369.17,4234.27,0.76,4603.44,369.93
50.1706,5346,4996.04,369.01,4625.5,1.53,4994.51,370.54
50.2218,4461,4424.5,368.84,4049.29,6.36,4418.13,375.2
50.2729,3827,3900.64,368.68,3518.83,13.13,3887.51,381.81
50.3241,2987,3033.16,368.52,2661.09,3.55,3029.61,372.07
50.3752,1868,2113.43,368.35,1738.24,6.83,2106.59,375.18
50.4264,1244,1506.39,368.19,1134.2,4,1502.39,372.19
50.4776,1019,1155.06,368.03,785.97,1.06,1154,369.09
50.5287,832,955.35,367.86,586.95,0.54,954.81,368.4
50.5799,727,851.76,367.7,483.69,0.37,851.39,368.07
50.631,806,799.76,367.54,431.91,0.31,799.45,367.85
50.6822,681,718.5,367.38,350.83,0.3,718.21,367.68
50.7334,628,655.91,367.22,288.35,0.34,655.57,367.56
50.7845,546,613.34,367.06,245.69,0.59,612.75,367.65
50.8357,587,560.25,366.9,191.79,1.55,558.69,368.45
50.8868,484,520.31,366.74,152.69,0.87,519.43,367.61
50.938,476,494.91,366.58,127.27,1.06,493.85,367.64
50.9892,493,477.01,366.42,109.16,1.42,475.58,367.84
51.0403,424,463.62,366.26,95.34,2.01,461.6,368.27
51.0915,438,458.38,366.11,84.35,7.93,450.46,374.04
51.1427,417,457.76,365.95,75.37,16.44,441.32,382.39
51.1938,441,438.09,365.79,67.92,4.38,433.71,370.17
51.245,409,435.24,365.63,61.65,7.95,427.28,373.58
51.2961,432,427.24,365.48,56.31,5.46,421.79,370.94
51.3473,386,418.32,365.32,51.65,1.35,416.97,366.67
51.3985,426,413.34,365.16,47.57,0.61,412.73,365.77
51.4496,410,409.38,365.01,44.01,0.36,409.02,365.37
51.5008,394,405.99,364.85,40.89,0.25,405.74,365.1
51.5519,352,403.01,364.69,38.14,0.18,402.83,364.87
51.6031,436,400.38,364.54,35.7,0.14,400.24,364.68
51.6543,415,398.02,364.38,33.52,0.11,397.9,364.49
51.7054,366,395.9,364.23,31.58,0.09,395.81,364.32
51.7566,371,393.98,364.07,29.83,0.08,393.9,364.15
51.8077,393,392.25,363.92,28.26,0.07,392.18,363.99
51.8589,385,390.67,363.76,26.85,0.06,390.61,363.82
51.9101,398,389.22,363.61,25.56,0.05,389.17,363.66
51.9612,391,387.9,363.46,24.4,0.05,387.86,363.51
52.0124,387,386.69,363.3,23.35,0.04,386.65,363.34
52.0636,391,385.57,363.15,22.39,0.04,385.54,363.19
52.1147,374,384.55,362.99,21.52,0.03,384.51,363.02
52.1659,395,383.6,362.84,20.72,0.03,383.56,362.87
52.217,345,382.72,362.69,20,0.03,382.69,362.72
52.2682,355,381.91,362.53,19.35,0.03,381.88,362.56
52.3194,395,381.15,362.38,18.75,0.03,381.13,362.41
52.3705,363,380.46,362.23,18.2,0.03,380.43,362.26
52.4217,369,379.81,362.07,17.71,0.03,379.78,362.1
52.4728,359,379.23,361.92,17.27,0.04,379.19,361.96
52.524,349,378.75,361.77,16.87,0.11,378.64,361.88
52.5752,372,378.25,361.61,16.51,0.12,378.12,361.73
52.6263,368,377.7,361.46,16.19,0.05,377.65,361.51
52.6775,384,377.31,361.31,15.91,0.09,377.22,361.4
52.7286,375,376.87,361.15,15.67,0.05,376.82,361.2
52.7798,402,376.48,361,15.46,0.02,376.46,361.02
52.831,390,376.15,360.85,15.29,0.02,376.14,360.87
52.8821,397,375.86,360.7,15.15,0.01,375.85,360.71
52.9333,360,375.6,360.54,15.04,0.01,375.58,360.55
52.9845,424,375.37,360.39,14.97,0.01,375.36,360.4
53.0356,355,375.18,360.24,14.93,0.01,375.17,360.25
53.0868,374,375.03,360.09,14.93,0.01,375.02,360.1
53.1379,422,374.91,359.93,14.97,0.01,374.9,359.94
53.1891,341,374.84,359.78,15.05,0.01,374.83,359.79
53.2403,391,374.82,359.63,15.18,0.02,374.81,359.65
53.2914,396,374.86,359.48,15.37,0.01,374.85,359.49
53.3426,396,374.97,359.32,15.64,0.01,374.96,359.33
53.3937,367,375.18,359.17,16,0.01,375.17,359.18
53.4449,411,375.54,359.02,16.51,0.01,375.53,359.03
53.4961,440,376.13,358.86,17.26,0.01,376.12,358.87
53.5472,401,377.16,358.71,18.44,0.01,377.15,358.72
53.5984,353,379.02,358.56,20.45,0.01,379.01,358.57
53.6495,382,382.02,358.41,23.61,0.01,382.02,358.42
53.7007,389,384.3,358.25,26.04,0.01,384.29,358.26
53.7519,359,383.6,358.1,25.49,0.01,383.59,358.11
53.803,418,382.36,357.95,24.4,0.01,382.35,357.96
53.8542,393,381.99,357.79,24.19,0.01,381.98,357.8
53.9054,405,382.37,357.64,24.72,0.01,382.36,357.65
53.9565,362,383.3,357.49,25.8,0.01,383.29,357.5
54.0077,389,384.7,357.33,27.35,0.02,384.68,357.35
54.0588,389,386.54,357.18,29.35,0.01,386.53,357.19
54.11,413,388.91,357.03,31.87,0.01,388.9,357.04
54.1612,434,391.9,356.87,35.02,0.01,391.89,356.88
54.2123,387,395.69,356.72,38.97,0.01,395.69,356.73
54.2635,457,400.54,356.56,43.97,0.01,400.53,356.57
54.3146,395,406.83,356.41,50.41,0.01,406.82,356.42
54.3658,428,415.14,356.26,58.88,0.01,415.14,356.27
54.417,419,426.42,356.1,70.32,0,426.42,356.1
54.4681,485,442.12,355.95,86.17,0,442.12,355.95
54.5193,471,464.78,355.79,108.98,0,464.77,355.79
54.5704,527,497.82,355.64,142.17,0,497.81,355.64
54.6216,575,544.99,355.48,189.51,0,544.99,355.48
54.6728,593,613.28,355.33,257.94,0,613.27,355.33
54.7239,835,732.37,355.17,377.19,0,732.36,355.17
54.7751,1008,986.83,355.02,631.81,0,986.83,355.02
54.8262,1312,1541.92,354.86,1187.05,0,1541.91,354.86
54.8774,1698,2129.13,354.71,1774.41,0,2129.12,354.71
54.9286,1668,1799.93,354.55,1445.38,0,1799.93,354.55
54.9797,1357,1541.96,354.4,1187.56,0,1541.96,354.4
55.0309,1327,1520.32,354.24,1166.07,0,1520.31,354.24
55.0821,1144,1152.22,354.09,798.13,0,1152.22,354.09
55.1332,884,851.46,353.93,497.53,0.01,851.46,353.94
55.1844,789,737.06,353.77,383.28,0,737.05,353.77
55.2355,796,754.02,353.62,400.4,0,754.02,353.62
55.2867,930,921.69,353.46,568.22,0,921.68,353.46
55.3379,1030,1115.47,353.3,762.17,0,1115.47,353.3
55.389,965,965.88,353.15,612.73,0,965.88,353.15
55.4402,844,849.58,352.99,496.59,0,849.58,352.99
55.4913,777,830.07,352.83,477.23,0,830.06,352.83
55.5425,689,677.42,352.67,324.75,0,677.42,352.67
55.5937,562,544.7,352.52,192.18,0,544.7,352.52
55.6448,491,477.7,352.36,125.34,0,477.7,352.36
55.696,449,442.55,352.2,90.34,0,442.54,352.2
55.7472,432,421.85,352.04,69.8,0,421.84,352.04
55.7983,430,408.46,351.88,56.57,0,408.45,351.88
55.8495,439,399.17,351.73,47.44,0,399.17,351.73
55.9006,381,392.4,351.57,40.83,0,392.4,351.57
55.9518,380,387.25,351.41,35.84,0,387.25,351.41
56.003,389,383.24,351.25,31.98,0,383.23,351.25
56.0541,420,380.02,351.09,28.93,0,380.02,351.09
56.1053,392,377.41,350.93,26.47,0,377.4,350.93
56.1564,385,375.24,350.77,24.47,0,375.24,350.77
56.2076,372,373.43,350.61,22.81,0,373.42,350.61
56.2588,377,371.9,350.45,21.44,0,371.89,350.45
56.3099,331,370.6,350.29,20.31,0,370.6,350.29
56.3611,356,369.51,350.13,19.37,0,369.5,350.13
56.4122,366,368.58,349.97,18.6,0,368.57,349.97
56.4634,346,367.8,349.81,17.99,0,367.8,349.81
56.5146,352,367.16,349.65,17.51,0,367.16,349.65
56.5657,383,366.66,349.49,17.17,0,366.66,349.49
56.6169,360,366.31,349.33,16.98,0,366.31,349.33
56.668,356,366.1,349.16,16.93,0,366.09,349.16
56.7192,344,366.07,349,17.06,0,366.06,349
56.7704,353,366.27,348.84,17.42,0,366.26,348.84
56.8215,349,366.76,348.68,18.08,0,366.76,348.68
56.8727,372,367.65,348.52,19.13,0,367.65,348.52
56.9239,354,369.09,348.35,20.74,0,369.09,348.35
56.975,336,371.31,348.19,23.12,0,371.31,348.19
57.0262,377,374.83,348.03,26.79,0,374.82,348.03
57.0773,409,380.88,347.87,33.01,0.01,380.88,347.88
57.1285,383,391.71,347.7,43.99,0.02,391.69,347.72
57.1797,410,408.37,347.54,60.82,0.01,408.36,347.55
57.2308,446,420.92,347.38,73.54,0.01,420.92,347.39
57.282,403,416.62,347.21,69.4,0,416.61,347.21
57.3331,412,408.7,347.05,61.65,0,408.7,347.05
57.3843,401,403.19,346.89,56.3,0,403.19,346.89
57.4355,379,392.76,346.72,46.04,0,392.76,346.72
57.4866,413,381.51,346.56,34.95,0,381.51,346.56
57.5378,384,373.98,346.39,27.58,0,373.97,346.39
57.5889,369,369.49,346.23,23.25,0.01,369.48,346.24
57.6401,387,366.77,346.06,20.7,0.01,366.76,346.07
57.6913,368,365.05,345.9,19.14,0.01,365.04,345.91
57.7424,355,363.94,345.73,18.2,0.01,363.93,345.74
57.7936,343,363.2,345.57,17.63,0.01,363.2,345.58
57.8448,383,362.73,345.4,17.33,0.01,362.73,345.41
57.8959,394,362.46,345.24,17.21,0.01,362.45,345.25
57.9471,386,362.33,345.07,17.25,0.01,362.32,345.08
57.9982,365,362.32,344.91,17.4,0.01,362.31,344.92
58.0494,383,362.41,344.74,17.66,0.01,362.4,344.75
58.1006,377,362.6,344.57,18.02,0.01,362.59,344.58
58.1517,362,362.88,344.41,18.46,0.01,362.87,344.42
58.2029,333,363.24,344.24,18.99,0.01,363.23,344.25
58.254,367,363.7,344.08,19.61,0.01,363.69,344.09
58.3052,359,364.25,343.91,20.33,0.01,364.24,343.92
58.3564,385,364.89,343.74,21.14,0.01,364.88,343.75
58.4075,362,365.65,343.58,22.07,0.01,365.65,343.59
58.4587,388,366.53,343.41,23.11,0.01,366.52,343.42
58.5098,362,367.54,343.24,24.29,0.01,367.53,343.25
58.561,333,368.71,343.07,25.62,0.01,368.69,343.08
58.6122,365,370.06,342.91,27.14,0.01,370.05,342.92
58.6633,383,371.63,342.74,28.88,0.01,371.62,342.75
58.7145,351,373.51,342.57,30.92,0.01,373.49,342.58
58.7657,383,375.74,342.41,33.32,0.01,375.73,342.42
58.8168,357,378.03,342.24,35.77,0.02,378.01,342.26
58.868,413,380.48,342.07,38.39,0.02,380.46,342.09
58.9191,421,383.45,341.9,41.53,0.02,383.43,341.92
58.9703,403,387.01,341.74,45.25,0.03,386.99,341.77
59.0215,375,391.22,341.57,49.62,0.03,391.19,341.6
59.0726,377,396.23,341.4,54.78,0.05,396.18,341.45
59.1238,366,402.22,341.23,60.92,0.06,402.15,341.29
59.1749,447,409.43,341.06,68.28,0.09,409.34,341.15
59.2261,401,418.21,340.89,77.21,0.1,418.1,340.99
59.2773,414,429.04,340.73,88.18,0.14,428.91,340.87
59.3284,417,442.68,340.56,101.87,0.25,442.43,340.81
59.3796,457,460.42,340.39,119.22,0.8,459.61,341.19
59.4307,496,484.85,340.22,141.67,2.96,481.89,343.18
59.4819,500,512.15,340.05,171.17,0.93,511.22,340.98
59.5331,545,551.43,339.88,211,0.55,550.88,340.43
59.5842,602,606.57,339.72,265.41,1.45,605.13,341.17
59.6354,621,680.35,339.55,340.13,0.67,679.68,340.22
59.6866,793,783.04,339.38,443.45,0.21,782.83,339.59
59.7377,965,933.15,339.21,593.83,0.12,933.04,339.33
59.7889,1237,1175.72,339.04,836.59,0.09,1175.63,339.13
59.84,1642,1596.67,338.87,1257.72,0.08,1596.59,338.95
59.8912,2214,2280.88,338.7,1942.09,0.09,2280.79,338.79
59.9424,2813,2982.52,338.53,2643.89,0.1,2982.42,338.63
59.9935,3014,2998.82,338.37,2660.32,0.13,2998.69,338.5
60.0447,2655,2605.64,338.2,2267.25,0.19,2605.45,338.39
60.0958,2272,2393.06,338.03,2054.79,0.24,2392.82,338.27
60.147,1968,2090.8,337.86,1752.68,0.26,2090.54,338.12
60.1982,1746,1579.32,337.69,1241.24,0.39,1578.93,338.08
60.2493,1152,1158.27,337.52,819.9,0.85,1157.42,338.37
60.3005,938,898.29,337.36,557.52,3.42,894.88,340.78
60.3516,798,742.26,337.19,399.12,5.96,736.31,343.15
60.4028,681,638.54,337.02,299.98,1.55,637,338.57
60.454,581,573.53,336.85,235.1,1.58,571.95,338.43
60.5051,522,530.12,336.68,189.74,3.7,526.42,340.38
60.5563,533,493.04,336.51,155.45,1.07,491.96,337.58
60.6075,454,466.18,336.35,129.46,0.37,465.81,336.72
60.6586,440,446.28,336.18,109.91,0.2,446.09,336.38
60.7098,463,431.35,336.01,95.2,0.13,431.21,336.14
60.7609,441,420.59,335.84,84.64,0.1,420.48,335.94
60.8121,400,413.92,335.67,78.18,0.07,413.85,335.74
60.8633,422,407.47,335.51,71.91,0.05,407.42,335.56
60.9144,372,399.06,335.34,63.67,0.04,399.01,335.38
60.9656,400,393.29,335.17,58.08,0.04,393.25,335.21
61.0167,371,387.16,335.01,52.12,0.03,387.13,335.04
61.0679,413,380.74,334.84,45.88,0.03,380.72,334.87
61.1191,351,375.85,334.67,41.15,0.03,375.82,334.7
61.1702,361,372.04,334.5,37.51,0.03,372.01,334.53
61.2214,365,368.88,334.34,34.51,0.03,368.85,334.37
61.2725,373,366.18,334.17,31.98,0.03,366.15,334.2
61.3237,410,363.83,334.01,29.8,0.03,363.81,334.04
61.3749,339,361.76,333.84,27.89,0.03,361.73,333.87
61.426,375,359.93,333.67,26.22,0.04,359.89,333.71
61.4772,363,358.29,333.51,24.74,0.05,358.25,333.56
61.5283,378,356.87,333.34,23.42,0.11,356.76,333.45
61.5795,342,355.88,333.18,22.25,0.46,355.43,333.64
61.6307,335,354.59,333.01,21.2,0.38,354.21,333.39
61.6818,391,353.23,332.85,20.26,0.12,353.11,332.97
61.733,367,352.27,332.68,19.42,0.17,352.1,332.85
61.7842,398,351.48,332.52,18.66,0.3,351.18,332.82
61.8353,382,350.42,332.35,17.98,0.09,350.33,332.44
61.8865,366,349.59,332.19,17.37,0.04,349.56,332.23
61.9376,355,348.87,332.02,16.82,0.02,348.84,332.04
61.9888,325,348.21,331.86,16.33,0.02,348.19,331.88
62.04,362,347.61,331.7,15.9,0.02,347.6,331.72
62.0911,357,347.06,331.53,15.51,0.01,347.04,331.54
62.1423,338,346.56,331.37,15.17,0.01,346.54,331.38
62.1934,339,346.1,331.21,14.88,0.01,346.09,331.22
62.2446,319,345.69,331.05,14.63,0.01,345.68,331.06
62.2958,305,345.32,330.88,14.41,0.02,345.29,330.9
62.3469,330,344.98,330.72,14.24,0.01,344.96,330.73
62.3981,358,344.68,330.56,14.11,0.01,344.67,330.57
62.4493,347,344.42,330.4,14.01,0.01,344.41,330.41
62.5004,351,344.21,330.24,13.96,0.01,344.2,330.25
62.5516,355,344.03,330.08,13.94,0.01,344.02,330.09
62.6027,347,343.9,329.92,13.97,0.01,343.89,329.93
62.6539,321,343.81,329.76,14.04,0.01,343.8,329.77
62.7051,358,343.77,329.6,14.16,0.01,343.76,329.61
62.7562,339,343.78,329.44,14.32,0.01,343.76,329.45
62.8074,330,343.85,329.28,14.55,0.01,343.83,329.29
62.8585,338,343.98,329.13,14.84,0.01,343.97,329.14
62.9097,327,344.18,328.97,15.2,0.01,344.17,328.98
62.9609,331,344.46,328.81,15.64,0.01,344.45,328.82
63.012,305,344.84,328.65,16.18,0.02,344.83,328.67
63.0632,317,345.34,328.5,16.82,0.02,345.32,328.52
63.1143,356,345.97,328.34,17.61,0.02,345.95,328.36
63.1655,326,346.76,328.18,18.55,0.02,346.73,328.2
63.2167,343,347.76,328.03,19.7,0.02,347.73,328.05
63.2678,328,349.01,327.88,21.1,0.03,348.98,327.91
63.319,374,350.58,327.72,22.83,0.03,350.55,327.75
63.3701,355,352.57,327.57,24.97,0.04,352.54,327.61
63.4213,335,355.13,327.41,27.66,0.05,355.07,327.46
63.4725,351,358.43,327.26,31.11,0.07,358.37,327.33
63.5236,378,362.78,327.11,35.59,0.09,362.7,327.2
63.5748,354,368.58,326.96,41.5,0.12,368.46,327.08
63.626,358,376.38,326.81,49.43,0.15,376.24,326.96
63.6771,356,386.93,326.65,60.1,0.18,386.75,326.83
63.7283,400,401.19,326.5,74.43,0.26,400.93,326.76
63.7794,429,420.99,326.35,94.1,0.53,420.45,326.88
63.8306,484,451.52,326.2,123.41,1.91,449.61,328.11
63.8818,498,502.64,326.06,171.67,4.91,497.73,330.97
63.9329,617,581.87,325.91,254.62,1.35,580.53,327.26
63.9841,780,709.21,325.76,382.58,0.87,708.34,326.63
64.0352,883,823.53,325.61,495.63,2.29,821.24,327.9
64.0864,848,805.92,325.47,479.01,1.45,804.48,326.92
64.1376,755,731.78,325.32,406.03,0.43,731.35,325.75
64.1887,712,698.51,325.18,373.1,0.24,698.28,325.42
64.2399,686,657.3,325.03,332.09,0.17,657.12,325.2
64.291,592,571.97,324.89,246.93,0.15,571.82,325.04
64.3422,469,493.39,324.74,168.47,0.17,493.21,324.91
64.3934,417,442.4,324.6,117.52,0.28,442.12,324.88
64.4445,370,411.76,324.46,86.46,0.85,410.92,325.31
64.4957,400,393.45,324.32,66.94,2.19,391.26,326.51
64.5468,369,378.92,324.18,54.1,0.65,378.28,324.83
64.598,367,369.73,324.04,45.28,0.41,369.32,324.45
64.6492,328,363.91,323.9,39.02,0.99,362.92,324.89
64.7003,352,358.97,323.76,34.45,0.76,358.21,324.52
64.7515,350,354.94,323.62,31.05,0.28,354.67,323.9
64.8027,335,352.16,323.48,28.49,0.2,351.97,323.68
64.8538,338,350.13,323.34,26.55,0.23,349.89,323.57
64.905,371,348.78,323.21,25.1,0.46,348.31,323.67
64.9561,330,349.03,323.07,24.05,1.9,347.12,324.97
65.0073,319,348.12,322.94,23.32,1.85,346.26,324.79
65.0585,358,346.24,322.81,22.89,0.54,345.7,323.35
65.1096,329,345.98,322.67,22.74,0.57,345.41,323.24
65.1608,390,346.88,322.54,22.88,1.46,345.42,324
65.2119,374,346.29,322.41,23.34,0.53,345.75,322.94
65.2631,345,346.67,322.28,24.21,0.18,346.49,322.46
65.3143,346,347.89,322.15,25.64,0.1,347.79,322.25
65.3654,379,350.01,322.02,27.93,0.06,349.95,322.08
65.4166,359,353.37,321.89,31.44,0.05,353.33,321.94
65.4677,397,357.3,321.76,35.5,0.04,357.26,321.8
65.5189,387,361.24,321.64,39.57,0.03,361.21,321.67
65.5701,363,367.81,321.51,46.27,0.03,367.78,321.54
65.6212,437,380.8,321.39,59.38,0.03,380.77,321.42
65.6724,423,408.18,321.26,86.89,0.02,408.15,321.28
65.7236,452,465.01,321.14,143.85,0.02,464.99,321.16
65.7747,468,529.35,321.02,208.31,0.02,529.33,321.04
65.8259,445,500.88,320.9,179.96,0.02,500.86,320.92
65.877,433,456.14,320.78,135.34,0.02,456.12,320.8
65.9282,412,456.14,320.66,135.46,0.02,456.12,320.68
65.9794,449,455.15,320.54,134.59,0.03,455.13,320.57
66.0305,432,416.38,320.42,95.93,0.03,416.35,320.45
66.0817,399,385.88,320.3,65.54,0.04,385.84,320.34
66.1328,395,370.71,320.19,50.47,0.05,370.66,320.24
66.184,366,363.21,320.07,43.08,0.06,363.15,320.13
66.2352,385,359.38,319.96,39.36,0.06,359.32,320.02
66.2863,341,357.51,319.84,37.58,0.08,357.42,319.92
66.3375,396,356.84,319.73,36.97,0.14,356.7,319.87
66.3887,370,357.1,319.62,37.13,0.35,356.75,319.97
66.4398,395,358.91,319.51,37.87,1.52,357.38,321.03
66.491,407,359.53,319.4,39.09,1.03,358.49,320.43
66.5421,376,360.36,319.3,40.74,0.33,360.04,319.63
66.5933,424,362.38,319.19,42.81,0.39,362,319.58
66.6445,362,365.37,319.08,45.31,0.97,364.39,320.05
66.6956,375,367.62,318.98,48.29,0.35,367.27,319.33
66.7468,383,370.79,318.87,51.8,0.12,370.67,318.99
66.7979,368,374.75,318.77,55.91,0.07,374.68,318.84
66.8491,391,379.47,318.67,60.76,0.05,379.43,318.72
66.9003,412,385.08,318.57,66.48,0.04,385.05,318.61
66.9514,393,391.77,318.47,73.27,0.03,391.74,318.5
67.0026,400,399.8,318.37,81.4,0.03,399.77,318.4
67.0537,412,409.55,318.27,91.25,0.02,409.52,318.29
67.1049,402,421.52,318.18,103.32,0.02,421.5,318.2
67.1561,424,436.44,318.08,118.33,0.02,436.41,318.1
67.2072,497,455.3,317.99,137.29,0.02,455.28,318.01
67.2584,487,479.52,317.9,161.6,0.02,479.5,317.92
67.3095,546,510.97,317.8,193.14,0.03,510.94,317.83
67.3607,523,551.96,317.71,234.22,0.03,551.93,317.74
67.4119,610,605.35,317.62,287.7,0.03,605.32,317.65
67.463,710,676.44,317.54,358.87,0.04,676.41,317.58
67.5142,819,778.44,317.45,460.95,0.05,778.4,317.5
67.5654,1026,939.28,317.36,621.85,0.06,939.21,317.42
67.6165,1226,1206.98,317.28,889.62,0.08,1206.9,317.36
67.6677,1563,1632.7,317.2,1315.38,0.13,1632.58,317.33
67.7188,1929,2115.25,317.12,1797.99,0.14,2115.11,317.26
67.77,2030,2249.72,317.03,1932.53,0.16,2249.56,317.19
67.8212,1914,2047.22,316.95,1730.08,0.19,2047.03,317.14
67.8723,1881,1944.61,316.88,1627.46,0.27,1944.34,317.15
67.9235,1888,1981.8,316.8,1664.52,0.48,1981.32,317.28
67.9746,2040,1956.28,316.72,1638.2,1.36,1954.92,318.08
68.0258,2191,1995.52,316.65,1673.3,5.58,1989.95,322.23
68.077,2590,2439.81,316.58,2120.65,2.59,2437.23,319.17
68.1281,2947,3353.23,316.5,3035.79,0.94,3352.29,317.44
68.1793,3143,3486.53,316.43,3168.84,1.26,3485.27,317.69
68.2304,3029,3040.04,316.36,2720.64,3.03,3037,319.39
68.2816,2911,3355.06,316.3,3037.74,1.02,3354.04,317.32
68.3328,2826,3586.84,316.23,3270.26,0.35,3586.49,316.58
68.3839,2582,2792.12,316.16,2475.77,0.18,2791.93,316.34
68.4351,2027,2063.13,316.1,1746.92,0.11,2063.02,316.21
68.4863,1664,1826.33,316.04,1510.21,0.08,1826.25,316.12
68.5374,1367,1502.76,315.98,1186.72,0.06,1502.7,316.04
68.5886,1133,1075.6,315.92,759.63,0.05,1075.55,315.97
68.6397,879,812.69,315.86,496.79,0.04,812.65,315.9
68.6909,732,668.19,315.8,352.35,0.03,668.15,315.83
68.7421,637,582.22,315.75,266.44,0.03,582.19,315.78
68.7932,551,526.47,315.69,210.76,0.03,526.45,315.72
68.8444,500,487.83,315.64,172.17,0.02,487.81,315.66
68.8955,481,459.68,315.59,144.07,0.02,459.66,315.61
68.9467,454,438.38,315.54,122.82,0.02,438.36,315.56
68.9979,414,421.79,315.49,106.28,0.02,421.77,315.51
69.049,426,408.55,315.45,93.08,0.02,408.53,315.47
69.1002,396,397.79,315.4,82.36,0.02,397.76,315.42
69.1513,356,388.89,315.36,73.51,0.02,388.87,315.38
69.2025,417,381.44,315.31,66.1,0.02,381.41,315.33
69.2537,391,375.13,315.28,59.83,0.03,375.11,315.31
69.3048,350,369.72,315.24,54.46,0.03,369.7,315.27
69.356,412,365.06,315.19,49.83,0.04,365.02,315.23
69.4071,407,361,315.16,45.8,0.04,360.96,315.2
69.4583,364,357.46,315.13,42.27,0.06,357.4,315.19
69.5095,361,354.33,315.09,39.17,0.07,354.26,315.16
69.5606,341,351.55,315.06,36.41,0.08,351.47,315.14
69.6118,372,349.09,315.03,33.96,0.1,348.99,315.13
69.663,347,346.91,315,31.76,0.14,346.76,315.14
69.7141,336,345.05,314.98,29.79,0.28,344.77,315.26
69.7653,350,343.87,314.95,28.01,0.9,342.96,315.85
69.8164,356,344.19,314.93,26.4,2.86,341.33,317.79
69.8676,374,340.79,314.91,24.94,0.95,339.85,315.86
69.9188,320,338.91,314.89,23.6,0.42,338.49,315.31
69.9699,322,337.92,314.87,22.39,0.67,337.26,315.54
70.0211,375,337.55,314.85,21.27,1.43,336.12,316.28
70.0722,309,335.54,314.84,20.25,0.45,335.09,315.29
70.1234,357,334.29,314.82,19.31,0.17,334.13,314.99
70.1746,368,333.33,314.81,18.44,0.09,333.25,314.9
70.2257,337,332.49,314.8,17.64,0.06,332.44,314.86
70.2769,329,331.73,314.79,16.9,0.04,331.69,314.83
70.3281,332,331.02,314.78,16.21,0.03,330.99,314.81
70.3792,343,330.38,314.78,15.57,0.03,330.35,314.81
70.4304,356,329.79,314.78,14.98,0.03,329.76,314.81
70.4815,371,329.25,314.77,14.42,0.05,329.19,314.82
70.5327,312,328.83,314.77,13.91,0.15,328.68,314.92
70.5839,330,328.28,314.77,13.43,0.08,328.2,314.85
70.635,368,327.8,314.78,12.99,0.03,327.77,314.81
70.6862,322,327.39,314.78,12.57,0.04,327.35,314.82
70.7373,342,327.05,314.79,12.18,0.08,326.97,314.87
70.7885,312,326.66,314.8,11.82,0.04,326.62,314.84
70.8397,340,326.31,314.81,11.48,0.02,326.29,314.83
70.8908,319,326,314.82,11.17,0.01,325.99,314.83
70.942,321,325.72,314.84,10.88,0.01,325.72,314.85
70.9931,296,325.46,314.84,10.6,0.01,325.44,314.85
71.0443,316,325.22,314.86,10.35,0.01,325.21,314.87
71.0955,313,325.01,314.88,10.12,0.01,325,314.89
71.1466,339,324.81,314.9,9.9,0.01,324.8,314.91
71.1978,325,324.63,314.93,9.7,0.01,324.63,314.94
71.2489,289,324.48,314.95,9.51,0.01,324.46,314.96
71.3001,340,324.33,314.98,9.35,0.01,324.33,314.99
71.3513,351,324.21,315.01,9.2,0.01,324.21,315.02
71.4024,320,324.1,315.04,9.06,0.01,324.1,315.05
71.4536,309,324.02,315.07,8.94,0.01,324.01,315.08
71.5048,325,323.95,315.11,8.83,0,323.94,315.11
71.5559,334,323.89,315.14,8.75,0,323.89,315.14
71.6071,299,323.85,315.18,8.67,0,323.85,315.18
71.6582,308,323.84,315.22,8.62,0,323.84,315.22
71.7094,344,323.84,315.26,8.58,0,323.84,315.26
71.7606,322,323.86,315.3,8.55,0,323.85,315.3
71.8117,277,323.91,315.35,8.55,0,323.9,315.35
71.8629,332,323.97,315.4,8.57,0,323.97,315.4
71.914,316,324.06,315.45,8.61,0,324.06,315.45
71.9652,309,324.18,315.5,8.67,0,324.17,315.5
72.0164,308,324.32,315.56,8.76,0.01,324.32,315.57
72.0675,334,324.49,315.61,8.88,0.01,324.49,315.62
72.1187,286,324.69,315.66,9.02,0.01,324.68,315.67
72.1698,298,324.94,315.73,9.21,0.01,324.94,315.74
72.221,329,325.23,315.79,9.44,0.01,325.23,315.8
72.2722,348,325.56,315.85,9.71,0.01,325.56,315.86
72.3233,327,325.96,315.91,10.04,0.01,325.95,315.92
