Angle,Observed,Calculated,Background,Calcite_nb,Quartz_nb,Calcite,Quartz
11.6463,774,772.25,770.45,0.2,1.61,770.65,772.06
11.6975,770,768.78,766.96,0.2,1.62,767.16,768.58
11.7486,797,765.32,763.49,0.2,1.63,763.69,765.12
11.7998,774,761.89,760.04,0.2,1.64,760.24,761.68
11.851,779,758.47,756.61,0.2,1.66,756.81,758.27
11.9021,741,755.07,753.2,0.2,1.67,753.4,754.87
11.9533,762,751.69,749.81,0.2,1.68,750.01,751.49
12.0044,752,748.33,746.44,0.2,1.69,746.64,748.13
12.0556,807,745,743.09,0.21,1.71,743.3,744.8
12.1068,724,741.68,739.76,0.21,1.72,739.97,741.48
12.1579,768,738.39,736.45,0.21,1.74,736.66,738.19
12.2091,763,735.12,733.17,0.21,1.75,733.38,734.92
12.2603,731,731.88,729.9,0.21,1.76,730.11,731.66
12.3114,738,728.66,726.67,0.21,1.78,726.88,728.45
12.3626,706,725.46,723.45,0.21,1.79,723.66,725.24
12.4137,710,722.29,720.26,0.21,1.81,720.47,722.07
12.4649,769,719.14,717.1,0.22,1.82,717.32,718.92
12.5161,706,716.01,713.96,0.22,1.84,714.18,715.8
12.5672,670,712.92,710.85,0.22,1.85,711.07,712.7
12.6184,712,709.85,707.76,0.22,1.87,707.98,709.63
12.6695,729,706.8,704.7,0.22,1.88,704.92,706.58
12.7207,693,703.79,701.67,0.22,1.9,701.89,703.57
12.7719,652,700.8,698.66,0.22,1.91,698.88,700.57
12.823,698,697.84,695.68,0.22,1.93,695.9,697.61
12.8742,680,694.9,692.73,0.23,1.95,692.96,694.68
12.9253,721,692,689.81,0.23,1.96,690.04,691.77
12.9765,690,689.12,686.91,0.23,1.98,687.14,688.89
13.0277,646,686.27,684.04,0.23,2,684.27,686.04
13.0788,668,683.45,681.21,0.23,2.02,681.44,683.23
13.13,680,680.66,678.4,0.23,2.03,678.63,680.43
13.1812,685,677.9,675.62,0.23,2.05,675.85,677.67
13.2323,745,675.17,672.87,0.24,2.07,673.11,674.94
13.2835,690,672.47,670.14,0.24,2.09,670.38,672.23
13.3346,665,669.8,667.45,0.24,2.11,667.69,669.56
13.3858,662,667.16,664.79,0.24,2.13,665.03,666.92
13.437,663,664.55,662.16,0.24,2.15,662.4,664.31
13.4881,689,661.96,659.56,0.24,2.17,659.8,661.73
13.5393,689,659.41,656.98,0.24,2.19,657.22,659.17
13.5904,727,656.89,654.44,0.25,2.21,654.69,656.65
13.6416,683,654.41,651.93,0.25,2.23,652.18,654.16
13.6928,647,651.95,649.45,0.25,2.25,649.7,651.7
13.7439,615,649.52,647,0.25,2.27,647.25,649.27
13.7951,648,647.12,644.58,0.25,2.29,644.83,646.87
13.8462,668,644.75,642.19,0.25,2.31,642.44,644.5
13.8974,650,642.42,639.83,0.26,2.34,640.09,642.17
13.9486,643,640.11,637.5,0.26,2.36,637.76,639.86
13.9997,631,637.84,635.2,0.26,2.38,635.46,637.58
14.0509,605,635.6,632.93,0.26,2.41,633.19,635.34
14.102,665,633.39,630.69,0.26,2.43,630.95,633.12
14.1532,626,631.2,628.49,0.26,2.45,628.75,630.94
14.2044,609,629.05,626.31,0.27,2.48,626.58,628.79
14.2555,623,626.93,624.16,0.27,2.5,624.43,626.66
14.3067,640,624.84,622.04,0.27,2.53,622.31,624.57
14.3579,647,622.78,619.96,0.27,2.56,620.23,622.52
14.409,557,620.75,617.9,0.27,2.58,618.17,620.48
14.4602,624,618.75,615.87,0.27,2.61,616.14,618.48
14.5113,630,616.79,613.87,0.28,2.64,614.15,616.51
14.5625,635,614.85,611.9,0.28,2.67,612.18,614.57
14.6137,638,612.94,609.96,0.28,2.69,610.24,612.65
14.6648,619,611.06,608.06,0.28,2.72,608.34,610.78
14.716,601,609.21,606.17,0.28,2.75,606.45,608.92
14.7671,619,607.39,604.32,0.29,2.78,604.61,607.1
14.8183,620,605.6,602.5,0.29,2.82,602.79,605.32
14.8695,601,603.84,600.71,0.29,2.85,601,603.56
14.9206,564,602.11,598.94,0.29,2.88,599.23,601.82
14.9718,572,600.41,597.2,0.29,2.91,597.49,600.11
15.0229,581,598.73,595.49,0.3,2.95,595.79,598.44
15.0741,600,597.09,593.81,0.3,2.98,594.11,596.79
15.1253,599,595.47,592.16,0.3,3.01,592.46,595.17
15.1764,557,593.88,590.53,0.3,3.05,590.83,593.58
15.2276,587,592.32,588.93,0.3,3.09,589.23,592.02
15.2788,589,590.79,587.36,0.31,3.12,587.67,590.48
15.3299,607,589.29,585.82,0.31,3.16,586.13,588.98
15.3811,627,587.81,584.3,0.31,3.2,584.61,587.5
15.4322,620,586.36,582.81,0.31,3.24,583.12,586.05
15.4834,613,584.94,581.34,0.32,3.28,581.66,584.62
15.5346,585,583.54,579.9,0.32,3.32,580.22,583.22
15.5857,580,582.17,578.48,0.32,3.36,578.8,581.84
15.6369,585,580.83,577.1,0.32,3.41,577.42,580.51
15.688,592,579.51,575.73,0.33,3.45,576.06,579.18
15.7392,571,578.22,574.39,0.33,3.5,574.72,577.89
15.7904,529,576.95,573.08,0.33,3.54,573.41,576.62
15.8415,532,575.71,571.79,0.33,3.59,572.12,575.38
15.8927,569,574.5,570.52,0.34,3.64,570.86,574.16
15.9438,552,573.31,569.28,0.34,3.69,569.62,572.97
15.995,546,572.14,568.06,0.34,3.74,568.4,571.8
16.0462,561,571,566.86,0.34,3.79,567.2,570.65
16.0973,534,569.89,565.69,0.35,3.85,566.04,569.54
16.1485,582,568.79,564.54,0.35,3.9,564.89,568.44
16.1997,598,567.73,563.41,0.35,3.96,563.76,567.37
16.2508,566,566.68,562.31,0.35,4.02,562.66,566.33
16.302,508,565.66,561.23,0.36,4.08,561.59,565.31
16.3531,594,564.66,560.16,0.36,4.14,560.52,564.3
16.4043,549,563.69,559.12,0.36,4.2,559.48,563.32
16.4555,519,562.74,558.1,0.37,4.27,558.47,562.37
16.5066,584,561.81,557.11,0.37,4.33,557.48,561.44
16.5578,556,560.9,556.13,0.37,4.4,556.5,560.53
16.6089,537,560.02,555.17,0.38,4.47,555.55,559.64
16.6601,557,559.15,554.23,0.38,4.55,554.61,558.78
16.7113,532,558.31,553.31,0.38,4.62,553.69,557.93
16.7624,569,557.49,552.41,0.38,4.7,552.79,557.11
16.8136,565,556.7,551.53,0.39,4.78,551.92,556.31
16.8647,510,555.92,550.67,0.39,4.86,551.06,555.53
16.9159,536,555.17,549.83,0.39,4.94,550.22,554.77
16.9671,588,554.43,549,0.4,5.03,549.4,554.03
17.0182,543,553.72,548.19,0.4,5.12,548.59,553.31
17.0694,523,553.02,547.4,0.41,5.21,547.81,552.61
17.1206,539,552.35,546.63,0.41,5.31,547.04,551.94
17.1717,554,551.7,545.87,0.41,5.41,546.28,551.28
17.2229,546,551.07,545.14,0.42,5.52,545.56,550.66
17.274,550,550.46,544.41,0.42,5.62,544.83,550.03
17.3252,559,549.86,543.71,0.42,5.73,544.13,549.44
17.3764,544,549.29,543.02,0.43,5.85,543.45,548.87
17.4275,543,548.74,542.34,0.43,5.97,542.77,548.31
17.4787,540,548.21,541.68,0.44,6.09,542.12,547.77
17.5298,515,547.7,541.03,0.44,6.22,541.47,547.25
17.581,535,547.21,540.4,0.44,6.36,540.84,546.76
17.6322,513,546.73,539.79,0.45,6.5,540.24,546.29
17.6833,507,546.28,539.19,0.45,6.64,539.64,545.83
17.7345,607,545.85,538.6,0.46,6.8,539.06,545.4
17.7856,503,545.44,538.02,0.46,6.96,538.48,544.98
17.8368,491,545.05,537.46,0.47,7.12,537.93,544.58
17.888,524,544.68,536.91,0.47,7.3,537.38,544.21
17.9391,528,544.33,536.38,0.48,7.48,536.86,543.86
17.9903,521,544.01,535.86,0.48,7.67,536.34,543.53
18.0415,515,543.7,535.35,0.48,7.87,535.83,543.22
18.0926,507,543.42,534.85,0.49,8.08,535.34,542.93
18.1438,506,543.16,534.36,0.5,8.3,534.86,542.66
18.1949,527,542.92,533.88,0.5,8.53,534.38,542.41
18.2461,538,542.7,533.42,0.51,8.78,533.93,542.2
18.2973,517,542.51,532.97,0.51,9.04,533.48,542.01
18.3484,510,542.35,532.52,0.52,9.31,533.04,541.83
18.3996,528,542.21,532.09,0.52,9.6,532.61,541.69
18.4507,539,542.1,531.67,0.53,9.9,532.2,541.57
18.5019,490,542.02,531.26,0.53,10.23,531.79,541.49
18.5531,525,541.97,530.85,0.54,10.58,531.39,541.43
18.6042,514,541.95,530.46,0.55,10.94,531.01,541.4
18.6554,523,542.06,530.08,0.55,11.43,530.63,541.51
18.7065,530,542.94,529.7,0.56,12.68,530.26,542.38
18.7577,537,546.2,529.33,0.56,16.3,529.89,545.63
18.8089,577,554.33,528.98,0.57,24.79,529.55,553.77
18.86,569,558.15,528.63,0.58,28.95,529.21,557.58
18.9112,579,551.61,528.28,0.59,22.74,528.87,551.02
18.9624,574,547.59,527.95,0.59,19.04,528.54,546.99
19.0135,534,545.88,527.62,0.6,17.65,528.22,545.27
19.0647,553,545.17,527.3,0.61,17.25,527.91,544.55
19.1158,496,544.94,526.99,0.62,17.33,527.61,544.32
19.167,600,545,526.69,0.62,17.69,527.31,544.38
19.2182,570,545.26,526.39,0.63,18.24,527.02,544.63
19.2693,581,545.67,526.1,0.64,18.94,526.74,545.04
19.3205,580,546.23,525.81,0.65,19.77,526.46,545.58
19.3716,602,546.93,525.53,0.66,20.74,526.19,546.27
19.4228,625,547.75,525.26,0.67,21.82,525.93,547.08
19.474,589,548.73,524.99,0.68,23.07,525.67,548.06
19.5251,578,549.88,524.73,0.68,24.47,525.41,549.2
19.5763,541,551.21,524.47,0.69,26.05,525.16,550.52
19.6274,594,552.76,524.22,0.7,27.83,524.92,552.05
19.6786,583,554.54,523.97,0.72,29.85,524.69,553.82
19.7298,616,556.61,523.73,0.73,32.15,524.46,555.88
19.7809,661,559.01,523.49,0.74,34.78,524.23,558.27
19.8321,685,561.8,523.26,0.75,37.79,524.01,561.05
19.8832,668,565.08,523.03,0.76,41.29,523.79,564.32
19.9344,709,568.94,522.81,0.77,45.36,523.58,568.17
19.9856,752,573.52,522.58,0.79,50.15,523.37,572.73
20.0367,664,578.99,522.37,0.8,55.82,523.17,578.19
20.0879,761,585.52,522.15,0.81,62.56,522.96,584.71
20.1391,743,593.57,521.94,0.83,70.8,522.77,592.74
20.1902,733,603.52,521.73,0.84,80.94,522.57,602.67
20.2414,733,616,521.53,0.86,93.62,522.39,615.15
20.2925,787,631.95,521.33,0.87,109.75,522.2,631.08
20.3437,771,652.74,521.13,0.89,130.72,522.02,651.85
20.3949,794,680.53,520.93,0.91,158.69,521.84,679.62
20.446,822,718.84,520.74,0.93,197.18,521.67,717.92
20.4972,908,773.68,520.54,0.94,252.19,521.48,772.73
20.5483,906,856,520.35,0.96,334.68,521.31,855.03
20.5995,1131,987.41,520.17,0.99,466.26,521.16,986.43
20.6507,1364,1214.41,519.98,1.01,693.42,520.99,1213.4
20.7018,1864,1645.68,519.79,1.06,1124.83,520.85,1644.62
20.753,2772,2541.56,519.61,1.18,2020.77,520.79,2540.38
20.8041,4630,4396.77,519.43,1.54,3875.8,520.97,4395.23
20.8553,7004,6923.49,519.25,2.1,6402.15,521.35,6921.4
20.9065,6370,6592.71,519.07,1.88,6071.77,520.95,6590.84
20.9576,3864,4143.86,518.89,1.54,3623.42,520.43,4142.31
21.0088,2183,2342.49,518.71,1.4,1822.37,520.11,2341.08
21.06,1438,1533.4,518.54,1.36,1013.51,519.9,1532.05
21.1111,1098,1154.8,518.36,1.34,635.09,519.7,1153.45
21.1623,921,953.72,518.19,1.35,434.18,519.54,952.37
21.2134,877,835.31,518.01,1.37,315.93,519.38,833.94
21.2646,783,760,517.84,1.4,240.77,519.24,758.61
21.3158,727,709.24,517.66,1.43,190.14,519.09,707.8
21.3669,692,673.43,517.49,1.47,154.47,518.96,671.96
21.4181,704,647.25,517.31,1.52,128.42,518.83,645.73
21.4692,711,627.55,517.14,1.57,108.84,518.71,625.98
21.5204,671,612.46,516.96,1.63,93.87,518.59,610.83
21.5716,624,600.49,516.79,1.69,82.02,518.48,598.81
21.6227,638,590.92,516.61,1.76,72.55,518.37,589.16
21.6739,611,583.16,516.44,1.83,64.89,518.27,581.33
21.725,622,576.78,516.26,1.92,58.6,518.18,574.86
21.7762,603,571.49,516.08,2.01,53.4,518.09,569.48
21.8274,617,567.06,515.9,2.11,49.05,518.01,564.95
21.8785,576,563.34,515.72,2.23,45.38,517.95,561.1
21.9297,576,560.18,515.54,2.36,42.28,517.9,557.82
21.9809,577,557.5,515.36,2.51,39.63,517.87,554.99
22.032,601,555.22,515.18,2.67,37.36,517.85,552.54
22.0832,638,553.28,515,2.87,35.42,517.87,550.42
22.1343,655,551.64,514.81,3.09,33.74,517.9,548.55
22.1855,596,550.27,514.63,3.34,32.29,517.97,546.92
22.2367,578,549.14,514.44,3.64,31.05,518.08,545.49
22.2878,563,548.23,514.25,4,29.98,518.25,544.23
22.339,550,547.53,514.06,4.42,29.05,518.48,543.11
22.3901,519,547.06,513.87,4.94,28.26,518.81,542.13
22.4413,532,546.82,513.68,5.57,27.58,519.25,541.26
22.4925,496,546.85,513.48,6.36,27.01,519.84,540.49
22.5436,553,547.18,513.28,7.37,26.53,520.65,539.81
22.5948,552,547.9,513.09,8.68,26.13,521.77,539.22
22.6459,557,549.14,512.89,10.44,25.82,523.33,538.71
22.6971,534,551.12,512.68,12.87,25.57,525.55,538.25
22.7483,568,554.23,512.48,16.36,25.39,528.84,537.87
22.7994,601,559.19,512.27,21.64,25.28,533.91,537.55
22.8506,588,567.45,512.06,30.17,25.22,542.23,537.28
22.9018,560,582.19,511.85,45.13,25.21,556.98,537.06
22.9529,619,610.89,511.64,73.99,25.26,585.63,536.9
23.0041,645,670.59,511.42,133.81,25.36,645.23,536.78
23.0552,906,799.64,511.21,262.93,25.51,774.14,536.72
23.1064,1098,951.13,510.99,414.45,25.7,925.44,536.69
23.1576,1012,899.84,510.77,363.13,25.94,873.9,536.71
23.2087,846,747.76,510.54,210.99,26.23,721.53,536.77
23.2599,653,642.06,510.31,105.19,26.56,615.5,536.87
23.311,548,596.01,510.08,58.98,26.94,569.06,537.02
23.3622,540,574.66,509.85,37.45,27.37,547.3,537.22
23.4134,548,563.44,509.62,25.98,27.84,535.6,537.46
23.4645,530,556.95,509.38,19.21,28.36,528.59,537.74
23.5157,545,552.96,509.14,14.9,28.92,524.04,538.06
23.5668,522,550.42,508.9,11.98,29.54,520.88,538.44
23.618,530,548.79,508.66,9.93,30.21,518.59,538.87
23.6692,555,547.76,508.41,8.43,30.93,516.84,539.34
23.7203,528,547.16,508.16,7.3,31.7,515.46,539.86
23.7715,495,546.88,507.91,6.45,32.52,514.36,540.43
23.8227,516,547.03,507.65,5.77,33.61,513.42,541.26
23.8738,506,549.07,507.39,5.23,36.45,512.62,543.84
23.925,533,556.16,507.13,4.8,44.24,511.93,551.37
23.9761,553,578.46,506.87,4.44,67.14,511.31,574.01
24.0273,610,627.15,506.6,4.15,116.4,510.75,623
24.0785,614,631.66,506.33,3.91,121.41,510.24,627.74
24.1296,536,595.18,506.06,3.72,85.4,509.78,591.46
24.1808,499,575.8,505.79,3.55,66.46,509.34,572.25
24.2319,499,567.18,505.51,3.41,58.26,508.92,563.77
24.2831,533,563.14,505.23,3.3,54.61,508.53,559.84
24.3343,470,561.28,504.94,3.2,53.14,508.14,558.08
24.3854,525,560.64,504.66,3.12,52.86,507.78,557.52
24.4366,553,560.76,504.37,3.06,53.34,507.43,557.71
24.4877,531,561.42,504.08,3,54.34,507.08,558.42
24.5389,561,562.5,503.78,2.96,55.76,506.74,559.54
24.5901,516,563.92,503.48,2.93,57.51,506.41,560.99
24.6412,540,565.68,503.18,2.9,59.59,506.08,562.77
24.6924,506,567.74,502.88,2.89,61.98,505.77,564.86
24.7435,499,570.11,502.57,2.87,64.66,505.44,567.23
24.7947,495,572.79,502.26,2.87,67.65,505.13,569.91
24.8459,485,575.8,501.95,2.87,70.98,504.82,572.93
24.897,501,579.16,501.64,2.88,74.65,504.52,576.29
24.9482,529,582.91,501.32,2.89,78.7,504.21,580.02
24.9994,506,587.09,501,2.91,83.18,503.91,584.18
25.0505,542,591.73,500.68,2.93,88.12,503.61,588.8
25.1017,533,596.9,500.35,2.95,93.59,503.3,593.94
25.1528,546,602.66,500.02,2.98,99.65,503,599.67
25.204,519,609.09,499.69,3.02,106.39,502.71,606.08
25.2552,543,616.29,499.35,3.05,113.89,502.4,613.24
25.3063,540,624.38,499.02,3.1,122.27,502.12,621.29
25.3575,588,633.49,498.68,3.14,131.67,501.82,630.35
25.4086,576,643.7,498.33,3.19,142.17,501.52,640.5
25.4598,530,655.37,497.99,3.24,154.14,501.23,652.13
25.511,632,668.68,497.64,3.3,167.75,500.94,665.39
25.5621,624,683.94,497.29,3.36,183.3,500.65,680.59
25.6133,678,701.53,496.93,3.42,201.18,500.35,698.11
25.6644,727,721.94,496.57,3.49,221.88,500.06,718.45
25.7156,897,745.8,496.21,3.57,246.02,499.78,742.23
25.7668,981,773.89,495.85,3.64,274.4,499.49,770.25
25.8179,994,807.28,495.49,3.73,308.07,499.22,803.56
25.8691,1001,847.37,495.12,3.81,348.44,498.93,843.56
25.9203,1048,896.05,494.75,3.9,397.39,498.65,892.14
25.9714,1055,955.94,494.37,4,457.56,498.37,951.93
26.0226,928,1030.74,494,4.1,532.64,498.1,1026.64
26.0737,1092,1125.83,493.62,4.21,628,497.83,1121.62
26.1249,1181,1249.21,493.24,4.33,751.65,497.57,1244.89
26.1761,1225,1413.3,492.86,4.45,916,497.31,1408.86
26.2272,1419,1638.12,492.47,4.57,1141.07,497.04,1633.54
26.2784,1623,1954.42,492.08,4.71,1457.63,496.79,1949.71
