Angle,Observed,Calculated,Background,Calcite_nb,Dolomite_nb,Quartz_nb,Calcite,Dolomite,Quartz
21.6511,671,654.35,564.08,0.23,0.09,89.95,564.31,564.17,654.03
21.7013,671,645.71,564.05,0.25,0.11,81.3,564.3,564.16,645.35
21.7514,668,638.55,564.01,0.26,0.15,74.13,564.27,564.16,638.14
21.8015,720,632.57,563.98,0.27,0.21,68.12,564.25,564.19,632.1
21.8517,656,627.58,563.94,0.29,0.31,63.04,564.23,564.25,626.98
21.9018,704,623.44,563.9,0.31,0.49,58.73,564.21,564.39,622.63
21.9519,670,620.02,563.86,0.33,0.78,55.05,564.19,564.64,618.91
22.0021,679,617.08,563.83,0.35,1.01,51.9,564.18,564.84,615.73
22.0522,784,614.27,563.78,0.38,0.93,49.18,564.16,564.71,612.96
22.1024,762,611.63,563.74,0.41,0.65,46.83,564.15,564.39,610.57
22.1525,732,609.35,563.7,0.45,0.4,44.81,564.15,564.1,608.51
22.2026,672,607.45,563.65,0.49,0.26,43.05,564.14,563.91,606.7
22.2528,640,605.86,563.6,0.54,0.18,41.54,564.14,563.78,605.14
22.3029,626,604.51,563.56,0.59,0.13,40.23,564.15,563.69,603.79
22.353,594,603.37,563.5,0.66,0.1,39.1,564.16,563.6,602.6
22.4032,613,602.42,563.45,0.75,0.08,38.13,564.2,563.53,601.58
22.4533,583,601.63,563.4,0.85,0.07,37.31,564.25,563.47,600.71
22.5034,572,601,563.34,0.99,0.06,36.61,564.33,563.4,599.95
22.5536,578,600.52,563.28,1.15,0.05,36.04,564.43,563.33,599.32
22.6037,599,600.2,563.22,1.37,0.05,35.56,564.59,563.27,598.78
22.6539,624,600.05,563.15,1.66,0.05,35.19,564.81,563.2,598.34
22.704,627,600.1,563.08,2.06,0.04,34.91,565.14,563.12,597.99
22.7541,640,600.41,563.01,2.64,0.04,34.71,565.65,563.05,597.72
22.8043,566,601.07,562.94,3.5,0.04,34.59,566.44,562.98,597.53
22.8544,587,602.3,562.87,4.85,0.04,34.54,567.72,562.91,597.41
22.9045,539,604.5,562.79,7.1,0.04,34.57,569.89,562.83,597.36
22.9547,599,608.42,562.71,11.01,0.04,34.66,573.72,562.75,597.37
23.0048,596,615.19,562.62,17.7,0.04,34.82,580.32,562.66,597.44
23.055,610,624.95,562.54,27.33,0.05,35.04,589.87,562.59,597.58
23.1051,669,630.89,562.45,33.07,0.05,35.32,595.52,562.5,597.77
23.1552,606,626.5,562.35,28.43,0.05,35.67,590.78,562.4,598.02
23.2054,613,617.4,562.26,19.01,0.05,36.07,581.27,562.31,598.33
23.2555,557,610.38,562.16,11.62,0.06,36.54,573.78,562.22,598.7
23.3056,558,606.56,562.06,7.37,0.07,37.07,569.43,562.13,599.13
23.3558,586,604.67,561.95,4.99,0.07,37.65,566.94,562.02,599.6
23.4059,535,603.81,561.84,3.59,0.08,38.3,565.43,561.92,600.14
23.4561,554,603.54,561.73,2.71,0.09,39.01,564.44,561.82,600.74
23.5062,618,603.63,561.61,2.12,0.11,39.79,563.73,561.72,601.4
23.5563,527,603.96,561.49,1.71,0.13,40.63,563.2,561.62,602.12
23.6065,575,604.48,561.37,1.42,0.16,41.54,562.79,561.53,602.91
23.6566,549,605.15,561.24,1.2,0.2,42.51,562.44,561.44,603.75
23.7067,573,605.96,561.11,1.03,0.26,43.56,562.14,561.37,604.67
23.7569,568,606.91,560.97,0.9,0.36,44.68,561.87,561.33,605.65
23.807,586,608.3,560.83,0.8,0.51,46.15,561.63,561.34,606.98
23.8572,586,612.14,560.69,0.72,0.79,49.95,561.41,561.48,610.64
23.9073,627,622.67,560.55,0.65,1.26,60.21,561.2,561.81,620.76
23.9574,634,653.26,560.39,0.59,1.96,90.31,560.98,562.35,650.7
24.0076,732,722.56,560.24,0.55,2.43,159.34,560.79,562.67,719.58
24.0577,697,739.05,560.08,0.51,2.16,176.3,560.59,562.24,736.38
24.1078,592,685.37,559.92,0.48,1.48,123.49,560.4,561.4,683.41
24.158,580,655.21,559.75,0.45,0.91,94.09,560.2,560.66,653.84
24.2081,554,641.97,559.58,0.43,0.58,81.38,560.01,560.16,640.96
24.2582,593,635.88,559.41,0.41,0.39,75.68,559.82,559.8,635.09
24.3084,557,633.15,559.23,0.39,0.28,73.25,559.62,559.51,632.48
24.3585,569,632.23,559.05,0.37,0.21,72.59,559.42,559.26,631.64
24.4087,580,632.43,558.86,0.36,0.17,73.03,559.22,559.03,631.89
24.4588,552,633.39,558.67,0.35,0.14,74.23,559.02,558.81,632.9
24.5089,554,634.93,558.47,0.34,0.11,76,558.81,558.58,634.47
24.5591,583,636.94,558.27,0.33,0.1,78.24,558.6,558.37,636.51
24.6092,563,639.4,558.07,0.33,0.09,80.91,558.4,558.16,638.98
24.6593,569,642.25,557.86,0.32,0.08,83.99,558.18,557.94,641.85
24.7095,652,645.51,557.65,0.32,0.07,87.47,557.97,557.72,645.12
24.7596,547,649.16,557.43,0.31,0.06,91.35,557.74,557.49,648.78
24.8098,561,653.24,557.21,0.31,0.06,95.66,557.52,557.27,652.87
24.8599,536,657.76,556.99,0.31,0.05,100.41,557.3,557.04,657.4
24.91,556,662.77,556.76,0.31,0.05,105.65,557.07,556.81,662.41
24.9602,605,668.31,556.53,0.31,0.05,111.43,556.84,556.58,667.96
25.0103,612,674.43,556.29,0.31,0.04,117.8,556.6,556.33,674.09
25.0604,596,681.21,556.04,0.31,0.04,124.82,556.35,556.08,680.86
25.1106,615,688.73,555.8,0.31,0.04,132.58,556.11,555.84,688.38
25.1607,639,697.07,555.55,0.31,0.04,141.17,555.86,555.59,696.72
25.2109,626,706.35,555.29,0.31,0.04,150.71,555.6,555.33,706
25.261,603,716.71,555.03,0.31,0.04,161.33,555.34,555.07,716.36
25.3111,602,728.31,554.77,0.31,0.03,173.19,555.08,554.8,727.96
25.3613,673,741.33,554.5,0.32,0.03,186.49,554.82,554.53,740.99
25.4114,690,755.91,554.23,0.32,0.03,201.33,554.55,554.26,755.56
25.4615,687,772.53,553.95,0.32,0.03,218.23,554.27,553.98,772.18
25.5117,699,791.46,553.67,0.33,0.03,237.43,554,553.7,791.1
25.5618,727,813.11,553.38,0.33,0.03,259.37,553.71,553.41,812.75
25.612,808,838.03,553.09,0.34,0.03,284.57,553.43,553.12,837.66
25.6621,986,866.91,552.8,0.34,0.03,313.74,553.14,552.83,866.54
25.7122,1175,900.59,552.5,0.35,0.03,347.72,552.85,552.53,900.22
25.7624,1233,940.21,552.19,0.35,0.03,387.64,552.54,552.22,939.83
25.8125,1322,987.24,551.89,0.36,0.03,434.96,552.25,551.92,986.85
25.8626,1216,1043.6,551.57,0.37,0.03,491.63,551.94,551.6,1043.2
25.9128,1225,1111.95,551.26,0.38,0.03,560.29,551.64,551.29,1111.55
25.9629,1278,1195.91,550.94,0.38,0.03,644.56,551.32,550.97,1195.5
26.013,1345,1300.6,550.61,0.39,0.03,749.56,551,550.64,1300.17
26.0632,1394,1433.42,550.28,0.4,0.03,882.71,550.68,550.31,1432.99
26.1133,1478,1605.42,549.95,0.41,0.03,1055.03,550.36,549.98,1604.98
26.1635,1630,1833.63,549.61,0.42,0.03,1283.56,550.03,549.64,1833.17
26.2136,1840,2145.42,549.27,0.43,0.03,1595.69,549.7,549.3,2144.96
26.2637,2075,2582.54,548.92,0.44,0.03,2033.14,549.36,548.95,2582.06
26.3139,2495,3234.66,548.57,0.46,0.03,2685.59,549.03,548.6,3234.16
26.364,3260,4257.3,548.22,0.49,0.03,3708.56,548.71,548.25,4256.78
26.4141,4797,5978.72,547.86,0.57,0.03,5430.25,548.43,547.89,5978.11
26.4643,8032,9112,547.49,0.75,0.03,8563.72,548.24,547.52,9111.21
26.5144,14748,15248.71,547.13,1.09,0.04,14700.47,548.22,547.17,15247.6
26.5646,28886,28240.82,546.76,1.33,0.04,27692.7,548.09,546.8,28239.46
26.6147,50640,49779.04,546.38,1.19,0.04,49231.44,547.57,546.42,49777.82
26.6648,56608,53697,546,0.98,0.04,53149.99,546.98,546.04,53695.99
26.715,40476,39358.99,545.62,0.85,0.04,38812.49,546.47,545.66,39358.11
26.7651,21087,21535.29,545.23,0.78,0.04,20989.23,546.01,545.27,21534.46
26.8152,9750,11649.35,544.84,0.75,0.04,11103.72,545.59,544.88,11648.56
26.8654,5227,7159.94,544.44,0.73,0.04,6614.73,545.17,544.48,7159.17
26.9155,3457,4897.58,544.04,0.73,0.04,4352.77,544.77,544.08,4896.81
26.9657,2518,3618.75,543.64,0.74,0.04,3074.33,544.38,543.68,3617.97
27.0158,2077,2829.24,543.23,0.75,0.04,2285.22,543.98,543.27,2828.45
27.0659,1670,2308.5,542.82,0.76,0.04,1764.87,543.58,542.86,2307.69
27.1161,1512,1947.22,542.4,0.78,0.04,1403.99,543.18,542.44,1946.39
27.1662,1370,1687.58,541.99,0.81,0.05,1144.74,542.8,542.04,1686.73
27.2163,1271,1492.8,541.56,0.83,0.05,950.35,542.39,541.61,1491.91
27.2665,1144,1343.69,541.14,0.86,0.05,801.65,542,541.19,1342.79
27.3166,1110,1227,540.7,0.9,0.05,685.35,541.6,540.75,1226.05
27.3668,1066,1133.95,540.27,0.93,0.05,592.7,541.2,540.32,1132.97
27.4169,1020,1058.53,539.83,0.97,0.05,517.67,540.8,539.88,1057.5
27.467,983,996.54,539.39,1.02,0.05,456.08,540.41,539.44,995.47
27.5172,930,944.96,538.94,1.06,0.05,404.9,540,538.99,943.84
27.5673,947,901.57,538.5,1.12,0.06,361.9,539.62,538.56,900.4
27.6174,943,864.71,538.04,1.17,0.07,325.43,539.21,538.11,863.47
27.6676,870,833.14,537.59,1.23,0.09,294.23,538.82,537.68,831.82
27.7177,840,805.89,537.13,1.3,0.13,267.34,538.43,537.26,804.47
27.7678,806,782.19,536.66,1.37,0.16,243.99,538.03,536.82,780.65
27.818,859,761.39,536.2,1.46,0.15,223.59,537.66,536.35,759.79
27.8681,844,743.06,535.73,1.54,0.12,205.66,537.27,535.85,741.39
27.9183,806,726.82,535.25,1.64,0.11,189.82,536.89,535.36,725.07
27.9684,758,712.38,534.77,1.75,0.1,175.76,536.52,534.87,710.53
28.0185,786,699.48,534.29,1.87,0.09,163.22,536.16,534.38,697.51
28.0687,820,687.95,533.81,2,0.09,152.05,535.81,533.9,685.86
28.1188,707,677.51,533.32,2.15,0.09,141.95,535.47,533.41,675.27
28.1689,712,668.06,532.83,2.31,0.09,132.83,535.14,532.92,665.66
28.2191,740,659.5,532.34,2.5,0.09,124.58,534.84,532.43,656.92
28.2692,737,651.72,531.84,2.71,0.09,117.08,534.55,531.93,648.92
28.3194,741,644.64,531.34,2.96,0.09,110.25,534.3,531.43,641.59
28.3695,758,638.18,530.84,3.23,0.09,104.01,534.07,530.93,634.85
28.4196,751,632.27,530.33,3.54,0.1,98.3,533.87,530.43,628.63
28.4698,707,626.87,529.82,3.9,0.1,93.05,533.72,529.92,622.87
28.5199,769,621.95,529.31,4.31,0.1,88.22,533.62,529.41,617.53
28.57,730,617.47,528.79,4.8,0.11,83.77,533.59,528.9,612.56
28.6202,711,613.43,528.28,5.38,0.11,79.66,533.66,528.39,607.94
28.6703,772,609.79,527.75,6.07,0.12,75.85,533.82,527.87,603.6
28.7205,714,606.58,527.23,6.91,0.12,72.32,534.14,527.35,599.55
28.7706,715,603.8,526.7,7.94,0.13,69.04,534.64,526.83,595.74
28.8207,724,601.5,526.17,9.21,0.13,65.98,535.38,526.3,592.15
28.8709,725,599.74,525.64,10.82,0.14,63.14,536.46,525.78,588.78
28.921,692,598.63,525.11,12.89,0.15,60.48,538,525.26,585.59
28.9711,720,598.33,524.57,15.6,0.15,58.01,540.17,524.72,582.58
29.0213,767,599.16,524.03,19.28,0.16,55.69,543.31,524.19,579.72
29.0714,782,601.59,523.48,24.43,0.17,53.51,547.91,523.65,576.99
29.1216,779,606.47,522.94,31.89,0.18,51.46,554.83,523.12,574.4
29.1717,704,615.32,522.39,43.19,0.19,49.55,565.58,522.58,571.94
29.2218,717,630.95,521.84,61.17,0.2,47.74,583.01,522.04,569.58
29.272,707,658.54,521.28,91,0.22,46.05,612.28,521.5,567.33
29.3221,676,707.53,520.73,142.12,0.23,44.45,662.85,520.96,565.18
29.3722,741,790.33,520.17,226.97,0.25,42.94,747.14,520.42,563.11
29.4224,872,885.22,519.61,323.83,0.26,41.52,843.44,519.87,561.13
29.4725,895,902.02,519.04,342.51,0.28,40.18,861.55,519.32,559.22
29.5226,808,836.31,518.48,278.61,0.3,38.91,797.09,518.78,557.39
29.5728,747,742.51,517.91,186.55,0.33,37.72,704.46,518.24,555.63
29.6229,678,669.98,517.34,115.7,0.36,36.58,633.04,517.7,553.92
29.6731,644,627.01,516.77,74.35,0.39,35.51,591.12,517.16,552.28
29.7232,639,601.87,516.19,50.77,0.42,34.49,566.96,516.61,550.68
29.7733,593,586.19,515.62,36.59,0.46,33.52,552.21,516.08,549.14
29.8235,586,575.68,515.04,27.53,0.51,32.6,542.57,515.55,547.64
29.8736,587,568.19,514.46,21.43,0.57,31.73,535.89,515.03,546.19
29.9237,608,562.55,513.87,17.15,0.64,30.89,531.02,514.51,544.76
29.9739,572,558.14,513.29,14.04,0.71,30.1,527.33,514,543.39
30.024,596,554.53,512.7,11.7,0.8,29.33,524.4,513.5,542.03
30.0742,582,551.52,512.11,9.9,0.91,28.59,522.01,513.02,540.7
30.1243,581,548.94,511.52,8.49,1.05,27.88,520.01,512.57,539.4
30.1744,552,546.69,510.93,7.36,1.22,27.18,518.29,512.15,538.11
30.2246,614,544.72,510.34,6.45,1.43,26.5,516.79,511.77,536.84
30.2747,546,542.98,509.74,5.7,1.7,25.84,515.44,511.44,535.58
30.3248,589,541.47,509.14,5.08,2.07,25.19,514.22,511.21,534.33
30.375,594,540.22,508.54,4.55,2.56,24.57,513.09,511.1,533.11
30.4251,581,539.27,507.94,4.11,3.25,23.97,512.05,511.19,531.91
30.4753,575,538.73,507.34,3.74,4.25,23.4,511.08,511.59,530.74
30.5254,539,538.78,506.74,3.41,5.77,22.86,510.15,512.51,529.6
30.5755,555,539.79,506.13,3.14,8.19,22.33,509.27,514.32,528.46
30.6257,546,542.46,505.52,2.9,12.21,21.83,508.42,517.73,527.35
30.6758,510,548.02,504.91,2.69,19.06,21.35,507.6,523.97,526.26
30.7259,567,558,504.3,2.51,30.29,20.89,506.81,534.59,525.19
30.7761,563,568.71,503.69,2.36,42.21,20.45,506.05,545.9,524.14
30.8262,598,568.77,503.08,2.24,43.44,20.02,505.32,546.52,523.1
30.8764,516,559.32,502.47,2.13,35.12,19.61,504.6,537.59,522.08
30.9265,532,546.68,501.85,2.05,23.56,19.22,503.9,525.41,521.07
30.9766,583,536.78,501.23,1.99,14.71,18.84,503.22,515.94,520.07
31.0268,537,530.55,500.62,1.97,9.49,18.48,502.59,510.11,519.1
31.0769,540,526.61,500,1.98,6.5,18.13,501.98,506.5,518.13
31.127,535,523.92,499.38,2.05,4.69,17.8,501.43,504.07,517.18
31.1772,538,521.97,498.75,2.2,3.54,17.48,500.95,502.29,516.23
31.2273,528,520.55,498.13,2.49,2.76,17.17,500.62,500.89,515.3
31.2774,535,519.6,497.51,3.01,2.21,16.87,500.52,499.72,514.38
31.3276,527,519.23,496.88,3.95,1.81,16.58,500.83,498.69,513.46
31.3777,496,519.65,496.26,5.57,1.51,16.31,501.83,497.77,512.57
31.4279,561,520.57,495.63,7.61,1.28,16.04,503.24,496.91,511.67
31.478,507,520.14,495.01,8.25,1.1,15.79,503.26,496.11,510.8
31.5281,518,517.99,494.38,7.12,0.96,15.54,501.5,495.34,509.92
31.5783,518,515.13,493.75,5.23,0.84,15.31,498.98,494.59,509.06
31.6284,487,512.52,493.12,3.57,0.75,15.08,496.69,493.87,508.2
31.6785,497,510.57,492.49,2.55,0.67,14.86,495.04,493.16,507.35
31.7287,493,509.06,491.86,1.95,0.6,14.65,493.81,492.46,506.51
31.7788,527,507.81,491.23,1.59,0.54,14.45,492.82,491.77,505.68
31.829,481,506.69,490.59,1.35,0.49,14.26,491.94,491.08,504.85
31.8791,457,505.66,489.96,1.18,0.45,14.08,491.14,490.41,504.04
31.9292,497,504.69,489.33,1.06,0.41,13.9,490.39,489.74,503.23
31.9794,528,503.77,488.69,0.96,0.38,13.73,489.65,489.07,502.42
32.0295,490,502.87,488.06,0.89,0.35,13.57,488.95,488.41,501.63
32.0796,486,501.99,487.42,0.83,0.33,13.42,488.25,487.75,500.84
32.1298,512,501.14,486.79,0.78,0.31,13.27,487.57,487.1,500.06
32.1799,532,500.3,486.15,0.73,0.29,13.13,486.88,486.44,499.28
32.2301,479,499.48,485.51,0.7,0.27,12.99,486.21,485.78,498.5
32.2802,488,498.67,484.88,0.67,0.26,12.87,485.55,485.14,497.75
32.3303,492,497.88,484.24,0.65,0.25,12.74,484.89,484.49,496.98
32.3805,475,497.11,483.6,0.64,0.24,12.63,484.24,483.84,496.23
32.4306,425,496.37,482.96,0.65,0.23,12.52,483.61,483.19,495.48
32.4807,485,495.64,482.32,0.67,0.23,12.42,482.99,482.55,494.74
32.5309,493,494.87,481.69,0.64,0.22,12.32,482.33,481.91,494.01
32.581,484,494.1,481.05,0.59,0.22,12.23,481.64,481.27,493.28
32.6312,466,493.36,480.41,0.55,0.22,12.17,480.96,480.63,492.58
32.6813,487,492.72,479.77,0.53,0.23,12.19,480.3,480,491.96
32.7314,488,492.23,479.13,0.51,0.23,12.36,479.64,479.36,491.49
32.7816,492,492.09,478.49,0.49,0.25,12.85,478.98,478.74,491.34
32.8317,447,492.65,477.85,0.47,0.27,14.05,478.32,478.12,491.9
32.8818,524,494.18,477.22,0.46,0.31,16.2,477.68,477.53,493.42
32.932,477,494.83,476.58,0.45,0.36,17.45,477.03,476.94,494.03
32.9821,496,493.05,475.94,0.44,0.45,16.22,476.38,476.39,492.16
33.0322,482,490.98,475.3,0.43,0.6,14.66,475.73,475.9,489.96
33.0824,492,489.56,474.66,0.42,0.85,13.63,475.08,475.51,488.29
33.1325,483,488.71,474.02,0.41,1.27,13,474.43,475.29,487.02
33.1827,447,488.27,473.38,0.41,1.87,12.61,473.79,475.25,485.99
33.2328,475,487.68,472.75,0.4,2.19,12.35,473.15,474.94,485.1
33.2829,485,486.64,472.11,0.4,1.97,12.16,472.51,474.08,484.27
33.3331,489,485.4,471.47,0.39,1.5,12.03,471.86,472.97,483.5
33.3832,471,484.16,470.83,0.39,1,11.94,471.22,471.83,482.77
33.4333,467,483.12,470.2,0.38,0.66,11.88,470.58,470.86,482.08
33.4835,430,482.25,469.56,0.38,0.47,11.84,469.94,470.03,481.4
33.5336,421,481.47,468.92,0.37,0.36,11.82,469.29,469.28,480.74
33.5838,453,480.76,468.29,0.37,0.29,11.82,468.66,468.58,480.11
33.6339,472,480.09,467.65,0.37,0.24,11.83,468.02,467.89,479.48
33.684,440,479.45,467.02,0.37,0.21,11.85,467.39,467.23,478.87
33.7342,468,478.82,466.38,0.36,0.18,11.89,466.74,466.56,478.27
33.7843,433,478.22,465.75,0.36,0.16,11.94,466.11,465.91,477.69
33.8344,416,477.63,465.12,0.36,0.15,12,465.48,465.27,477.12
33.8846,434,477.06,464.48,0.36,0.14,12.07,464.84,464.62,476.55
33.9347,478,476.51,463.85,0.36,0.13,12.16,464.21,463.98,476.01
33.9849,456,475.97,463.22,0.37,0.12,12.26,463.59,463.34,475.48
34.035,478,475.45,462.59,0.37,0.12,12.38,462.96,462.71,474.97
34.0851,446,474.95,461.96,0.37,0.12,12.51,462.33,462.08,474.47
34.1353,452,474.46,461.33,0.37,0.11,12.65,461.7,461.44,473.98
34.1854,443,474,460.7,0.38,0.11,12.81,461.08,460.81,473.51
34.2355,430,473.55,460.07,0.38,0.11,12.98,460.45,460.18,473.05
34.2857,447,473.12,459.44,0.39,0.12,13.18,459.83,459.56,472.62
34.3358,443,472.72,458.82,0.39,0.12,13.39,459.21,458.94,472.21
34.386,423,472.34,458.19,0.4,0.12,13.63,458.59,458.31,471.82
34.4361,441,471.99,457.57,0.41,0.13,13.88,457.98,457.7,471.45
34.4862,415,471.66,456.94,0.42,0.14,14.16,457.36,457.08,471.1
34.5364,414,471.37,456.32,0.43,0.15,14.47,456.75,456.47,470.79
34.5865,458,471.11,455.7,0.44,0.16,14.81,456.14,455.86,470.51
34.6366,455,470.89,455.08,0.46,0.18,15.17,455.54,455.26,470.25
34.6868,479,470.71,454.45,0.47,0.21,15.58,454.92,454.66,470.03
34.7369,485,470.59,453.84,0.49,0.25,16.02,454.33,454.09,469.86
34.787,446,470.54,453.22,0.51,0.31,16.5,453.73,453.53,469.72
34.8372,439,470.56,452.6,0.54,0.4,17.03,453.14,453,469.63
34.8873,433,470.7,451.98,0.56,0.54,17.61,452.54,452.52,469.59
34.9375,455,470.99,451.37,0.6,0.77,18.26,451.97,452.14,469.63
34.9876,450,471.51,450.75,0.63,1.16,18.96,451.38,451.91,469.71
35.0377,445,472.35,450.14,0.67,1.79,19.75,450.81,451.93,469.89
35.0879,431,473.26,449.53,0.72,2.4,20.61,450.25,451.93,470.14
35.138,456,473.68,448.91,0.78,2.41,21.58,449.69,451.32,470.49
35.1881,485,473.8,448.3,0.85,2,22.65,449.15,450.3,470.95
35.2383,472,473.9,447.69,0.93,1.41,23.86,448.62,449.1,471.55
35.2884,461,474.29,447.09,1.02,0.91,25.27,448.11,448,472.36
35.3386,459,475.17,446.48,1.14,0.61,26.94,447.62,447.09,473.42
35.3887,500,476.62,445.87,1.29,0.43,29.02,447.16,446.3,474.89
35.4388,475,479.04,445.27,1.49,0.32,31.96,446.76,445.59,477.23
35.489,401,483.47,444.67,1.75,0.26,36.8,446.42,444.93,481.47
35.5391,448,488.76,444.07,2.09,0.21,42.4,446.16,444.28,486.47
35.5892,445,489.44,443.46,2.48,0.18,43.32,445.94,443.64,486.78
35.6394,470,490.37,442.87,2.96,0.16,44.39,445.83,443.03,487.26
35.6895,477,493.39,442.27,3.65,0.14,47.34,445.92,442.41,489.61
35.7397,448,498.1,441.67,4.68,0.13,51.62,446.35,441.8,493.29
35.7898,484,504.56,441.08,6.25,0.12,57.12,447.33,441.2,498.2
35.8399,518,513.29,440.48,8.71,0.11,63.98,449.19,440.59,504.46
35.8901,513,525.23,439.89,12.71,0.1,72.53,452.6,439.99,512.42
35.9402,526,542.14,439.3,19.46,0.1,83.28,458.76,439.4,522.58
35.9903,516,566.29,438.71,30.48,0.1,97.01,469.19,438.81,535.72
36.0405,546,595.07,438.12,41.99,0.09,114.87,480.11,438.21,552.99
36.0906,550,619.5,437.53,43.19,0.09,138.68,480.72,437.62,576.21
36.1408,582,644.88,436.95,36.5,0.09,171.34,473.45,437.04,608.29
36.1909,593,680.38,436.36,26.25,0.09,217.68,462.61,436.45,654.04
36.241,670,738.27,435.78,16.81,0.09,285.58,452.59,435.87,721.36
36.2912,760,833.81,435.2,10.87,0.1,387.65,446.07,435.3,822.85
36.3413,912,989.02,434.62,7.44,0.1,546.86,442.06,434.72,981.48
36.3914,1092,1244.1,434.04,5.39,0.1,804.57,439.43,434.14,1238.61
36.4416,1552,1679.89,433.46,4.08,0.11,1242.24,437.54,433.57,1675.7
36.4917,2259,2333.96,432.89,3.21,0.11,1897.74,436.1,433,2330.63
36.5418,2861,2827.87,432.32,2.6,0.12,2392.84,434.92,432.44,2825.16
36.592,2924,2718.19,431.74,2.15,0.13,2284.16,433.89,431.87,2715.9
36.6421,2467,2290.79,431.17,1.82,0.14,1857.65,432.99,431.31,2288.82
36.6923,1793,1718.65,430.61,1.57,0.16,1286.31,432.18,430.77,1716.92
36.7424,1328,1255.36,430.04,1.38,0.18,823.77,431.42,430.22,1253.81
36.7925,1003,973.38,429.47,1.22,0.21,542.48,430.69,429.68,971.95
36.8427,833,808.11,428.91,1.09,0.24,377.86,430,429.15,806.77
36.8928,692,706.83,428.35,0.99,0.29,277.2,429.34,428.64,705.55
36.9429,666,641.21,427.79,0.91,0.36,212.16,428.7,428.15,639.95
36.9931,599,596.53,427.23,0.83,0.44,168.03,428.06,427.67,595.26
37.0432,578,564.82,426.67,0.78,0.55,136.82,427.45,427.22,563.49
37.0934,564,541.57,426.11,0.73,0.73,114,426.84,426.84,540.11
37.1435,510,524.1,425.56,0.68,1.02,96.84,426.24,426.58,522.4
37.1936,504,510.79,425.01,0.65,1.48,83.65,425.66,426.49,508.66
37.2438,460,500.66,424.46,0.62,2.28,73.3,425.08,426.74,497.76
37.2939,487,493.07,423.91,0.59,3.51,65.06,424.5,427.42,488.97
37.344,503,486.84,423.36,0.57,4.5,58.41,423.93,427.86,481.77
37.3942,467,480.69,422.81,0.56,4.34,52.98,423.37,427.15,475.79
37.4443,490,474.9,422.27,0.54,3.58,48.51,422.81,425.85,470.78
37.4945,498,469.58,421.73,0.53,2.52,44.81,422.26,424.25,466.54
37.5446,475,465.04,421.19,0.52,1.62,41.72,421.71,422.81,462.91
37.5947,474,461.38,420.65,0.51,1.06,39.15,421.16,421.71,459.8
37.6449,445,458.36,420.11,0.51,0.74,36.99,420.62,420.85,457.1
37.695,442,455.82,419.58,0.51,0.55,35.19,420.09,420.13,454.77
37.7451,471,453.67,419.04,0.51,0.42,33.7,419.55,419.46,452.74
37.7953,488,451.82,418.51,0.51,0.33,32.47,419.02,418.84,450.98
37.8454,446,450.25,417.98,0.51,0.28,31.48,418.49,418.26,449.46
37.8956,424,448.92,417.46,0.52,0.23,30.72,417.98,417.69,448.18
37.9457,420,447.84,416.93,0.53,0.2,30.18,417.46,417.13,447.11
37.9958,480,447.01,416.41,0.54,0.17,29.89,416.95,416.58,446.3
38.046,456,446.53,415.88,0.55,0.15,29.94,416.43,416.03,445.82
38.0961,459,446.69,415.36,0.57,0.14,30.62,415.93,415.5,445.98
38.1462,462,448.2,414.84,0.59,0.13,32.64,415.43,414.97,447.48
38.1964,487,450.04,414.33,0.61,0.12,34.98,414.94,414.45,449.31
38.2465,466,448.44,413.81,0.64,0.11,33.89,414.45,413.92,447.7
38.2966,403,446.88,413.3,0.67,0.1,32.81,413.97,413.4,446.11
38.3468,483,446.42,412.79,0.71,0.09,32.84,413.5,412.88,445.63
38.3969,450,446.61,412.28,0.75,0.09,33.49,413.03,412.37,445.77
38.4471,471,447.24,411.77,0.8,0.09,34.59,412.57,411.86,446.36
38.4972,439,448.27,411.27,0.85,0.08,36.07,412.12,411.35,447.34
38.5473,426,449.7,410.76,0.92,0.08,37.94,411.68,410.84,448.7
38.5975,448,451.6,410.26,1,0.08,40.26,411.26,410.34,450.52
38.6476,445,454.03,409.76,1.09,0.07,43.1,410.85,409.83,452.86
38.6977,439,457.13,409.26,1.21,0.07,46.59,410.47,409.33,455.85
38.7479,477,461.05,408.76,1.35,0.07,50.87,410.11,408.83,459.63
38.798,486,466.01,408.27,1.53,0.07,56.14,409.8,408.34,464.41
38.8482,468,472.38,407.78,1.76,0.07,62.78,409.54,407.85,470.56
38.8983,495,480.62,407.29,2.05,0.07,71.21,409.34,407.36,478.5
38.9484,463,491.39,406.8,2.39,0.07,82.13,409.19,406.87,488.93
38.9986,484,505.77,406.31,2.78,0.07,96.6,409.09,406.38,502.91
39.0487,536,525.56,405.83,3.33,0.07,116.34,409.16,405.9,522.17
39.0988,610,553.74,405.34,4.09,0.07,144.23,409.43,405.41,549.57
39.149,539,595.53,404.86,5.19,0.07,185.41,410.05,404.93,590.27
39.1991,629,660.42,404.38,6.8,0.07,249.16,411.18,404.45,653.54
39.2493,712,765.1,403.91,9.26,0.08,351.86,413.17,403.99,755.77
39.2994,869,938.18,403.43,13.1,0.08,521.57,416.53,403.51,925
39.3495,1348,1256.17,402.96,19.38,0.08,833.75,422.34,403.04,1236.71
39.3997,2068,1942.68,402.49,30.06,0.08,1510.06,432.55,402.57,1912.55
