Angle,Observed,Calculated,Background,Calcite_nb,Dolomite_nb,Quartz_nb,Calcite,Dolomite,Quartz
67.7773,1812,2096.68,275.23,0.16,0.46,1820.83,275.39,275.69,2096.06
67.8274,1734,1940.63,275.17,0.16,0.35,1664.95,275.33,275.52,1940.12
67.8776,1666,1867.13,275.11,0.16,0.28,1591.59,275.27,275.39,1866.7
67.9277,1734,1889.57,275.05,0.16,0.23,1614.14,275.21,275.28,1889.19
67.9778,1775,1871.93,275,0.16,0.19,1596.58,275.16,275.19,1871.58
68.028,1991,1927.4,274.94,0.16,0.16,1652.14,275.1,275.1,1927.08
68.0781,2328,2328.07,274.89,0.16,0.14,2052.88,275.05,275.03,2327.77
68.1282,2699,3093.19,274.84,0.16,0.12,2818.07,275,274.96,3092.91
68.1784,2762,3278.1,274.79,0.16,0.11,3003.03,274.95,274.9,3277.82
68.2285,2744,2936.54,274.75,0.16,0.1,2661.53,274.91,274.85,2936.28
68.2787,2669,3154.52,274.7,0.17,0.09,2879.57,274.87,274.79,3154.27
68.3288,2449,3384.43,274.66,0.17,0.08,3109.52,274.83,274.74,3384.18
68.3789,2289,2773.05,274.62,0.18,0.08,2498.18,274.8,274.7,2772.8
68.4291,2072,2072.43,274.58,0.18,0.07,1797.59,274.76,274.65,2072.17
68.4792,1725,1787.03,274.54,0.19,0.07,1512.22,274.73,274.61,1786.76
68.5293,1362,1517.25,274.5,0.2,0.07,1242.48,274.7,274.57,1516.98
68.5795,1182,1114.42,274.47,0.21,0.06,839.67,274.68,274.53,1114.14
68.6296,889,830.43,274.44,0.23,0.06,555.7,274.67,274.5,830.14
68.6798,749,667.67,274.41,0.24,0.06,392.95,274.65,274.47,667.36
68.7299,636,570.36,274.38,0.27,0.06,295.65,274.65,274.44,570.03
68.78,525,507.55,274.36,0.3,0.06,232.83,274.66,274.42,507.19
68.8302,508,464.26,274.34,0.33,0.06,189.53,274.67,274.4,463.87
68.8803,431,432.92,274.32,0.38,0.06,158.16,274.7,274.38,432.48
68.9304,421,409.34,274.3,0.44,0.06,134.54,274.74,274.36,408.84
68.9806,383,391.07,274.28,0.52,0.07,116.2,274.8,274.35,390.48
69.0307,403,376.59,274.27,0.63,0.07,101.63,274.9,274.34,375.9
69.0809,350,364.91,274.26,0.77,0.08,89.81,275.03,274.34,364.07
69.131,369,355.38,274.24,0.99,0.08,80.07,275.23,274.32,354.31
69.1811,361,347.6,274.24,1.34,0.09,71.93,275.58,274.33,346.17
69.2313,353,341.29,274.23,1.91,0.1,65.05,276.14,274.33,339.28
69.2814,362,336.18,274.23,2.67,0.12,59.17,276.9,274.35,333.4
69.3315,333,331.67,274.23,3.2,0.14,54.1,277.43,274.37,328.33
69.3817,344,327.14,274.22,3.05,0.17,49.7,277.27,274.39,323.92
69.4318,332,322.92,274.23,2.64,0.21,45.84,276.87,274.44,320.07
69.4819,321,319.39,274.23,2.45,0.26,42.45,276.68,274.49,316.68
69.5321,341,316.33,274.24,2.31,0.33,39.45,276.55,274.57,313.69
69.5822,327,313.41,274.25,1.93,0.45,36.77,276.18,274.7,311.02
69.6324,285,310.76,274.26,1.48,0.65,34.38,275.74,274.91,308.64
69.6825,334,308.58,274.28,1.14,0.93,32.23,275.42,275.21,306.51
69.7326,361,306.71,274.29,0.94,1.19,30.29,275.23,275.48,304.58
69.7828,317,304.89,274.31,0.84,1.2,28.53,275.15,275.51,302.84
69.8329,331,303.13,274.33,0.8,1.05,26.94,275.13,275.38,301.27
69.8831,291,301.62,274.36,0.81,0.96,25.49,275.17,275.32,299.85
69.9332,316,300.32,274.38,0.87,0.91,24.16,275.25,275.29,298.54
69.9833,328,299.1,274.41,0.97,0.77,22.95,275.38,275.18,297.36
70.0335,316,297.98,274.44,1.13,0.58,21.84,275.57,275.02,296.28
70.0836,292,297.06,274.48,1.35,0.42,20.81,275.83,274.9,295.29
70.1337,293,296.39,274.51,1.71,0.3,19.86,276.22,274.81,294.37
70.1839,304,296.06,274.55,2.3,0.23,18.99,276.85,274.78,293.54
70.234,314,296.2,274.59,3.25,0.17,18.18,277.84,274.76,292.77
70.2841,270,296.85,274.63,4.64,0.14,17.43,279.27,274.77,292.06
70.3343,317,297.42,274.68,5.89,0.11,16.74,280.57,274.79,291.42
70.3844,318,296.8,274.73,5.89,0.1,16.09,280.62,274.83,290.82
70.4346,297,295.4,274.78,5.06,0.08,15.49,279.84,274.86,290.27
70.4847,282,294.35,274.83,4.53,0.07,14.93,279.36,274.9,289.76
70.5348,294,293.64,274.88,4.3,0.06,14.4,279.18,274.94,289.28
70.585,293,292.61,274.94,3.69,0.06,13.91,278.63,275,288.85
70.6351,315,291.26,275,2.75,0.05,13.46,277.75,275.05,288.46
70.6852,296,290.08,275.06,1.95,0.05,13.03,277.01,275.11,288.09
70.7354,314,289.21,275.13,1.41,0.04,12.63,276.54,275.17,287.76
70.7855,329,288.56,275.2,1.06,0.04,12.26,276.26,275.24,287.46
70.8357,272,288.05,275.27,0.83,0.04,11.91,276.1,275.31,287.18
70.8858,293,287.64,275.35,0.67,0.04,11.59,276.02,275.39,286.94
70.9359,285,287.29,275.42,0.56,0.03,11.28,275.98,275.45,286.7
70.9861,284,287.01,275.5,0.48,0.03,11,275.98,275.53,286.5
71.0362,264,286.76,275.58,0.42,0.03,10.73,276,275.61,286.31
71.0863,270,286.55,275.67,0.37,0.03,10.49,276.04,275.7,286.16
71.1365,269,286.38,275.75,0.33,0.03,10.26,276.08,275.78,286.01
71.1866,304,286.22,275.84,0.3,0.03,10.05,276.14,275.87,285.89
71.2367,283,286.1,275.94,0.28,0.03,9.85,276.22,275.97,285.79
71.2869,329,285.99,276.03,0.26,0.03,9.68,276.29,276.06,285.71
71.337,276,285.91,276.13,0.24,0.03,9.51,276.37,276.16,285.64
71.3872,303,285.85,276.23,0.23,0.03,9.36,276.46,276.26,285.59
71.4373,274,285.81,276.33,0.22,0.03,9.23,276.55,276.36,285.56
71.4874,276,285.79,276.44,0.21,0.03,9.11,276.65,276.47,285.55
71.5376,270,285.8,276.55,0.21,0.03,9.01,276.76,276.58,285.56
71.5877,297,285.82,276.66,0.2,0.03,8.92,276.86,276.69,285.58
71.6378,291,285.86,276.78,0.2,0.03,8.85,276.98,276.81,285.63
71.688,298,285.92,276.89,0.2,0.03,8.8,277.09,276.92,285.69
71.7381,293,286.01,277.02,0.2,0.03,8.76,277.22,277.05,285.78
71.7883,299,286.11,277.14,0.2,0.03,8.74,277.34,277.17,285.88
71.8384,266,286.24,277.27,0.2,0.03,8.74,277.47,277.3,286.01
71.8885,274,286.4,277.4,0.21,0.04,8.76,277.61,277.44,286.16
71.9387,281,286.57,277.52,0.21,0.04,8.8,277.73,277.56,286.32
71.9888,252,286.79,277.67,0.22,0.05,8.86,277.89,277.72,286.53
72.0389,244,287.03,277.8,0.23,0.05,8.95,278.03,277.85,286.75
72.0891,272,287.31,277.95,0.24,0.06,9.06,278.19,278.01,287.01
72.1392,299,287.62,278.08,0.26,0.07,9.21,278.34,278.15,287.29
72.1894,282,287.98,278.24,0.28,0.08,9.39,278.52,278.32,287.63
72.2395,291,288.4,278.39,0.3,0.09,9.62,278.69,278.48,288.01
72.2896,282,288.87,278.54,0.33,0.11,9.89,278.87,278.65,288.43
72.3398,285,289.41,278.69,0.36,0.14,10.22,279.05,278.83,288.91
72.3899,299,290.04,278.85,0.4,0.18,10.61,279.25,279.03,289.46
72.44,289,290.79,279.02,0.46,0.25,11.07,279.48,279.27,290.09
72.4902,290,291.69,279.18,0.53,0.35,11.63,279.71,279.53,290.81
72.5403,260,292.76,279.36,0.62,0.49,12.29,279.98,279.85,291.65
72.5905,306,293.95,279.52,0.73,0.61,13.09,280.25,280.13,292.61
72.6406,293,295.22,279.7,0.88,0.59,14.06,280.58,280.29,293.76
72.6907,271,296.69,279.88,1.06,0.5,15.24,280.94,280.38,295.12
72.7409,310,298.52,280.06,1.31,0.45,16.69,281.37,280.51,296.75
72.791,305,300.86,280.25,1.66,0.44,18.51,281.91,280.69,298.76
72.8411,313,303.83,280.44,2.21,0.38,20.8,282.65,280.82,301.24
72.8913,293,307.74,280.63,3.08,0.29,23.75,283.71,280.92,304.38
72.9414,294,313.06,280.82,4.44,0.21,27.59,285.26,281.03,308.41
72.9916,343,320.06,281.03,6.22,0.15,32.65,287.25,281.18,313.68
73.0417,362,328.05,281.21,7.38,0.12,39.34,288.59,281.33,320.55
73.0918,316,336.38,281.43,6.92,0.1,47.94,288.35,281.53,329.37
73.142,346,346.23,281.63,5.9,0.08,58.62,287.53,281.71,340.25
73.1921,362,359.52,281.84,5.41,0.07,72.21,287.25,281.91,354.05
73.2422,437,379.37,282.05,5.18,0.07,92.07,287.23,282.12,374.12
73.2924,455,412.54,282.28,4.44,0.06,125.76,286.72,282.34,408.04
73.3425,524,474.06,282.5,3.33,0.06,188.16,285.83,282.56,470.66
73.3926,595,594.19,282.73,2.41,0.06,308.99,285.14,282.79,591.72
73.4428,708,798.14,282.94,1.81,0.06,513.33,284.75,283,796.27
73.4929,684,929,283.18,1.43,0.06,644.32,284.61,283.24,927.5
73.5431,727,800.38,283.41,1.21,0.06,515.69,284.62,283.47,799.1
73.5932,711,668.29,283.65,1.1,0.07,383.47,284.75,283.72,667.12
73.6433,706,654.77,283.89,1.08,0.08,369.73,284.97,283.97,653.62
73.6935,618,683.32,284.14,1.17,0.09,397.92,285.31,284.23,682.06
73.7436,530,606.09,284.39,1.39,0.1,320.22,285.78,284.49,604.61
73.7937,527,489.32,284.64,1.71,0.12,202.86,286.35,284.76,487.5
73.8439,443,414.99,284.91,1.9,0.14,128.04,286.81,285.05,412.95
73.894,414,373.78,285.15,1.76,0.17,86.7,286.91,285.32,371.85
73.9442,372,349.87,285.42,1.51,0.21,62.73,286.93,285.63,348.15
73.9943,329,335.19,285.69,1.37,0.28,47.84,287.06,285.97,333.53
74.0444,329,325.57,285.96,1.3,0.4,37.91,287.26,286.36,323.87
74.0946,311,318.9,286.23,1.13,0.57,30.96,287.36,286.8,317.19
74.1447,319,314.07,286.51,0.87,0.78,25.91,287.38,287.29,312.42
74.1948,306,310.42,286.79,0.65,0.88,22.1,287.44,287.67,308.89
74.245,320,307.53,287.07,0.5,0.79,19.16,287.57,287.86,306.23
74.2951,306,305.27,287.36,0.4,0.68,16.84,287.76,288.04,304.2
74.3453,325,303.57,287.65,0.33,0.63,14.96,287.98,288.28,302.61
74.3954,295,302.26,287.95,0.28,0.6,13.43,288.23,288.55,301.38
74.4455,275,301.15,288.25,0.24,0.5,12.15,288.49,288.75,300.4
74.4957,290,300.21,288.55,0.21,0.37,11.08,288.76,288.92,299.63
74.5458,297,299.48,288.86,0.19,0.26,10.17,289.05,289.12,299.03
74.5959,301,298.91,289.15,0.17,0.19,9.39,289.32,289.34,298.54
74.6461,303,298.49,289.48,0.16,0.14,8.72,289.64,289.62,298.2
74.6962,301,298.17,289.79,0.14,0.11,8.13,289.93,289.9,297.92
74.7464,314,297.94,290.11,0.13,0.09,7.61,290.24,290.2,297.72
74.7965,287,297.79,290.44,0.12,0.07,7.15,290.56,290.51,297.59
74.8466,333,297.7,290.77,0.11,0.06,6.75,290.88,290.83,297.52
74.8968,315,297.65,291.1,0.11,0.05,6.38,291.21,291.15,297.48
74.9469,303,297.65,291.44,0.1,0.05,6.06,291.54,291.49,297.5
74.997,305,297.69,291.79,0.1,0.04,5.76,291.89,291.83,297.55
75.0472,319,297.75,292.12,0.09,0.04,5.5,292.21,292.16,297.62
