Angle,Observed,Calculated,Background,Calcite_nb,Quartz_nb,Calcite,Quartz
31.9061,409,408.9,384.37,17.94,6.59,402.31,390.96
31.9573,438,406.69,383.98,16.2,6.51,400.18,390.49
32.0084,454,404.89,383.59,14.87,6.43,398.46,390.02
32.0596,422,403.37,383.21,13.8,6.36,397.01,389.57
32.1107,457,402.04,382.83,12.93,6.29,395.76,389.12
32.1619,420,400.85,382.44,12.19,6.22,394.63,388.66
32.2131,435,399.8,382.06,11.59,6.15,393.65,388.21
32.2642,415,398.88,381.68,11.11,6.09,392.79,387.77
32.3154,391,398.13,381.29,10.8,6.03,392.09,387.32
32.3665,405,397.78,380.91,10.89,5.98,391.8,386.89
32.4177,381,398.3,380.53,11.84,5.93,392.37,386.46
32.4689,410,398.3,380.15,12.27,5.88,392.42,386.03
32.52,399,396.38,379.77,10.77,5.83,390.54,385.6
32.5712,402,394.87,379.4,9.68,5.79,389.08,385.19
32.6224,427,393.83,379.02,9.06,5.75,388.08,384.77
32.6735,403,393.01,378.64,8.63,5.74,387.27,384.38
32.7247,378,392.35,378.26,8.3,5.79,386.56,384.05
32.7758,386,391.87,377.89,8.02,5.96,385.91,383.85
32.827,385,391.72,377.51,7.79,6.42,385.3,383.93
32.8782,388,392.19,377.14,7.58,7.47,384.72,384.61
32.9293,385,392.84,376.77,7.39,8.68,384.16,385.45
32.9805,380,391.94,376.39,7.23,8.32,383.62,384.71
33.0316,338,390.41,376.02,7.07,7.31,383.09,383.33
33.0828,397,389.23,375.65,6.93,6.64,382.58,382.29
33.134,378,388.35,375.28,6.8,6.26,382.08,381.54
33.1851,413,387.63,374.91,6.69,6.03,381.6,380.94
33.2363,378,387.01,374.54,6.58,5.89,381.12,380.43
33.2874,386,386.44,374.18,6.48,5.79,380.66,379.97
33.3386,367,385.92,373.81,6.38,5.72,380.19,379.53
33.3898,401,385.42,373.44,6.3,5.68,379.74,379.12
33.4409,382,384.94,373.08,6.22,5.64,379.3,378.72
33.4921,352,384.49,372.72,6.15,5.62,378.87,378.34
33.5433,382,384.05,372.35,6.08,5.61,378.43,377.96
33.5944,382,383.63,371.99,6.02,5.61,378.01,377.6
33.6456,381,383.22,371.63,5.97,5.62,377.6,377.25
33.6967,355,382.83,371.27,5.93,5.63,377.2,376.9
33.7479,377,382.46,370.91,5.9,5.65,376.81,376.56
33.7991,355,382.11,370.55,5.88,5.68,376.43,376.23
33.8502,332,381.77,370.19,5.86,5.71,376.05,375.9
33.9014,352,381.44,369.84,5.85,5.75,375.69,375.59
33.9525,390,381.13,369.48,5.86,5.79,375.34,375.27
34.0037,363,380.84,369.13,5.87,5.85,375,374.98
34.0549,347,380.57,368.77,5.89,5.9,374.66,374.67
34.106,357,380.32,368.42,5.93,5.97,374.35,374.39
34.1572,367,380.09,368.07,5.97,6.04,374.04,374.11
34.2083,365,379.87,367.72,6.03,6.13,373.75,373.85
34.2595,359,379.68,367.37,6.1,6.22,373.47,373.59
34.3107,333,379.52,367.02,6.18,6.31,373.2,373.33
34.3618,352,379.38,366.67,6.28,6.42,372.95,373.09
34.413,354,379.27,366.33,6.4,6.54,372.73,372.87
34.4641,364,379.19,365.98,6.54,6.67,372.52,372.65
34.5153,336,379.15,365.64,6.7,6.82,372.34,372.46
34.5665,382,379.15,365.3,6.88,6.97,372.18,372.27
34.6176,397,379.18,364.95,7.09,7.14,372.04,372.09
34.6688,362,379.27,364.61,7.33,7.33,371.94,371.94
34.72,404,379.41,364.27,7.6,7.54,371.87,371.81
34.7711,398,379.61,363.93,7.92,7.76,371.85,371.69
34.8223,361,379.89,363.6,8.28,8.01,371.88,371.61
34.8734,371,380.24,363.26,8.7,8.29,371.96,371.55
34.9246,390,380.69,362.92,9.18,8.59,372.1,371.51
34.9758,422,381.24,362.59,9.74,8.92,372.33,371.51
35.0269,394,381.93,362.26,10.39,9.28,372.65,371.54
35.0781,380,382.77,361.92,11.16,9.69,373.08,371.61
35.1292,366,383.8,361.59,12.06,10.14,373.65,371.73
35.1804,404,385.05,361.26,13.14,10.65,374.4,371.91
35.2316,425,386.59,360.93,14.45,11.21,375.38,372.14
35.2827,413,388.51,360.61,16.05,11.86,376.66,372.47
35.3339,372,390.97,360.28,18.07,12.63,378.35,372.91
35.385,402,394.21,359.95,20.69,13.57,380.64,373.52
35.4362,405,398.81,359.63,24.33,14.85,383.96,374.48
35.4874,396,406.12,359.31,29.84,16.98,389.15,376.29
35.5385,438,415.99,358.98,36.59,20.42,395.57,379.4
35.5897,415,422.54,358.66,42.44,21.44,401.1,380.1
35.6409,449,431.14,358.34,51.45,21.35,409.79,379.69
35.692,414,446.54,358.02,66.06,22.46,424.08,380.48
35.7432,439,471.59,357.71,89.51,24.37,447.22,382.08
35.7943,483,512.91,357.39,128.59,26.92,485.98,384.31
35.8455,527,583.31,357.07,196.1,30.14,553.17,387.21
35.8967,608,712.31,356.76,321.38,34.17,678.14,390.93
35.9478,918,990.98,356.45,595.27,39.26,951.72,395.71
35.999,1506,1468.51,356.13,1066.6,45.77,1422.73,401.9
36.0501,1492,1539.23,355.82,1129.12,54.28,1484.94,410.1
36.1013,1329,1338.63,355.51,917.44,65.68,1272.95,421.19
36.1525,924,1040.43,355.21,603.82,81.4,959.03,436.61
36.2036,730,778.46,354.9,319.63,103.93,674.53,458.83
36.2548,609,675.28,354.59,183.29,137.39,537.88,491.98
36.3059,585,660.45,354.29,117.7,188.46,471.99,542.75
36.3571,638,705.88,353.98,82.2,269.69,436.18,623.67
36.4083,749,819.66,353.68,61.03,404.94,414.71,758.62
36.4594,927,1047.49,353.38,47.33,646.78,400.71,1000.16
36.5106,1410,1429.39,353.08,37.98,1038.32,391.06,1391.4
36.5618,1804,1719.1,352.78,31.33,1334.99,384.11,1687.77
36.6129,1668,1621.12,352.48,26.43,1242.21,378.91,1594.69
36.6641,1465,1359.04,352.19,22.72,984.13,374.91,1336.32
36.7152,1114,1018.39,351.89,19.85,646.65,371.74,998.54
36.7664,753,766.28,351.6,17.58,397.11,369.18,748.71
36.8176,660,623.28,351.3,15.77,256.21,367.07,607.51
36.8687,518,542.12,351.01,14.29,176.82,365.3,527.83
36.9199,476,492.98,350.72,13.08,129.18,363.8,479.9
36.971,423,461.2,350.43,12.08,98.69,362.51,449.12
37.0222,442,439.5,350.14,11.24,78.12,361.38,428.26
37.0734,404,424.01,349.85,10.54,63.62,360.39,413.47
37.1245,438,412.56,349.57,9.96,53.04,359.53,402.61
37.1757,387,403.84,349.28,9.46,45.1,358.74,394.38
37.2268,424,397.04,349,9.05,39,358.05,388
37.278,390,391.63,348.71,8.7,34.22,357.41,382.93
37.3292,375,387.26,348.43,8.41,30.42,356.84,378.85
37.3803,345,383.68,348.15,8.17,27.36,356.32,375.51
37.4315,336,380.71,347.87,7.97,24.87,355.84,372.74
37.4827,370,378.23,347.59,7.82,22.82,355.41,370.41
37.5338,351,376.15,347.31,7.71,21.12,355.02,368.43
37.585,362,374.39,347.04,7.63,19.72,354.67,366.76
37.6361,343,372.9,346.76,7.59,18.55,354.35,365.31
37.6873,361,371.65,346.49,7.57,17.58,354.06,364.07
37.7385,347,370.59,346.22,7.59,16.78,353.81,363
37.7896,368,369.71,345.94,7.65,16.12,353.59,362.06
37.8408,372,368.99,345.67,7.73,15.59,353.4,361.26
37.8919,364,368.43,345.4,7.85,15.18,353.25,360.58
37.9431,374,368.01,345.14,8,14.88,353.14,360.02
37.9943,345,367.76,344.87,8.19,14.7,353.06,359.57
38.0454,373,367.7,344.6,8.43,14.67,353.03,359.27
38.0966,381,367.95,344.34,8.7,14.91,353.04,359.25
38.1477,368,368.87,344.07,9.03,15.76,353.1,359.83
38.1989,393,370.62,343.81,9.42,17.39,353.23,361.2
38.2501,348,370.56,343.55,9.87,17.15,353.42,360.7
38.3012,354,370,343.29,10.39,16.32,353.68,359.61
38.3524,367,370.25,343.03,11,16.22,354.03,359.25
38.4035,360,370.99,342.77,11.71,16.51,354.48,359.28
38.4547,358,372.11,342.51,12.55,17.05,355.06,359.56
38.5059,345,373.58,342.25,13.53,17.8,355.78,360.05
38.557,374,375.44,342,14.7,18.74,356.7,360.74
38.6082,403,377.77,341.74,16.11,19.92,357.85,361.66
38.6594,365,380.68,341.49,17.82,21.37,359.31,362.86
38.7105,386,384.35,341.24,19.96,23.15,361.2,364.39
38.7617,344,389.08,340.98,22.75,25.34,363.73,366.32
38.8128,393,395.44,340.73,26.66,28.05,367.39,368.78
38.864,408,404.19,340.48,32.22,31.48,372.7,371.96
38.9152,388,413.24,340.24,37.15,35.86,377.39,376.1
38.9663,482,423.92,339.99,42.38,41.55,382.37,381.54
39.0175,432,439.51,339.74,50.6,49.16,390.34,388.9
39.0686,469,461.94,339.5,62.82,59.63,402.32,399.13
39.1198,463,494.87,339.25,81,74.61,420.25,413.86
39.171,512,545.22,339.01,109.12,97.09,448.13,436.1
39.2221,598,625.94,338.76,154.52,132.65,493.28,471.41
39.2733,676,759.57,338.52,229.79,191.26,568.31,529.78
39.3245,921,990.68,338.28,362.34,290.06,700.62,628.34
39.3756,1449,1463.01,338.04,643.21,481.75,981.25,819.79
39.4268,2573,2482.8,337.8,1212.5,932.49,1550.3,1270.29
39.4779,3634,3472.99,337.57,1527.08,1608.35,1864.65,1945.92
39.5291,3376,3063.78,337.33,1253.11,1473.34,1590.44,1810.67
39.5803,2705,2553.65,337.09,993.18,1223.38,1330.27,1560.47
39.6314,1855,1716.14,336.86,567.22,812.06,904.08,1148.92
39.6826,1134,1074.67,336.62,310.18,427.87,646.8,764.49
39.7337,816,778.74,336.39,189.51,252.84,525.9,589.23
39.7849,691,636.14,336.16,127.48,172.5,463.64,508.66
39.8361,571,559.98,335.93,91.87,132.18,427.8,468.11
39.8872,528,517.13,335.7,69.61,111.82,405.31,447.52
39.9384,480,494,335.47,54.77,103.76,390.24,439.23
39.9895,510,485.16,335.24,44.39,105.53,379.63,440.77
40.0407,478,489.6,335.01,36.83,117.75,371.84,452.76
40.0919,511,509.63,334.78,31.19,143.66,365.97,478.44
40.143,548,552.71,334.56,26.83,191.32,361.39,525.88
40.1942,623,637.1,334.33,23.41,279.35,357.74,613.68
40.2453,792,788.91,334.11,20.68,434.12,354.79,768.23
40.2965,1014,946.75,333.88,18.46,594.41,352.34,928.29
40.3477,975,940.7,333.66,16.64,590.4,350.3,924.06
40.3988,928,849.96,333.44,15.13,501.39,348.57,834.83
40.45,738,716.94,333.22,13.87,369.85,347.09,703.07
40.5012,635,582.56,333,12.8,236.76,345.8,569.76
40.5523,462,497.83,332.78,11.89,153.15,344.67,485.93
40.6035,441,449.63,332.56,11.12,105.95,343.68,438.51
40.6546,437,420.93,332.34,10.45,78.13,342.79,410.47
40.7058,394,402.64,332.13,9.88,60.63,342.01,392.76
40.757,388,390.25,331.91,9.39,48.95,341.3,380.86
40.8081,385,381.45,331.69,8.96,40.79,340.65,372.48
40.8593,364,374.95,331.48,8.59,34.88,340.07,366.36
40.9104,349,370.02,331.26,8.28,30.47,339.54,361.73
40.9616,346,366.19,331.05,8.01,27.13,339.06,358.18
41.0128,340,363.2,330.84,7.78,24.58,338.62,355.42
41.0639,357,360.91,330.63,7.58,22.71,338.21,353.34
41.1151,384,359.41,330.42,7.42,21.58,337.84,352
41.1662,354,358.9,330.21,7.29,21.41,337.5,351.62
41.2174,385,357.7,330,7.19,20.52,337.19,350.52
41.2686,377,355.72,329.79,7.11,18.83,336.9,348.62
41.3197,356,354.43,329.58,7.06,17.79,336.64,347.37
41.3709,354,353.62,329.37,7.04,17.21,336.41,346.58
41.4221,387,353.12,329.16,7.04,16.91,336.2,346.07
41.4732,348,352.86,328.96,7.07,16.83,336.03,345.79
41.5244,350,352.83,328.75,7.12,16.96,335.87,345.71
41.5755,349,353.04,328.55,7.2,17.29,335.75,345.84
41.6267,363,353.49,328.34,7.31,17.84,335.65,346.18
41.6779,363,354.23,328.14,7.45,18.64,335.59,346.78
41.729,364,355.3,327.94,7.62,19.75,335.56,347.69
41.7802,380,356.79,327.73,7.82,21.23,335.55,348.96
41.8313,344,358.8,327.53,8.06,23.2,335.59,350.73
41.8825,398,361.49,327.33,8.35,25.81,335.68,353.14
41.9337,397,365.12,327.13,8.68,29.31,335.81,356.44
41.9848,357,370.06,326.93,9.07,34.07,336,361
42.036,356,376.96,326.73,9.52,40.71,336.25,367.44
42.0871,367,386.88,326.53,10.05,50.3,336.58,376.83
42.1383,431,401.74,326.33,10.67,64.74,337,391.07
42.1895,446,424.99,326.14,11.4,87.45,337.54,413.59
42.2406,491,462.38,325.94,12.29,124.15,338.23,450.09
42.2918,520,523.18,325.74,13.4,184.04,339.14,509.78
42.343,746,637.55,325.55,14.9,297.1,340.45,622.65
42.3941,936,903.61,325.35,16.85,561.41,342.2,886.76
42.4453,1304,1373.37,325.16,18.41,1029.8,343.57,1354.96
42.4964,1367,1379.8,324.96,20.08,1034.76,345.04,1359.72
42.5476,1269,1183.77,324.77,22.51,836.49,347.28,1161.26
42.5988,1063,1005.63,324.57,25.83,655.23,350.4,979.8
42.6499,819,709,324.38,30.44,354.17,354.82,678.55
42.7011,628,556.27,324.19,37.21,194.87,361.4,519.06
42.7522,503,491.3,324,45.98,121.33,369.98,445.33
42.8034,445,461.7,323.8,54.61,83.28,378.41,407.08
42.8546,453,452.31,323.61,67.48,61.22,391.09,384.83
42.9057,432,458.93,323.42,88.22,47.28,411.64,370.7
42.9569,448,482.49,323.23,121.35,37.91,444.58,361.14
43.008,509,528.75,323.04,174.4,31.3,497.44,354.34
43.0592,562,611.64,322.85,262.33,26.46,585.18,349.31
43.1104,687,782.33,322.67,436.86,22.8,759.53,345.47
43.1615,1283,1165,322.48,822.55,19.97,1145.03,342.45
43.2127,1779,1635.92,322.29,1295.9,17.74,1618.19,340.03
43.2639,1496,1491.65,322.1,1153.61,15.95,1475.71,338.05
43.315,1513,1309.89,321.91,973.49,14.49,1295.4,336.4
43.3662,1056,1041.54,321.73,706.53,13.28,1028.26,335.01
43.4173,731,721.68,321.54,387.86,12.28,709.4,333.82
43.4685,556,555.63,321.35,222.83,11.44,544.18,332.79
43.5197,538,475.02,321.17,143.12,10.73,464.29,331.9
43.5708,452,432.11,320.98,100.99,10.13,421.97,331.11
43.622,408,407.77,320.8,77.35,9.61,398.15,330.41
43.6731,353,390.42,320.61,60.63,9.17,381.24,329.78
43.7243,348,376.75,320.43,47.52,8.8,367.95,329.23
43.7755,341,367.21,320.25,38.49,8.48,358.74,328.73
43.8266,379,360.35,320.06,32.08,8.2,352.14,328.26
43.8778,333,355.18,319.88,27.33,7.97,347.21,327.85
43.9289,326,351.16,319.69,23.69,7.78,343.38,327.47
43.9801,348,347.96,319.51,20.83,7.61,340.34,327.12
44.0313,336,345.37,319.33,18.55,7.49,337.88,326.82
44.0824,344,343.23,319.15,16.7,7.39,335.85,326.54
44.1336,318,341.45,318.97,15.17,7.32,334.14,326.29
44.1848,343,339.95,318.78,13.9,7.27,332.68,326.05
44.2359,331,338.69,318.6,12.84,7.25,331.44,325.85
44.2871,310,337.62,318.42,11.94,7.26,330.36,325.68
44.3382,317,336.71,318.24,11.18,7.3,329.42,325.54
44.3894,332,335.95,318.06,10.53,7.36,328.59,325.42
44.4406,290,335.3,317.88,9.97,7.45,327.85,325.33
44.4917,307,334.77,317.7,9.49,7.58,327.19,325.28
44.5429,332,334.34,317.52,9.08,7.73,326.6,325.25
44.594,320,334,317.34,8.73,7.93,326.07,325.27
44.6452,335,333.77,317.16,8.43,8.18,325.59,325.34
44.6964,344,333.65,316.98,8.18,8.5,325.16,325.48
44.7475,346,333.67,316.8,7.96,8.91,324.76,325.71
44.7987,355,333.84,316.62,7.78,9.44,324.4,326.06
44.8498,349,334.26,316.44,7.63,10.18,324.07,326.62
44.901,337,335.06,316.27,7.51,11.29,323.78,327.56
44.9522,348,336.61,316.09,7.41,13.11,323.5,329.2
45.0033,333,339.36,315.91,7.34,16.11,323.25,332.02
45.0545,352,342.08,315.73,7.3,19.05,323.03,334.78
45.1056,326,342.2,315.55,7.27,19.37,322.82,334.92
45.1568,314,341.8,315.37,7.27,19.15,322.64,334.52
45.208,344,342.5,315.2,7.29,20.01,322.49,335.21
45.2591,334,344.33,315.02,7.33,21.98,322.35,337
45.3103,350,347.3,314.84,7.39,25.07,322.23,339.91
45.3615,328,351.72,314.66,7.47,29.58,322.13,344.24
45.4126,401,358.17,314.49,7.57,36.1,322.06,350.59
45.4638,383,367.88,314.31,7.7,45.87,322.01,360.18
45.5149,401,382.79,314.13,7.85,60.81,321.98,374.94
45.5661,416,406.15,313.96,8.02,84.17,321.98,398.13
45.6173,465,442.7,313.78,8.22,120.7,322,434.48
45.6684,553,506.47,313.6,8.44,184.43,322.04,498.03
45.7196,662,647.88,313.43,8.7,325.75,322.13,639.18
45.7707,871,957.6,313.25,8.99,635.37,322.24,948.62
45.8219,1034,1163.44,313.07,9.31,841.05,322.38,1154.12
45.8731,953,973.36,312.9,9.68,650.78,322.58,963.68
45.9242,837,905.04,312.72,10.08,582.24,322.8,894.96
45.9754,681,715.3,312.54,10.54,392.21,323.08,704.75
46.0265,553,531.9,312.37,11.06,208.48,323.43,520.85
46.0777,452,445.34,312.19,11.64,121.51,323.83,433.7
46.1289,420,403.86,312.02,12.29,79.55,324.31,391.57
46.18,392,381.55,311.84,13.04,56.68,324.88,368.52
46.2312,369,368.42,311.66,13.88,42.88,325.54,354.54
46.2824,360,360.26,311.49,14.84,33.92,326.33,345.41
46.3335,393,355.04,311.31,15.95,27.78,327.26,339.09
46.3847,377,351.75,311.13,17.24,23.38,328.37,334.51
46.4358,387,349.82,310.96,18.73,20.12,329.69,331.08
46.487,339,348.93,310.78,20.5,17.65,331.28,328.43
46.5382,352,348.94,310.61,22.6,15.73,333.21,326.34
46.5893,340,349.79,310.43,25.15,14.22,335.58,324.65
46.6405,358,351.53,310.25,28.27,13,338.52,323.25
46.6916,393,354.29,310.08,32.2,12.02,342.28,322.1
46.7428,373,358.36,309.9,37.24,11.22,347.14,321.12
46.794,418,364.23,309.72,43.95,10.55,353.67,320.27
46.8451,431,372.71,309.55,53.15,10.01,362.7,319.56
46.8963,446,385.28,309.37,66.35,9.56,375.72,318.93
46.9474,475,403.96,309.2,85.58,9.18,394.78,318.38
46.9986,439,432.28,309.02,114.39,8.87,423.41,317.89
47.0498,477,482.1,308.84,164.64,8.61,473.48,317.45
47.1009,646,586.01,308.67,268.93,8.41,577.6,317.08
47.1521,779,767.14,308.49,450.41,8.24,758.9,316.73
47.2033,809,823.15,308.31,506.73,8.11,815.04,316.42
47.2544,813,762.9,308.14,446.76,8.01,754.9,316.15
47.3056,831,768.54,307.96,452.64,7.94,760.6,315.9
47.3567,776,729.52,307.78,413.84,7.9,721.62,315.68
47.4079,748,751.09,307.6,435.61,7.88,743.21,315.48
47.4591,971,926.05,307.43,610.73,7.89,918.16,315.32
47.5102,1488,1374.99,307.25,1059.82,7.92,1367.07,315.17
47.5614,1800,1902.28,307.07,1587.24,7.97,1894.31,315.04
47.6125,1479,1690.57,306.9,1375.64,8.04,1682.54,314.94
47.6637,1544,1478.35,306.72,1163.51,8.13,1470.23,314.85
47.7149,1205,1266.29,306.54,951.51,8.24,1258.05,314.78
47.766,993,876.26,306.36,561.52,8.37,867.88,314.73
47.8172,710,645.81,306.18,331.1,8.53,637.28,314.71
47.8683,622,535.23,306.01,220.52,8.7,526.53,314.71
47.9195,537,478.54,305.83,163.81,8.9,469.64,314.73
47.9707,496,447.72,305.65,132.95,9.12,438.6,314.77
48.0218,503,431.27,305.47,116.43,9.37,421.9,314.84
48.073,450,424.26,305.29,109.33,9.64,414.62,314.93
48.1242,523,424.83,305.11,109.78,9.94,414.89,315.05
48.1753,461,433.07,304.94,117.86,10.27,422.8,315.21
48.2265,471,450.83,304.76,135.44,10.64,440.2,315.4
48.2776,524,482.1,304.58,166.48,11.04,471.06,315.62
48.3288,599,532.57,304.4,216.69,11.48,521.09,315.88
48.38,640,613.12,304.22,296.93,11.96,601.15,316.18
48.4311,770,760.2,304.04,443.66,12.5,747.7,316.54
48.4823,1016,1081.41,303.86,764.46,13.09,1068.32,316.95
48.5334,1671,1708.38,303.68,1390.97,13.73,1694.65,317.41
48.5846,1754,2023.6,303.5,1705.65,14.45,2009.15,317.95
48.6358,1553,1659.02,303.32,1340.46,15.24,1643.78,318.56
48.6869,1458,1524.68,303.14,1205.43,16.12,1508.57,319.26
48.7381,1059,1194.33,302.96,874.28,17.1,1177.24,320.06
48.7892,873,811.66,302.78,490.69,18.19,793.47,320.97
48.8404,656,611.76,302.6,289.76,19.41,592.36,322.01
48.8916,576,512.85,302.42,189.65,20.79,492.07,323.21
48.9427,542,458.98,302.23,134.4,22.35,436.63,324.58
48.9939,498,427.02,302.05,100.83,24.13,402.88,326.18
49.0451,426,406.94,301.87,78.88,26.2,380.75,328.07
49.0962,415,394,301.69,63.68,28.63,365.37,330.32
49.1474,415,385.85,301.51,52.7,31.64,354.21,333.15
49.1985,359,381.44,301.32,44.48,35.63,345.8,336.95
49.2497,395,379.22,301.14,38.16,39.92,339.3,341.06
49.3009,395,377.39,300.96,33.18,43.25,334.14,344.21
49.352,440,377.52,300.78,29.17,47.58,329.95,348.36
49.4032,355,379.79,300.59,25.9,53.29,326.49,353.88
49.4543,379,384.09,300.41,23.19,60.49,323.6,360.9
49.5055,385,390.65,300.23,20.92,69.51,321.15,369.74
49.5567,419,399.99,300.04,18.99,80.95,319.03,380.99
49.6078,393,412.99,299.86,17.34,95.79,317.2,395.65
49.659,401,430.5,299.67,15.92,114.91,315.59,414.58
49.7101,405,453.97,299.49,14.67,139.81,314.16,439.3
49.7613,474,487.15,299.31,13.59,174.26,312.9,473.57
49.8125,461,534.7,299.12,12.63,222.95,311.75,522.07
49.8636,513,604.29,298.94,11.78,293.58,310.72,592.52
49.9148,587,706.79,298.75,11.02,397.02,309.77,695.77
49.966,757,862.76,298.57,10.34,553.86,308.91,852.43
50.0171,985,1122.97,298.38,9.73,814.86,308.11,1113.24
50.0683,1612,1586.77,298.19,9.17,1279.4,307.36,1577.59
50.1194,2449,2285.71,298.01,8.67,1979.03,306.68,2277.04
50.1706,2880,2716.95,297.82,8.22,2410.91,306.04,2708.73
50.2218,2629,2487.67,297.64,7.8,2182.23,305.44,2479.87
50.2729,2213,2206.51,297.45,7.42,1901.64,304.87,2199.09
50.3241,1878,1831.85,297.26,7.07,1527.52,304.33,1824.78
50.3752,1270,1326.91,297.08,6.75,1023.08,303.83,1320.16
50.4264,898,961.2,296.89,6.45,657.86,303.34,954.75
50.4776,647,748.17,296.7,6.18,445.29,302.88,741.99
50.5287,554,626.25,296.51,5.94,323.8,302.45,620.31
50.5799,451,559.46,296.32,5.72,257.41,302.04,553.73
50.631,495,529.34,296.14,5.54,227.66,301.68,523.8
50.6822,478,493.77,295.95,5.44,192.38,301.39,488.33
50.7334,446,455.11,295.76,5.49,153.87,301.25,449.63
50.7845,409,433.56,295.57,5.53,132.46,301.1,428.03
50.8357,387,406.22,295.38,5.16,105.68,300.54,401.06
50.8868,361,382.74,295.19,4.81,82.75,300,377.94
50.938,329,367.62,295,4.56,68.06,299.56,363.06
50.9892,346,357.11,294.81,4.37,57.92,299.18,352.73
51.0403,344,349.17,294.62,4.22,50.33,298.84,344.95
51.0915,345,342.87,294.43,4.08,44.36,298.51,338.79
51.1427,288,337.72,294.24,3.96,39.52,298.2,333.76
51.1938,303,333.42,294.05,3.86,35.52,297.91,329.57
51.245,322,329.79,293.86,3.77,32.16,297.63,326.02
51.2961,303,326.7,293.67,3.71,29.32,297.38,322.99
51.3473,316,324.04,293.48,3.7,26.86,297.18,320.34
51.3985,302,321.79,293.29,3.81,24.7,297.1,317.99
51.4496,302,320.12,293.09,4.21,22.81,297.3,315.9
51.5008,314,318.99,292.9,4.93,21.16,297.83,314.06
51.5519,310,317.13,292.71,4.71,19.71,297.42,312.42
51.6031,308,314.92,292.52,3.98,18.43,296.5,310.95
51.6543,283,313.15,292.32,3.54,17.28,295.86,309.6
51.7054,312,311.7,292.13,3.3,16.26,295.43,308.39
51.7566,286,310.43,291.94,3.15,15.34,295.09,307.28
51.8077,299,309.3,291.75,3.04,14.52,294.79,306.27
51.8589,293,308.28,291.55,2.95,13.78,294.5,305.33
51.9101,286,307.34,291.36,2.88,13.1,294.24,304.46
51.9612,298,306.49,291.16,2.83,12.5,293.99,303.66
52.0124,290,305.72,290.97,2.81,11.94,293.78,302.91
52.0636,305,305.05,290.78,2.84,11.44,293.62,302.22
52.1147,302,304.43,290.58,2.86,10.98,293.44,301.56
52.1659,278,303.69,290.39,2.74,10.57,293.13,300.96
52.217,292,303.01,290.19,2.63,10.19,292.82,300.38
52.2682,250,302.39,290,2.55,9.84,292.55,299.84
52.3194,301,301.82,289.8,2.5,9.53,292.3,299.33
52.3705,314,301.3,289.61,2.45,9.24,292.06,298.85
52.4217,300,300.8,289.41,2.41,8.98,291.82,298.39
52.4728,276,300.33,289.21,2.38,8.74,291.59,297.95
52.524,285,299.89,289.02,2.34,8.53,291.36,297.55
52.5752,291,299.48,288.82,2.32,8.34,291.14,297.16
52.6263,257,299.08,288.62,2.29,8.17,290.91,296.79
52.6775,294,298.71,288.43,2.26,8.02,290.69,296.45
52.7286,313,298.35,288.23,2.24,7.88,290.47,296.11
52.7798,317,298.02,288.03,2.22,7.77,290.25,295.8
52.831,310,297.7,287.84,2.2,7.67,290.04,295.51
52.8821,302,297.41,287.64,2.18,7.59,289.82,295.23
52.9333,310,297.13,287.44,2.16,7.52,289.6,294.96
52.9845,303,296.87,287.24,2.15,7.48,289.39,294.72
53.0356,259,296.63,287.05,2.14,7.45,289.19,294.5
53.0868,333,296.4,286.85,2.12,7.43,288.97,294.28
53.1379,283,296.2,286.65,2.11,7.44,288.76,294.09
53.1891,260,296.01,286.45,2.1,7.46,288.55,293.91
53.2403,272,295.86,286.25,2.09,7.51,288.34,293.76
53.2914,328,295.73,286.05,2.09,7.59,288.14,293.64
53.3426,302,295.63,285.85,2.08,7.7,287.93,293.55
53.3937,318,295.59,285.66,2.08,7.85,287.74,293.51
53.4449,303,295.6,285.46,2.07,8.07,287.53,293.53
53.4961,305,295.72,285.26,2.07,8.39,287.33,293.65
53.5472,324,296.01,285.06,2.07,8.88,287.13,293.94
53.5984,284,296.65,284.86,2.07,9.72,286.93,294.58
53.6495,291,297.87,284.66,2.08,11.14,286.74,295.8
53.7007,287,299.25,284.46,2.08,12.71,286.54,297.17
53.7519,265,299.2,284.26,2.08,12.85,286.34,297.11
53.803,274,298.33,284.06,2.09,12.18,286.15,296.24
53.8542,304,297.83,283.86,2.1,11.88,285.96,295.74
53.9054,332,297.76,283.66,2.11,11.99,285.77,295.65
53.9565,319,297.99,283.46,2.12,12.41,285.58,295.87
54.0077,297,298.46,283.25,2.14,13.07,285.39,296.32
54.0588,326,299.16,283.05,2.16,13.94,285.21,296.99
54.11,300,300.1,282.85,2.19,15.06,285.04,297.91
54.1612,308,301.34,282.65,2.24,16.45,284.89,299.1
54.2123,299,302.96,282.45,2.31,18.2,284.76,300.65
54.2635,300,305.11,282.25,2.46,20.4,284.71,302.65
54.3146,340,308.05,282.05,2.78,23.22,284.83,305.27
54.3658,298,312.12,281.85,3.36,26.91,285.21,308.76
54.417,293,316.96,281.64,3.48,31.83,285.12,313.47
54.4681,312,323.09,281.44,3.06,38.59,284.5,320.03
54.5193,315,332.31,281.24,2.83,48.23,284.07,329.47
54.5704,382,346.11,281.04,2.82,62.25,283.86,343.29
54.6216,401,366.28,280.84,3,82.44,283.84,363.28
54.6728,414,394.93,280.64,3.27,111.02,283.91,391.66
54.7239,437,440.46,280.43,3.15,156.88,283.58,437.31
54.7751,557,532.84,280.23,2.97,249.64,283.2,529.87
