Angle,Observed,Calculated,Background,Dolomite_nb,Halite_nb,Quartz_nb,Dolomite,Halite,Quartz
9.1168,1019,1037.44,1035.61,0.02,0,1.81,1035.63,1035.61,1037.42
9.167,951,1034.31,1032.46,0.02,0,1.82,1032.48,1032.46,1034.28
9.2171,1030,1031.14,1029.29,0.02,0,1.83,1029.31,1029.29,1031.12
9.2672,980,1027.96,1026.1,0.02,0,1.84,1026.12,1026.1,1027.94
9.3174,1016,1024.75,1022.88,0.02,0,1.85,1022.9,1022.88,1024.73
9.3675,1005,1021.52,1019.63,0.02,0,1.86,1019.65,1019.63,1021.49
9.4177,1001,1018.26,1016.36,0.02,0,1.87,1016.38,1016.36,1018.23
9.4678,957,1014.98,1013.07,0.02,0,1.89,1013.09,1013.07,1014.96
9.5179,1053,1011.67,1009.74,0.02,0,1.9,1009.76,1009.74,1011.64
9.5681,1012,1008.33,1006.39,0.02,0,1.91,1006.41,1006.39,1008.3
9.6182,970,1004.96,1003.01,0.02,0,1.92,1003.03,1003.01,1004.93
9.6683,1015,1001.57,999.61,0.02,0,1.93,999.63,999.61,1001.54
9.7185,966,998.14,996.17,0.03,0,1.94,996.2,996.17,998.11
9.7686,905,994.7,992.71,0.03,0,1.96,992.74,992.71,994.67
9.8188,961,991.22,989.22,0.03,0,1.97,989.25,989.22,991.19
9.8689,963,987.72,985.71,0.03,0,1.98,985.74,985.71,987.69
9.919,971,984.19,982.17,0.03,0,1.99,982.2,982.17,984.16
9.9692,954,980.63,978.6,0.03,0,2.01,978.63,978.6,980.61
10.0193,995,977.05,975.01,0.03,0,2.02,975.04,975.01,977.03
10.0694,973,973.45,971.39,0.03,0,2.03,971.42,971.39,973.42
10.1196,1000,969.82,967.75,0.03,0,2.05,967.78,967.75,969.8
10.1697,884,966.17,964.08,0.03,0,2.06,964.11,964.08,966.14
10.2198,979,962.5,960.4,0.03,0,2.07,960.43,960.4,962.47
10.27,895,958.8,956.69,0.03,0,2.09,956.72,956.69,958.78
10.3201,932,955.09,952.96,0.03,0,2.1,952.99,952.96,955.06
10.3703,954,951.35,949.21,0.03,0,2.11,949.24,949.21,951.32
10.4204,974,947.6,945.45,0.03,0,2.13,945.48,945.45,947.58
10.4705,970,943.83,941.66,0.03,0,2.14,941.69,941.66,943.8
10.5207,966,940.05,937.87,0.03,0,2.16,937.9,937.87,940.03
10.5708,961,936.25,934.05,0.03,0,2.17,934.08,934.05,936.22
10.6209,930,932.44,930.23,0.03,0,2.18,930.26,930.23,932.41
10.6711,1004,928.62,926.39,0.03,0,2.2,926.42,926.39,928.59
10.7212,998,924.78,922.54,0.03,0,2.21,922.57,922.54,924.75
10.7714,923,920.94,918.68,0.03,0,2.23,918.71,918.68,920.91
10.8215,902,917.09,914.81,0.03,0,2.24,914.84,914.81,917.05
10.8716,954,913.23,910.94,0.03,0,2.26,910.97,910.94,913.2
10.9218,951,909.36,907.06,0.03,0,2.27,907.09,907.06,909.33
10.9719,972,905.5,903.17,0.03,0,2.29,903.2,903.17,905.46
11.022,898,901.62,899.29,0.03,0,2.31,899.32,899.29,901.6
11.0722,951,897.75,895.4,0.03,0,2.32,895.43,895.4,897.72
11.1223,924,893.88,891.51,0.03,0,2.34,891.54,891.51,893.85
11.1725,871,890,887.62,0.03,0,2.35,887.65,887.62,889.97
11.2226,906,886.13,883.73,0.03,0,2.37,883.76,883.73,886.1
11.2727,937,882.27,879.85,0.03,0,2.39,879.88,879.85,882.24
11.3229,837,878.4,875.97,0.03,0,2.4,876,875.97,878.37
11.373,945,874.55,872.1,0.03,0,2.42,872.13,872.1,874.52
11.4231,917,870.7,868.23,0.03,0,2.44,868.26,868.23,870.67
11.4733,931,866.86,864.37,0.03,0,2.46,864.4,864.37,866.83
11.5234,887,863.03,860.52,0.03,0,2.47,860.55,860.52,862.99
11.5736,876,859.21,856.69,0.03,0,2.49,856.72,856.69,859.18
11.6237,848,855.41,852.86,0.03,0,2.51,852.89,852.86,855.37
11.6738,876,851.61,849.05,0.03,0,2.53,849.08,849.05,851.58
11.724,834,847.84,845.26,0.03,0,2.55,845.29,845.26,847.81
11.7741,879,844.07,841.47,0.03,0,2.57,841.5,841.47,844.04
11.8242,850,840.33,837.71,0.03,0,2.59,837.74,837.71,840.3
11.8744,866,836.6,833.96,0.03,0,2.61,833.99,833.96,836.57
11.9245,835,832.89,830.24,0.03,0,2.63,830.27,830.24,832.87
11.9746,885,829.21,826.53,0.03,0,2.65,826.56,826.53,829.18
12.0248,861,825.54,822.84,0.03,0,2.67,822.87,822.84,825.51
12.0749,772,821.9,819.18,0.03,0,2.69,819.21,819.18,821.87
12.1251,838,818.28,815.54,0.03,0,2.71,815.57,815.54,818.25
12.1752,814,814.68,811.92,0.03,0,2.73,811.95,811.92,814.65
12.2253,810,811.11,808.33,0.03,0,2.75,808.36,808.33,811.08
12.2755,854,807.56,804.76,0.03,0,2.77,804.79,804.76,807.53
12.3256,853,804.05,801.22,0.03,0,2.79,801.25,801.22,804.01
12.3757,834,800.56,797.71,0.03,0,2.81,797.74,797.71,800.52
12.4259,813,797.09,794.22,0.03,0,2.84,794.25,794.22,797.06
12.476,776,793.66,790.77,0.03,0,2.86,790.8,790.77,793.63
12.5262,818,790.26,787.34,0.03,0,2.88,787.37,787.34,790.22
12.5763,801,786.89,783.95,0.03,0,2.9,783.98,783.95,786.85
12.6264,785,783.55,780.59,0.03,0,2.93,780.62,780.59,783.52
12.6766,768,780.24,777.26,0.03,0,2.95,777.29,777.26,780.21
12.7267,788,776.97,773.96,0.03,0,2.98,773.99,773.96,776.94
12.7768,784,773.73,770.69,0.03,0,3,770.72,770.69,773.69
12.827,869,770.53,767.46,0.03,0,3.02,767.49,767.46,770.48
12.8771,787,767.35,764.27,0.03,0,3.05,764.3,764.27,767.32
12.9273,770,764.22,761.11,0.03,0,3.08,761.14,761.11,764.19
12.9774,760,761.12,757.98,0.03,0,3.1,758.01,757.98,761.08
13.0275,773,758.06,754.89,0.03,0,3.13,754.92,754.89,758.02
13.0777,772,755.03,751.84,0.03,0,3.15,751.87,751.84,754.99
13.1278,781,752.04,748.82,0.04,0,3.18,748.86,748.82,752
13.1779,775,749.09,745.85,0.04,0,3.21,745.89,745.85,749.06
13.2281,777,746.18,742.91,0.04,0,3.24,742.95,742.91,746.15
13.2782,725,743.31,740.01,0.04,0,3.26,740.05,740.01,743.27
13.3284,731,740.47,737.14,0.04,0,3.29,737.18,737.14,740.43
13.3785,798,737.68,734.32,0.04,0,3.32,734.36,734.32,737.64
13.4286,769,734.92,731.53,0.04,0,3.35,731.57,731.53,734.88
13.4788,763,732.21,728.79,0.04,0,3.38,728.83,728.79,732.17
13.5289,668,729.53,726.08,0.04,0,3.41,726.12,726.08,729.49
13.579,742,726.9,723.42,0.04,0,3.44,723.46,723.42,726.86
13.6292,681,724.3,720.79,0.04,0,3.47,720.83,720.79,724.26
13.6793,710,721.75,718.2,0.04,0,3.51,718.24,718.2,721.71
13.7294,685,719.24,715.66,0.04,0,3.54,715.7,715.66,719.2
13.7796,704,716.77,713.16,0.04,0,3.57,713.2,713.16,716.73
13.8297,729,714.34,710.69,0.04,0,3.6,710.73,710.69,714.29
13.8799,716,711.95,708.27,0.04,0,3.64,708.31,708.27,711.91
13.93,643,709.6,705.89,0.04,0,3.67,705.93,705.89,709.56
13.9801,709,707.3,703.55,0.04,0,3.71,703.59,703.55,707.26
14.0303,778,705.03,701.25,0.04,0,3.74,701.29,701.25,704.99
14.0804,726,702.81,698.99,0.04,0,3.78,699.03,698.99,702.77
14.1305,712,700.63,696.77,0.04,0,3.82,696.81,696.77,700.59
14.1807,747,698.49,694.6,0.04,0,3.85,694.64,694.6,698.45
14.2308,706,696.4,692.46,0.04,0,3.89,692.5,692.46,696.35
14.281,664,694.34,690.37,0.04,0,3.93,690.41,690.37,694.3
14.3311,677,692.33,688.32,0.04,0,3.97,688.36,688.32,692.29
14.3812,646,690.36,686.3,0.04,0,4.01,686.34,686.3,690.31
14.4314,605,688.43,684.33,0.04,0,4.05,684.37,684.33,688.38
14.4815,661,686.54,682.4,0.04,0,4.09,682.44,682.4,686.49
14.5316,693,684.69,680.51,0.04,0,4.13,680.55,680.51,684.64
14.5818,709,682.88,678.66,0.04,0,4.18,678.7,678.66,682.84
14.6319,688,681.12,676.85,0.04,0,4.22,676.89,676.85,681.07
14.6821,631,679.39,675.08,0.04,0,4.26,675.12,675.08,679.34
14.7322,676,677.71,673.35,0.04,0,4.31,673.39,673.35,677.66
14.7823,650,676.06,671.66,0.04,0,4.35,671.7,671.66,676.01
14.8325,686,674.46,670.01,0.04,0,4.4,670.05,670.01,674.41
14.8826,692,672.89,668.4,0.04,0,4.45,668.44,668.4,672.85
14.9327,708,671.37,666.82,0.05,0,4.5,666.87,666.82,671.32
14.9829,655,669.89,665.29,0.05,0,4.55,665.34,665.29,669.84
15.033,662,668.44,663.79,0.05,0,4.6,663.84,663.79,668.39
15.0832,637,667.04,662.34,0.05,0,4.65,662.39,662.34,666.99
15.1333,647,665.67,660.92,0.05,0,4.7,660.97,660.92,665.62
15.1834,679,664.34,659.53,0.05,0,4.76,659.58,659.53,664.29
15.2336,689,663.05,658.19,0.05,0,4.81,658.24,658.19,663
15.2837,706,661.8,656.88,0.05,0,4.87,656.93,656.88,661.75
15.3338,687,660.59,655.61,0.05,0,4.92,655.66,655.61,660.53
15.384,635,659.41,654.37,0.05,0,4.98,654.42,654.37,659.35
15.4341,663,658.27,653.17,0.05,0,5.04,653.22,653.17,658.21
15.4842,672,657.17,652.01,0.05,0,5.1,652.06,652.01,657.11
15.5344,655,656.1,650.88,0.05,0,5.17,650.93,650.88,656.05
15.5845,638,655.07,649.79,0.05,0,5.23,649.84,649.79,655.02
15.6347,643,654.08,648.73,0.05,0,5.29,648.78,648.73,654.02
15.6848,646,653.12,647.7,0.05,0,5.36,647.75,647.7,653.06
15.7349,710,652.2,646.71,0.06,0,5.43,646.77,646.71,652.14
15.7851,620,651.31,645.75,0.06,0,5.5,645.81,645.75,651.25
15.8352,636,650.46,644.83,0.06,0,5.57,644.89,644.83,650.4
15.8853,591,649.64,643.94,0.06,0,5.64,644,643.94,649.58
15.9355,636,648.86,643.08,0.06,0,5.72,643.14,643.08,648.8
15.9856,619,648.11,642.25,0.07,0,5.79,642.32,642.25,648.04
16.0358,616,647.4,641.45,0.07,0,5.87,641.52,641.45,647.32
16.0859,586,646.71,640.69,0.07,0,5.95,640.76,640.69,646.64
16.136,630,646.07,639.95,0.08,0,6.03,640.03,639.95,645.98
16.1862,606,645.45,639.25,0.08,0,6.12,639.33,639.25,645.37
16.2363,662,644.87,638.57,0.09,0,6.2,638.66,638.57,644.77
16.2864,594,644.33,637.93,0.11,0,6.29,638.04,637.93,644.22
16.3366,614,643.82,637.31,0.13,0,6.38,637.44,637.31,643.69
16.3867,657,643.36,636.72,0.16,0,6.48,636.88,636.72,643.2
16.4369,622,642.95,636.16,0.21,0,6.57,636.37,636.16,642.73
16.487,590,642.61,635.62,0.31,0,6.67,635.93,635.62,642.29
16.5371,640,642.36,635.12,0.47,0,6.77,635.59,635.12,641.89
16.5873,638,642.2,634.64,0.69,0,6.87,635.33,634.64,641.51
16.6374,645,641.95,634.19,0.78,0,6.98,634.97,634.19,641.17
16.6875,639,641.48,633.76,0.63,0,7.09,634.39,633.76,640.85
16.7377,650,640.97,633.36,0.41,0,7.2,633.77,633.36,640.56
16.7878,605,640.57,632.98,0.27,0,7.32,633.25,632.98,640.3
16.838,593,640.26,632.62,0.19,0,7.44,632.81,632.62,640.06
16.8881,620,640.01,632.3,0.15,0,7.57,632.45,632.3,639.87
16.9382,640,639.81,631.99,0.12,0,7.69,632.11,631.99,639.68
16.9884,601,639.64,631.71,0.11,0,7.82,631.82,631.71,639.53
17.0385,621,639.51,631.45,0.1,0,7.96,631.55,631.45,639.41
17.0886,574,639.4,631.21,0.09,0,8.1,631.3,631.21,639.31
17.1388,624,639.33,630.99,0.08,0,8.25,631.07,630.99,639.24
17.1889,596,639.28,630.8,0.08,0,8.4,630.88,630.8,639.2
17.239,629,639.26,630.62,0.08,0,8.55,630.7,630.62,639.17
17.2892,632,639.26,630.47,0.08,0,8.71,630.55,630.47,639.18
17.3393,607,639.29,630.34,0.07,0,8.88,630.41,630.34,639.22
17.3895,586,639.35,630.22,0.07,0,9.05,630.29,630.22,639.27
17.4396,609,639.44,630.13,0.07,0,9.23,630.2,630.13,639.36
17.4897,579,639.54,630.05,0.07,0,9.42,630.12,630.05,639.47
17.5399,602,639.68,629.99,0.07,0,9.61,630.06,629.99,639.6
17.59,656,639.84,629.95,0.07,0,9.81,630.02,629.95,639.76
17.6401,609,640.02,629.93,0.07,0,10.02,630,629.93,639.95
17.6903,573,640.23,629.92,0.07,0,10.24,629.99,629.92,640.16
17.7404,612,640.47,629.93,0.07,0,10.46,630,629.93,640.39
17.7906,612,640.73,629.96,0.07,0,10.7,630.03,629.96,640.66
17.8407,581,641.02,630,0.07,0,10.94,630.07,630,640.94
17.8908,610,641.33,630.06,0.07,0,11.2,630.13,630.06,641.26
17.941,648,641.67,630.13,0.07,0,11.47,630.2,630.13,641.6
17.9911,645,642.04,630.21,0.07,0,11.75,630.28,630.21,641.96
18.0412,558,642.44,630.31,0.07,0,12.05,630.38,630.31,642.36
18.0914,555,642.86,630.43,0.07,0,12.35,630.5,630.43,642.78
18.1415,617,643.31,630.55,0.07,0,12.68,630.62,630.55,643.23
18.1917,636,643.79,630.69,0.07,0,13.02,630.76,630.69,643.71
18.2418,580,644.3,630.84,0.07,0,13.37,630.91,630.84,644.21
18.2919,634,644.84,631.01,0.08,0,13.75,631.09,631.01,644.76
18.3421,639,645.41,631.18,0.08,0,14.15,631.26,631.18,645.33
18.3922,591,646.02,631.37,0.08,0,14.57,631.45,631.37,645.94
18.4423,654,646.66,631.56,0.08,0,15.01,631.64,631.56,646.57
18.4925,622,647.34,631.77,0.08,0.01,15.48,631.85,631.78,647.25
18.5426,603,648.05,631.99,0.08,0.01,15.98,632.07,632,647.97
18.5928,595,648.81,632.21,0.08,0.01,16.52,632.29,632.22,648.73
18.6429,623,649.69,632.45,0.08,0.01,17.16,632.53,632.46,649.61
18.693,659,651.42,632.69,0.08,0.01,18.65,632.77,632.7,651.34
18.7432,688,655.35,632.94,0.08,0.01,22.32,633.02,632.95,655.26
18.7933,621,663.1,633.2,0.08,0.01,29.81,633.28,633.21,663.01
18.8434,682,669.5,633.47,0.08,0.01,35.93,633.55,633.48,669.4
18.8936,669,666.42,633.75,0.08,0.01,32.58,633.83,633.76,666.33
18.9437,691,662.59,634.03,0.09,0.01,28.46,634.12,634.04,662.49
18.9938,650,660.92,634.32,0.09,0.01,26.51,634.41,634.33,660.83
19.044,631,660.57,634.61,0.09,0.01,25.86,634.7,634.62,660.47
19.0941,641,660.91,634.92,0.09,0.01,25.89,635.01,634.93,660.81
19.1443,678,661.66,635.22,0.09,0.01,26.34,635.31,635.23,661.56
19.1944,690,662.71,635.54,0.09,0.01,27.08,635.63,635.55,662.62
19.2445,716,663.98,635.85,0.09,0.01,28.03,635.94,635.86,663.88
19.2947,764,665.45,636.17,0.09,0.01,29.18,636.26,636.18,665.35
19.3448,742,667.11,636.5,0.1,0.01,30.51,636.6,636.51,667.01
19.3949,787,668.96,636.83,0.1,0.01,32.02,636.93,636.84,668.85
19.4451,749,670.98,637.16,0.1,0.01,33.72,637.26,637.17,670.88
19.4952,738,673.25,637.5,0.1,0.01,35.64,637.6,637.51,673.14
19.5454,726,675.75,637.84,0.1,0.01,37.8,637.94,637.85,675.64
19.5955,815,678.52,638.18,0.1,0.01,40.23,638.28,638.19,678.41
19.6456,794,681.61,638.53,0.11,0.01,42.97,638.64,638.54,681.5
19.6958,818,685.06,638.88,0.11,0.01,46.07,638.99,638.89,684.95
19.7459,848,688.93,639.23,0.11,0.01,49.59,639.34,639.24,688.82
19.796,928,693.31,639.58,0.12,0.01,53.61,639.7,639.59,693.19
19.8462,940,698.3,639.93,0.14,0.01,58.23,640.07,639.94,698.16
19.8963,967,704,640.28,0.15,0.01,63.57,640.43,640.29,703.85
19.9465,1045,710.57,640.64,0.14,0.01,69.79,640.78,640.65,710.43
19.9966,1037,718.22,640.99,0.13,0.01,77.09,641.12,641,718.08
20.0467,1071,727.23,641.34,0.13,0.01,85.75,641.47,641.35,727.09
20.0969,1053,737.84,641.7,0.13,0.01,96.01,641.83,641.71,737.71
20.147,1002,750.75,642.05,0.13,0.01,108.55,642.18,642.06,750.6
20.1971,1087,766.52,642.41,0.13,0.01,123.97,642.54,642.42,766.38
20.2473,1040,786.1,642.76,0.14,0.01,143.2,642.9,642.77,785.96
20.2974,1028,810.88,643.11,0.14,0.01,167.62,643.25,643.12,810.73
20.3476,1082,842.9,643.46,0.14,0.01,199.29,643.6,643.47,842.75
20.3977,1081,885.35,643.81,0.15,0.01,241.38,643.96,643.82,885.19
20.4478,1205,943.33,644.16,0.15,0.01,299.01,644.31,644.17,943.17
20.498,1317,1025.43,644.51,0.15,0.01,380.77,644.66,644.52,1025.28
20.5481,1535,1147.04,644.85,0.16,0.01,502.02,645.01,644.86,1146.87
20.5982,1778,1337.27,645.19,0.16,0.01,691.9,645.35,645.2,1337.09
20.6484,2171,1655.06,645.53,0.17,0.01,1009.35,645.7,645.54,1654.88
20.6985,2896,2224.38,645.86,0.18,0.01,1578.33,646.04,645.87,2224.19
20.7486,3953,3292.44,646.2,0.18,0.01,2646.05,646.38,646.21,3292.25
20.7988,5618,5150.94,646.53,0.19,0.01,4504.21,646.72,646.54,5150.74
20.8489,7595,7162.08,646.85,0.2,0.01,6515.02,647.05,646.86,7161.87
20.8991,7099,6907.54,647.17,0.21,0.01,6260.15,647.38,647.18,6907.32
20.9492,4630,4842.38,647.49,0.22,0.01,4194.66,647.71,647.5,4842.15
20.9993,2853,3049.73,647.81,0.23,0.01,2401.69,648.04,647.82,3049.5
21.0495,1966,2076.58,648.12,0.25,0.01,1428.21,648.37,648.13,2076.33
21.0996,1526,1572.48,648.42,0.26,0.01,923.79,648.68,648.43,1572.21
21.1497,1299,1291.26,648.73,0.28,0.01,642.24,649.01,648.74,1290.97
21.1999,1163,1121.34,649.02,0.3,0.01,472.01,649.32,649.03,1121.03
21.25,1087,1011.71,649.31,0.33,0.01,362.06,649.64,649.32,1011.37
21.3002,1056,937.2,649.6,0.36,0.01,287.23,649.96,649.61,936.83
21.3503,965,884.42,649.88,0.39,0.01,234.13,650.27,649.89,884.01
21.4004,957,845.77,650.16,0.44,0.01,195.16,650.6,650.17,845.32
21.4506,945,816.71,650.43,0.5,0.01,165.77,650.93,650.44,816.2
21.5007,900,794.51,650.7,0.57,0.01,143.24,651.27,650.71,793.94
21.5508,880,776.98,650.96,0.67,0.01,125.35,651.63,650.97,776.31
21.601,866,763.07,651.21,0.8,0.01,111.05,652.01,651.22,762.26
21.6511,814,751.92,651.46,1,0.01,99.45,652.46,651.47,750.91
