Angle,Observed,Calculated,Background,Dolomite_nb,Halite_nb,Quartz_nb,Dolomite,Halite,Quartz
21.7013,811,742.93,651.7,1.29,0.01,89.93,652.99,651.71,741.63
21.7514,784,735.67,651.94,1.69,0.01,82.03,653.63,651.95,733.97
21.8015,743,729.92,652.17,2.31,0.01,75.43,654.48,652.18,727.6
21.8517,755,725.64,652.39,3.37,0.01,69.87,655.76,652.4,722.26
21.9018,743,723.03,652.6,5.27,0.01,65.15,657.87,652.61,717.75
21.9519,783,722.37,652.81,8.41,0.01,61.13,661.22,652.82,713.94
22.0021,735,722.67,653.02,11.96,0.01,57.69,664.98,653.03,710.71
22.0522,756,720.35,653.21,12.41,0.01,54.73,665.62,653.22,707.94
22.1024,797,714.95,653.4,9.36,0.01,52.18,662.76,653.41,705.58
22.1525,820,709.47,653.58,5.91,0.01,49.98,659.49,653.59,703.56
22.2026,726,705.54,653.75,3.69,0.01,48.08,657.44,653.76,701.83
22.2528,716,702.86,653.92,2.47,0.01,46.46,656.39,653.93,700.38
22.3029,666,700.91,654.08,1.78,0.01,45.05,655.86,654.09,699.13
22.353,651,699.43,654.23,1.35,0.01,43.84,655.58,654.24,698.07
22.4032,714,698.27,654.37,1.08,0.01,42.8,655.45,654.38,697.17
22.4533,687,697.36,654.51,0.9,0.01,41.93,655.41,654.52,696.44
22.5034,659,696.63,654.64,0.78,0.01,41.2,655.42,654.65,695.84
22.5536,675,696.06,654.76,0.69,0.01,40.6,655.45,654.77,695.36
22.6037,682,695.63,654.87,0.63,0.01,40.12,655.5,654.88,694.99
22.6539,685,695.31,654.98,0.58,0.01,39.74,655.56,654.99,694.72
22.704,691,695.1,655.07,0.55,0.01,39.47,655.62,655.08,694.54
22.7541,666,694.98,655.16,0.53,0.01,39.28,655.69,655.17,694.44
22.8043,665,694.95,655.24,0.51,0.01,39.19,655.75,655.25,694.43
22.8544,640,695.01,655.31,0.5,0.01,39.18,655.81,655.32,694.49
22.9045,676,695.13,655.38,0.5,0.01,39.24,655.88,655.39,694.62
22.9547,688,695.33,655.43,0.51,0.01,39.38,655.94,655.44,694.81
23.0048,646,695.6,655.48,0.52,0.01,39.6,656,655.49,695.08
23.055,641,695.94,655.52,0.53,0.01,39.88,656.05,655.53,695.4
23.1051,669,696.35,655.55,0.55,0.01,40.23,656.1,655.56,695.78
23.1552,709,696.82,655.57,0.58,0.01,40.66,656.15,655.58,696.23
23.2054,623,697.36,655.58,0.62,0.01,41.15,656.2,655.59,696.73
23.2555,633,697.96,655.58,0.66,0.01,41.7,656.24,655.59,697.28
23.3056,669,698.64,655.58,0.72,0.01,42.33,656.3,655.59,697.91
23.3558,681,699.39,655.57,0.79,0.01,43.03,656.36,655.58,698.6
23.4059,641,700.22,655.54,0.87,0.01,43.79,656.41,655.55,699.33
23.4561,612,701.13,655.51,0.98,0.01,44.62,656.49,655.52,700.13
23.5062,662,702.14,655.47,1.12,0.01,45.53,656.59,655.48,701
23.5563,661,703.26,655.42,1.31,0.01,46.51,656.73,655.43,701.93
23.6065,676,704.5,655.37,1.55,0.01,47.57,656.92,655.38,702.94
23.6566,636,705.91,655.3,1.89,0.01,48.71,657.19,655.31,704.01
23.7067,644,707.53,655.23,2.36,0.01,49.93,657.59,655.24,705.16
23.7569,607,709.44,655.14,3.06,0.02,51.22,658.2,655.16,706.36
23.807,686,711.98,655.05,4.14,0.02,52.78,659.19,655.07,707.83
23.8572,663,717.3,654.95,5.92,0.02,56.42,660.87,654.97,711.37
23.9073,678,729.31,654.84,8.96,0.02,65.49,663.8,654.86,720.33
23.9574,693,757.26,654.72,14.28,0.02,88.24,669,654.74,742.96
24.0076,783,811.05,654.59,22.58,0.02,133.87,677.17,654.61,788.46
24.0577,776,844.28,654.45,29.74,0.02,160.07,684.19,654.47,814.52
24.1078,744,815.64,654.31,28.05,0.02,133.27,682.36,654.33,787.58
24.158,695,781.82,654.15,20.07,0.02,107.58,674.22,654.17,761.73
24.2081,695,760.68,653.99,12.46,0.02,94.22,666.45,654.01,748.21
24.2582,706,749.43,653.82,7.81,0.02,87.79,661.63,653.84,741.61
24.3084,651,743.82,653.63,5.22,0.02,84.95,658.85,653.65,738.58
24.3585,606,741.31,653.44,3.71,0.02,84.13,657.15,653.46,737.57
24.4087,640,740.64,653.24,2.78,0.02,84.59,656.02,653.26,737.83
24.4588,645,741.17,653.04,2.18,0.02,85.94,655.22,653.06,738.98
24.5089,669,742.56,652.82,1.76,0.02,87.96,654.58,652.84,740.78
24.5591,696,744.59,652.59,1.46,0.02,90.51,654.05,652.61,743.1
24.6092,671,747.22,652.36,1.24,0.03,93.59,653.6,652.39,745.95
24.6593,671,750.37,652.12,1.07,0.05,97.13,653.19,652.17,749.25
24.7095,708,754.02,651.86,0.95,0.08,101.13,652.81,651.94,752.99
24.7596,673,758.09,651.6,0.84,0.04,105.6,652.44,651.64,757.2
24.8098,595,762.68,651.33,0.76,0.03,110.55,652.09,651.36,761.88
24.8599,702,767.81,651.06,0.7,0.03,116.02,651.76,651.09,767.08
24.91,696,773.49,650.77,0.64,0.03,122.05,651.41,650.8,772.82
24.9602,650,779.79,650.47,0.6,0.03,128.69,651.07,650.5,779.16
25.0103,659,786.77,650.17,0.56,0.03,136.01,650.73,650.2,786.18
25.0604,724,794.49,649.86,0.53,0.03,144.07,650.39,649.89,793.93
25.1106,688,803.05,649.54,0.5,0.03,152.98,650.04,649.57,802.52
25.1607,705,812.55,649.21,0.48,0.03,162.83,649.69,649.24,812.04
25.2109,728,823.12,648.87,0.46,0.03,173.76,649.33,648.9,822.63
25.261,712,834.91,648.52,0.45,0.03,185.91,648.97,648.55,834.43
25.3111,768,848.1,648.17,0.43,0.03,199.47,648.6,648.2,847.64
25.3613,838,862.91,647.81,0.42,0.03,214.66,648.23,647.84,862.47
25.4114,827,879.47,647.44,0.41,0.03,231.59,647.85,647.47,879.03
25.4615,793,898.34,647.06,0.4,0.03,250.85,647.46,647.09,897.91
25.5117,868,919.8,646.67,0.4,0.03,272.71,647.07,646.7,919.38
25.5618,951,944.33,646.27,0.39,0.03,297.63,646.66,646.3,943.9
25.612,991,972.52,645.87,0.38,0.03,326.23,646.25,645.9,972.1
25.6621,1066,1005.13,645.46,0.38,0.04,359.26,645.84,645.5,1004.72
25.7122,1193,1043.12,645.04,0.38,0.04,397.66,645.42,645.08,1042.7
25.7624,1388,1087.7,644.61,0.38,0.04,442.68,644.99,644.65,1087.29
25.8125,1394,1140.49,644.18,0.37,0.04,495.9,644.55,644.22,1140.08
25.8626,1398,1203.59,643.73,0.37,0.04,559.45,644.1,643.77,1203.18
25.9128,1439,1279.87,643.28,0.37,0.04,636.17,643.65,643.32,1279.45
25.9629,1459,1373.2,642.82,0.37,0.05,729.96,643.19,642.87,1372.78
26.013,1590,1489.04,642.36,0.37,0.05,846.27,642.73,642.41,1488.63
26.0632,1772,1635.21,641.88,0.37,0.05,992.9,642.25,641.93,1634.78
26.1133,1916,1823.18,641.4,0.38,0.05,1181.35,641.78,641.45,1822.75
26.1635,1969,2070.42,640.91,0.38,0.06,1429.07,641.29,640.97,2069.98
26.2136,2291,2404.45,640.41,0.38,0.06,1763.6,640.79,640.47,2404.01
26.2637,2609,2865.94,639.91,0.38,0.06,2225.58,640.29,639.97,2865.49
26.3139,3287,3540.38,639.4,0.39,0.07,2900.52,639.79,639.47,3539.92
26.364,4278,4567.21,638.88,0.39,0.07,3927.86,639.27,638.95,4566.74
26.4141,5981,6222.05,638.35,0.4,0.08,5583.22,638.75,638.43,6221.57
26.4643,8887,9053.9,637.82,0.4,0.08,8415.6,638.22,637.9,9053.42
26.5144,14575,14156.05,637.28,0.4,0.09,13518.28,637.68,637.37,14155.56
26.5646,23737,23530.45,636.73,0.41,0.1,22893.21,637.14,636.83,23529.94
26.6147,37916,37295.44,636.18,0.42,0.11,36658.73,636.6,636.29,37294.91
26.6648,45539,43081.35,635.62,0.42,0.12,42445.19,636.04,635.74,43080.81
26.715,37136,35189.07,635.05,0.43,0.14,34553.45,635.48,635.19,35188.5
26.7651,23463,22583.94,634.47,0.44,0.16,21948.88,634.91,634.63,22583.35
26.8152,12734,13396.64,633.89,0.44,0.18,12762.12,634.33,634.07,13396.01
26.8654,7502,8487.73,633.3,0.45,0.22,7853.76,633.75,633.52,8487.06
26.9155,4863,5855.56,632.71,0.46,0.26,5222.13,633.17,632.97,5854.84
26.9657,3416,4331.97,632.11,0.47,0.32,3699.07,632.58,632.43,4331.18
27.0158,2675,3382.41,631.5,0.48,0.4,2750.03,631.98,631.9,3381.53
27.0659,2261,2753.85,630.89,0.49,0.54,2121.94,631.38,631.43,2752.83
27.1161,1902,2317.38,630.27,0.5,0.75,1685.87,630.77,631.02,2316.14
27.1662,1672,2003.97,629.64,0.51,1.13,1372.69,630.15,630.77,2002.33
27.2163,1503,1769.46,629.01,0.52,1.91,1138.03,629.53,630.92,1767.04
27.2665,1419,1591.21,628.37,0.53,3.62,958.69,628.9,631.99,1587.06
27.3166,1370,1455.42,627.72,0.54,8.55,818.61,628.26,636.27,1446.33
27.3668,1174,1355.7,627.07,0.55,20.95,707.12,627.62,648.02,1334.19
27.4169,1176,1261.65,626.41,0.57,17.71,616.96,626.98,644.12,1243.37
27.467,1149,1180.87,625.75,0.58,11.52,543.02,626.33,637.27,1168.77
27.5172,1106,1111.55,625.08,0.59,4.23,481.64,625.67,629.31,1106.72
27.5673,1073,1057.11,624.41,0.61,1.97,430.13,625.02,626.38,1054.54
27.6174,1025,1011.98,623.73,0.63,1.15,386.48,624.36,624.88,1010.21
27.6676,1029,973.62,623.04,0.64,0.76,349.17,623.68,623.8,972.21
27.7177,988,940.62,622.35,0.68,0.55,317.03,623.03,622.9,939.38
27.7678,955,912,621.66,0.77,0.42,289.16,622.43,622.08,910.82
27.818,962,887.06,620.95,0.95,0.34,264.82,621.9,621.29,885.77
27.8681,934,865.32,620.25,1.35,0.28,243.45,621.6,620.53,863.7
27.9183,828,846.23,619.53,1.89,0.24,224.57,621.42,619.77,844.1
27.9684,893,828.79,618.82,1.94,0.2,207.83,620.76,619.02,826.65
28.0185,853,812.78,618.09,1.6,0.18,192.9,619.69,618.27,810.99
28.0687,871,798.49,617.37,1.34,0.16,179.62,618.71,617.53,796.99
28.1188,886,785.58,616.64,1.19,0.15,167.61,617.83,616.79,784.25
28.1689,819,773.92,615.9,1.11,0.14,156.77,617.01,616.04,772.67
28.2191,856,763.32,615.16,1.07,0.13,146.97,616.23,615.29,762.13
28.2692,822,753.65,614.41,1.05,0.12,138.06,615.46,614.53,752.47
28.3194,882,744.79,613.66,1.05,0.12,129.96,614.71,613.78,743.62
28.3695,815,736.63,612.9,1.06,0.12,122.56,613.96,613.02,735.46
28.4196,805,729.12,612.14,1.07,0.12,115.78,613.21,612.26,727.92
28.4698,836,722.17,611.38,1.09,0.14,109.56,612.47,611.52,720.94
28.5199,806,715.8,610.61,1.12,0.22,103.84,611.73,610.83,714.45
28.57,837,710.13,609.84,1.15,0.58,98.56,610.99,610.42,708.4
28.6202,847,704.56,609.06,1.19,0.62,93.69,610.25,609.68,702.75
28.6703,809,698.97,608.28,1.23,0.29,89.18,609.51,608.57,697.46
28.7205,858,693.95,607.49,1.27,0.19,85,608.76,607.68,692.49
28.7706,886,689.29,606.7,1.32,0.15,81.11,608.02,606.85,687.81
28.8207,907,684.92,605.91,1.37,0.14,77.5,607.28,606.05,683.41
28.8709,825,680.8,605.11,1.43,0.13,74.13,606.54,605.24,679.24
28.921,861,676.91,604.31,1.49,0.12,70.98,605.8,604.43,675.29
28.9711,858,673.25,603.51,1.56,0.12,68.06,605.07,603.63,671.57
29.0213,853,669.76,602.7,1.63,0.12,65.31,604.33,602.82,668.01
29.0714,932,666.45,601.89,1.71,0.12,62.73,603.6,602.01,664.62
29.1216,839,663.3,601.07,1.8,0.12,60.31,602.87,601.19,661.38
29.1717,782,660.31,600.26,1.89,0.12,58.04,602.15,600.38,658.3
29.2218,747,657.45,599.43,1.99,0.12,55.9,601.42,599.55,655.33
29.272,746,654.73,598.61,2.11,0.12,53.89,600.72,598.73,652.5
29.3221,766,652.13,597.78,2.23,0.13,52,600.01,597.91,649.78
29.3722,754,649.65,596.95,2.36,0.13,50.21,599.31,597.08,647.16
29.4224,714,647.28,596.11,2.51,0.13,48.53,598.62,596.24,644.64
29.4725,713,645.02,595.28,2.67,0.14,46.94,597.95,595.42,642.22
29.5226,706,642.86,594.44,2.84,0.14,45.44,597.28,594.58,639.88
29.5728,718,640.8,593.59,3.04,0.15,44.01,596.63,593.74,637.6
29.6229,712,638.83,592.75,3.26,0.15,42.67,596.01,592.9,635.42
29.6731,708,636.95,591.9,3.5,0.16,41.39,595.4,592.06,633.29
29.7232,653,635.17,591.05,3.78,0.17,40.18,594.83,591.22,631.23
29.7733,649,633.48,590.2,4.08,0.17,39.03,594.28,590.37,629.23
29.8235,662,631.89,589.34,4.43,0.18,37.94,593.77,589.52,627.28
29.8736,645,630.39,588.48,4.82,0.19,36.9,593.3,588.67,625.38
29.9237,658,629,587.62,5.28,0.2,35.9,592.9,587.82,623.52
29.9739,745,627.72,586.76,5.79,0.21,34.96,592.55,586.97,621.72
30.024,651,626.55,585.89,6.39,0.22,34.05,592.28,586.11,619.94
30.0742,661,625.53,585.02,7.09,0.23,33.18,592.11,585.25,618.2
30.1243,661,624.65,584.16,7.92,0.25,32.33,592.08,584.41,616.49
30.1744,667,623.97,583.28,8.9,0.26,31.52,592.18,583.54,614.8
30.2246,691,623.5,582.41,10.09,0.28,30.73,592.5,582.69,613.14
30.2747,657,623.32,581.54,11.54,0.3,29.95,593.08,581.84,611.49
30.3248,677,623.46,580.66,13.29,0.32,29.19,593.95,580.98,609.85
30.375,637,624.05,579.78,15.46,0.34,28.47,595.24,580.12,608.25
30.4251,686,625.27,578.9,18.23,0.37,27.77,597.13,579.27,606.67
30.4753,631,627.34,578.02,21.82,0.4,27.11,599.84,578.42,605.13
30.5254,646,630.64,577.13,26.61,0.43,26.47,603.74,577.56,603.6
30.5755,691,635.72,576.25,33.15,0.47,25.86,609.4,576.72,602.11
30.6257,697,643.55,575.36,42.41,0.51,25.27,617.77,575.87,600.63
30.6758,663,655.77,574.47,56.03,0.56,24.71,630.5,575.03,599.18
30.7259,735,675.37,573.58,77,0.61,24.17,650.58,574.19,597.75
30.7761,719,707.77,572.69,110.74,0.68,23.65,683.43,573.37,596.34
30.8262,758,762.86,571.8,167.15,0.76,23.15,738.95,572.56,594.95
30.8764,851,858.22,570.91,263.79,0.85,22.68,834.7,571.76,593.59
30.9265,1076,1005.81,570.01,412.63,0.95,22.22,982.64,570.96,592.23
30.9766,1211,1124.51,569.12,532.53,1.08,21.78,1101.65,570.2,590.9
31.0268,1132,1098.07,568.22,507.25,1.24,21.35,1075.47,569.46,589.57
31.0769,986,978.82,567.33,389.11,1.44,20.94,956.44,568.77,588.27
31.127,847,840.99,566.43,252.32,1.69,20.55,818.75,568.12,586.98
31.1772,732,745.37,565.53,157.65,2.02,20.17,723.18,567.55,585.7
31.2273,686,690.23,564.63,103.35,2.44,19.81,667.98,567.07,584.44
31.2774,664,658.11,563.73,71.89,3.02,19.46,635.62,566.75,583.19
31.3276,636,638.4,562.83,52.6,3.85,19.12,615.43,566.68,581.95
31.3777,613,625.85,561.93,40.05,5.07,18.8,601.98,567,580.73
31.4279,610,617.99,561.03,31.48,6.99,18.49,592.51,568.02,579.52
31.478,568,614.01,560.13,25.39,10.31,18.19,585.52,570.44,578.32
31.5281,571,614.6,559.23,20.91,16.56,17.9,580.14,575.79,577.13
31.5783,614,622.19,558.33,17.52,28.73,17.62,575.85,587.06,575.95
31.6284,636,646.56,557.42,14.9,56.89,17.35,572.32,614.31,574.77
31.6785,723,740.02,556.52,12.83,153.58,17.1,569.35,710.1,573.62
31.7287,762,820.95,555.62,11.18,237.3,16.85,566.8,792.92,572.47
31.7788,750,751.23,554.72,9.84,170.06,16.61,564.56,724.78,571.33
31.829,668,681.05,553.81,8.75,102.1,16.38,562.56,655.91,570.19
31.8791,580,615.42,552.91,7.83,38.51,16.17,560.74,591.42,569.08
31.9292,538,594,552.01,7.03,19.01,15.96,559.04,571.02,567.97
31.9794,592,584.6,551.1,6.35,11.39,15.76,557.45,562.49,566.86
32.0295,585,579.14,550.2,5.77,7.6,15.56,555.97,557.8,565.76
32.0796,553,575.4,549.3,5.27,5.45,15.38,554.57,554.75,564.68
32.1298,536,572.54,548.4,4.84,4.1,15.2,553.24,552.5,563.6
32.1799,566,570.2,547.5,4.47,3.2,15.03,551.97,550.7,562.53
32.2301,571,568.18,546.59,4.14,2.57,14.87,550.73,549.16,561.46
32.2802,544,566.38,545.69,3.86,2.11,14.72,549.55,547.8,560.41
32.3303,526,564.73,544.79,3.6,1.77,14.57,548.39,546.56,559.36
32.3805,536,563.21,543.89,3.38,1.5,14.43,547.27,545.39,558.32
32.4306,553,561.77,542.99,3.19,1.29,14.3,546.18,544.28,557.29
32.4807,528,560.4,542.1,3.01,1.12,14.18,545.11,543.22,556.28
32.5309,559,559.1,541.2,2.86,0.98,14.06,544.06,542.18,555.26
32.581,564,557.85,540.3,2.73,0.87,13.95,543.03,541.17,554.25
32.6312,531,556.65,539.4,2.62,0.77,13.86,542.02,540.17,553.26
32.6813,533,555.57,538.51,2.52,0.69,13.84,541.03,539.2,552.35
32.7314,519,554.63,537.61,2.44,0.63,13.96,540.05,538.24,551.57
32.7816,498,553.97,536.72,2.37,0.57,14.31,539.09,537.29,551.03
32.8317,534,553.75,535.83,2.33,0.52,15.08,538.16,536.35,550.91
32.8818,526,554,534.93,2.3,0.47,16.3,537.23,535.4,551.23
32.932,514,553.94,534.04,2.29,0.43,17.17,536.33,534.47,551.21
32.9821,553,552.68,533.15,2.3,0.4,16.83,535.45,533.55,549.98
33.0322,531,550.89,532.26,2.34,0.37,15.92,534.6,532.63,548.18
33.0824,542,549.26,531.38,2.42,0.34,15.12,533.8,531.72,546.5
33.1325,560,547.91,530.49,2.55,0.32,14.56,533.04,530.81,545.05
33.1827,557,546.82,529.6,2.75,0.3,14.17,532.35,529.9,543.77
33.2328,515,545.94,528.72,3.04,0.28,13.9,531.76,529,542.62
33.2829,513,545.29,527.84,3.5,0.26,13.7,531.34,528.1,541.54
33.3331,532,544.96,526.96,4.2,0.25,13.56,531.16,527.21,540.52
33.3832,527,545.09,526.08,5.33,0.23,13.45,531.41,526.31,539.53
33.4333,518,545.97,525.2,7.18,0.22,13.38,532.38,525.42,538.58
33.4835,517,548.17,524.32,10.32,0.21,13.32,534.64,524.53,537.64
33.5336,530,552.59,523.44,15.65,0.19,13.29,539.09,523.63,536.73
33.5838,565,558.62,522.57,22.59,0.18,13.28,545.16,522.75,535.85
33.6339,509,560.51,521.7,25.36,0.17,13.28,547.06,521.87,534.98
33.684,487,556.58,520.83,22.29,0.17,13.3,543.12,521,534.13
33.7342,502,550.02,519.96,16.58,0.16,13.33,536.54,520.12,533.29
33.7843,494,543.55,519.09,10.94,0.15,13.37,530.03,519.24,532.46
33.8344,511,539.1,518.22,7.3,0.14,13.43,525.52,518.36,531.65
33.8846,452,536.21,517.36,5.21,0.14,13.5,522.57,517.5,530.86
33.9347,507,534.18,516.5,3.97,0.13,13.59,520.47,516.63,530.09
33.9849,528,532.64,515.64,3.19,0.13,13.69,518.83,515.77,529.33
34.035,524,531.37,514.78,2.67,0.12,13.8,517.45,514.9,528.58
34.0851,487,530.28,513.92,2.31,0.12,13.93,516.23,514.04,527.85
34.1353,440,529.31,513.07,2.06,0.11,14.07,515.13,513.18,527.14
34.1854,476,528.43,512.21,1.87,0.11,14.24,514.08,512.32,526.45
34.2355,506,527.62,511.36,1.74,0.1,14.42,513.1,511.46,525.78
34.2857,452,526.86,510.51,1.63,0.1,14.62,512.14,510.61,525.13
34.3358,498,526.16,509.67,1.56,0.1,14.84,511.23,509.77,524.51
34.386,470,525.5,508.82,1.51,0.09,15.08,510.33,508.91,523.9
34.4361,481,524.89,507.98,1.48,0.09,15.34,509.46,508.07,523.32
34.4862,467,524.32,507.14,1.46,0.09,15.64,508.6,507.23,522.78
34.5364,493,523.8,506.3,1.46,0.08,15.95,507.76,506.38,522.25
34.5865,476,523.33,505.46,1.48,0.08,16.3,506.94,505.54,521.76
34.6366,454,522.91,504.63,1.52,0.08,16.69,506.15,504.71,521.32
34.6868,483,522.56,503.8,1.58,0.08,17.11,505.38,503.88,520.91
34.7369,485,522.27,502.97,1.67,0.07,17.57,504.64,503.04,520.54
34.787,503,522.07,502.14,1.79,0.07,18.07,503.93,502.21,520.21
34.8372,511,521.96,501.31,1.95,0.07,18.63,503.26,501.38,519.94
34.8873,513,521.98,500.49,2.18,0.07,19.24,502.67,500.56,519.73
34.9375,515,522.14,499.67,2.49,0.07,19.91,502.16,499.74,519.58
34.9876,474,522.51,498.85,2.95,0.06,20.65,501.8,498.91,519.5
35.0377,500,523.17,498.03,3.61,0.06,21.47,501.64,498.09,519.5
35.0879,468,524.27,497.22,4.61,0.06,22.38,501.83,497.28,519.6
35.138,517,526.05,496.41,6.19,0.06,23.39,502.6,496.47,519.8
35.1881,531,528.92,495.6,8.75,0.06,24.51,504.35,495.66,520.11
35.2383,491,533.68,494.79,13.05,0.06,25.78,507.84,494.85,520.57
35.2884,541,541.46,493.99,20.17,0.06,27.24,514.16,494.05,521.23
35.3386,493,550.25,493.19,28.05,0.05,28.96,521.24,493.24,522.15
35.3887,543,552.89,492.39,29.39,0.05,31.05,521.78,492.44,523.44
35.4388,560,550.52,491.59,25.05,0.05,33.82,516.64,491.64,525.41
35.489,503,546.84,490.8,18.21,0.05,37.78,509.01,490.85,528.58
35.5391,506,544.35,490.01,11.84,0.05,42.44,501.85,490.06,532.45
35.5892,518,542.15,489.22,7.84,0.05,45.04,497.06,489.27,534.26
35.6394,506,541.02,488.44,5.53,0.05,47.01,493.97,488.49,535.45
35.6895,485,542.03,487.65,4.15,0.05,50.18,491.8,487.7,537.83
35.7397,512,544.8,486.87,3.28,0.05,54.59,490.15,486.92,541.46
35.7898,504,549.06,486.09,2.71,0.05,60.22,488.8,486.14,546.31
35.8399,511,554.87,485.32,2.31,0.04,67.2,487.63,485.36,552.52
35.8901,548,562.47,484.55,2.03,0.04,75.85,486.58,484.59,560.4
35.9402,514,572.31,483.78,1.83,0.04,86.66,485.61,483.82,570.44
35.9903,552,585.08,483.01,1.68,0.04,100.35,484.69,483.05,583.36
36.0405,552,601.83,482.25,1.57,0.04,117.97,483.82,482.29,600.22
36.0906,574,624.15,481.49,1.49,0.04,141.13,482.98,481.53,622.62
36.1408,609,654.5,480.73,1.43,0.04,172.3,482.16,480.77,653.03
36.1909,636,696.76,479.97,1.4,0.04,215.35,481.37,480.01,695.32
36.241,664,756.96,479.22,1.38,0.04,276.32,480.6,479.26,755.54
36.2912,743,844.42,478.47,1.38,0.04,364.53,479.85,478.51,843
36.3413,834,974.29,477.72,1.4,0.04,495.14,479.12,477.76,972.86
36.3914,1058,1169.41,476.98,1.43,0.04,690.96,478.41,477.02,1167.94
36.4416,1383,1461.95,476.23,1.48,0.04,984.2,477.71,476.27,1460.43
36.4917,1709,1839.16,475.49,1.54,0.04,1362.08,477.03,475.53,1837.57
36.5418,2051,2133.05,474.76,1.63,0.03,1656.63,476.39,474.79,2131.39
36.592,2301,2139.82,474.03,1.75,0.03,1664.02,475.78,474.06,2138.05
36.6421,2068,1910.07,473.3,1.89,0.03,1434.84,475.19,473.33,1908.14
36.6923,1665,1568.77,472.57,2.08,0.03,1094.09,474.65,472.6,1566.66
36.7424,1222,1246.91,471.84,2.32,0.03,772.71,474.16,471.87,1244.55
36.7925,1115,1015.22,471.12,2.64,0.03,541.42,473.76,471.15,1012.54
36.8427,953,863.8,470.4,3.08,0.03,390.29,473.48,470.43,860.69
36.8928,806,765.23,469.69,3.67,0.03,291.84,473.36,469.72,761.53
36.9429,737,699.4,468.98,4.52,0.03,225.87,473.5,469.01,694.85
36.9931,699,654.14,468.27,5.74,0.03,180.1,474.01,468.3,648.37
37.0432,620,622.25,467.56,7.37,0.03,147.29,474.93,467.59,614.85
37.0934,605,599.69,466.86,9.73,0.03,123.08,476.59,466.89,589.94
37.1435,552,584.45,466.15,13.5,0.03,104.76,479.65,466.18,570.91
37.1936,538,575.86,465.46,19.77,0.03,90.61,485.23,465.49,556.07
37.2438,613,574.77,464.76,30.5,0.03,79.48,495.26,464.79,544.24
37.2939,523,581.07,464.07,46.37,0.03,70.6,510.44,464.1,534.67
37.344,585,584.06,463.38,57.24,0.03,63.41,520.62,463.41,526.79
37.3942,591,573.92,462.7,53.65,0.03,57.54,516.35,462.73,520.24
37.4443,588,558.17,462.01,43.43,0.03,52.7,505.44,462.04,514.71
37.4945,525,539.97,461.33,29.92,0.03,48.69,491.25,461.36,510.02
37.5446,527,525.19,460.66,19.16,0.03,45.34,479.82,460.69,506
37.5947,483,515.27,459.98,12.71,0.03,42.55,472.69,460.01,502.53
37.6449,512,508.47,459.31,8.92,0.03,40.21,468.23,459.34,499.52
37.695,500,503.53,458.64,6.61,0.03,38.25,465.25,458.67,496.89
37.7451,482,499.74,457.98,5.11,0.03,36.62,463.09,458.01,494.6
37.7953,495,496.72,457.32,4.1,0.03,35.28,461.42,457.35,492.6
37.8454,473,494.26,456.66,3.38,0.03,34.19,460.04,456.69,490.85
37.8956,488,492.23,456,2.85,0.03,33.36,458.85,456.03,489.36
37.9457,478,490.58,455.35,2.45,0.03,32.75,457.8,455.38,488.1
37.9958,510,489.28,454.7,2.15,0.03,32.41,456.85,454.73,487.11
38.046,489,488.36,454.05,1.91,0.03,32.38,455.96,454.08,486.43
38.0961,481,488,453.41,1.71,0.03,32.85,455.12,453.44,486.26
38.1462,490,488.51,452.77,1.56,0.03,34.16,454.33,452.8,486.93
38.1964,536,489.33,452.13,1.43,0.03,35.74,453.56,452.16,487.87
38.2465,513,488.55,451.5,1.33,0.02,35.7,452.83,451.52,487.2
38.2966,488,487.35,450.87,1.24,0.02,35.22,452.11,450.89,486.09
38.3468,503,486.8,450.24,1.17,0.02,35.37,451.41,450.26,485.61
38.3969,531,486.83,449.61,1.1,0.02,36.09,450.71,449.63,485.7
38.4471,533,487.3,448.99,1.05,0.02,37.23,450.04,449.01,486.22
38.4972,484,488.18,448.37,1.01,0.02,38.77,449.38,448.39,487.14
38.5473,476,489.47,447.76,0.97,0.02,40.72,448.73,447.78,488.48
38.5975,457,491.24,447.14,0.94,0.02,43.13,448.08,447.16,490.27
38.6476,443,493.55,446.53,0.92,0.02,46.07,447.45,446.55,492.6
38.6977,495,496.52,445.92,0.9,0.02,49.67,446.82,445.94,495.59
38.7479,502,500.31,445.32,0.88,0.02,54.09,446.2,445.34,499.41
38.798,541,505.11,444.72,0.87,0.02,59.5,445.59,444.74,504.22
38.8482,519,511.28,444.12,0.86,0.02,66.27,444.98,444.14,510.39
38.8983,540,519.24,443.53,0.85,0.02,74.83,444.38,443.55,518.36
38.9484,519,529.64,442.93,0.85,0.02,85.83,443.78,442.95,528.76
38.9986,537,543.47,442.34,0.85,0.02,100.25,443.19,442.36,542.59
39.0487,577,562.29,441.76,0.85,0.02,119.66,442.61,441.78,561.42
39.0988,619,588.64,441.18,0.86,0.02,146.58,442.04,441.2,587.76
39.149,693,626.8,440.59,0.87,0.02,185.31,441.46,440.61,625.9
39.1991,692,684.19,440.02,0.88,0.02,243.27,440.9,440.04,683.29
39.2493,738,773.51,439.44,0.9,0.02,333.14,440.34,439.46,772.58
39.2994,889,916.82,438.87,0.93,0.02,476.99,439.8,438.89,915.86
39.3495,1197,1162.5,438.3,0.97,0.02,723.2,439.27,438.32,1161.5
39.3997,1747,1613.26,437.74,1,0.02,1174.49,438.74,437.76,1612.23
