Angle,Observed,Calculated,Background,Dolomite_nb,Halite_nb,Quartz_nb,Dolomite,Halite,Quartz
21.6511,749,710.78,632.53,1,0,77.25,633.53,632.53,709.78
21.7013,731,703.73,632.69,1.3,0,69.73,633.99,632.69,702.42
21.7514,737,698.08,632.85,1.73,0,63.51,634.58,632.85,696.36
21.8015,692,693.69,633,2.38,0,58.3,635.38,633,691.3
21.8517,692,690.67,633.15,3.61,0,53.92,636.76,633.15,687.07
21.9018,687,689.59,633.29,6.1,0,50.2,639.39,633.29,683.49
21.9519,707,692.06,633.43,11.61,0,47.02,645.04,633.43,680.45
22.0021,743,701.14,633.57,23.27,0,44.3,656.84,633.57,677.87
22.0522,798,707.84,633.7,32.19,0,41.96,665.89,633.7,675.66
22.1024,859,698.09,633.82,24.32,0,39.94,658.14,633.82,673.76
22.1525,849,684.62,633.94,12.47,0,38.2,646.41,633.94,672.14
22.2026,696,676.97,634.06,6.22,0,36.69,640.28,634.06,670.75
22.2528,681,673.19,634.17,3.62,0,35.4,637.79,634.17,669.57
22.3029,704,670.93,634.28,2.38,0,34.27,636.66,634.28,668.55
22.353,683,669.38,634.38,1.7,0,33.3,636.08,634.38,667.68
22.4032,672,668.24,634.47,1.29,0,32.47,635.76,634.47,666.94
22.4533,665,667.36,634.56,1.03,0,31.76,635.59,634.56,666.32
22.5034,709,666.67,634.65,0.85,0,31.17,635.5,634.65,665.82
22.5536,686,666.13,634.72,0.73,0,30.67,635.45,634.72,665.39
22.6037,640,665.7,634.8,0.63,0,30.27,635.43,634.8,665.07
22.6539,671,665.38,634.87,0.57,0,29.95,635.44,634.87,664.82
22.704,658,665.15,634.93,0.51,0,29.71,635.44,634.93,664.64
22.7541,652,665,634.98,0.48,0,29.54,635.46,634.98,664.52
22.8043,655,664.92,635.03,0.45,0,29.43,635.48,635.03,664.46
22.8544,639,664.9,635.08,0.42,0,29.39,635.5,635.08,664.47
22.9045,608,664.94,635.11,0.41,0,29.41,635.52,635.11,664.52
22.9547,693,665.04,635.15,0.4,0,29.49,635.55,635.15,664.64
23.0048,677,665.19,635.17,0.39,0,29.63,635.56,635.17,664.8
23.055,637,665.4,635.19,0.39,0,29.82,635.58,635.19,665.01
23.1051,659,665.65,635.2,0.39,0,30.06,635.59,635.2,665.26
23.1552,672,665.96,635.21,0.39,0,30.35,635.6,635.21,665.56
23.2054,647,666.31,635.21,0.4,0,30.7,635.61,635.21,665.91
23.2555,670,666.71,635.2,0.41,0,31.09,635.61,635.2,666.29
23.3056,647,667.17,635.19,0.43,0,31.54,635.62,635.19,666.73
23.3558,634,667.67,635.17,0.45,0,32.04,635.62,635.17,667.21
23.4059,617,668.23,635.14,0.48,0,32.6,635.62,635.14,667.74
23.4561,615,668.84,635.11,0.52,0,33.2,635.63,635.11,668.31
23.5062,608,669.51,635.07,0.57,0,33.86,635.64,635.07,668.93
23.5563,644,670.25,635.02,0.64,0,34.58,635.66,635.02,669.6
23.6065,596,671.06,634.97,0.74,0,35.35,635.71,634.97,670.32
23.6566,645,671.96,634.91,0.87,0,36.18,635.78,634.91,671.09
23.7067,634,672.97,634.84,1.05,0,37.07,635.89,634.84,671.91
23.7569,613,674.12,634.77,1.33,0,38.02,636.1,634.77,672.79
23.807,636,675.65,634.69,1.77,0,39.19,636.46,634.69,673.88
23.8572,646,679.21,634.6,2.53,0,42.08,637.13,634.6,676.68
23.9073,671,688.38,634.51,3.97,0,49.9,638.48,634.51,684.41
23.9574,677,714.69,634.4,6.95,0,73.34,641.35,634.4,707.74
24.0076,757,782.34,634.3,13.64,0,134.4,647.94,634.3,768.7
24.0577,803,823.14,634.18,24.89,0.01,164.07,659.07,634.19,798.25
24.1078,754,772.57,634.06,25.31,0.01,113.2,659.37,634.07,747.26
24.158,714,733.76,633.93,16.53,0.01,83.29,650.46,633.94,717.22
24.2081,695,712.68,633.79,8.13,0.01,70.75,641.92,633.8,704.54
24.2582,651,703.2,633.65,4.34,0.01,65.21,637.99,633.66,698.86
24.3084,623,699,633.49,2.69,0.01,62.81,636.18,633.5,696.3
24.3585,635,697.27,633.34,1.86,0.01,62.07,635.2,633.35,695.41
24.4087,639,696.89,633.17,1.39,0.01,62.33,634.56,633.18,695.5
24.4588,629,697.37,633,1.09,0.01,63.27,634.09,633.01,696.27
24.5089,619,698.45,632.82,0.9,0.01,64.73,633.72,632.83,697.55
24.5591,649,699.98,632.63,0.76,0.01,66.58,633.39,632.64,699.21
24.6092,674,701.93,632.44,0.67,0.01,68.82,633.11,632.45,701.26
24.6593,636,704.26,632.24,0.59,0.02,71.41,632.83,632.26,703.65
24.7095,596,706.95,632.03,0.54,0.05,74.33,632.57,632.08,706.36
24.7596,625,709.94,631.82,0.5,0.02,77.61,632.32,631.84,709.43
24.8098,674,713.3,631.59,0.46,0.01,81.24,632.05,631.6,712.83
24.8599,636,717.06,631.37,0.44,0.01,85.25,631.81,631.38,716.62
24.91,663,721.23,631.13,0.42,0.01,89.67,631.55,631.14,720.8
24.9602,624,725.84,630.89,0.4,0.01,94.55,631.29,630.9,725.44
25.0103,662,730.95,630.64,0.39,0.01,99.92,631.03,630.65,730.56
25.0604,662,736.61,630.38,0.37,0.01,105.85,630.75,630.39,736.23
25.1106,632,742.88,630.11,0.36,0.01,112.4,630.47,630.12,742.51
25.1607,648,749.85,629.84,0.36,0.01,119.64,630.2,629.85,749.48
25.2109,677,757.61,629.57,0.35,0.01,127.68,629.92,629.58,757.25
25.261,700,766.27,629.28,0.35,0.01,136.63,629.63,629.29,765.91
25.3111,679,775.96,628.99,0.34,0.01,146.62,629.33,629,775.61
25.3613,742,786.85,628.69,0.34,0.01,157.81,629.03,628.7,786.5
25.4114,700,799.03,628.38,0.34,0.01,170.3,628.72,628.39,798.68
25.4615,768,812.93,628.07,0.34,0.01,184.51,628.41,628.08,812.58
25.5117,774,828.75,627.75,0.34,0.01,200.65,628.09,627.76,828.4
25.5618,829,846.84,627.43,0.34,0.01,219.07,627.77,627.44,846.5
25.612,858,867.66,627.09,0.34,0.01,240.21,627.43,627.1,867.3
25.6621,982,891.76,626.75,0.34,0.01,264.66,627.09,626.76,891.41
25.7122,1225,919.87,626.41,0.34,0.01,293.11,626.75,626.42,919.52
25.7624,1270,952.91,626.05,0.35,0.01,326.5,626.4,626.06,952.55
25.8125,1260,992.08,625.69,0.35,0.01,366.03,626.04,625.7,991.72
25.8626,1279,1038.99,625.33,0.35,0.01,413.3,625.68,625.34,1038.63
25.9128,1287,1095.81,624.95,0.36,0.01,470.49,625.31,624.96,1095.44
25.9629,1299,1165.49,624.57,0.36,0.01,540.55,624.93,624.58,1165.12
26.013,1356,1252.24,624.19,0.36,0.01,627.67,624.55,624.2,1251.86
26.0632,1448,1362.07,623.8,0.37,0.01,737.89,624.17,623.81,1361.69
26.1133,1519,1503.93,623.4,0.37,0.02,880.14,623.77,623.42,1503.54
26.1635,1642,1691.59,622.99,0.38,0.02,1068.21,623.37,623.01,1691.2
26.2136,1789,1947.08,622.58,0.38,0.02,1324.1,622.96,622.6,1946.68
26.2637,2043,2303.7,622.16,0.39,0.02,1681.14,622.55,622.18,2303.3
26.3139,2497,2832.98,621.74,0.4,0.02,2210.82,622.14,621.76,2832.56
26.364,3121,3657.97,621.3,0.4,0.02,3036.24,621.7,621.32,3657.54
26.4141,4509,5038.53,620.87,0.41,0.02,4417.23,621.28,620.89,5038.1
26.4643,6964,7544.32,620.42,0.42,0.02,6923.46,620.84,620.44,7543.88
26.5144,12170,12456.43,619.98,0.42,0.03,11836.01,620.4,620.01,12455.99
26.5646,23661,23013.59,619.52,0.43,0.03,22393.61,619.95,619.55,23013.13
26.6147,44285,43117.32,619.06,0.44,0.03,42497.79,619.5,619.09,43116.85
26.6648,53522,50721.13,618.59,0.45,0.04,50102.05,619.04,618.63,50720.64
26.715,40052,38452.84,618.12,0.46,0.04,37834.22,618.58,618.16,38452.34
26.7651,21569,21236.63,617.64,0.47,0.05,20618.48,618.11,617.69,21236.12
26.8152,10217,11162.74,617.15,0.48,0.05,10545.06,617.63,617.2,11162.21
26.8654,5784,6739.06,616.66,0.49,0.06,6121.85,617.15,616.72,6738.51
26.9155,3672,4579.63,616.17,0.5,0.07,3962.89,616.67,616.24,4579.06
26.9657,2687,3384.87,615.66,0.51,0.09,2768.61,616.17,615.75,3384.27
27.0158,2221,2657.99,615.15,0.52,0.11,2042.2,615.67,615.26,2657.35
27.0659,1778,2183.55,614.64,0.53,0.15,1568.23,615.17,614.79,2182.87
27.1161,1671,1856.97,614.12,0.54,0.21,1242.09,614.66,614.33,1856.21
27.1662,1458,1623.71,613.6,0.56,0.31,1009.24,614.16,613.91,1622.84
27.2163,1375,1449.68,613.07,0.57,0.54,835.5,613.64,613.61,1448.57
27.2665,1298,1317.29,612.53,0.59,1.05,703.12,613.12,613.58,1315.65
27.3166,1206,1214.91,611.99,0.6,2.39,599.94,612.59,614.38,1211.93
27.3668,1170,1139.63,611.44,0.62,9.62,517.95,612.06,621.06,1129.39
27.4169,1031,1074.1,610.89,0.63,10.84,451.74,611.52,621.73,1062.63
27.467,1055,1016.74,610.33,0.65,8.27,397.49,610.98,618.6,1007.82
27.5172,1005,965.02,609.77,0.67,2.1,352.48,610.44,611.87,962.25
27.5673,944,925.4,609.2,0.69,0.77,314.74,609.89,609.97,923.94
27.6174,887,892.52,608.63,0.71,0.41,282.77,609.34,609.04,891.4
27.6676,950,864.51,608.05,0.73,0.26,255.46,608.78,608.31,863.51
27.7177,935,840.39,607.47,0.79,0.18,231.94,608.26,607.65,839.41
27.7678,955,819.49,606.88,0.93,0.14,211.55,607.81,607.02,818.43
27.818,860,801.44,606.29,1.3,0.11,193.74,607.59,606.4,800.03
27.8681,869,786.32,605.7,2.42,0.09,178.11,608.12,605.79,783.81
27.9183,893,773.72,605.09,4.24,0.07,164.31,609.33,605.16,769.4
27.9684,805,759.98,604.49,3.36,0.06,152.07,607.85,604.55,756.56
28.0185,863,747.23,603.88,2.13,0.06,141.16,606.01,603.94,745.04
28.0687,826,736.38,603.26,1.62,0.05,131.44,604.88,603.31,734.7
28.1188,772,726.75,602.64,1.39,0.05,122.66,604.03,602.69,725.3
28.1689,781,718.09,602.02,1.29,0.04,114.74,603.31,602.06,716.76
28.2191,802,710.24,601.39,1.23,0.04,107.58,602.62,601.43,708.97
28.2692,810,703.08,600.76,1.21,0.04,101.07,601.97,600.8,701.83
28.3194,797,696.51,600.12,1.21,0.04,95.15,601.33,600.16,695.27
28.3695,803,690.47,599.48,1.22,0.04,89.74,600.7,599.52,689.22
28.4196,803,684.89,598.83,1.24,0.04,84.79,600.07,598.87,683.62
28.4698,733,679.73,598.18,1.26,0.04,80.24,599.44,598.22,678.42
28.5199,825,674.94,597.53,1.29,0.06,76.06,598.82,597.59,673.59
28.57,764,670.6,596.87,1.33,0.19,72.21,598.2,597.06,669.08
28.6202,736,666.67,596.21,1.38,0.44,68.65,597.59,596.65,664.86
28.6703,789,662.44,595.54,1.42,0.13,65.35,596.96,595.67,660.89
28.7205,820,658.71,594.87,1.48,0.07,62.3,596.35,594.94,657.17
28.7706,754,655.24,594.2,1.53,0.05,59.46,595.73,594.25,653.66
28.8207,754,651.98,593.52,1.6,0.04,56.82,595.12,593.56,650.34
28.8709,786,648.9,592.84,1.66,0.04,54.36,594.5,592.88,647.2
28.921,761,646,592.16,1.74,0.04,52.06,593.9,592.2,644.22
28.9711,742,643.25,591.47,1.82,0.04,49.93,593.29,591.51,641.4
29.0213,778,640.64,590.78,1.91,0.04,47.92,592.69,590.82,638.7
29.0714,815,638.16,590.09,2,0.04,46.04,592.09,590.13,636.13
29.1216,810,635.8,589.39,2.1,0.04,44.27,591.49,589.43,633.66
29.1717,742,633.56,588.69,2.22,0.04,42.62,590.91,588.73,631.31
29.2218,680,631.42,587.98,2.34,0.04,41.06,590.32,588.02,629.04
29.272,672,629.38,587.27,2.47,0.04,39.6,589.74,587.31,626.87
29.3221,646,627.44,586.56,2.62,0.04,38.22,589.18,586.6,624.78
29.3722,680,625.59,585.85,2.78,0.04,36.92,588.63,585.89,622.77
29.4224,653,623.82,585.13,2.95,0.04,35.7,588.08,585.17,620.83
29.4725,662,622.14,584.41,3.15,0.04,34.54,587.56,584.45,618.95
29.5226,698,620.54,583.69,3.36,0.04,33.45,587.05,583.73,617.14
29.5728,649,619.02,582.96,3.6,0.04,32.41,586.56,583,615.37
29.6229,661,617.58,582.24,3.86,0.05,31.44,586.1,582.29,613.68
29.6731,683,616.22,581.51,4.16,0.05,30.51,585.67,581.56,612.02
29.7232,632,614.94,580.77,4.49,0.05,29.63,585.26,580.82,610.4
29.7733,592,613.75,580.04,4.86,0.05,28.8,584.9,580.09,608.84
29.8235,685,612.65,579.3,5.28,0.05,28.01,584.58,579.35,607.31
29.8736,678,611.63,578.56,5.77,0.06,27.26,584.33,578.62,605.82
29.9237,641,610.73,577.81,6.32,0.06,26.54,584.13,577.87,604.35
29.9739,620,609.93,577.07,6.95,0.06,25.85,584.02,577.13,602.92
30.024,645,609.26,576.32,7.69,0.07,25.2,584.01,576.39,601.52
30.0742,662,608.75,575.57,8.55,0.07,24.56,584.12,575.64,600.13
30.1243,635,608.41,574.81,9.57,0.07,23.95,584.38,574.88,598.76
30.1744,627,608.29,574.06,10.81,0.08,23.35,584.87,574.14,597.41
30.2246,642,608.47,573.3,12.31,0.08,22.77,585.61,573.38,596.07
30.2747,607,608.93,572.54,14.1,0.09,22.2,586.64,572.63,594.74
30.3248,662,609.79,571.78,16.28,0.09,21.64,588.06,571.87,593.42
30.375,591,611.26,571.02,19.05,0.1,21.1,590.07,571.12,592.12
30.4251,603,613.56,570.25,22.61,0.11,20.59,592.86,570.36,590.84
30.4753,657,617,569.49,27.31,0.12,20.09,596.8,569.61,589.58
30.5254,634,622.12,568.72,33.65,0.13,19.62,602.37,568.85,588.34
30.5755,633,629.77,567.95,42.52,0.14,19.17,610.47,568.09,587.12
30.6257,641,641.52,567.17,55.45,0.15,18.74,622.62,567.32,585.91
30.6758,724,660.26,566.4,75.37,0.16,18.32,641.77,566.56,584.72
30.7259,646,691.86,565.63,108.13,0.18,17.92,673.76,565.81,583.55
30.7761,731,748.52,564.85,165.93,0.2,17.54,730.78,565.05,582.39
30.8262,865,855.5,564.07,274.03,0.22,17.17,838.1,564.29,581.24
30.8764,1118,1082.55,563.29,502.19,0.25,16.82,1065.48,563.54,580.11
30.9265,1527,1590.43,562.51,1011.16,0.28,16.48,1573.67,562.79,578.99
30.9766,2013,1976.41,561.73,1398.21,0.32,16.16,1959.94,562.05,577.89
31.0268,1744,1726.75,560.94,1149.6,0.36,15.84,1710.54,561.3,576.78
31.0769,1296,1328.22,560.16,752.09,0.42,15.54,1312.25,560.58,575.7
31.127,874,949.72,559.37,374.6,0.49,15.25,933.97,559.86,574.62
31.1772,819,777.6,558.59,203.46,0.58,14.98,762.05,559.17,573.57
31.2273,737,699,557.8,125.79,0.7,14.71,683.59,558.5,572.51
31.2774,624,657.59,557.01,85.26,0.87,14.45,642.27,557.88,571.46
31.3276,626,633.12,556.22,61.6,1.1,14.2,617.82,557.32,570.42
31.3777,608,617.43,555.43,46.6,1.43,13.97,602.03,556.86,569.4
31.4279,622,606.83,554.64,36.5,1.96,13.74,591.14,556.6,568.38
31.478,556,599.61,553.84,29.37,2.88,13.52,583.21,556.72,567.36
31.5281,576,595.18,553.05,24.15,4.67,13.31,577.2,557.72,566.36
31.5783,578,594.03,552.26,20.22,8.45,13.1,572.48,560.71,565.36
31.6284,597,597.07,551.46,17.18,15.51,12.91,568.64,566.97,564.37
31.6785,637,622.99,550.67,14.79,44.81,12.72,565.46,595.48,563.39
31.7287,749,736.15,549.87,12.87,160.86,12.54,562.74,710.73,562.41
31.7788,644,657.59,549.08,11.33,84.82,12.37,560.41,633.9,561.45
31.829,601,648.29,548.28,10.08,77.73,12.2,558.36,626.01,560.48
31.8791,556,587.28,547.48,8.99,18.77,12.04,556.47,566.25,559.52
31.9292,561,574.17,546.68,8.05,7.55,11.89,554.73,554.23,558.57
31.9794,553,569.06,545.89,7.26,4.17,11.74,553.15,550.06,557.63
32.0295,573,565.95,545.09,6.59,2.67,11.6,551.68,547.76,556.69
32.0796,561,563.64,544.29,6.02,1.86,11.47,550.31,546.15,555.76
32.1298,548,561.73,543.49,5.52,1.38,11.34,549.01,544.87,554.83
32.1799,553,560.06,542.69,5.08,1.06,11.22,547.77,543.75,553.91
32.2301,571,558.54,541.9,4.7,0.84,11.1,546.6,542.74,553
32.2802,553,557.14,541.1,4.37,0.69,10.99,545.47,541.79,552.09
32.3303,548,555.82,540.3,4.07,0.57,10.89,544.37,540.87,551.19
32.3805,498,554.57,539.5,3.8,0.48,10.79,543.3,539.98,550.29
32.4306,554,553.38,538.7,3.57,0.41,10.69,542.27,539.11,549.39
32.4807,595,552.23,537.9,3.36,0.36,10.6,541.26,538.26,548.5
32.5309,512,551.12,537.1,3.18,0.31,10.52,540.28,537.41,547.62
32.581,555,550.04,536.31,3.02,0.28,10.44,539.33,536.59,546.75
32.6312,532,549.01,535.51,2.87,0.25,10.39,538.38,535.76,545.9
32.6813,472,548.07,534.71,2.75,0.22,10.39,537.46,534.93,545.1
32.7314,508,547.27,533.91,2.64,0.2,10.53,536.55,534.11,544.44
32.7816,531,546.77,533.12,2.54,0.18,10.93,535.66,533.3,544.05
32.8317,485,546.91,532.32,2.47,0.16,11.95,534.79,532.48,544.27
32.8818,524,548.01,531.52,2.41,0.15,13.93,533.93,531.67,545.45
32.932,503,548.49,530.73,2.38,0.14,15.25,533.11,530.87,545.98
32.9821,498,546.54,529.93,2.36,0.13,14.12,532.29,530.06,544.05
33.0322,499,544.25,529.14,2.38,0.12,12.62,531.52,529.26,541.76
33.0824,504,542.55,528.34,2.43,0.11,11.67,530.77,528.45,540.01
33.1325,505,541.29,527.55,2.54,0.1,11.1,530.09,527.65,538.65
33.1827,564,540.32,526.76,2.72,0.09,10.75,529.48,526.85,537.51
33.2328,486,539.6,525.97,3.03,0.09,10.52,529,526.06,536.49
33.2829,492,539.17,525.17,3.56,0.08,10.36,528.73,525.25,535.53
33.3331,512,539.18,524.38,4.48,0.08,10.24,528.86,524.46,534.62
33.3832,523,539.98,523.59,6.15,0.07,10.16,529.74,523.66,533.75
33.4333,502,542.31,522.81,9.33,0.07,10.11,532.14,522.88,532.92
33.4835,533,548.69,522.02,16.54,0.06,10.07,538.56,522.08,532.09
33.5336,571,561.92,521.23,30.58,0.06,10.05,551.81,521.29,531.28
33.5838,559,564.09,520.45,33.55,0.06,10.04,554,520.51,530.49
33.6339,535,556.88,519.66,27.11,0.05,10.05,546.77,519.71,529.71
33.684,488,546.43,518.88,17.44,0.05,10.07,536.32,518.93,528.95
33.7342,507,537.55,518.09,9.31,0.05,10.1,527.4,518.14,528.19
33.7843,525,533.16,517.31,5.66,0.05,10.14,522.97,517.36,527.45
33.8344,500,530.71,516.53,3.94,0.04,10.19,520.47,516.57,526.72
33.8846,531,529.06,515.75,3.02,0.04,10.25,518.77,515.79,526
33.9347,440,527.79,514.97,2.46,0.04,10.32,517.43,515.01,525.29
33.9849,551,526.73,514.2,2.09,0.04,10.4,516.29,514.24,524.6
34.035,502,525.79,513.42,1.84,0.04,10.5,515.26,513.46,523.92
34.0851,483,524.94,512.65,1.66,0.04,10.6,514.31,512.69,523.25
34.1353,505,524.15,511.87,1.53,0.03,10.72,513.4,511.9,522.59
34.1854,487,523.41,511.1,1.42,0.03,10.85,512.52,511.13,521.95
34.2355,461,522.7,510.33,1.34,0.03,11,511.67,510.36,521.33
34.2857,496,522.03,509.56,1.28,0.03,11.16,510.84,509.59,520.72
34.3358,473,521.4,508.79,1.23,0.03,11.34,510.02,508.82,520.13
34.386,448,520.79,508.03,1.2,0.03,11.53,509.23,508.06,519.56
34.4361,475,520.21,507.26,1.18,0.03,11.75,508.44,507.29,519.01
34.4862,491,519.67,506.5,1.16,0.03,11.98,507.66,506.53,518.48
34.5364,494,519.16,505.74,1.16,0.03,12.24,506.9,505.77,517.98
34.5865,529,518.68,504.98,1.16,0.03,12.52,506.14,505.01,517.5
34.6366,468,518.24,504.22,1.18,0.02,12.82,505.4,504.24,517.04
34.6868,450,517.85,503.46,1.21,0.02,13.16,504.67,503.48,516.62
34.7369,511,517.51,502.71,1.25,0.02,13.53,503.96,502.73,516.24
34.787,509,517.23,501.95,1.32,0.02,13.93,503.27,501.97,515.88
34.8372,494,517.02,501.2,1.42,0.02,14.37,502.62,501.22,515.57
34.8873,507,516.89,500.45,1.56,0.02,14.86,502.01,500.47,515.31
34.9375,495,516.88,499.7,1.76,0.02,15.4,501.46,499.72,515.1
34.9876,524,517.02,498.96,2.06,0.02,15.99,501.02,498.98,514.95
35.0377,520,517.4,498.21,2.53,0.02,16.64,500.74,498.23,514.85
35.0879,514,518.15,497.47,3.3,0.02,17.36,500.77,497.49,514.83
35.138,554,519.55,496.73,4.63,0.02,18.17,501.36,496.75,514.9
35.1881,515,522.08,495.99,7.01,0.02,19.07,503,496.01,515.06
35.2383,551,527.26,495.25,11.91,0.02,20.08,507.16,495.27,515.33
35.2884,546,539,494.52,23.21,0.02,21.25,517.73,494.54,515.77
35.3386,589,549.98,493.78,33.54,0.02,22.64,527.32,493.8,516.42
35.3887,582,545.4,493.05,27.97,0.02,24.36,521.02,493.07,517.41
35.4388,499,540.65,492.32,21.54,0.02,26.77,513.86,492.34,519.09
35.489,499,534.25,491.59,11.81,0.02,30.83,503.4,491.61,522.42
35.5391,524,533.43,490.87,6.5,0.02,36.04,497.37,490.89,526.91
35.5892,516,531.12,490.14,4.15,0.02,36.81,494.29,490.16,526.95
35.6394,503,529.81,489.42,2.96,0.02,37.41,492.38,489.44,526.83
35.6895,513,530.76,488.7,2.29,0.01,39.75,490.99,488.71,528.45
35.7397,484,533.15,487.99,1.88,0.01,43.28,489.87,488,531.27
35.7898,457,536.73,487.27,1.6,0.01,47.84,488.87,487.28,535.11
35.8399,466,541.53,486.56,1.42,0.01,53.55,487.98,486.57,540.11
35.8901,489,547.8,485.85,1.28,0.01,60.66,487.13,485.86,546.51
35.9402,506,555.93,485.14,1.19,0.01,69.6,486.33,485.15,554.74
35.9903,559,566.57,484.43,1.12,0.01,81.01,485.55,484.44,565.44
36.0405,512,580.66,483.73,1.07,0.01,95.86,484.8,483.74,579.59
36.0906,544,599.71,483.02,1.03,0.01,115.64,484.05,483.03,598.66
36.1408,568,626.14,482.32,1.01,0.01,142.8,483.33,482.33,625.12
36.1909,601,664,481.62,1,0.01,181.37,482.62,481.63,662.99
36.241,665,720,480.93,1,0.01,238.07,481.93,480.94,719
36.2912,689,804.82,480.24,1,0.01,323.57,481.24,480.25,803.81
36.3413,811,938.13,479.54,1.02,0.01,457.55,480.56,479.55,937.09
36.3914,1054,1156.1,478.86,1.04,0.01,676.19,479.9,478.87,1155.05
36.4416,1458,1535.13,478.17,1.08,0.01,1055.87,479.25,478.18,1534.04
36.4917,2074,2138.98,477.49,1.12,0.01,1660.36,478.61,477.5,2137.85
36.5418,2686,2648.72,476.8,1.18,0.01,2170.72,477.98,476.81,2647.52
36.592,2630,2569.68,476.12,1.26,0.01,2092.29,477.38,476.13,2568.41
36.6421,2270,2185.87,475.45,1.35,0.01,1709.06,476.8,475.46,2184.51
36.6923,1773,1653.3,474.77,1.47,0.01,1177.05,476.24,474.78,1651.82
36.7424,1330,1215.81,474.1,1.62,0.01,740.08,475.72,474.11,1214.18
36.7925,966,954.89,473.43,1.82,0.01,479.63,475.25,473.44,953.06
36.8427,854,805.3,472.76,2.09,0.01,330.44,474.85,472.77,803.2
36.8928,768,715.19,472.1,2.46,0.01,240.62,474.56,472.11,712.72
36.9429,614,657.68,471.43,3.03,0.01,183.2,474.46,471.44,654.63
36.9931,602,619.32,470.77,4,0.01,144.54,474.77,470.78,615.31
37.0432,591,592.76,470.12,5.29,0.01,117.35,475.41,470.13,587.47
37.0934,559,573.48,469.46,6.46,0.01,97.55,475.92,469.47,567.01
37.1435,558,560.14,468.81,8.61,0.01,82.71,477.42,468.82,551.52
37.1936,573,552.09,468.16,12.59,0.01,71.33,480.75,468.17,539.49
37.2438,519,549.79,467.51,19.85,0.01,62.43,487.36,467.52,529.94
37.2939,578,558.02,466.86,35.81,0.01,55.34,502.67,466.87,522.2
37.344,585,586.19,466.22,70.32,0.01,49.63,536.54,466.23,515.85
37.3942,597,599.06,465.58,88.5,0.01,44.98,554.08,465.59,510.56
37.4443,573,577.34,464.94,71.24,0.01,41.15,536.18,464.95,506.09
37.4945,545,556.75,464.31,54.46,0.01,37.98,518.77,464.32,502.29
37.5446,548,528.15,463.67,29.13,0.01,35.34,492.8,463.68,499.01
37.5947,522,511.97,463.04,15.78,0.01,33.14,478.82,463.05,496.18
37.6449,546,503.45,462.42,9.74,0.01,31.29,472.16,462.43,493.71
37.695,500,498.2,461.79,6.65,0.01,29.75,468.44,461.8,491.54
37.7451,485,494.53,461.17,4.88,0.01,28.47,466.05,461.18,489.64
37.7953,519,491.75,460.55,3.77,0.01,27.41,464.32,460.56,487.96
37.8454,456,489.54,459.93,3.04,0.01,26.56,462.97,459.94,486.49
37.8956,478,487.75,459.31,2.52,0.01,25.91,461.83,459.32,485.22
37.9457,531,486.29,458.7,2.14,0.01,25.44,460.84,458.71,484.14
37.9958,491,485.14,458.09,1.86,0.01,25.18,459.95,458.1,483.27
38.046,500,484.34,457.49,1.64,0.01,25.2,459.13,457.5,482.69
38.0961,485,484.13,456.88,1.48,0.01,25.76,458.36,456.89,482.64
38.1462,489,485.17,456.28,1.34,0.01,27.54,457.62,456.29,483.82
38.1964,510,486.71,455.68,1.23,0.01,29.79,456.91,455.69,485.47
38.2465,483,484.94,455.08,1.14,0.01,28.71,456.22,455.09,483.79
38.2966,468,483.19,454.49,1.07,0.01,27.63,455.56,454.5,482.12
38.3468,474,482.49,453.9,1.01,0.01,27.57,454.91,453.91,481.47
38.3969,508,482.37,453.31,0.96,0.01,28.09,454.27,453.32,481.4
38.4471,491,482.63,452.72,0.92,0.01,28.98,453.64,452.73,481.7
38.4972,490,483.22,452.14,0.89,0.01,30.19,453.03,452.15,482.33
38.5473,485,484.16,451.56,0.86,0.01,31.73,452.42,451.57,483.29
38.5975,457,485.47,450.98,0.84,0.01,33.64,451.82,450.99,484.62
38.6476,477,487.21,450.4,0.82,0.01,35.98,451.22,450.41,486.38
38.6977,473,489.5,449.83,0.81,0.01,38.85,450.64,449.84,488.68
38.7479,460,492.44,449.26,0.8,0.01,42.38,450.06,449.27,491.64
38.798,492,496.21,448.69,0.79,0.01,46.72,449.48,448.7,495.41
38.8482,553,501.1,448.12,0.79,0.01,52.18,448.91,448.13,500.3
38.8983,539,507.47,447.56,0.79,0.01,59.12,448.35,447.57,506.68
38.9484,542,515.88,447,0.79,0.01,68.08,447.79,447.01,515.08
38.9986,520,527.19,446.44,0.79,0.01,79.95,447.23,446.45,526.39
39.0487,566,542.8,445.89,0.8,0.01,96.1,446.69,445.9,541.99
39.0988,575,565.05,445.34,0.81,0.01,118.9,446.15,445.35,564.24
39.149,566,598.13,444.79,0.82,0.01,152.51,445.61,444.8,597.3
39.1991,647,649.66,444.24,0.83,0.01,204.58,445.07,444.25,648.82
39.2493,716,733.28,443.69,0.85,0.01,288.73,444.54,443.7,732.42
39.2994,883,871.8,443.15,0.88,0.01,427.76,444.03,443.16,870.91
39.3495,1178,1124.2,442.61,0.92,0.01,680.65,443.53,442.62,1123.26
39.3997,1856,1683.92,442.08,0.98,0.01,1240.85,443.06,442.09,1682.93
39.4498,2881,2710.4,441.54,1.01,0.01,2267.84,442.55,441.55,2709.38
39.4999,3376,2925.72,441.01,1.01,0.01,2483.69,442.02,441.02,2924.7
